"Gene","ENTREZID"
"HMGB1P24","100420063"
"RBM18","92400"
"ZDBF2","57683"
"NIBAN2","64855"
"RPS3AP3","140713"
"HPN-AS1","100128675"
"KHK","3795"
"CDPF1","150383"
"CPSF3","51692"
"MIR941-2","100126339"
"GBF1","8729"
"ZNF385B","151126"
"FBXO46","23403"
"NPM1","4869"
"MINAR1","23251"
"ANKRD37","353322"
"WDR11-AS1",NA
"MIR601","693186"
"GOSR2-DT","119139904"
"ARHGAP19","84986"
"MTCO3P12","107075270"
"MAN1B1-DT","100289341"
"TIRAP","114609"
"LINC01311","100652736"
"TIE1","7075"
"MANEAL","149175"
"ZFP91P1","100131832"
"RNU6-45P","100873759"
"PRRT1","80863"
"LINC01686","284648"
"ARMC10","83787"
"CARD19","84270"
"DHX8","1659"
"ZNF230-DT","101928063"
"FAM43A","131583"
"CAV1","857"
"CTSF","8722"
"STARD7","56910"
"FBXL6","26233"
"ZFP1","162239"
"HCG14","414760"
"OCRL","4952"
"ZBTB44","29068"
"GPR85","54329"
"PTCH2","8643"
"ARHGAP26","23092"
"NCR3LG1","374383"
"DPP9-AS1","100131094"
"SYT5","6861"
"ZNF570","148268"
"ADAMTSL4-AS1","574406"
"ANTXR2","118429"
"PHOX2A","401"
"ZNF320","162967"
"DCAKD","79877"
"AZGP1","563"
"MUSK","4593"
"GP6","51206"
"SMG7-AS1","284649"
"KLRK1-AS1","101928100"
"TLE1","7088"
"GP9","2815"
"MORF4","10934"
"HDAC8","55869"
"SNORA2A","677793"
"PARK7P1","100422296"
"JAG2","3714"
"HIF1A-AS3","105370526"
"DPH2","1802"
"USF1","7391"
"SFMBT1","51460"
"CARD6","84674"
"MED6","10001"
"GALR2","8811"
"JAZF1-AS1","100128081"
"ZNF572","137209"
"H2AZ2","94239"
"UBOX5-AS1","100134015"
"WNT2B","7482"
"LMCD1-AS1","100288428"
"MTMR3","8897"
"MFN2","9927"
"SLC7A4","6545"
"GLTPD2","388323"
"YIPF3","25844"
"C12orf60","144608"
"MMP25","64386"
"SLC27A4","10999"
"ZNF276","92822"
"PITPNC1","26207"
"AGO2","27161"
"PRSS8","5652"
"CBSL",NA
"RPSAP8","643617"
"ZBTB20","26137"
"BBS9","27241"
"IDI2-AS1","55853"
"H2BE1",NA
"TMEM185B","79134"
"CHSY1","22856"
"MR1","3140"
"GUCY1A1","2982"
"OLMALINC","90271"
"TSPAN11","441631"
"BACH1-IT2","100874322"
"PERP","64065"
"XKR6","286046"
"ZNF799","90576"
"ZNF445","353274"
"NBPF1","55672"
"NOP2","4839"
"C3orf49","132200"
"COMP","1311"
"ARAP1","116985"
"OXNAD1","92106"
"TDP2","51567"
"HOMEZ","57594"
"TLR1","7096"
"CXorf38","159013"
"ZNF768","79724"
"ZNF502","91392"
"TDRD3","81550"
"ZNF603P","493821"
"MRPL57","78988"
"MTRF1","9617"
"SLC25A45","283130"
"FARP1","10160"
"MON1B","22879"
"ZNF277","11179"
"FAM117B","150864"
"DNAAF4","161582"
"SCYL3","57147"
"LSM1","27257"
"STMN3","50861"
"CYTL1","54360"
"KIF3B","9371"
"KSR1","8844"
"CRIP2","1397"
"RNF168","165918"
"SNED1","25992"
"MROH2A","339766"
"NCF1","653361"
"KRTAP5-1","387264"
"GYPA","2993"
"TM2D3","80213"
"MAP1B","4131"
"SPATA2","9825"
"SMPD3","55512"
"RPP38","10557"
"MPZ","4359"
"ZBED5-AS1","729013"
"UBOX5","22888"
"DPH5","51611"
"FAM71E1",NA
"USP46-DT","643783"
"CTAGE12P","392298"
"EFHB","151651"
"LY6G5B","58496"
"ZNF738","148203"
"FABP5P3","220832"
"LINC01876","101929378"
"NEK5","341676"
"KRTCAP2","200185"
"SHMT1P1","6471"
"OCIAD2","132299"
"FAM241A","132720"
"TNFRSF10B","8795"
"PDE4DIPP2","100996724"
"NANS","54187"
"RGS1","5996"
"TMEM179B","374395"
"FAM177B","400823"
"RNF185","91445"
"MNT","4335"
"HOXB5","3215"
"HERC3","8916"
"PPP1R16A","84988"
"HTRA1","5654"
"SOCS3","9021"
"LZTS3","9762"
"ECHDC1","55862"
"NCDN","23154"
"ST13P3","144638"
"LINC01586","101929743"
"SLC22A20P","440044"
"AMZ2P1","201283"
"LINC00115","79854"
"FOXP1-IT1","100506815"
"SREBF1","6720"
"PRKG2","5593"
"OR6K3","391114"
"RN7SKP23","106479105"
"C8orf33","65265"
"SUCLG2-AS1",NA
"GOLGA8R","101059918"
"THSD1","55901"
"PRSS3P4","106480774"
"ZNF582-DT","386758"
"CCDC87","55231"
"EMSLR","101927746"
"SLC25A4","291"
"DDTL","100037417"
"FRMD4B","23150"
"AQP6","363"
"PYROXD1","79912"
"TMEM131L","23240"
"TAFAZZIN","6901"
"PPL","5493"
"ZAR1","326340"
"NBPF12","149013"
"DENND2C","163259"
"RNF149","284996"
"TNFRSF10A","8797"
"AMACR","23600"
"GRK1","6011"
"MED1","5469"
"COQ8A","56997"
"PRKY","5616"
"CTPS1","1503"
"ZMYM6","9204"
"EML4","27436"
"FBXL4","26235"
"GZF1","64412"
"SH3BGR","6450"
"CCT4","10575"
"BMP2K-DT","119863864"
"PACSIN3","29763"
"LINC01341","149134"
"ELL3","80237"
"ZCCHC3","85364"
"TIPRL","261726"
"CBWD5",NA
"IL17RC","84818"
"RELA","5970"
"ARSA","410"
"UNC13A","23025"
"FANCB","2187"
"MAP3K8","1326"
"C1orf127","148345"
"CASP10","843"
"PBX3","5090"
"ICAM3","3385"
"SNORC","389084"
"SERHL","94009"
"IRAK2","3656"
"LINC02384","100507195"
"PPP2CA-DT","118732304"
"TUBD1","51174"
"IRF8","3394"
"EXOC7","23265"
"MRPS6","64968"
"SLC25A53","401612"
"SNRPN","6638"
"DHRS12","79758"
"KRBOX4","55634"
"ZSCAN18","65982"
"SIGLEC15","284266"
"TRIM35","23087"
"BTD","686"
"OXA1L","5018"
"CTC1","80169"
"PLEKHA4","57664"
"LINC02470","100506159"
"GJC1","10052"
"EPS15L1","58513"
"MEGF8","1954"
"LRP4","4038"
"NCOA2","10499"
"DYNLT2","6991"
"ENDOD1","23052"
"FHIP2B","64760"
"RNU6-522P","106479797"
"ZMYND15","84225"
"KIF23-AS1","145694"
"ITGAM","3684"
"EPN2","22905"
"MKKS","8195"
"LINC02362","102723766"
"HOXA5","3202"
"PLPP4","196051"
"HNRNPA3","220988"
"RAB1B","81876"
"SMG1","23049"
"TEX261","113419"
"PDIA5","10954"
"MIR210","406992"
"CATSPER2P1","440278"
"RN7SL559P","106481849"
"ZFP69B","65243"
"KLHDC3","116138"
"CTNNAL1","8727"
"METTL23","124512"
"HJV","148738"
"BSN-DT","100132677"
"CFAP251","144406"
"ZNF878","729747"
"NLRP9","338321"
"LAMB3","3914"
"TRAPPC3","27095"
"MIR583HG","107984114"
"TMEM115","11070"
"BRPF1","7862"
"LINC00888","100505687"
"GCC1","79571"
"KIAA0895",NA
"RAB6D","150786"
"KIAA1143P1","644295"
"TMEM266","123591"
"PTX4","390667"
"ILK","3611"
"ZNF181","339318"
"RIPK2-DT","101929709"
"DDX46","9879"
"NRAV","100506668"
"CNPY2","10330"
"GBP2","2634"
"SLC15A4","121260"
"ZNF497","162968"
"FAM27C","100132948"
"RPL4P6","100271033"
"UBE2V2","7336"
"ZBED8",NA
"FUT7","2529"
"NAALADL2","254827"
"SLFN5","162394"
"OXR1-AS1","105375700"
"SCGB1B2P","643719"
"JCAD","57608"
"MMP15","4324"
"TG","7038"
"CDC14B","8555"
"LENG8-AS1","104355426"
"MCAT","27349"
"CCT6P3","643180"
"TRIB1","10221"
"PHBP19",NA
"GPR146","115330"
"FAM185BP","641808"
"KIAA0895L",NA
"CHKB-CPT1B","386593"
"ADH5P4","642443"
"SFT2D1","113402"
"TNNT3","7140"
"ILF3","3609"
"SNHG16","100507246"
"NFKBIA","4792"
"MAP2","4133"
"RNFT2","84900"
"EPN2-AS1","100874018"
"ZYX","7791"
"SNAP47","116841"
"IQCH-AS1","100506686"
"RHEX","440712"
"TRAK1","22906"
"GLT8D2","83468"
"MIR33A","407039"
"DHPS","1725"
"TNFRSF8","943"
"ETNPPL","64850"
"NFIA-AS2","100996570"
"PAIP1","10605"
"CPNE8-AS1","107984504"
"KCNJ10","3766"
"TRAP1","10131"
"ZNF112","7771"
"ELF3","1999"
"ATRAID","51374"
"DPY19L2P2","349152"
"METAP1D","254042"
"ADCY2","108"
"CBWD4P",NA
"FAM118A","55007"
"RNF14P1","100129375"
"TMEM109","79073"
"BLM","641"
"YBX1","4904"
"POF1B","79983"
"AURKC","6795"
"PLEKHA3","65977"
"PDZD2","23037"
"PTPRH","5794"
"AP1B1","162"
"AGAP14P","653259"
"PIN1-DT","100996288"
"ATP11AUN","400165"
"GNL3","26354"
"H2BC15","8341"
"CA4","762"
"DNM1P51","125505920"
"PACS1","55690"
"PRRG1","5638"
"HELLPAR","101101692"
"HNF4A-AS1","101927219"
"NPHP4","261734"
"TRPV5","56302"
"CTSE","1510"
"CD180","4064"
"AIFM1","9131"
"DNAJC19","131118"
"STRN4","29888"
"MYL6B-AS1","120766150"
"EIF5A","1984"
"MAPK13","5603"
"STK17A","9263"
"HNRNPA3P14","729817"
"BBS4","585"
"ERAP1","51752"
"DYNC2I1","55112"
"CSTF3-DT","338739"
"COQ8B","79934"
"HMGN1P14","100874440"
"ZNF404","342908"
"TMEM70","54968"
"WDR41","55255"
"PDE6D","5147"
"SYNE1","23345"
"PRKCG","5582"
"TCEAL4","79921"
"HMGB1P33","100873905"
"RCCD1","91433"
"GUSBP1","728411"
"FBXO10","26267"
"ADD3-AS1","100505933"
"TNFRSF12A","51330"
"SANBR","84542"
"SGSM2","9905"
"UBQLN1-AS1","105376114"
"METTL17","64745"
"RPL27AP","128481"
"S100PBP","64766"
"LY6G6E","79136"
"LINC02018","107986100"
"CCPG1","9236"
"SLC22A17","51310"
"YPEL1","29799"
"SMN1","6606"
"ZFP36L1","677"
"CACTIN","58509"
"PIGV","55650"
"FBXL19-AS1","283932"
"ACTG1","71"
"ZNF429","353088"
"UBE2SP1","246719"
"PLCL2-AS1","100874003"
"ABHD4","63874"
"SUMO2","6613"
"SHLD3","112441434"
"IL9R","3581"
"KCNK5","8645"
"NKD2","85409"
"TGFB1","7040"
"CLYBL","171425"
"C16orf74","404550"
"HMGN5","79366"
"POLR2A","5430"
"EIF2AK3-DT","101928403"
"PRPH2","5961"
"GSTM3","2947"
"GAREM1","64762"
"TJP1","7082"
"KLRG1","10219"
"SNAP47-AS1","100885800"
"GLRB","2743"
"SMS","6611"
"NFE2L1","4779"
"STK24-AS1","100874069"
"CREB5","9586"
"MIR6747","102465447"
"POLR2G","5436"
"RGS9BP","388531"
"AXL","558"
"SNORD37","26812"
"CD300E","342510"
"PLEKHH1","57475"
"PYCR1","5831"
"MUC20","200958"
"CEP104","9731"
"LRRC41","10489"
"SUOX","6821"
"FOXP3","50943"
"GINS4","84296"
"PCMT1","5110"
"MAFTRR","102467146"
"HMOX1","3162"
"VPS52","6293"
"ZNF137P","7696"
"DOCK4","9732"
"ATG12","9140"
"KIF19BP","645357"
"PRNCR1","101867536"
"IKBKB","3551"
"C11orf40","143501"
"OR2AT1P","390225"
"RPS26P6","392256"
"CBS","875"
"SCN3A","6328"
"FBXO41","150726"
"MAP6","4135"
"CBX3P2","645158"
"ARHGAP17","55114"
"TOGARAM2","165186"
"PGAM1P11","100420660"
"WDR5B","54554"
"CARD8","22900"
"EXOC3","11336"
"SLC9B1","150159"
"GUCY1B2","2974"
"ZFYVE28","57732"
"MAPK15","225689"
"SPEGNB","100996693"
"CCDC81","60494"
"RAMACL","353267"
"NDUFAF2P2","100130783"
"FAM168A","23201"
"ZNF76","7629"
"C4A","720"
"CDK11A","728642"
"SPINT2","10653"
"TEFM","79736"
"TUBB2A","7280"
"MEF2C","4208"
"TRPM4","54795"
"ARHGAP5","394"
"AAGAB","79719"
"JMJD7","100137047"
"CCDC9B","388115"
"IGHV3-7","28452"
"POM121B","100288540"
"ATP13A1","57130"
"CD96","10225"
"CRLF1","9244"
"TRIM73","375593"
"NRP1","8829"
"WHAMMP2","440253"
"TRIB3","57761"
"CRELD1","78987"
"SDAD1P1","157489"
"APBB1IP","54518"
"RPS24P19","100130183"
"SLC23A2","9962"
"HMGN2","3151"
"FCGBP","8857"
"ANKRD24","170961"
"JKAMP","51528"
"NRDE2","55051"
"MT-ND3",NA
"FAIM","55179"
"UQCRFS1-DT","105372352"
"PAQR9-AS1","101927832"
"SLC9A7","84679"
"CRIM1-DT","100288911"
"TMEM167B-DT","105378892"
"ADAMTS7P3","400406"
"FGFR1","2260"
"HECW2","57520"
"GPAA1","8733"
"DRAM2","128338"
"PCED1B-AS1","100233209"
"HSP90AB4P","664618"
"PSPC1","55269"
"CCDC51","79714"
"KBTBD11","9920"
"TRMT2B","79979"
"AKR1C2","1646"
"ARRDC3-AS1","100129716"
"PANK1","53354"
"TBC1D29P","26083"
"EIF4ENIF1","56478"
"RGS19","10287"
"PIGB","9488"
"PTPN23","25930"
"ANKRD20A1","84210"
"ACTR6","64431"
"HSD17B14","51171"
"PUS3","83480"
"PRTFDC1","56952"
"LINC00933","100506874"
"GPAT2","150763"
"ZNF75D","7626"
"CRPPA","729920"
"KLC1","3831"
"NUP107-DT",NA
"MOCS3","27304"
"PLB1","151056"
"H2BC20P","337873"
"SLC31A1","1317"
"SAP130","79595"
"ST8SIA5-DT","105372097"
"GLYCTK","132158"
"HLA-DMA","3108"
"CEP41","95681"
"CPXM1","56265"
"ZC3H11A","9877"
"LINC00520","645687"
"PSMD11","5717"
"SETD7","80854"
"SAYSD1","55776"
"CTSC","1075"
"TRMO","51531"
"RHOQP1","319093"
"SLIT1","6585"
"DCUN1D2","55208"
"CD52","1043"
"ODC1","4953"
"ACOT13","55856"
"ZNF446","55663"
"MALAT1","378938"
"KCNJ16","3773"
"RPL41P5","6172"
"TMC3","342125"
"NOD2","64127"
"RCC2","55920"
"SYDE2","84144"
"CD86","942"
"SERINC5","256987"
"TAS2R30","259293"
"TCP11L2","255394"
"TRPC2","7221"
"DHRS7","51635"
"SGSH","6448"
"ELAC1","55520"
"CLUL1","27098"
"MMP17","4326"
"RN7SL801P","106481139"
"SFSWAP","6433"
"METRNL","284207"
"OR7C1","26664"
"GOLGA6L10","647042"
"FAM106A","80039"
"MED22","6837"
"CHRNA10","57053"
"TAPT1","202018"
"ITLN2","142683"
"MAN1A2","10905"
"FBH1","84893"
"NECTIN4","81607"
"TNPO2","30000"
"FOXO3B","2310"
"TOP3B","8940"
"SYP","6855"
"SF1-DT","118827805"
"DERL3","91319"
"ITGA9-AS1","101928153"
"POLR3F","10621"
"LUZP1","7798"
"NEK9","91754"
"HMGN1P17","100874443"
"OTOF","9381"
"IGSF10","285313"
"YWHAEP5","440917"
"BLNK","29760"
"EIF1B-AS1","440952"
"PCGF3","10336"
"MIF4GD","57409"
"FAM20C","56975"
"LINC-PINT","378805"
"GOLGA8N","643699"
"DHRS2","10202"
"ZNF514","84874"
"CLNS1A","1207"
"AGMAT","79814"
"DUSP28","285193"
"ENTPD7","57089"
"SNRPCP14","100310855"
"PEX26","55670"
"PTPN18","26469"
"DNAJC9","23234"
"BABAM2","9577"
"ADGRF3","165082"
"PCBD2","84105"
"CETN3","1070"
"TIMM23B-AGAP6","113218477"
"RPL22L1","200916"
"SMYD5","10322"
"NUDT16-DT","339874"
"AKTIP","64400"
"CABYR","26256"
"PLEKHG2","64857"
"LINC02363","728175"
"SLITRK5","26050"
"MSANTD3","91283"
"ARHGEF34P","728377"
"TGM7","116179"
"LINC00243","401247"
"GOLT1B","51026"
"ERG","2078"
"TTLL3","26140"
"SPRY2","10253"
"SLC4A11","83959"
"GALNTL6","442117"
"EXPH5","23086"
"DDX23","9416"
"VN1R110P","100312803"
"AJUBA","84962"
"RPL32P32","100271488"
"BRD1","23774"
"ERG28","11161"
"RPL29P11","100131713"
"ZKSCAN2-DT","112577464"
"NLGN1","22871"
"RPL32P3","132241"
"HDGF","3068"
"NFATC2IP","84901"
"PRKCZ-AS1","100506504"
"LINC00886","730091"
"UBE2M","9040"
"ZDHHC1","29800"
"SNX18P13","100419042"
"NPM1P27","100422243"
"RN7SKP173","106635535"
"DMAC2","55101"
"SLC5A2","6524"
"NKX1-2","390010"
"ARL8A","127829"
"SEMA4B","10509"
"ZNF302","55900"
"CCL3","6348"
"ZIK1","284307"
"UBTD1","80019"
"ZNF350","59348"
"BCORL1","63035"
"HERPUD2-AS1","101930085"
"STARD3NL","83930"
"NUDT5","11164"
"C22orf39","128977"
"ANKFY1","51479"
"HLA-DQB1","3119"
"PDE5A","8654"
"ANKDD1A","348094"
"BCAR1","9564"
"FAXDC2","10826"
"ZER1","10444"
"MAP1LC3B","81631"
"MEIG1","644890"
"MMP19","4327"
"NUP88","4927"
"HKDC1","80201"
"S100B","6285"
"SEC24C","9632"
"GPATCH1","55094"
"EPB42","2038"
"TATDN3","128387"
"TRIM59","286827"
"MIR26B","407017"
"DHX32","55760"
"RARRES2","5919"
"ZDHHC5","25921"
"ARL17B","100506084"
"KMT5AP2","100421788"
"NIFK-AS1","254128"
"GLCE","26035"
"HMGB1P5","10354"
"PHF8","23133"
"EAPP","55837"
"EML6","400954"
"UBE2L3","7332"
"KNOP1P4","100420843"
"NRG2","9542"
"RPSAP51","100271267"
"SMG1P2","440354"
"LCMT2","9836"
"CSNK2A1","1457"
"CENPBD1P1",NA
"MIR6719","102465974"
"RTF2","51507"
"USP45","85015"
"PRRC2A","7916"
"PRKCB","5579"
"DAZAP2","9802"
"ZBTB22","9278"
"MRPL3","11222"
"IQCH","64799"
"ZNF440","126070"
"REXO1","57455"
"APBB2","323"
"COPG1","22820"
"ZNF662","389114"
"MBOAT7","79143"
"LINC02210","147081"
"P2RY10","27334"
"NPDC1","56654"
"ITGA11","22801"
"CTSH","1512"
"MEF2C-AS1","101929423"
"LINC02301","101928599"
"PCSK5","5125"
"SLC29A1","2030"
"HGSNAT","138050"
"NRSN2-AS1","100507459"
"ADAMTSL2","9719"
"METTL2B","55798"
"LINC01762","101929023"
"TADA2B","93624"
"HCP5","10866"
"EEF1A2","1917"
"DTX2P1-UPK3BP1-PMS2P11","441263"
"TRPV2","51393"
"SLC17A5","26503"
"CARNS1","57571"
"PGK1P2","5233"
"SIGLEC10-AS1","100129083"
"PAM16","51025"
"HULC","728655"
"LCN2","3934"
"CA14","23632"
"CDKL1","8814"
"TIMP2","7077"
"PBX1","5087"
"TYW3","127253"
"OR2H2","7932"
"LRP11","84918"
"PSMD3","5709"
"GYG2","8908"
"ZNF517","340385"
"AIM2","9447"
"LZTR1","8216"
"FLJ31104",NA
"MAP2K5-DT","118732298"
"MS4A7","58475"
"MZB1","51237"
"SPTBN5","51332"
"RBBP8","5932"
"DLEC1","9940"
"KIN","22944"
"DPY19L1","23333"
"RBKS","64080"
"PURB","5814"
"ZBTB7B","51043"
"PDCL3P6","100419023"
"IGLON5","402665"
"GATB","5188"
"SUMO2P21","728825"
"PPP5D1P","100506012"
"ERCC6","2074"
"SLC25A25","114789"
"RNU6-370P","106481295"
"PFDN5","5204"
"RPS15AP38","100271655"
"LINC01353","100506775"
"RUSC1","23623"
"TBRG1","84897"
"HMGB3P27","441795"
"ZNF670-ZNF695","100533111"
"F2R","2149"
"PALM","5064"
"WDR54","84058"
"DOC2GP","390213"
"RBM8B","112846"
"GTF3C2","2976"
"SAMD3","154075"
"ATRIP","84126"
"TSPYL5","85453"
"FICD","11153"
"TENT5C","54855"
"NUDT21","11051"
"PALD1","27143"
"DENND1B","163486"
"SRSF7","6432"
"FANCA","2175"
"IRF5","3663"
"PRR5L","79899"
"TWNK","56652"
"RBM26-AS1","100505538"
"SORD","6652"
"PWWP3A","84939"
"LMTK3","114783"
"SNPH","9751"
"SLC12A9","56996"
"EIF4BP3","100128771"
"RNF187","149603"
"RBM15-AS1","440600"
"CCDC153","283152"
"FURIN","5045"
"HOXA10-AS","100874323"
"RXRB","6257"
"GCN1","10985"
"LENG9","94059"
"PFKM","5213"
"MAGI2-AS3","100505881"
"HSP90AB2P","391634"
"EHD1","10938"
"CYB561D1","284613"
"HIF3A","64344"
"NECAB3","63941"
"LINC01637","101928891"
"TFAP4","7023"
"CDH5","1003"
"BLCAP","10904"
"ANKRD20A3P","441425"
"DNAAF1","123872"
"POLDIP2","26073"
"PCDHA4","56144"
"PSEN2","5664"
"TAF9","6880"
"RHBDF2","79651"
"PAG1","55824"
"MNAT1","4331"
"SNRPA1P1","150478"
"PLXNB2","23654"
"AKR1C3","8644"
"MSH3","4437"
"C12orf4","57102"
"ELK3","2004"
"ACSS3","79611"
"PGLS-DT","100507551"
"IFITM3","10410"
"RNF115","27246"
"SELENOM","140606"
"EPS8L3","79574"
"GGA1","26088"
"PPIC","5480"
"SNORA7B","677797"
"LSM6","11157"
"PPFIBP2","8495"
"HMGA2-AS1","100129940"
"TXNDC9","10190"
"DGKH","160851"
"BEST1","7439"
"S100A2","6273"
"ENPP7P8","100421860"
"RNF112","7732"
"PABPC4-AS1","101929516"
"TRBJ2-1","28629"
"CDH23","64072"
"LYSMD2","256586"
"ABCA1","19"
"LINC02506","102723828"
"SMG1P1","641298"
"PCK1","5105"
"FAM180B","399888"
"COL28A1","340267"
"ZNF530","348327"
"TBXAS1","6916"
"MIR98","407054"
"COPS8","10920"
"NUP93","9688"
"MCCD1P2","100048924"
"EML3","256364"
"FAM114A1","92689"
"CFAP69","79846"
"YIPF6","286451"
"NUDT13","25961"
"MYH9","4627"
"RPL10P19","645960"
"GYG1","2992"
"FLJ31356",NA
"HYKK","123688"
"CACNA1D","776"
"FARP2","9855"
"DHRSX-IT1","106478924"
"HIGD2AP2","112268442"
"PLAC8L1","153770"
"SLC35E2A","9906"
"LRRC37A","9884"
"ZNF543","125919"
"UTP23","84294"
"PAX2","5076"
"MADCAM1-AS1","105372232"
"ODC1-DT","101929715"
"RIMS3","9783"
"MAMLD1","10046"
"MKS1","54903"
"GS1-124K5.4",NA
"ZNF792","126375"
"LIN52","91750"
"RDH14","57665"
"ZNF540","163255"
"AGRP","181"
"PSMA3-AS1","379025"
"PEX13","5194"
"CFAP46","54777"
"BRIP1","83990"
"C11orf16","56673"
"ASXL1","171023"
"FLOT1","10211"
"LINC00869","57234"
"THAP10","56906"
"COX11","1353"
"PPP1R21-DT","118568827"
"DEGS1","8560"
"PLA2G12A","81579"
"KCNRG","283518"
"MARK4","57787"
"TIMELESS","8914"
"SGK1","6446"
"ELAPOR2","222223"
"FAR2","55711"
"C2CD4B","388125"
"TRMT10C","54931"
"HSP90B1","7184"
"GOLGA7B","401647"
"HGS","9146"
"UBE2C","11065"
"TBR1","10716"
"TSTD3","100130890"
"ZNF174","7727"
"MIR941-4","100126330"
"GEMIN8","54960"
"IGF2R","3482"
"ADPRHL1","113622"
"LDLRAP1","26119"
"RCSD1","92241"
"BORCS5","118426"
"LINC02228","105374694"
"C1orf167","284498"
"AZI2","64343"
"LINC00339","29092"
"TGM2","7052"
"ZNRF3-IT1","100874339"
"AKR1A1","10327"
"RPL14P1","144581"
"LINC02393","400087"
"PDCL3P4","285359"
"RSL1D1","26156"
"EEF1GP5","642357"
"SCN1A-AS1","101929680"
"ZNF519","162655"
"TTLL4","9654"
"GLIS2","84662"
"METTL21AP1","100421629"
"COL1A2","1278"
"BHLHE22","27319"
"ZFP14","57677"
"EHMT2-AS1","107986588"
"FXR2","9513"
"NOL4L-DT","149950"
"THAP2","83591"
"ARMC9","80210"
"ABCA9","10350"
"TMEM108","66000"
"MKI67","4288"
"SFRP4","6424"
"NEFM","4741"
"BEX2","84707"
"KASH5","147872"
"TGFB1I1","7041"
"TMEM126A","84233"
"TUBA1A","7846"
"KLKB1","3818"
"CENPS","378708"
"MAP2K7","5609"
"DNAJB6P7","100421437"
"ZDHHC9","51114"
"MYL12A","10627"
"TRIM8-DT","121232369"
"SNTA1","6640"
"LINC01473","101927217"
"OVGP1","5016"
"GIMAP1","170575"
"RN7SKP185","106479178"
"TEK","7010"
"ANKRD20A21P","102723552"
"BTF3","689"
"OLFML3","56944"
"EPOR","2057"
"SNN","8303"
"POLL","27343"
"HIRIP3","8479"
"HERC5","51191"
"SMARCAL1","50485"
"SURF4","6836"
"FLRT1","23769"
"FBXO31","79791"
"SLC25A1","6576"
"RPL21P44","402176"
"CCDC181","57821"
"PTENP1","11191"
"ZNF672","79894"
"H2AZ1","3015"
"HSD17B8","7923"
"ENY2","56943"
"KRT18P61","100418865"
"PROM2","150696"
"NIPAL2","79815"
"KSR2","283455"
"HNRNPAB","3182"
"LGALS8","3964"
"ABCC8","6833"
"GLIDR","389741"
"TAF5L","27097"
"TRAPPC12","51112"
"RPS3P2","140761"
"SERPINE2","5270"
"MTAP","4507"
"PACC1","55248"
"ACER3","55331"
"ZNF407-AS1","400657"
"CXCR6","10663"
"KCNAB1","7881"
"ERICH6-AS1","101928085"
"SNORA11F","109617000"
"CAMK2N2","94032"
"NSA2P4","100421765"
"MIRLET7IHG","120766144"
"BZW1P2","151579"
"HK2-DT","118568819"
"HSPB3","8988"
"ZNF496","84838"
"SNX15","29907"
"IDH3B","3420"
"NBPF14","25832"
"PLK3","1263"
"FANCF","2188"
"ZNF724","440519"
"ZNF470-DT","112268241"
"SSC4D","136853"
"ZDHHC23","254887"
"ST14","6768"
"WTIP","126374"
"KCNJ14","3770"
"RASGRP1","10125"
"INO80E","283899"
"KIAA1217","56243"
"GPALPP1","55425"
"GTF2IP20","441124"
"STN1","79991"
"PECAM1","5175"
"MORN3","283385"
"ZMYND12","84217"
"RN7SL566P","106481850"
"SPG21","51324"
"NINJ1","4814"
"SMPD1","6609"
"CFLAR","8837"
"ANKRD35","148741"
"HERC6","55008"
"SAP30-DT","105377540"
"MT-CYB",NA
"CCDC74A","90557"
"FOXRED1","55572"
"TMEM51","55092"
"BCL7A","605"
"DAG1","1605"
"AGAP7P","653268"
"RGL2","5863"
"FBXW4P1","26226"
"PIK3CD-AS1","644997"
"COL5A3","50509"
"ERV3-1","2086"
"CLDN5","7122"
"ZNF224","7767"
"SH2D2A","9047"
"KDM4A-AS1","100132774"
"MAP3K3","4215"
"RPL12P38","645688"
"ACOT11","26027"
"ICOS","29851"
"SIPA1L3","23094"
"RIOX1","79697"
"KIAA1549","57670"
"MOCS2","4338"
"ACKR2","1238"
"MPRIP-AS1","100874529"
"FAM72C","554282"
"RHOA-IT1","106480739"
"RNA5-8SN3","109910381"
"FAHD2CP","729234"
"KCTD2","23510"
"MIR635","693220"
"MT-ND2",NA
"RNF139","11236"
"TRIM62","55223"
"ZNF501","115560"
"INSIG1-DT","105375591"
"TMPO-AS1","100128191"
"MT2A","4502"
"MLYCD","23417"
"SNORD91B","692208"
"LRRC59","55379"
"PCNX2","80003"
"TIMM17B","10245"
"C17orf78","284099"
"CDH26","60437"
"RPS3AP13","100129742"
"RPL4P5","158345"
"UTP3","57050"
"ACTRT3","84517"
"JAKMIP2","9832"
"CNKSR2","22866"
"DNAJB11","51726"
"PTPN9","5780"
"DYNLRB2","83657"
"SLC25A18","83733"
"HES7","84667"
"EPOP","100170841"
"PBXIP1","57326"
"PPM1N","147699"
"GCM1","8521"
"UNGP3","319122"
"UBE2E3","10477"
"DYNLL1","8655"
"ZNF469","84627"
"MSL2","55167"
"BRF2","55290"
"RIC3-DT","101927936"
"UCN3","114131"
"GGH","8836"
"DHRS11","79154"
"SLC25A34","284723"
"TIGD6","81789"
"SLC38A9","153129"
"FOXH1","8928"
"ACTR10","55860"
"ACAA2","10449"
"TRMU","55687"
"LYNX1","66004"
"LINC02340","105370125"
"RPL37A-DT","100507554"
"CRTC3-AS1","101926895"
"RNY4P10","100379592"
"APAF1","317"
"CARD10","29775"
