# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "50" "-p" "-t" "exon" "-g" "gene_id" "-a" "/home/zju/桌面/2023_ZM_RNA/0.ref/Homo_sapiens.GRCh38.105.gtf.gz" "-o" "./6.featureCounts/D3_M3_expression.txt" "./5.alignment/D1.Hisat_aln.sorted.bam" "./5.alignment/D2.Hisat_aln.sorted.bam" "./5.alignment/D3.Hisat_aln.sorted.bam" "./5.alignment/M1.Hisat_aln.sorted.bam" "./5.alignment/M2.Hisat_aln.sorted.bam" "./5.alignment/M3.Hisat_aln.sorted.bam" 
Geneid	./5.alignment/D1.Hisat_aln.sorted.bam	./5.alignment/D2.Hisat_aln.sorted.bam	./5.alignment/D3.Hisat_aln.sorted.bam	./5.alignment/M1.Hisat_aln.sorted.bam	./5.alignment/M2.Hisat_aln.sorted.bam	./5.alignment/M3.Hisat_aln.sorted.bam
ENSG00000211752	0	0	2	0	0	0
ENSG00000211749	0	0	0	0	0	0
ENSG00000258223	0	0	0	0	0	0
ENSG00000131558	961	1024	1110	958	1174	1137
ENSG00000236281	1	2	2	0	0	1
ENSG00000213237	8	28	8	10	12	12
ENSG00000106615	1033	1274	1016	989	1224	1069
ENSG00000136286	363	392	354	119	166	181
ENSG00000122787	2	0	0	0	2	0
ENSG00000240973	0	0	0	0	0	0
ENSG00000071243	1438	1609	1664	1883	2256	2188
ENSG00000240571	1	1	1	1	0	0
ENSG00000241449	0	0	0	1	0	1
ENSG00000240204	1	7	6	2	6	2
ENSG00000241911	0	0	0	0	0	0
ENSG00000233363	0	0	0	0	0	0
ENSG00000235429	0	0	0	0	0	0
ENSG00000211715	0	0	0	0	0	0
ENSG00000226066	2	0	0	0	0	2
ENSG00000091137	10	10	14	4	1	10
ENSG00000204990	0	1	2	0	1	0
ENSG00000196584	2100	2115	2256	2396	2880	2749
ENSG00000106617	47	51	38	58	48	43
ENSG00000271204	2	0	0	0	0	0
ENSG00000243853	0	0	0	0	0	0
ENSG00000235967	0	2	0	0	0	0
ENSG00000270512	0	0	0	0	0	0
ENSG00000240132	0	0	1	0	3	8
ENSG00000228775	45	51	53	34	63	63
ENSG00000127366	4	6	11	8	7	10
ENSG00000211706	0	0	0	0	0	0
ENSG00000226660	2	0	0	0	0	0
ENSG00000226205	0	0	0	2	0	0
ENSG00000229858	0	0	0	0	2	0
ENSG00000286461	0	0	0	0	0	0
ENSG00000002745	0	0	0	6	0	0
ENSG00000227743	0	0	0	0	0	0
ENSG00000236928	7	2	0	2	4	2
ENSG00000224375	0	0	0	0	0	0
ENSG00000214035	0	0	0	2	0	0
ENSG00000214003	0	2	0	0	0	0
ENSG00000241456	0	0	0	0	0	0
ENSG00000106479	80	79	86	105	119	122
ENSG00000105894	2	21	23	14	20	8
ENSG00000211753	0	0	0	0	0	0
ENSG00000234224	0	0	0	0	0	0
ENSG00000225795	0	0	0	0	0	0
ENSG00000234927	0	0	0	0	0	0
ENSG00000244273	2	0	0	0	0	0
ENSG00000241926	0	0	0	0	1	0
ENSG00000226380	6	2	4	3	3	4
ENSG00000242048	0	0	0	0	0	0
ENSG00000172331	5606	5449	5177	3307	3576	3776
ENSG00000273319	4	2	0	3	0	0
ENSG00000286013	0	0	0	0	0	0
ENSG00000280149	0	5	0	8	6	6
ENSG00000006530	279	228	261	283	378	389
ENSG00000234352	0	2	2	2	0	2
ENSG00000186480	1803	1915	1831	4162	4412	4417
ENSG00000286831	0	0	2	0	0	0
ENSG00000214815	0	0	0	2	0	2
ENSG00000288558	122	143	115	116	122	153
ENSG00000236408	0	0	0	0	1	0
ENSG00000225918	0	0	0	0	0	0
ENSG00000273329	269	295	333	332	333	362
ENSG00000244565	2	0	0	0	0	0
ENSG00000285841	0	0	0	0	0	0
ENSG00000273419	0	0	1	0	1	2
ENSG00000233263	0	0	0	0	0	0
ENSG00000272760	0	0	0	0	0	0
ENSG00000272568	3	0	0	0	0	2
ENSG00000133627	105	108	123	131	164	169
ENSG00000250474	12	19	18	8	13	8
ENSG00000224354	0	0	0	0	0	0
ENSG00000227499	0	0	0	0	0	0
ENSG00000233272	0	0	0	0	0	0
ENSG00000277083	0	0	0	0	0	0
ENSG00000227562	0	0	0	0	0	0
ENSG00000157212	2208	2491	2299	2397	2944	2782
ENSG00000261629	0	0	0	0	0	0
ENSG00000085662	433	400	463	740	862	739
ENSG00000204934	0	0	1	2	0	2
ENSG00000236343	0	0	0	2	0	0
ENSG00000214128	0	0	2	0	0	0
ENSG00000286565	0	1	2	0	1	0
ENSG00000233287	0	0	2	0	0	0
ENSG00000235459	3	4	2	0	2	7
ENSG00000242736	0	0	0	0	0	0
ENSG00000242072	0	0	0	1	2	0
ENSG00000122779	2138	2231	2341	2479	2675	2699
ENSG00000211707	0	0	0	0	0	0
ENSG00000226592	0	0	0	0	0	0
ENSG00000006459	3918	3957	3698	3143	3349	3421
ENSG00000106648	2	0	5	0	0	0
ENSG00000183742	299	335	335	231	241	274
ENSG00000260231	740	675	683	647	650	708
ENSG00000198074	13	7	14	17	19	13
ENSG00000204947	130	198	144	178	153	161
ENSG00000236386	0	0	0	0	0	0
ENSG00000283041	1848	1994	2232	2394	2612	2459
ENSG00000233517	0	0	2	0	0	0
ENSG00000234658	0	0	0	0	0	0
ENSG00000217825	1	0	0	0	0	1
ENSG00000279043	0	0	0	0	0	0
ENSG00000226045	2	0	0	0	0	0
ENSG00000232968	0	0	0	0	0	0
ENSG00000273219	0	0	0	0	0	0
ENSG00000237821	26	30	33	28	66	28
ENSG00000273117	29	20	28	51	61	54
ENSG00000228521	0	0	0	0	0	0
ENSG00000091732	261	251	266	192	273	262
ENSG00000231839	0	0	0	0	0	0
ENSG00000241881	0	0	0	0	0	0
ENSG00000164898	5	0	2	2	2	5
ENSG00000186163	0	0	2	0	0	0
ENSG00000261570	0	0	0	0	0	0
ENSG00000226999	0	0	0	0	0	0
ENSG00000226816	18	8	12	2	10	2
ENSG00000234071	0	0	0	0	0	0
ENSG00000106554	5384	5824	5722	6012	6633	6342
ENSG00000229603	0	0	0	0	0	0
ENSG00000106459	479	550	613	590	708	733
ENSG00000261624	1	0	0	0	0	0
ENSG00000223561	2	2	2	11	4	0
ENSG00000106400	1328	1523	1463	1597	1829	1693
ENSG00000232869	0	0	0	0	0	0
ENSG00000230654	0	0	0	0	0	0
ENSG00000170265	1006	1238	1160	1123	1423	1257
ENSG00000146966	6	4	4	4	12	7
ENSG00000287547	0	0	0	0	0	0
ENSG00000261797	0	0	0	0	0	0
ENSG00000197024	853	931	966	945	1064	1005
ENSG00000002079	6	4	4	0	7	1
ENSG00000231681	0	0	0	0	0	2
ENSG00000233417	0	0	0	0	0	0
ENSG00000261778	0	0	0	0	0	0
ENSG00000280340	0	0	0	1	0	0
ENSG00000272854	0	2	0	0	4	4
ENSG00000157703	0	1	3	0	0	1
ENSG00000229762	0	0	0	0	0	0
ENSG00000236839	0	0	0	0	0	0
ENSG00000239919	5	11	10	8	4	4
ENSG00000128585	717	754	808	777	754	831
ENSG00000153814	1155	1276	1222	933	955	835
ENSG00000234995	0	0	2	0	0	0
ENSG00000158623	150	163	133	209	187	217
ENSG00000285926	0	0	0	0	0	0
ENSG00000273344	484	493	457	562	651	598
ENSG00000189320	1	3	2	2	1	2
ENSG00000128606	5	2	0	8	4	5
ENSG00000059377	11	10	3	27	24	19
ENSG00000286407	0	1	0	4	0	4
ENSG00000231419	0	0	0	2	4	4
ENSG00000220575	0	0	0	0	0	0
ENSG00000283339	0	0	0	0	0	0
ENSG00000228944	0	0	0	0	0	0
ENSG00000219445	2	0	2	0	0	0
ENSG00000225018	0	2	0	0	0	1
ENSG00000106018	2	0	0	2	3	0
ENSG00000267052	3	4	12	7	2	2
ENSG00000236195	0	0	0	0	0	0
ENSG00000230941	0	0	0	0	0	0
ENSG00000287184	0	0	2	0	0	0
ENSG00000240499	0	0	2	0	3	0
ENSG00000215018	4	10	8	10	4	14
ENSG00000224104	0	0	0	0	0	0
ENSG00000229435	0	0	0	0	0	0
ENSG00000228806	0	0	0	0	0	0
ENSG00000213291	0	0	0	0	2	0
ENSG00000199023	4	0	2	3	4	0
ENSG00000202039	0	0	0	0	0	0
ENSG00000206895	0	0	0	0	0	0
ENSG00000201990	0	0	0	0	0	0
ENSG00000207217	0	5	4	2	4	2
ENSG00000240718	5	4	2	4	3	0
ENSG00000252929	0	5	5	2	2	6
ENSG00000264474	0	0	0	0	0	0
ENSG00000266287	0	0	0	0	0	0
ENSG00000212422	0	0	0	0	0	0
ENSG00000201218	2	1	3	1	0	0
ENSG00000201747	1	0	0	0	1	2
ENSG00000199470	0	0	0	0	0	0
ENSG00000252374	0	0	0	0	0	0
ENSG00000201774	0	0	0	0	0	0
ENSG00000222974	0	0	0	0	0	0
ENSG00000278569	0	0	0	0	0	0
ENSG00000199473	0	0	0	0	0	0
ENSG00000265932	0	1	0	0	0	0
ENSG00000195024	0	0	0	0	0	0
ENSG00000200753	0	0	0	0	0	0
ENSG00000221783	2	2	2	2	0	2
ENSG00000243633	0	0	0	0	0	0
ENSG00000252041	0	0	0	0	0	0
ENSG00000212264	2	0	0	0	0	0
ENSG00000202233	0	0	0	0	0	0
ENSG00000206877	0	0	0	0	0	0
ENSG00000283618	0	0	0	0	0	0
ENSG00000207771	0	0	0	0	0	0
ENSG00000283237	0	0	0	0	0	0
ENSG00000206623	1	0	1	0	0	0
ENSG00000251999	0	0	0	0	0	0
ENSG00000199085	1	0	0	0	0	1
ENSG00000202431	0	0	0	0	0	0
ENSG00000201432	0	0	0	0	0	0
ENSG00000207573	0	0	0	0	0	0
ENSG00000283461	0	0	0	0	0	0
ENSG00000241756	0	0	0	0	0	0
ENSG00000242653	2	0	0	0	0	0
ENSG00000206947	0	0	0	0	0	0
ENSG00000221325	0	0	2	1	0	0
ENSG00000222869	0	0	0	0	0	0
ENSG00000200113	0	0	0	0	0	0
ENSG00000201566	0	2	0	0	0	0
ENSG00000200456	0	0	0	0	0	0
ENSG00000264069	0	0	0	0	0	0
ENSG00000252983	0	0	0	0	0	0
ENSG00000223258	0	0	0	0	0	0
ENSG00000206838	0	2	2	0	2	0
ENSG00000201772	2	6	4	7	1	3
ENSG00000200656	0	0	0	0	0	0
ENSG00000277184	0	0	0	0	0	0
ENSG00000222154	2	0	0	0	0	0
ENSG00000242650	0	0	0	0	0	0
ENSG00000201133	0	0	0	0	0	0
ENSG00000252857	0	0	0	0	0	0
ENSG00000275853	0	0	0	0	0	0
ENSG00000222355	0	0	2	0	0	0
ENSG00000199629	0	0	0	0	0	0
ENSG00000206603	0	0	1	0	0	1
ENSG00000207168	0	0	0	0	0	0
ENSG00000200815	5	3	7	0	3	2
ENSG00000206729	0	0	0	0	0	0
ENSG00000200471	0	0	0	0	0	0
ENSG00000223330	0	0	0	0	0	0
ENSG00000202296	0	0	0	0	0	0
ENSG00000253028	0	0	0	0	0	0
ENSG00000207443	0	0	0	0	0	0
ENSG00000199231	0	0	0	0	0	0
ENSG00000206634	0	0	1	0	0	3
ENSG00000206785	0	0	0	0	0	0
ENSG00000265214	0	0	0	0	0	0
ENSG00000200670	0	0	0	0	0	0
ENSG00000252423	0	0	0	0	0	0
ENSG00000222428	0	0	0	0	0	0
ENSG00000266525	0	0	0	0	0	0
ENSG00000201014	0	0	0	0	0	0
ENSG00000201560	0	0	0	0	1	0
ENSG00000200189	0	0	0	0	0	0
ENSG00000200857	0	0	0	0	0	0
ENSG00000252126	0	0	0	0	0	0
ENSG00000265878	0	0	0	0	0	0
ENSG00000283278	0	0	0	0	0	0
ENSG00000199940	0	0	0	0	0	0
ENSG00000275878	0	0	0	0	0	0
ENSG00000200786	0	0	0	0	0	2
ENSG00000244392	0	0	0	2	0	0
ENSG00000206818	0	0	0	0	0	0
ENSG00000200397	0	0	0	4	0	0
ENSG00000278236	0	0	4	1	1	3
ENSG00000240347	0	0	0	0	0	0
ENSG00000239075	0	0	0	0	0	0
ENSG00000206763	0	0	0	0	0	0
ENSG00000222220	0	0	0	0	0	0
ENSG00000265423	0	0	0	0	0	0
ENSG00000222870	0	0	0	0	0	0
ENSG00000201607	0	0	0	0	0	0
ENSG00000239030	0	0	0	0	0	0
ENSG00000199475	0	0	0	0	0	0
ENSG00000266318	0	0	0	0	0	0
ENSG00000266668	0	0	0	0	0	0
ENSG00000202281	0	0	0	0	0	0
ENSG00000207045	0	0	0	0	0	0
ENSG00000207115	0	0	0	0	0	0
ENSG00000266794	0	0	0	0	0	2
ENSG00000277946	0	0	0	0	0	0
ENSG00000199711	0	0	0	0	0	0
ENSG00000252872	0	0	0	0	0	0
ENSG00000274409	0	0	0	0	0	0
ENSG00000208025	0	0	0	0	0	0
ENSG00000277124	0	0	0	0	0	0
ENSG00000274709	0	0	0	0	0	0
ENSG00000207094	0	0	0	0	0	0
ENSG00000242101	4	13	10	0	1	4
ENSG00000244318	0	0	0	0	0	0
ENSG00000207454	0	0	0	0	0	0
ENSG00000280404	0	0	0	0	0	0
ENSG00000280004	0	0	0	0	0	0
ENSG00000279724	0	0	0	0	0	0
ENSG00000252824	2	0	0	0	0	0
ENSG00000251978	0	0	0	0	0	0
ENSG00000199224	0	0	0	0	0	0
ENSG00000252643	2	0	0	0	5	0
ENSG00000238324	1	2	0	0	0	0
ENSG00000202377	0	0	0	0	0	0
ENSG00000252023	0	0	0	0	0	2
ENSG00000252704	0	0	0	0	0	0
ENSG00000212628	2	0	1	0	0	0
ENSG00000207705	0	0	0	0	0	0
ENSG00000238832	0	0	0	0	0	4
ENSG00000207090	0	0	0	0	0	0
ENSG00000264425	0	0	0	2	0	0
ENSG00000207588	0	0	0	3	0	0
ENSG00000222966	0	0	0	0	0	0
ENSG00000222346	0	0	0	0	0	0
ENSG00000207692	0	2	0	0	0	0
ENSG00000213167	0	0	0	0	0	0
ENSG00000207691	0	0	0	0	0	0
ENSG00000207990	0	0	0	0	1	1
ENSG00000271739	0	0	0	0	1	0
ENSG00000199158	0	0	0	0	0	0
ENSG00000202225	0	0	0	0	0	0
ENSG00000199516	0	0	0	0	0	0
ENSG00000201109	0	0	0	0	0	0
ENSG00000199627	0	0	0	1	0	0
ENSG00000284032	0	0	1	0	0	1
ENSG00000283797	0	0	0	0	0	0
ENSG00000212238	0	0	0	0	0	0
ENSG00000276137	0	0	0	0	0	0
ENSG00000284135	0	0	0	0	0	0
ENSG00000199700	0	0	0	0	0	0
ENSG00000201465	0	0	0	0	0	0
ENSG00000272393	0	0	0	0	0	0
ENSG00000252820	0	0	0	1	0	0
ENSG00000212303	0	0	0	0	0	0
ENSG00000239021	0	0	0	0	0	0
ENSG00000199971	0	0	0	0	0	0
ENSG00000222514	0	0	0	0	0	0
ENSG00000284028	0	0	0	0	0	0
ENSG00000206705	2	0	0	0	0	0
ENSG00000252332	0	0	0	0	0	0
ENSG00000199846	14	13	13	17	12	14
ENSG00000199764	0	0	0	0	0	0
ENSG00000212153	0	0	0	0	0	0
ENSG00000199283	0	0	0	0	0	0
ENSG00000223212	0	0	0	0	0	0
ENSG00000223113	2	0	0	0	0	0
ENSG00000202472	0	0	0	0	0	0
ENSG00000252188	0	0	0	0	0	0
ENSG00000251728	8	2	8	8	2	7
ENSG00000241959	0	2	0	0	2	0
ENSG00000212590	0	0	0	0	0	0
ENSG00000201066	0	0	0	0	0	0
ENSG00000252523	0	0	0	0	0	0
ENSG00000285912	0	0	0	0	0	0
ENSG00000244328	0	0	0	0	0	0
ENSG00000222941	0	0	0	0	0	0
ENSG00000265598	0	0	0	0	0	0
ENSG00000200673	0	0	0	0	0	0
ENSG00000265810	0	0	0	0	0	0
ENSG00000212219	0	0	0	0	0	2
ENSG00000240877	2	9	4	2	11	22
ENSG00000207960	0	0	0	0	0	0
ENSG00000207637	0	0	0	0	0	0
ENSG00000273444	0	0	0	0	0	0
ENSG00000270577	2	2	0	1	0	0
ENSG00000168303	482	622	567	624	566	650
ENSG00000199273	0	0	0	0	0	0
ENSG00000248711	0	2	0	0	0	0
ENSG00000203446	6	0	2	0	0	0
ENSG00000227658	0	0	0	0	0	0
ENSG00000105856	2729	2696	2409	2356	2644	2631
ENSG00000272072	27	57	36	37	52	28
ENSG00000228341	0	0	0	0	0	0
ENSG00000172209	0	0	2	0	2	1
ENSG00000154415	0	0	0	3	1	0
ENSG00000236580	0	0	0	0	0	0
ENSG00000224595	0	0	0	0	0	0
ENSG00000282859	0	0	0	0	0	0
ENSG00000202334	0	0	0	0	0	0
ENSG00000272230	0	0	0	0	0	0
ENSG00000204960	0	0	0	0	0	0
ENSG00000218672	0	0	0	0	1	0
ENSG00000260426	0	0	0	2	0	0
ENSG00000288051	0	0	0	2	0	0
ENSG00000236544	0	0	0	0	0	2
ENSG00000164778	0	0	2	3	6	2
ENSG00000227365	0	0	0	0	0	0
ENSG00000175741	76	59	52	47	60	84
ENSG00000242855	0	0	0	2	0	0
ENSG00000259826	53	66	52	93	119	105
ENSG00000175600	4	2	6	0	3	0
ENSG00000232458	0	0	1	0	0	0
ENSG00000224017	0	0	0	0	0	0
ENSG00000240031	0	0	0	0	0	0
ENSG00000244292	0	0	0	0	0	0
ENSG00000258227	2	0	1	0	0	0
ENSG00000257138	0	2	0	0	0	0
ENSG00000237621	0	0	0	2	0	0
ENSG00000207214	0	0	0	0	0	0
ENSG00000279419	0	0	0	0	0	0
ENSG00000170775	0	2	1	2	0	0
ENSG00000275356	0	0	0	0	0	0
ENSG00000231087	0	0	0	0	0	0
ENSG00000225703	0	0	0	0	0	0
ENSG00000201885	0	0	0	0	0	0
ENSG00000201959	0	0	0	0	0	0
ENSG00000259628	0	0	0	0	0	0
ENSG00000225726	4	2	6	13	9	2
ENSG00000213542	4	19	5	4	8	18
ENSG00000265479	1	2	3	1	1	1
ENSG00000186704	0	3	0	0	0	0
ENSG00000242435	0	0	0	0	1	0
ENSG00000241350	0	1	0	1	0	0
ENSG00000233448	0	0	0	0	0	0
ENSG00000272968	0	0	0	0	0	0
ENSG00000270822	0	0	0	0	3	2
ENSG00000273313	0	2	0	4	0	1
ENSG00000272595	0	0	0	2	0	0
ENSG00000159904	9	5	6	5	3	2
ENSG00000196204	110	117	101	144	155	156
ENSG00000288620	0	0	0	0	0	0
ENSG00000288633	0	0	0	0	0	0
ENSG00000168090	3264	3490	3771	3872	4836	4180
ENSG00000166508	16365	17661	17270	18833	21476	20135
ENSG00000207547	7	8	10	7	11	12
ENSG00000207757	2	0	1	7	6	0
ENSG00000208036	1	2	5	5	1	0
ENSG00000221838	133	136	140	122	148	132
ENSG00000242798	3	0	0	0	0	0
ENSG00000166997	711	849	729	715	900	772
ENSG00000214309	130	145	118	92	159	153
ENSG00000235077	0	0	0	0	1	0
ENSG00000214142	0	2	0	0	0	0
ENSG00000146826	183	203	179	281	310	336
ENSG00000284518	0	0	0	0	0	0
ENSG00000197093	5	6	2	15	10	16
ENSG00000213420	1	7	8	4	8	2
ENSG00000213413	17	20	21	35	26	30
ENSG00000201913	1	0	0	0	0	0
ENSG00000242294	802	863	771	887	1246	1135
ENSG00000272752	2	1	1	4	0	2
ENSG00000235333	0	0	0	0	0	0
ENSG00000284012	0	0	0	0	0	0
ENSG00000085514	18	7	5	14	15	13
ENSG00000287631	2	3	2	1	3	1
ENSG00000146834	2795	3139	3016	3167	4119	3884
ENSG00000241357	0	0	0	0	0	0
ENSG00000160813	76	85	92	87	105	83
ENSG00000240211	8	8	10	3	4	7
ENSG00000185955	4	5	0	1	2	1
ENSG00000166925	3503	3936	3778	3092	3665	3683
ENSG00000286938	1	3	3	2	0	3
ENSG00000166526	941	1061	1024	821	994	940
ENSG00000207204	0	0	0	0	0	0
ENSG00000266019	0	4	0	3	4	2
ENSG00000286305	2	7	4	2	11	0
ENSG00000238109	2	2	0	2	0	0
ENSG00000284840	0	0	0	0	0	0
ENSG00000196367	1688	1954	1832	2183	2603	2459
ENSG00000188693	5	2	6	7	4	3
ENSG00000243107	10	10	16	2	8	14
ENSG00000200769	0	0	0	0	0	0
ENSG00000221520	0	0	0	0	1	0
ENSG00000230101	0	0	0	0	0	0
ENSG00000122786	207	267	260	253	305	264
ENSG00000286458	0	0	0	0	0	0
ENSG00000235427	0	0	0	0	0	0
ENSG00000105810	1153	1255	1409	601	665	630
ENSG00000164500	0	0	0	0	0	0
ENSG00000122778	70	46	39	64	111	64
ENSG00000173452	0	2	0	0	0	0
ENSG00000136235	92	113	103	24	29	20
ENSG00000086300	15	26	8	10	27	14
ENSG00000004864	704	689	785	713	854	721
ENSG00000106246	41	48	49	29	33	33
ENSG00000127364	54	75	59	54	67	47
ENSG00000136280	2522	2582	2456	2963	3392	3231
ENSG00000127377	0	0	2	0	0	0
ENSG00000146757	261	334	389	407	450	457
ENSG00000187260	14	1	8	1	7	11
ENSG00000202406	0	0	0	0	0	0
ENSG00000226851	16	8	10	5	13	15
ENSG00000230999	0	0	0	0	0	0
ENSG00000232922	0	0	0	0	0	2
ENSG00000236232	0	2	0	1	0	0
ENSG00000006652	73	69	69	133	170	167
ENSG00000180019	0	0	0	0	0	0
ENSG00000288634	0	0	0	0	0	0
ENSG00000181016	9	7	6	28	15	23
ENSG00000182965	2	2	2	2	2	0
ENSG00000164867	9	8	10	1	2	3
ENSG00000243433	20	11	23	9	15	22
ENSG00000213199	79	72	55	104	111	112
ENSG00000164885	229	205	179	197	167	147
ENSG00000288608	0	0	0	0	0	0
ENSG00000244151	14	5	2	4	9	3
ENSG00000164897	1247	1170	1053	1103	1102	994
ENSG00000133612	886	863	765	1103	925	898
ENSG00000146926	0	0	0	0	0	2
ENSG00000278685	4	4	0	0	0	4
ENSG00000033050	270	340	310	326	464	446
ENSG00000272661	0	0	0	0	0	0
ENSG00000287032	10	6	6	5	2	2
ENSG00000122557	375	424	405	365	407	447
ENSG00000271122	76	89	92	126	158	131
ENSG00000227544	1	5	0	3	4	0
ENSG00000232736	0	0	0	0	2	0
ENSG00000274328	0	0	0	0	0	0
ENSG00000187257	1024	1096	1110	1198	1396	1377
ENSG00000135211	89	125	81	97	132	119
ENSG00000006576	459	453	480	581	628	699
ENSG00000222432	0	0	0	0	0	0
ENSG00000232756	0	0	0	0	3	0
ENSG00000281008	0	0	0	0	0	0
ENSG00000280958	0	0	0	0	0	0
ENSG00000231322	1	0	0	0	0	0
ENSG00000285892	0	0	0	0	0	0
ENSG00000226230	0	0	0	0	0	0
ENSG00000251276	0	0	0	0	0	0
ENSG00000226978	0	0	0	0	0	0
ENSG00000212545	0	0	0	0	0	0
ENSG00000229110	0	0	0	0	0	0
ENSG00000281120	0	0	0	0	0	0
ENSG00000286855	0	0	0	0	0	4
ENSG00000212482	0	0	0	0	0	0
ENSG00000222024	2	0	0	0	0	2
ENSG00000226285	0	0	0	0	0	0
ENSG00000187391	9	10	10	8	18	17
ENSG00000006625	126	178	170	205	266	227
ENSG00000281039	0	0	0	0	0	0
ENSG00000244480	46	36	33	23	27	26
ENSG00000264520	17	10	6	10	6	6
ENSG00000226874	12	17	18	15	16	18
ENSG00000263683	0	0	0	0	0	0
ENSG00000106113	63	75	69	127	161	157
ENSG00000106105	12737	14151	13325	15300	17709	16170
ENSG00000227172	0	0	2	0	0	0
ENSG00000241127	156	153	126	133	142	159
ENSG00000236015	8	10	4	2	5	22
ENSG00000231951	0	0	0	0	0	0
ENSG00000106540	0	0	0	0	0	0
ENSG00000287584	20	27	10	9	13	27
ENSG00000006451	1419	1426	1252	1755	1938	1896
ENSG00000228554	2	0	0	2	1	0
ENSG00000252480	0	0	0	0	0	0
ENSG00000270797	0	0	0	0	0	0
ENSG00000226220	0	0	0	2	0	0
ENSG00000231198	2	3	4	2	0	2
ENSG00000233225	69	62	52	46	88	70
ENSG00000188185	19	17	30	28	12	11
ENSG00000208014	0	0	0	0	0	0
ENSG00000207656	0	0	0	0	0	0
ENSG00000004948	0	0	0	0	0	1
ENSG00000257335	0	2	4	1	4	2
ENSG00000106536	2	0	0	1	0	0
ENSG00000130429	29	34	41	29	33	33
ENSG00000271321	0	0	0	0	0	0
ENSG00000275400	0	0	0	0	0	0
ENSG00000232491	0	0	2	0	0	0
ENSG00000177418	2	0	0	0	0	0
ENSG00000225573	37	50	51	49	38	52
ENSG00000284461	0	0	0	0	0	0
ENSG00000272831	0	1	0	0	0	0
ENSG00000271064	0	0	0	1	0	2
ENSG00000232546	18	16	13	10	18	18
ENSG00000230295	21	17	24	20	27	14
ENSG00000212568	0	0	0	0	0	0
ENSG00000273142	107	116	62	81	153	114
ENSG00000179131	0	0	2	1	0	2
ENSG00000274135	0	0	2	0	0	0
ENSG00000106560	60	47	65	23	34	16
ENSG00000213203	0	0	0	0	0	0
ENSG00000281887	0	0	0	0	0	0
ENSG00000177590	0	0	0	0	0	0
ENSG00000241134	0	0	0	0	0	0
ENSG00000106565	0	3	0	0	0	2
ENSG00000002933	0	0	0	3	0	0
ENSG00000235945	0	0	2	0	4	2
ENSG00000252115	0	0	0	0	0	0
ENSG00000222150	0	0	0	0	0	0
ENSG00000227199	25	23	19	9	34	28
ENSG00000275359	0	0	0	0	0	0
ENSG00000277583	0	0	0	0	0	0
ENSG00000214188	2	1	4	3	3	1
ENSG00000288635	0	0	0	0	0	0
ENSG00000273596	0	0	0	0	0	0
ENSG00000273571	0	0	0	0	0	0
ENSG00000276100	0	0	0	0	0	0
ENSG00000274606	0	0	0	0	0	0
ENSG00000228368	0	4	0	0	0	1
ENSG00000213050	0	2	0	2	0	2
ENSG00000283923	0	0	0	0	0	0
ENSG00000226367	2	2	2	8	2	13
ENSG00000287829	4	2	3	0	4	7
ENSG00000274344	0	0	0	0	0	0
ENSG00000275054	0	0	0	0	0	0
ENSG00000227532	2	0	0	0	0	0
ENSG00000278526	0	0	0	0	0	0
ENSG00000278482	0	0	0	0	0	0
ENSG00000230785	0	0	2	0	0	2
ENSG00000224042	0	0	0	0	0	0
ENSG00000230605	0	0	0	0	0	0
ENSG00000201354	0	0	0	0	0	0
ENSG00000285904	0	2	2	0	2	5
ENSG00000240173	0	0	0	0	0	0
ENSG00000133597	92	109	87	57	84	97
ENSG00000090266	319	370	401	493	591	620
ENSG00000240889	2	2	4	5	0	1
ENSG00000157764	878	979	1024	956	1079	1070
ENSG00000271932	0	0	0	0	0	0
ENSG00000271611	0	0	0	0	0	0
ENSG00000242703	0	0	0	0	0	0
ENSG00000090263	767	825	866	1106	1280	1161
ENSG00000105865	20	32	43	22	13	17
ENSG00000270992	0	0	0	0	0	0
ENSG00000158516	5	0	4	6	1	4
ENSG00000128510	4	0	8	4	2	1
ENSG00000091704	2	0	0	0	0	0
ENSG00000259920	0	0	0	0	0	0
ENSG00000272701	1	0	0	0	1	0
ENSG00000106484	13	25	25	15	30	21
ENSG00000277269	0	0	0	0	0	0
ENSG00000278055	0	0	0	0	0	0
ENSG00000274500	0	0	0	0	0	0
ENSG00000270823	2	3	0	0	0	0
ENSG00000199043	0	0	0	0	0	0
ENSG00000270953	3	2	0	0	5	2
ENSG00000276213	2	0	0	2	1	0
ENSG00000178234	413	491	462	347	456	464
ENSG00000229591	0	6	4	6	3	2
ENSG00000213188	0	2	2	4	6	6
ENSG00000270405	0	0	0	0	0	1
ENSG00000204894	0	0	0	0	0	1
ENSG00000241007	692	778	641	658	821	714
ENSG00000253088	0	0	0	0	0	0
ENSG00000241735	2	2	2	1	6	0
ENSG00000020219	0	0	0	0	0	0
ENSG00000261455	20	25	15	37	49	44
ENSG00000231139	0	0	2	0	0	0
ENSG00000225416	0	1	0	1	2	0
ENSG00000160917	704	859	824	833	1115	915
ENSG00000228335	13	14	9	7	20	21
ENSG00000241468	498	545	412	386	404	449
ENSG00000198556	335	395	412	367	480	451
ENSG00000160908	1583	1731	1679	1578	1732	1799
ENSG00000221909	266	260	292	244	356	326
ENSG00000197343	1426	1497	1450	1879	2076	1958
