ID	D1	D2	D3	M1	M2	M3
MCCD1P2	3	0	0	0	1	0
PPIL1	659	670	640	710	654	726
TFAP2A-AS1	0	0	2	0	0	0
ERVFRD-1	8	2	8	4	12	4
NHLRC1	22	38	32	18	38	21
CDYL	5435	5937	5535	5309	5681	5392
SUMO2P12	0	0	0	0	0	0
MOCS1	0	2	0	8	4	8
COX11P1	0	0	0	0	0	0
UNC5CL	149	159	161	75	49	87
TSPO2	494	517	490	87	70	111
GRM4	4	8	2	2	10	8
MBOAT1	303	340	365	255	283	241
MYLIP	1502	1593	1588	1502	1684	1769
TRIM26	653	841	762	620	605	667
ZFAND3	1067	1155	1076	1031	1204	1357
LINC02829	2	6	0	0	0	2
AMD1P4	0	0	0	0	0	0
E2F4P1	0	0	0	0	2	0
TNXB	1826	1707	1874	713	688	777
TUBBP9	0	0	1	0	0	0
DNAH8	4	16	13	5	6	8
SMIM29	50	46	38	62	81	80
RIOK1	2817	3039	3324	3679	4325	4134
CPNE5	25	20	16	12	21	16
PI16	6	5	4	8	8	5
GLP1R	6	4	5	14	12	39
ITPR3	22	45	58	47	43	59
NEDD9	124	120	82	85	66	53
SRPK1	2311	2453	2605	2889	3583	3188
LINC01016	6	1	0	0	1	4
ABCC10	308	386	316	416	490	460
SLC26A8	6	7	18	2	1	4
WBP1LP12	0	0	0	0	0	0
RPS10-NUDT3	0	0	0	0	0	0
ANKRD18EP	18	25	23	24	26	29
RPL15P3	119	115	127	130	147	135
RAB44	2	2	7	3	5	2
KCTD20	2719	2981	2866	3301	3378	3333
DNAH8-AS1	0	0	0	0	0	0
MLN	0	0	2	0	0	0
ZNF318	2015	2236	2005	1945	2126	2297
NUP153-AS1	11	4	11	15	5	17
UQCC2	1453	1674	1598	1591	1753	1726
HCG14	0	2	1	6	3	0
DAAM2	2	4	0	17	6	1
RBM22P4	0	0	0	0	0	0
SUPT3H	51	98	52	79	55	50
MMUT	1487	1536	1541	1489	1576	1591
TRAM2	618	511	495	620	709	640
SLC25A51P1	0	0	0	0	0	0
FTH1P5	1	6	4	3	5	3
STK38	2217	2239	2084	1929	2037	1942
TMEM217	16	8	24	19	21	11
BTBD9	122	99	118	107	164	143
GGNBP1	0	0	0	5	0	0
HSPE1P11	2	0	1	0	1	2
PGK2	0	0	0	0	0	0
ADH5P4	13	10	10	6	5	17
RBBP4P3	0	2	0	0	0	1
EEF1B2P5	0	0	0	0	2	0
CD83	94	83	112	89	90	66
CLPS	0	0	0	0	0	2
NANOGP3	0	0	0	0	0	0
RPL37P15	0	0	0	0	0	0
TBC1D22B	834	883	860	613	637	626
ELOVL5	2837	3339	3249	3446	3800	3858
KCNK5	308	471	422	354	420	437
TCTE1	2	2	0	1	5	9
HMGA1	18815	20867	19861	21346	23155	23695
DPRXP2	2	0	1	2	1	0
B3GNTL1P2	0	0	0	0	0	0
RNF8	1957	2189	1899	2224	2369	2292
SREK1IP1P2	0	0	0	0	0	0
OR2U1P	0	0	0	0	0	0
NUDT19P4	0	0	0	0	0	0
CENPQ	1260	1493	1317	1382	1692	1574
RUNX2	110	70	83	46	61	63
IP6K3	0	0	0	0	2	2
CLPSL2	0	0	0	0	2	2
IRAK1BP1	73	96	116	76	93	67
NUFIP1P1	10	11	7	1	13	13
RBBP4P4	5	0	0	2	4	0
TCP11	0	2	2	0	0	1
TREML4	0	2	3	2	0	0
B3GAT2	4	2	3	7	5	7
DBIP1	0	0	0	0	0	0
SAYSD1	326	411	382	379	467	445
DLK2	40	29	46	48	68	63
CDC5L	4867	4897	5187	5630	6673	6419
TJAP1	2585	2896	2633	3177	3537	3354
CRISP2	2	6	6	0	0	3
ZNF451-AS1	98	84	95	79	108	92
LAP3P1	0	0	0	0	0	0
PKHD1	0	0	3	2	6	2
GCNT1P4	0	0	0	0	0	0
LGSN	3	6	15	33	18	22
LINC02540	0	0	0	0	0	0
SLC29A1	2736	3084	2777	2199	2794	2516
OR4F1P	0	0	0	0	0	0
SDHAF4	65	62	69	74	98	78
MLIP	1	2	0	0	2	2
RPS16P5	9	4	4	0	0	0
BTBD9-AS1	0	0	0	0	0	0
TRAM2-AS1	71	79	90	107	98	113
PHIP	5583	5891	6106	6532	7627	7147
SLC35B2	233	300	253	257	301	346
RPS6P7	0	0	0	0	2	0
CYB5R4	683	634	815	788	1025	969
LINC01526	0	0	2	2	0	0
ME1	8	8	4	6	4	8
PRIM2	295	353	314	367	478	360
SPDEF	3	2	2	0	5	1
LRFN2	0	0	0	0	0	1
SLC25A20P1	0	0	0	0	0	0
POU3F2	0	0	4	4	4	4
CLPSL1	0	2	0	0	0	0
ADCY10P1	82	78	79	133	178	170
FGD2	6	6	8	2	2	4
PIM1	6702	7217	6832	5700	6696	6579
TREML5P	0	0	0	0	0	0
LYRM2	696	690	773	928	1033	1064
MRAP2	60	52	48	22	33	26
PGM3	272	271	315	419	412	478
ZNF451	4592	4941	4909	5114	5891	5809
NDUFA5P9	0	2	0	0	0	0
LINC00680	325	457	447	469	492	453
GSTA12P	0	0	0	0	0	0
RPS10	11	9	9	7	12	10
GUSBP4	0	1	0	0	0	0
GSTA7P	0	0	0	0	0	0
NPM1P38	0	0	2	6	0	0
PRDM1	123	140	98	39	20	27
NUDT3	176	222	247	216	228	243
RUNX2-AS1	0	0	0	0	2	0
PAQR8	23	20	12	24	20	20
LINCMD1	0	0	0	0	0	0
GLYATL3	0	0	0	2	0	0
TDRG1	6	2	0	2	0	0
CD109	77	48	72	55	42	40
CEP162	1425	1411	1549	1129	1365	1340
LINC01611	0	0	0	0	0	0
SPATS1	2	0	0	0	0	0
IFITM3P3	2	0	2	2	0	0
KIF6	0	2	6	4	0	10
PACSIN1	16	6	2	14	8	14
SRSF3	9159	9835	9305	10526	12734	12024
FILIP1	0	2	4	1	0	4
GPR63	11	14	24	20	37	30
RPL35P3	0	0	0	2	0	2
RPL35P2	4	4	2	4	2	2
PRDX2P4	1	0	0	0	0	0
TMEM14A	180	181	178	138	192	144
NPM1P37	14	6	9	4	4	7
TREM1	0	0	2	2	0	2
BACH2	11	11	9	10	24	11
CYP39A1	0	3	2	0	0	0
SUMO2P8	0	0	0	0	0	0
LCAL1	0	0	0	0	0	0
HMGB1P20	4	5	4	5	2	7
LINC02549	0	0	0	2	0	0
MDN1	23335	25912	25575	22954	26789	26320
IBTK	878	813	887	910	1040	994
MTHFD2P3	0	0	0	0	0	0
AARS2	1150	1339	1398	1409	1680	1516
GAPDHP63	2	2	2	0	0	0
RWDD2A	28	34	35	27	40	35
TPI1P3	0	0	0	0	0	0
LAMA4-AS1	0	0	2	0	0	0
BRD7P4	2	4	0	4	2	4
TXNP7	0	0	0	0	0	0
MCHR2-AS1	0	0	0	0	0	0
SEC63	5066	5115	5187	5392	6699	6213
ZNF292	1652	1786	1863	1773	2222	2162
CD24	17	16	3	23	16	17
EEF1GP6	0	0	0	1	0	0
CASC6	0	0	0	0	0	0
GAPDHP41	0	0	0	0	0	0
EIF4EBP2P3	0	0	0	2	0	0
KPNA5	89	77	94	125	140	103
RPSAP44	0	0	0	0	0	0
CD164	3064	3488	3547	2836	3657	3326
TUBB3P1	0	0	0	0	0	1
RCN1P1	0	0	0	0	0	0
CEP85L	277	402	313	467	557	564
CD2AP-DT	31	15	7	28	15	21
NEPNP	8	6	0	4	2	8
SMARCE1P2	0	0	0	0	0	3
LINC00222	0	1	0	3	8	0
ENPP5	2	2	5	0	3	6
GSTA2	0	0	0	0	2	0
MCHR2	0	3	0	0	3	0
MAP3K7	1606	1749	1813	1849	2422	2252
BDH2P1	0	0	0	0	0	2
LCA5	338	350	439	363	380	392
GAPDHP42	0	0	2	0	0	0
HSP90AB1	102567	109209	105557	162726	194346	180599
PRELID1P1	0	1	2	2	3	5
RPL3P7	11	15	16	7	10	10
CYP2AC1P	0	0	0	1	0	0
HMGB3P18	0	0	0	2	0	0
LIN28B-AS1	2	2	0	2	2	0
DHFRP5	0	0	0	0	2	0
MFSD4B	294	354	287	361	458	383
TSPYL4	726	815	747	967	1135	1017
GFRAL	0	0	0	0	0	0
COX6A1P2	21	14	24	30	29	25
SOCS5P5	2	0	0	0	0	0
LRRC1	2	9	2	4	10	14
RPL23AP50	0	0	2	0	0	0
TFAP2B	0	0	2	0	0	2
PTCHD3P3	0	0	0	0	0	0
CBX3P9	181	175	190	208	258	228
LINC02518	0	0	0	0	0	0
COL19A1	0	4	0	6	0	6
RPL7AP34	0	0	0	0	0	0
GSTA8P	0	0	0	2	0	0
RPL31P28	0	0	0	0	0	0
LINC02857	0	1	0	0	0	0
NCOA7	3343	3343	3267	3250	3806	3714
RPL21P67	0	0	0	0	0	0
MTRES1	516	583	566	558	770	628
MYMX	0	0	0	0	0	2
ZPR1P1	0	2	9	4	5	0
PRSS35	0	2	0	2	0	2
KRASP1	0	0	0	0	0	0
TREML3P	3	3	3	3	0	2
CLVS2	0	0	0	0	1	0
BECN1P2	0	0	0	0	0	0
NFKBIE	112	106	100	144	145	148
TRDN	0	0	0	3	2	1
SMAP1	298	323	353	425	402	381
RPL5P19	0	0	0	0	0	0
RPS4XP9	0	2	0	0	0	0
ELOVL4	2	0	0	0	2	0
EEF1A1P36	0	0	2	0	0	0
VGLL2	0	0	0	0	0	0
GCLC	7196	7453	7395	7319	8285	8166
BRD7P3	0	0	0	0	0	0
LHFPL5	69	64	87	73	83	124
SLC25A5P7	0	2	0	0	0	0
REV3L	1213	1293	1488	1299	1442	1566
GJA1	2	6	4	10	8	10
STX7	1324	1374	1551	1757	1917	2092
RPL35AP18	0	0	0	0	0	0
MTFR2	230	274	264	285	330	279
LINC02534	0	2	0	0	0	0
KRT18P22	0	0	0	0	0	4
ENPP4	237	235	263	228	292	300
NUS1	760	755	821	845	1084	1056
SENP6	3848	3979	4276	4995	5684	5573
TRERF1	32	49	55	28	36	38
RPS17P5	4	5	1	4	2	3
SIM1-AS1	0	0	0	0	0	0
CD2AP	8298	8086	8429	9517	11161	10812
FBXL4	211	210	205	179	223	221
R3HDM2P2	0	0	0	0	0	0
UBE2J1	1157	1251	1285	1080	1357	1109
ARMC2	27	35	34	49	49	44
SCML4	0	2	0	0	0	4
CALHM5	6	4	2	0	2	2
ANKS1A	470	547	502	514	599	634
HACE1	285	287	251	294	365	360
NCOA7-AS1	4	0	0	0	0	0
LYPLA1P3	5	6	6	3	9	11
TENT5A	205	228	229	201	343	311
PA2G4P5	21	21	14	17	23	18
RAP1BP3	0	0	0	0	0	0
RPL23AP48	0	0	0	0	0	2
SLC25A6P6	0	0	0	0	0	0
FAM135A-AS1	1	0	0	0	0	0
BVES	1	0	2	0	6	3
RPL12P2	0	0	0	0	0	0
BTF3L4P3	1	2	1	2	0	1
FAM229B	23	26	18	18	23	14
SOGA3	0	0	0	0	0	1
FAM184A	151	168	160	142	152	127
LINC01556	0	2	2	0	2	0
LINC02865	0	0	0	0	1	0
VTA1	1866	2024	2196	2413	2968	2908
FCF1P10	0	0	0	0	2	0
LINC00951	0	0	0	0	0	0
NT5DC1	237	230	281	249	326	266
TPD52L1	18	13	20	25	27	35
TMEM151B	0	0	0	0	0	0
RPL32P15	0	0	0	0	0	2
RPL21P66	0	0	0	0	0	0
ADGRF1	0	0	1	2	2	0
TRMT11	236	279	288	286	301	301
KCNK17	0	0	2	0	0	0
VNN3	0	0	0	0	0	0
COL21A1	3	13	15	2	2	1
RPS27AP11	0	4	2	1	2	0
LINC02880	0	0	0	0	0	0
HBS1L	6467	6900	7128	5624	6566	6367
RPL31P33	0	0	0	0	0	0
LIN28B	228	233	246	165	264	231
KRT18P9	0	0	2	0	2	2
FABP7	0	0	0	1	0	0
HINT3	288	319	305	348	330	374
IL17F	0	0	0	0	0	0
HLFP1	0	0	0	0	0	0
YAP1P3	0	0	0	0	0	0
KRT18P50	0	0	0	0	0	0
ARL4AP5	11	14	7	8	4	9
EEF1A1P42	0	0	0	0	0	0
CALHM6-AS1	0	0	0	0	0	0
RRAGD	161	181	232	110	122	126
HLA-J	6	3	0	7	7	5
NDUFAB1P1	0	0	0	0	0	0
EPB41L2	5017	5033	5039	7210	7841	7762
POM121L14P	0	0	0	0	0	2
PEX3	144	185	183	214	238	217
RPS18P9	35	22	21	18	16	26
HSF2	490	474	503	567	693	725
TINAG	0	0	2	0	0	0
HTR1E	0	1	0	2	0	0
TBX18	2	9	6	10	4	6
ABRACL	307	336	322	475	545	460
TREM2	0	2	0	2	0	0
HDAC2	7667	7819	7621	7242	8549	8248
LINC02836	0	0	0	0	0	0
LINC01277	7	4	14	10	11	15
BCLAF1	16044	16499	17739	20076	23697	23026
NPM1P10	0	0	0	0	0	0
MCM3	16985	18461	17549	20859	23033	21162
VNN1	0	0	0	0	0	0
DAAM2-AS1	0	3	0	0	4	1
RPL7P28	0	5	0	0	0	0
GAPDHP73	0	0	0	0	0	0
ADGRG6	23	25	26	32	40	27
FUT9	0	2	0	0	0	0
HDDC2	1922	2163	2136	2296	2950	2628
IL22RA2	2	0	0	0	2	0
NKAIN2	50	44	52	21	42	22
CALHM6	2	1	2	0	10	5
MRPL42P3	0	0	0	0	0	0
TMEM244	0	0	0	0	0	0
DHFRP6	0	0	0	0	0	0
TARID	0	0	3	0	1	2
BMP5	0	2	0	0	0	0
FAM136FP	0	0	0	0	0	0
FAM83B	0	3	0	2	1	0
SNRPC	5559	6257	5246	4823	5720	5257
FCF1P5	0	0	3	0	2	0
RAB32	14	25	33	22	24	26
COL10A1	0	1	2	4	8	7
TRAF3IP2	259	269	283	149	168	164
MOXD1	2	2	2	1	6	4
ASCC3	1791	1952	2148	2315	2685	2580
PPP1R14C	2	8	7	0	8	9
FNDC1-IT1	0	0	0	0	0	0
TUBB4BP7	0	0	0	0	0	0
EYS	4	8	5	5	8	3
HMGA1P7	0	0	0	0	0	0
RPSAP42	0	0	0	0	0	2
RFPL4B	0	0	0	0	0	0
RPS3AP23	0	0	0	0	0	0
EFHC1	116	145	129	137	152	191
MED23	1449	1560	1616	1871	2101	2015
SNX3	7398	8279	8323	6908	7909	7023
LINC02840	0	2	0	0	4	0
TBC1D32	79	82	102	108	93	77
RPA3P2	0	0	0	0	0	0
TAAR6	0	0	0	0	0	0
LINC02541	0	0	0	0	0	2
LINC02523	0	0	0	0	0	0
FKBP1C	9	6	9	15	25	11
WAKMAR2	13	24	19	18	9	4
PLN	1	2	0	2	0	0
PKIB	0	0	2	4	0	4
MAN1A1	3459	3282	3188	3809	4000	3984
FTH1P26	0	0	0	0	0	0
FABP12P1	0	0	0	0	0	0
GOPC	664	679	709	983	1191	1145
CDK19	896	1078	969	924	1137	1129
MAP3K4-AS1	10	11	12	6	10	15
FILNC1	0	0	0	0	0	0
LMBRD1	616	671	683	625	824	672
MARCKS	19	24	38	33	28	29
SMPDL3A	0	0	2	4	6	0
NDUFS5P1	0	0	0	0	0	0
HECA	478	539	551	737	673	714
PPP1R14BP5	0	0	0	2	0	0
NPM1P36	0	0	0	0	0	0
NACAP7	0	0	0	0	0	0
TAB2	2567	2594	2361	2958	3182	3245
TRAPPC3L	4	4	0	0	0	0
OSTCP1	0	0	0	0	0	0
RSPH4A	48	47	30	33	46	23
SLC18B1	696	646	795	332	373	331
PM20D2	157	166	158	113	150	193
PNRC1-DT	0	0	2	0	0	3
RPL7P29	0	0	0	0	0	0
LINC00242	1	0	2	0	0	0
CYCSP55	11	14	15	11	30	21
TNFRSF21	109	64	60	151	133	155
ALDH8A1	17	34	2	10	7	18
STX11	35	53	32	58	54	67
RNGTT	384	439	415	565	681	646
MTCYBP36	0	0	0	0	0	0
OGFRL1	322	362	436	199	280	259
RPL32P16	6	0	2	2	3	4
BTF3P10	1	0	1	5	1	3
KRT19P1	0	0	2	0	0	0
MEMO1P2	2	2	0	0	1	0
MTCO3P31	0	0	0	0	0	0
SPTLC1P3	0	0	0	0	0	0
RPS6KA2	131	168	155	221	285	257
HEY2	163	165	148	413	362	355
ATP5MGP2	2	0	0	2	4	0
OARD1	1040	1099	1094	942	1104	1061
PLEKHG1	12	12	14	4	5	7
RPL23AP47	0	0	0	0	0	0
TAAR2	0	0	0	0	0	0
NDUFAF4	173	144	168	219	201	185
ADAT2	791	788	799	545	673	655
PDCL3P5	2	0	0	0	0	0
POPDC3	0	1	1	4	0	0
MTATP6P25	0	0	0	0	0	0
VDAC1P8	57	67	60	66	58	75
RPL12P23	0	0	0	0	0	2
TREML2	4473	4064	3948	1298	1536	1541
DSE	56	64	59	50	62	40
PHBP1	2	4	0	0	0	0
ANKRD6	5	13	5	4	7	27
PDSS2	251	257	241	191	279	251
KLHL31	8	2	6	8	6	4
TBX18-AS1	0	0	0	0	0	0
TMEM242	506	560	519	513	618	642
ACTG1P9	0	0	0	0	0	0
RPS29P32	0	0	0	0	0	0
IL17A	0	0	1	0	0	0
ATG5	631	651	656	633	719	807
HYMAI	0	2	1	0	6	5
TMEM242-DT	10	6	6	2	0	8
ATP5MFP2	4	7	9	6	3	2
RWDD1	1340	1382	1490	1543	1696	1615
TAAR3P	0	0	0	0	2	0
PPIL6	14	5	11	4	2	3
HIVEP2	633	511	460	398	391	351
MTHFD2P2	0	0	0	0	0	0
MLIP-AS1	0	0	0	0	1	0
DINOL	2	0	0	1	0	0
PERP	8	16	26	28	25	34
UST	2	2	12	0	0	6
GABRR1	0	0	0	2	0	0
ULBP3	6	3	6	8	10	9
MTND4LP19	0	0	0	0	0	0
LINC01625	6	9	17	0	3	8
FAM8A6P	0	0	0	0	0	0
LINC02531	2	0	0	0	0	0
TINAG-AS1	0	0	0	0	0	0
HEBP2	502	565	566	619	672	662
ATF1P1	0	0	0	0	0	1
CHCHD2P4	0	0	0	0	0	0
CAHM	4	2	2	2	7	18
LUADT1	0	0	0	0	1	0
AKAP12	658	829	823	1107	1218	1290
LINC01626	2	0	0	0	0	0
NUDT19P3	0	0	0	0	0	0
ARMC2-AS1	0	2	0	0	0	3
RAET1L	0	0	0	0	0	0
TTK	1508	1642	1776	1554	1844	1789
ARID1B	3821	4295	3992	3394	4007	3807
TUBB8P2	0	0	0	0	0	2
HMGB3P19	0	0	0	0	0	0
KIAA0408	0	0	0	0	0	0
TPT1P4	3	2	2	3	3	5
HSPD1P10	0	2	2	0	0	0
MTCO1P56	0	0	0	0	0	0
SMPD2	48	77	49	52	45	60
RPS12	7216	7928	6782	5958	7045	6881
KRT8P42	2	2	0	1	0	0
GJB7	0	2	3	3	2	0
SUMO4	0	8	2	6	2	2
CNKSR3	983	1159	1172	357	471	457
LINC02539	0	0	0	0	0	0
FOXO3	9013	9705	8905	11904	11602	11892
CDC40	1815	1956	1991	1919	2452	2080
SF3B5	440	520	441	473	547	552
DYNLT1	398	434	385	418	578	483
OPRM1	0	0	4	4	6	1
RPL26P20	0	2	0	0	0	0
SSR1P1	0	0	0	0	0	0
CYP51A1P3	0	0	2	0	0	0
SNRPEP6	0	0	0	0	0	0
LINC01624	0	2	0	0	0	0
LAMA4	12	2	10	11	11	2
PTPRK-AS1	0	0	0	0	0	0
LDHAL6FP	3	6	9	2	5	0
RAET1M	0	0	0	0	0	2
RAMACL	7	7	10	10	16	9
ZC3H12D	7	2	8	2	10	6
FRK	4	6	12	8	4	6
VIP	0	0	0	0	0	2
EEF1DP5	0	2	2	0	0	2
MTND3P20	0	0	0	0	0	0
OSTM1	463	516	482	547	705	633
GABRR2	4	2	6	12	5	11
HMGB1P13	0	0	0	0	0	0
RPSAP40	0	0	0	0	0	0
COX6A1P3	0	0	0	0	0	0
PANDAR	0	0	0	0	0	0
DLL1	0	4	2	8	5	14
KLHL32	50	52	39	19	41	39
REV3L-IT1	2	0	0	2	0	0
MICAL1	159	157	171	84	82	93
MAP3K4	1548	1582	1636	1566	1857	1764
BCKDHB	312	323	312	310	356	293
TAB2-AS1	0	0	0	0	0	0
SAMD3	12	22	19	4	6	4
QKI	4710	4682	4786	4769	4775	5346
UST-AS1	0	0	0	0	0	0
ZUP1	1158	1178	1397	1320	1556	1511
H3P27	0	0	0	0	0	0
LINC02519	0	0	0	0	0	0
IMPG1	0	0	0	0	0	0
RPL9P18	0	0	0	0	1	0
MARCKSL1P2	0	0	0	2	1	2
LINC02529	0	0	0	0	0	0
RPS24P12	0	0	0	0	0	0
NIP7P3	0	0	0	0	0	0
LINC00472	2	0	2	4	4	8
OSTM1-AS1	0	2	0	0	2	0
MTRF1L	1215	1253	1305	1678	1777	1769
COX5BP2	0	0	0	0	0	0
TAAR4P	0	2	0	0	0	0
PNRC1	931	977	878	1195	1211	1244
TXLNB	0	2	1	0	2	8
CT69	4	0	0	0	0	2
GRM1	2	0	5	4	0	0
MTND4LP20	2	0	0	0	0	0
RSPO3	6	4	7	5	8	6
MTCO2P31	0	0	0	0	0	0
SH3BGRL2	231	260	267	392	463	408
MTRES1P1	2	0	0	2	0	1
ARFGEF3	0	2	10	4	6	8
UST-AS2	0	0	0	0	0	5
GAPDHP15	0	0	0	4	0	0
FUCA2	370	427	470	394	437	433
LAP3P2	0	0	0	0	0	0
LINC01013	1	0	3	4	4	2
CLNS1AP1	0	0	0	0	2	0
MLIP-IT1	0	0	0	0	0	0
H3P28	0	0	0	0	0	0
SLC17A5	55	48	79	57	54	52
SLC22A3	4	0	0	2	0	4
FUNDC2P3	0	0	0	0	0	0
RPS4XP8	0	0	0	2	0	0
RPL17P25	0	0	0	0	0	0
TAAR9	0	0	2	0	0	0
MTND4P13	0	0	0	0	0	0
WASF1	640	752	640	799	840	928
FBXO5	2766	3071	3037	2412	2985	2765
PPIL4	4020	4170	4335	4909	6105	5696
ERMARD	610	698	625	610	716	710
ZC2HC1B	0	0	0	0	0	0
GINM1	252	355	299	308	406	347
SAMD5	49	49	56	18	35	24
ARG1	3917	3710	3444	964	950	867
PSMB1	1534	1577	1696	2081	2600	2430
SLC2A12	3	2	2	0	4	0
TAAR7P	0	0	0	0	0	0
SERINC1	5027	5191	5438	5760	6375	6340
ULBP1	348	402	368	651	685	712
SOBP	30	36	28	28	38	36
RBM11P1	2	0	0	0	0	0
OR4F7P	0	0	0	0	0	0
AGPAT4	1920	1880	1647	1618	1488	1513
WDR27	329	313	308	367	469	393
LPAL2	2	0	4	5	3	5
PHACTR2-AS1	2	2	0	0	0	0
B3GALNT2P1	6	2	0	0	0	0
SLC22A2	0	0	0	0	0	4
ATP5PBP6	0	0	0	0	0	0
WBP1LP8	0	0	0	0	0	0
RPL10P10	0	0	0	0	0	2
AK4P5	0	0	0	0	0	0
ZDHHC14	969	1229	1143	797	877	869
GJE1	0	0	0	0	0	0
C6orf58	0	0	0	0	0	0
HMGB1P17	0	0	0	0	0	0
KRT8P44	0	0	0	0	2	0
CCNG1P1	0	0	0	0	0	0
PDE7B	1	2	3	0	0	2
C6orf120	271	237	250	292	345	299
SRSF12	4	0	0	2	4	6
CACYBPP3	0	0	0	0	0	0
TULP4	174	179	169	207	184	212
RPL23AP46	0	2	0	0	0	0
CTAGE13P	0	1	3	0	0	3
ERHP2	0	0	0	0	0	0
PHF10	2751	2818	2862	3078	3730	3278
AIG1	331	446	392	252	271	248
KATNA1	1421	1529	1606	1436	1880	1647
HMGN3	922	1064	905	1109	1330	1224
TUBE1	643	701	749	826	1039	983
PACRG-AS2	0	0	0	0	0	0
SSXP10	0	0	0	0	0	0
TAAR8	0	0	0	0	0	0
PACRG-AS3	0	2	0	0	2	0
LTV1	3202	3255	3056	3078	3602	3514
RPSAP45	0	0	1	0	0	1
FNDC1	2	8	8	8	4	6
AFG1L	108	130	133	36	81	77
DYNLT2	249	194	184	253	251	269
UBE3D	39	56	39	62	57	58
VNN2	11	18	7	0	14	8
PDCD2	1118	1175	1147	1065	1308	1215
NMBR-AS1	0	0	0	0	0	0
RPL7P27	0	0	0	0	0	0
DNAJA1P4	0	0	0	0	0	0
MTATP6P31	0	0	0	0	0	0
ILRUN	2948	3286	2824	3032	3401	3158
BAG2	295	345	354	365	372	363
KRT18P65	0	0	0	0	0	0
L3MBTL3	1013	880	910	955	930	987
FEM1AP3	2	0	2	0	0	0
LINC02527	0	0	0	0	1	1
OLIG3	1	0	0	2	0	2
GLO1	1268	1377	1307	1537	1844	1869
HNRNPDP2	0	0	0	0	0	0
RAB23	309	344	365	376	437	325
HLA-W	16	23	11	4	6	9
RAB1AP2	0	0	0	0	0	0
LATS1	582	544	534	687	705	742
RPL7P25	0	0	0	0	0	0
YAP1P1	6	12	0	0	2	4
RPSAP72	0	0	0	0	0	0
TFGP1	0	2	0	0	0	0
RGS17	6	12	19	10	26	33
DACT2	0	0	0	0	0	0
SLC35F1	0	0	0	0	0	0
DDX39BP1	1	3	0	0	0	0
CITED2	7871	8629	8429	9747	10636	11930
FYN	1502	1870	1751	2839	3019	2981
ENPP3	1460	1377	1448	842	860	927
RN7SL352P	0	0	0	0	0	0
MIR6720	0	0	0	0	0	0
RNA5SP202	3	27	4	9	16	10
MIR3691	0	0	0	0	0	0
RNU6ATAC21P	0	0	0	0	0	0
RN7SL554P	0	0	0	0	0	0
Y_RNA	0	0	1	0	0	0
RNU6-793P	0	0	0	0	0	0
Metazoa_SRP	0	0	0	0	0	0
RNU1-64P	0	0	0	0	0	0
RNU6-522P	0	0	4	0	0	0
MIR5689	0	0	0	0	0	0
MIR4639	3	1	2	3	1	0
RNU6-645P	0	0	0	0	0	0
MIR548A1	0	0	0	0	0	0
RNU7-133P	0	0	0	0	0	0
RN7SL332P	0	0	0	0	0	0
RN7SKP293	0	0	0	0	0	0
RNA5SP204	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0
RNU6-263P	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	2
5S_rRNA	2	2	0	2	0	0
RNU6-987P	0	0	0	0	0	0
RNU6-1114P	0	0	0	0	0	0
RN7SL128P	0	2	0	0	0	2
Y_RNA	1	0	0	0	2	2
RNU6-141P	0	0	0	2	0	0
RNU6-1060P	0	0	0	0	0	0
RN7SL471P	0	3	7	4	0	1
RN7SKP240	0	0	0	0	0	0
RNU2-45P	0	0	0	0	0	0
RNA5SP205	0	0	0	2	0	0
RN7SL334P	0	0	0	2	0	0
RNU6-801P	0	0	0	0	0	0
RNU6-150P	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0
RNU6-930P	0	0	0	0	0	0
MIR7159	1	0	0	0	0	0
MIR6835	10	14	4	13	14	10
MIR3934	0	0	0	0	0	0
MIR3925	0	0	0	0	0	0
RN7SL502P	0	0	0	0	0	0
RN7SL200P	0	0	2	0	0	0
Y_RNA	0	0	0	0	0	0
RNU1-88P	0	0	1	0	0	0
RN7SL26P	0	0	0	0	0	0
RN7SL273P	0	1	0	0	0	0
MIR1275	0	0	0	0	0	0
RN7SL285P	0	0	0	0	0	0
RNA5SP207	0	0	0	0	0	0
Metazoa_SRP	0	0	0	0	0	0
RNVU1-33	0	0	0	0	0	0
RNU6-643P	0	0	0	0	0	0
RNU1-54P	0	0	0	0	0	0
RN7SL748P	0	0	0	0	0	0
MIR6780B	0	0	0	1	0	0
RN7SL811P	0	0	1	0	0	0
RNU6-754P	0	0	0	0	0	0
RN7SL465P	0	0	0	0	0	0
MIR4647	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0
RNU6-250P	0	0	0	1	0	0
MIR4642	0	0	0	0	0	0
Y_RNA	0	1	0	0	0	0
RNU6-1113P	0	0	0	0	0	0
MIR206	0	0	0	0	0	0
MIR586	0	0	0	0	0	0
MIR133B	0	0	0	0	0	0
MIR5685	0	0	1	0	0	2
RNU7-65P	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0
RNU1-136P	0	0	0	2	0	0
RN7SL580P	0	0	0	0	0	0
RNA5SP208	0	0	2	0	0	0
U3	0	0	0	0	0	0
RNU6-1023P	0	0	0	0	0	0
RNU7-66P	0	0	0	0	0	0
RNU6-261P	0	0	0	0	0	0
MIR548U	0	0	0	0	0	0
