	seqnames	start	end	width	strand	Conc	Conc_2	Conc_1	Fold	p.value	FDR
645	10	32790309	32790709	401	*	3.209453651	3.584962762	2.700440047	0.680889377	0.156408178	0.914266868
3911	3	32842517	32842917	401	*	3.209453605	3.58496258	2.700440254	0.680888988	0.156408178	0.914266868
954	11	12881720	12882120	401	*	3.209453383	3.584962337	2.70044007	0.680888928	0.156408178	0.914266868
3822	22	46029461	46029861	401	*	3.209452968	3.584962266	2.700439018	0.68088991	0.156408178	0.914266868
2849	19	33528618	33529018	401	*	3.209453241	3.584962647	2.700439094	0.680890214	0.156408178	0.914266868
6152	X	71194582	71194982	401	*	2.699433703	2.322834333	2.997797538	-0.851789089	0.156517827	0.914266868
1649	14	21242853	21243253	401	*	2.245350271	1.305591336	2.809660162	-1.646528255	0.1565547	0.914266868
2605	18	32018490	32018890	401	*	3.977268559	3.807346807	4.129269053	-0.511751825	0.156811587	0.914266868
2688	19	945403	945803	401	*	3.97728801	3.807330612	4.12931702	-0.511815985	0.156811587	0.914266868
3343	2	201336163	201336563	401	*	2.698886278	2.32156703	2.997700825	-0.852958428	0.156865714	0.914266868
5773	9	35518113	35518513	401	*	2.162865136	2.896598746	0.593954837	2.026476302	0.157690366	0.914266868
254	1	77979092	77979492	401	*	5.230376781	5.128245514	5.325753505	-0.390144326	0.158154327	0.914266868
2941	19	50511095	50511495	401	*	4.807620607	4.699363452	4.908318297	-0.401096554	0.158517799	0.914266868
3906	3	32441032	32441432	401	*	3.000020504	3.39232619	2.459474528	0.726866769	0.159580928	0.914266868
5925	9	126547422	126547822	401	*	3.000020504	3.39232619	2.459474528	0.726866769	0.159580928	0.914266868
246	1	65056613	65057013	401	*	3.000008253	3.392316048	2.459458251	0.726872905	0.159580928	0.914266868
5713	8	143103810	143104210	401	*	2.999996765	3.392306565	2.459442937	0.726878735	0.159580928	0.914266868
4283	4	25530622	25531022	401	*	3.000003063	3.392316075	2.459443101	0.726888082	0.159580928	0.914266868
2340	17	16919763	16920163	401	*	3.00000954	3.392325861	2.459443263	0.726897705	0.159580928	0.914266868
4059	3	120544176	120544576	401	*	2.999965826	3.392273559	2.459415944	0.726872723	0.159580928	0.914266868
4824	6	1595219	1595619	401	*	3.000043286	3.392368515	2.45946	0.726923621	0.159580928	0.914266868
1180	11	126290788	126291188	401	*	3.000004354	3.392325691	2.459428501	0.726912297	0.159580928	0.914266868
2987	2	3158325	3158725	401	*	2.999999374	3.392325518	2.459414343	0.726926282	0.159580928	0.914266868
421	1	181743521	181743921	401	*	2.999983076	3.392307268	2.459401772	0.726920602	0.159580928	0.914266868
4292	4	36574401	36574801	401	*	3.000012065	3.392345123	2.459413833	0.726946396	0.159580928	0.914266868
3522	20	35489700	35490100	401	*	2.999988745	3.39231616	2.459401286	0.726929981	0.159580928	0.914266868
1688	14	49688076	49688476	401	*	4.06623706	3.906983449	4.209645841	-0.492883681	0.159806516	0.914266868
2377	17	28842594	28842994	401	*	4.066203361	3.906909508	4.209644768	-0.492956542	0.159806516	0.914266868
1418	12	111319285	111319685	401	*	3.169925538	2.906895409	3.392314904	-0.669849108	0.160054888	0.914266868
4392	4	109559664	109560064	401	*	3.16992211	2.906892153	3.392311353	-0.669848814	0.160054888	0.914266868
3263	2	147775317	147775717	401	*	3.169926928	2.906895067	3.392317533	-0.669852079	0.160054888	0.914266868
1944	15	64716477	64716877	401	*	3.169921083	2.906890075	3.392311078	-0.669850616	0.160054888	0.914266868
2432	17	44138784	44139184	401	*	3.169928108	2.906894734	3.392319792	-0.66985467	0.160054888	0.914266868
5924	9	126376810	126377210	401	*	3.169927619	2.906893379	3.392319922	-0.669856156	0.160054888	0.914266868
2017	15	88254073	88254473	401	*	3.169927063	2.906891859	3.392320055	-0.669857809	0.160054888	0.914266868
5176	7	5458408	5458808	401	*	3.169921094	2.906885662	3.392314249	-0.669858199	0.160054888	0.914266868
6153	X	72124118	72124518	401	*	3.169924058	2.906888146	3.392317556	-0.669859024	0.160054888	0.914266868
1322	12	56008049	56008449	401	*	3.169924131	2.906884039	3.392320614	-0.669866188	0.160054888	0.914266868
2833	19	22600721	22601121	401	*	3.169929484	2.906888767	3.392326414	-0.669867259	0.160054888	0.914266868
2101	16	4238050	4238450	401	*	3.614901304	3.954380749	3.170128552	0.584113194	0.161051057	0.914266868
5926	9	126632497	126632897	401	*	3.615118802	3.954646736	3.17026254	0.584245158	0.161051057	0.914266868
169	1	40818593	40818993	401	*	4.108524571	3.954197616	4.247926655	-0.484122764	0.161110463	0.914266868
2611	18	37266361	37266761	401	*	4.087401804	4.392160992	3.700532765	0.493950967	0.1618944	0.914266868
988	11	34357838	34358238	401	*	4.14952271	3.999981855	4.285008544	-0.475579503	0.162296724	0.914266868
5359	7	106111984	106112384	401	*	4.149638322	3.999941826	4.285251883	-0.475862843	0.162296724	0.914266868
1276	12	43758652	43759052	401	*	4.149839475	4.000021816	4.285552451	-0.476083402	0.162296724	0.914266868
123	1	27772948	27773348	401	*	4.149836605	3.999942387	4.285612389	-0.476222756	0.162296724	0.914266868
4651	5	112548095	112548495	401	*	4.189903331	4.044501806	4.321983011	-0.46818107	0.163372976	0.914266868
1902	15	45279065	45279465	401	*	4.189842773	4.044431963	4.321930114	-0.468198014	0.163372976	0.914266868
1373	12	92883694	92884094	401	*	2.239516227	1.31911322	2.796939645	-1.620649411	0.163799235	0.914266868
117	1	26431966	26432366	401	*	4.228729839	4.087450601	4.357399619	-0.460785216	0.164346309	0.914266868
3125	2	61853655	61854055	401	*	4.228811212	4.087364458	4.357619907	-0.461091626	0.164346309	0.914266868
2473	17	57595750	57596150	401	*	3.247927863	3.000008874	3.459425768	-0.644702537	0.164824328	0.914266868
4409	4	126758567	126758967	401	*	3.247923914	3.000002891	3.459423298	-0.644706051	0.164824328	0.914266868
4667	5	119410561	119410961	401	*	3.247923914	3.000002891	3.459423298	-0.644706051	0.164824328	0.914266868
2844	19	32253073	32253473	401	*	3.247927939	3.000003363	3.459429908	-0.644712189	0.164824328	0.914266868
716	10	70572381	70572781	401	*	3.247925893	2.999998274	3.459430075	-0.644717444	0.164824328	0.914266868
3734	22	24514427	24514827	401	*	3.247920262	2.999993132	3.459424089	-0.6447166	0.164824328	0.914266868
6113	X	39160054	39160454	401	*	3.247922794	2.999994635	3.459427369	-0.644718376	0.164824328	0.914266868
2591	18	23313820	23314220	401	*	3.247925027	2.999996106	3.459430155	-0.644719692	0.164824328	0.914266868
1636	13	112012505	112012905	401	*	3.247926959	2.999995794	3.459433721	-0.644723569	0.164824328	0.914266868
211	1	50426709	50427109	401	*	3.247931808	2.999995131	3.459442578	-0.64473309	0.164824328	0.914266868
6097	X	15702829	15703229	401	*	3.247930471	2.999992677	3.459442053	-0.644735019	0.164824328	0.914266868
50	1	11412102	11412502	401	*	3.247931785	2.999989761	3.459446443	-0.644742325	0.164824328	0.914266868
968	11	18394443	18394843	401	*	4.266864364	4.129381321	4.392378178	-0.45395969	0.165223282	0.914266868
409	1	179025598	179025998	401	*	4.266823455	4.129324903	4.392350195	-0.453988123	0.165223282	0.914266868
5245	7	44796469	44796869	401	*	4.858248679	4.754384476	4.955134922	-0.392985154	0.165954672	0.914266868
1933	15	61840252	61840652	401	*	2.460581091	3.003144189	1.580779207	1.197224532	0.166217102	0.914266868
3418	2	235282335	235282735	401	*	2.460581091	3.003144189	1.580779207	1.197224532	0.166217102	0.914266868
4840	6	5003606	5004006	401	*	5.077462762	4.976455944	5.171858188	-0.387897988	0.166234792	0.914266868
2177	16	49006992	49007392	401	*	1.921301062	0.00060495	2.716962433	-2.755095384	0.166859077	0.914266868
5326	7	94658014	94658414	401	*	4.858282316	4.75486986	4.95477538	-0.392140746	0.166886764	0.914266868
3011	2	12087150	12087550	401	*	2.461912726	3.003123954	1.585727948	1.192293509	0.167015065	0.914266868
418	1	180938310	180938710	401	*	3.807355284	4.129272546	3.39233584	0.538028862	0.167154178	0.914266868
5385	7	128862613	128863013	401	*	4.375040573	4.247930729	4.491852487	-0.4352152	0.167334583	0.914266868
2980	2	834665	835065	401	*	2.458780514	3.000680666	1.580753986	1.194802083	0.167757697	0.914266868
3504	20	29554756	29555156	401	*	2.458780514	3.000680666	1.580753986	1.194802083	0.167757697	0.914266868
6050	KI270706.1	165337	165737	401	*	4.409390928	4.285402199	4.523561958	-0.429549398	0.167882587	0.914266868
5967	9	133852920	133853320	401	*	3.459410025	3.807147687	3.000303221	0.605718981	0.168065728	0.914266868
686	10	49170465	49170865	401	*	3.459378373	3.807312712	2.999927443	0.606259674	0.168065728	0.914266868
4924	6	29974483	29974883	401	*	3.459378373	3.807312712	2.999927443	0.606259674	0.168065728	0.914266868
5	1	1551880	1552280	401	*	3.459297181	3.807393353	2.999562993	0.606704679	0.168065728	0.914266868
1645	13	114269232	114269632	401	*	2.460133507	3.00067631	1.585732594	1.189857316	0.168564995	0.914266868
3715	22	21867609	21868009	401	*	4.475729202	4.357553663	4.584953244	-0.418964161	0.168772574	0.914266868
3811	22	43187406	43187806	401	*	4.4757975	4.357543971	4.585088155	-0.419108762	0.168772574	0.914266868
95	1	21607760	21608160	401	*	4.856951098	4.754870114	4.952283971	-0.389650459	0.169004731	0.914266868
3215	2	118810556	118810956	401	*	3.321873301	3.087458469	3.523469893	-0.622031398	0.169147029	0.914266868
4110	3	138405630	138406030	401	*	3.321891315	3.087415682	3.523532848	-0.622137134	0.169147029	0.914266868
5676	8	125180868	125181268	401	*	3.321891315	3.087415682	3.523532848	-0.622137134	0.169147029	0.914266868
3554	20	45373175	45373575	401	*	3.322065184	3.087563493	3.523725977	-0.62218245	0.169147029	0.914266868
1717	14	58475199	58475599	401	*	3.321948133	3.08745801	3.523600375	-0.622162331	0.169147029	0.914266868
5128	6	158042295	158042695	401	*	3.32195864	3.087434576	3.523635968	-0.622221355	0.169147029	0.914266868
5267	7	54664488	54664888	401	*	3.32199137	3.087457774	3.523675743	-0.622237932	0.169147029	0.914266868
4199	3	194758561	194758961	401	*	3.321948358	3.087412029	3.523634752	-0.622242685	0.169147029	0.914266868
3160	2	85258206	85258606	401	*	3.322038165	3.087406975	3.523794663	-0.622407639	0.169147029	0.914266868
287	1	109041977	109042377	401	*	4.53912794	4.42597194	4.644050551	-0.409797952	0.169414446	0.914266868
3936	3	41961968	41962368	401	*	4.569948771	4.459563837	4.672484809	-0.404711203	0.169651317	0.914266868
6128	X	47650503	47650903	401	*	4.569638725	4.459204031	4.672217694	-0.404803878	0.169651317	0.914266868
3273	2	156332615	156333015	401	*	4.570017403	4.45937103	4.672778969	-0.405198112	0.169651317	0.914266868
5679	8	127212972	127213372	401	*	2.461037079	2.99823023	1.595530159	1.177704108	0.171715533	0.914266868
3748	22	27919224	27919624	401	*	4.658067629	4.554208497	4.75494946	-0.392721237	0.171834128	0.914266868
3758	22	30828449	30828849	401	*	3.3922127	3.169832281	3.584848775	-0.601671783	0.173065044	0.914266868
2360	17	21235752	21236152	401	*	3.392431769	3.170001493	3.585105237	-0.601759024	0.173065044	0.914266868
6103	X	19343958	19344358	401	*	3.392306796	3.169829876	3.585015245	-0.601840635	0.173065044	0.914266868
5441	7	151755970	151756370	401	*	3.392380541	3.169771099	3.585188363	-0.602072498	0.173065044	0.914266868
695	10	58689558	58689958	401	*	2.328819326	1.59058009	2.814791656	-1.379227924	0.174127434	0.914266868
3685	21	46264709	46265109	401	*	4.392313835	4.672418951	4.044394863	0.43146223	0.174155766	0.914266868
3707	22	19964933	19965333	401	*	3.285383834	3.643816192	2.807375131	0.633990465	0.174660945	0.914266868
3774	22	36950538	36950938	401	*	3.285402571	3.643849148	2.807368477	0.634030075	0.174660945	0.914266868
2178	16	49505734	49506134	401	*	3.285391822	3.643838165	2.807358145	0.634029424	0.174660945	0.914266868
3005	2	9654392	9654792	401	*	3.285391822	3.643838165	2.807358145	0.634029424	0.174660945	0.914266868
2073	16	1326007	1326407	401	*	3.285395358	3.643843621	2.807358255	0.63403477	0.174660945	0.914266868
2528	17	75530851	75531251	401	*	3.28539915	3.643849473	2.807358367	0.634040509	0.174660945	0.914266868
1534	13	29919346	29919746	401	*	3.285389297	3.643839043	2.807349547	0.6340389	0.174660945	0.914266868
1857	15	29119922	29120322	401	*	3.285400438	3.643861846	2.807339861	0.634071389	0.174660945	0.914266868
3810	22	43162695	43163095	401	*	3.285400438	3.643861846	2.807339861	0.634071389	0.174660945	0.914266868
3264	2	148255577	148255977	401	*	3.285389283	3.643855833	2.807319523	0.634085713	0.174660945	0.914266868
5857	9	97938137	97938537	401	*	3.672365714	3.999968572	3.247820389	0.552596018	0.175737143	0.914266868
3905	3	32428171	32428571	401	*	3.459513827	3.248091505	3.64387624	-0.582993932	0.176615782	0.914266868
363	1	156998034	156998434	401	*	3.459248636	3.247824635	3.643612325	-0.582996877	0.176615782	0.914266868
2490	17	62478627	62479027	401	*	3.459512774	3.247911949	3.644010848	-0.583308025	0.176615782	0.914266868
2450	17	48382487	48382887	401	*	2.253937951	2.914179592	1.001205725	1.662662778	0.177221162	0.914266868
2337	17	16438632	16439032	401	*	5.427071483	5.3398092	5.509355346	-0.362422389	0.178230394	0.914266868
5702	8	140464518	140464918	401	*	4.954085678	4.857393362	5.044702539	-0.379705568	0.178413784	0.914266868
3912	3	33183968	33184368	401	*	2.32806224	1.600747885	2.809332975	-1.363785978	0.178516233	0.914266868
1444	12	119630150	119630550	401	*	2.586878131	2.169492936	2.910213012	-0.914754175	0.178618772	0.914266868
1430	12	114393037	114393437	401	*	2.755429566	3.17061954	2.170162066	0.790844511	0.178888253	0.914266868
6028	GL000225.1	127111	127511	401	*	2.755195251	3.170431642	2.169834886	0.790983719	0.179387648	0.914266868
738	10	76031379	76031779	401	*	2.755261349	3.170202609	2.170491308	0.790098739	0.179431304	0.914266868
3275	2	157327432	157327832	401	*	2.75497405	3.170458346	2.169117539	0.791727339	0.179671529	0.914266868
1245	12	19583117	19583517	401	*	2.754854397	3.17047201	2.168730969	0.792127325	0.179803714	0.914266868
2328	17	12195421	12195821	401	*	3.523904097	3.322171903	3.700857496	-0.566380929	0.17983256	0.914266868
1571	13	52315284	52315684	401	*	2.754938325	3.170225034	2.169477276	0.791134637	0.179891643	0.914266868
3977	3	56494674	56495074	401	*	2.755016733	3.169993514	2.170175662	0.790205253	0.179951614	0.914266868
4528	5	11558231	11558631	401	*	2.755016733	3.169993514	2.170175662	0.790205253	0.179951614	0.914266868
3918	3	37202086	37202486	401	*	2.755089776	3.169776988	2.170827595	0.78933725	0.179984524	0.914266868
809	10	105141485	105141885	401	*	2.586251568	2.170747315	2.908459643	-0.911755421	0.180251187	0.914266868
4439	4	146494208	146494608	401	*	2.754783627	3.16999711	2.169469094	0.790915026	0.180256976	0.914266868
1179	11	125555034	125555434	401	*	2.754868689	3.169769112	2.170180302	0.789976352	0.180318895	0.914266868
3349	2	202063218	202063618	401	*	2.586706839	2.171984544	2.908445779	-0.910508513	0.180331771	0.914266868
1937	15	63338722	63339122	401	*	3.087450333	3.459398707	2.584987398	0.670101812	0.180393359	0.914266868
1438	12	117102277	117102677	401	*	3.087488673	3.459448364	2.585004991	0.670133874	0.180393359	0.914266868
401	1	172693083	172693483	401	*	3.087426766	3.459372584	2.584968516	0.670094572	0.180393359	0.914266868
5846	9	95399405	95399805	401	*	3.087474497	3.459436281	2.584986977	0.670139805	0.180393359	0.914266868
1820	14	101585899	101586299	401	*	3.087469377	3.459448808	2.584949505	0.670189803	0.180393359	0.914266868
854	10	122338933	122339333	401	*	3.087437933	3.45941091	2.584929892	0.670171519	0.180393359	0.914266868
378	1	161153942	161154342	401	*	3.087413855	3.459384668	2.584909783	0.670165387	0.180393359	0.914266868
2985	2	2903206	2903606	401	*	3.087462716	3.459448944	2.584930381	0.670209063	0.180393359	0.914266868
1484	12	126638357	126638757	401	*	2.754749157	3.169765082	2.169829804	0.790322633	0.180477038	0.914266868
2770	19	12176580	12176980	401	*	2.754749157	3.169765082	2.169829804	0.790322633	0.180477038	0.914266868
2847	19	33255894	33256294	401	*	3.857983276	4.169925761	3.459436389	0.511998816	0.180582488	0.914266868
2341	17	17118206	17118606	401	*	3.85798019	4.169924365	3.459430537	0.512003272	0.180582488	0.914266868
3834	22	48645772	48646172	401	*	3.857982951	4.169928715	3.459430699	0.512007461	0.180582488	0.914266868
2292	17	2178871	2179271	401	*	2.754623439	3.169760989	2.169460817	0.790687322	0.180628861	0.914266868
1289	12	49741277	49741677	401	*	5.137657213	5.044795838	5.224901169	-0.372697068	0.180725664	0.914266868
4158	3	169382519	169382919	401	*	2.241600015	2.901689351	0.989441203	1.66186515	0.180888961	0.914266868
2854	19	35148606	35149006	401	*	2.754352869	3.169752617	2.168665598	0.791473691	0.180912673	0.914266868
1721	14	62074263	62074663	401	*	2.258777533	2.914140202	1.024272107	1.63996868	0.180991103	0.914266868
1235	12	11823985	11824385	401	*	2.314156852	1.580279841	2.798257974	-1.372994021	0.181025109	0.914266868
2586	18	13823042	13823442	401	*	2.754424575	3.169279918	2.169826317	0.789841269	0.181236172	0.914266868
4573	5	55232508	55232908	401	*	2.584671218	2.169481104	2.906690873	-0.911253416	0.181737015	0.914266868
4971	6	41054848	41055248	401	*	2.584671218	2.169481104	2.906690873	-0.911253416	0.181737015	0.914266868
6	1	1732592	1732992	401	*	2.585623176	2.172012751	2.906694348	-0.90873382	0.18190429	0.914266868
4091	3	128865188	128865588	401	*	2.586086527	2.173243927	2.906696078	-0.907508439	0.181975874	0.914266868
3220	2	120743799	120744199	401	*	2.7539261	3.168731963	2.16942676	0.789693022	0.182183759	0.914266868
2852	19	34731937	34732337	401	*	3.585096327	3.392400232	3.755061008	-0.550785609	0.182745102	0.914266868
4695	5	135786698	135787098	401	*	3.585256824	3.392399633	3.755346781	-0.551071917	0.182745102	0.914266868
145	1	33092341	33092741	401	*	3.585376733	3.392494037	3.755486521	-0.551117247	0.182745102	0.914266868
424	1	182163194	182163594	401	*	2.244091006	2.90170309	1.0012185	1.650311995	0.182833608	0.914266868
3738	22	24923502	24923902	401	*	2.244091006	2.90170309	1.0012185	1.650311995	0.182833608	0.914266868
5835	9	91004440	91004840	401	*	2.645872635	3.089689954	2.001568675	0.875197883	0.183168223	0.914266868
5934	9	128086344	128086744	401	*	2.645872635	3.089689954	2.001568675	0.875197883	0.183168223	0.914266868
1451	12	120317446	120317846	401	*	4.768557388	4.672125894	4.858945145	-0.379009935	0.183697983	0.914266868
4030	3	100412999	100413399	401	*	2.644524637	3.088950681	1.998925692	0.87709763	0.183878676	0.914266868
2729	19	4987998	4988398	401	*	2.645737319	3.088885516	2.002854862	0.873111571	0.184031708	0.914266868
332	1	150236020	150236420	401	*	4.769452388	4.673060169	4.85980564	-0.37893624	0.184337882	0.914266868
1143	11	112337023	112337423	401	*	2.643059696	3.08814663	1.996052852	0.879161782	0.184541169	0.914266868
2677	18	77704333	77704733	401	*	2.643516759	3.088136811	1.997504726	0.877703385	0.184638774	0.914266868
4	1	1356860	1357260	401	*	4.170054462	4.45957825	3.807457399	0.454946035	0.184665227	0.914266868
758	10	88239010	88239410	401	*	2.644390914	3.088117351	2.000280147	0.874914553	0.184786149	0.914266868
3072	2	32036061	32036461	401	*	2.644390914	3.088117351	2.000280147	0.874914553	0.184786149	0.914266868
5444	7	152406530	152406930	401	*	4.303762729	4.584943718	3.954179472	0.434018477	0.184819974	0.914266868
948	11	11177540	11177940	401	*	2.645212585	3.088098132	2.002887548	0.872293298	0.184870641	0.914266868
1254	12	26114097	26114497	401	*	3.643917207	3.459609444	3.807324155	-0.536221136	0.185379971	0.914266868
3400	2	231683796	231684196	401	*	3.644040413	3.459606811	3.807546241	-0.536445816	0.185379971	0.914266868
676	10	46293949	46294349	401	*	3.643881663	3.45938474	3.80743724	-0.536558859	0.185379971	0.914266868
2408	17	41529928	41530328	401	*	3.64397431	3.45931058	3.807660925	-0.536856651	0.185379971	0.914266868
3474	20	10837628	10838028	401	*	2.643828746	3.087289147	2.00028329	0.874085061	0.185639155	0.914266868
4581	5	58363484	58363884	401	*	2.644259331	3.08729169	2.001622755	0.872750912	0.185688276	0.914266868
2369	17	27297731	27298131	401	*	2.642797924	3.086429197	1.998889411	0.874617961	0.18644018	0.914266868
3360	2	207972095	207972495	401	*	2.644129859	3.086473672	2.002953537	0.870606659	0.186584981	0.914266868
3271	2	153195908	153196308	401	*	2.641714911	3.085527253	1.99742153	0.875182744	0.187238817	0.914266868
5094	6	143935091	143935491	401	*	3.700386544	3.523606348	3.857850437	-0.523091199	0.187760955	0.914266868
3844	22	50546037	50546437	401	*	3.700203058	3.52339941	3.857685552	-0.523133245	0.187760955	0.914266868
878	10	127362708	127363108	401	*	2.858017822	3.247955829	2.321981093	0.718901403	0.188815846	0.914266868
4605	5	76409750	76410150	401	*	2.858017822	3.247955829	2.321981093	0.718901403	0.188815846	0.914266868
5821	9	87873547	87873947	401	*	2.857990834	3.247924368	2.321962603	0.718888434	0.189189815	0.914266868
4471	4	169247096	169247496	401	*	2.857996233	3.247961865	2.321907015	0.718981514	0.189227802	0.914266868
1145	11	112454187	112454587	401	*	2.85798676	3.24796404	2.321875409	0.719015293	0.189365099	0.914266868
293	1	111827925	111828325	401	*	2.857968257	3.247903915	2.32193599	0.718894594	0.189453098	0.914266868
1188	11	130479652	130480052	401	*	2.857968257	3.247903915	2.32193599	0.718894594	0.189453098	0.914266868
3468	20	4784897	4785297	401	*	2.857968257	3.247903915	2.32193599	0.718894594	0.189453098	0.914266868
1504	12	133216927	133217327	401	*	2.857940729	3.247879176	2.321903166	0.718902678	0.189721601	0.914266868
2087	16	2777212	2777612	401	*	3.754744318	3.584862395	3.906712948	-0.511003348	0.189909402	0.914266868
2262	16	85317382	85317782	401	*	3.754794489	3.584865946	3.906800416	-0.51108726	0.189909402	0.914266868
5951	9	130053776	130054176	401	*	3.754864961	3.584922352	3.906882141	-0.511112578	0.189909402	0.914266868
5451	7	155207679	155208079	401	*	3.754997332	3.584971506	3.90708108	-0.511262356	0.189909402	0.914266868
488	1	210753382	210753782	401	*	2.85788818	3.247821187	2.321860951	0.718886906	0.190128148	0.914266868
1957	15	67840354	67840754	401	*	3.727932716	4.044354621	3.322025756	0.523290198	0.190569591	0.914266868
2493	17	63942873	63943273	401	*	3.727857501	4.044353043	3.321829043	0.523485314	0.190569591	0.914266868
2103	16	4513190	4513590	401	*	3.80733609	3.643872499	3.954149139	-0.499704936	0.191844507	0.914266868
5166	7	2929604	2930004	401	*	3.357683758	3.700559573	2.907042973	0.592056858	0.193058545	0.914266868
1951	15	66570072	66570472	401	*	3.357405966	3.700260026	2.906802888	0.591997403	0.193058545	0.914266868
2584	18	13446700	13447100	401	*	3.357522498	3.70042283	2.906839218	0.592123867	0.193058545	0.914266868
3966	3	50245686	50246086	401	*	3.857981484	3.700440043	4.000000621	-0.489238171	0.193583569	0.914266868
3790	22	39961284	39961684	401	*	3.906889953	4.20945227	3.523562042	0.487770956	0.194141005	0.914266868
4135	3	149812529	149812929	401	*	4.459442023	4.72793652	4.129284848	0.402385146	0.194185762	0.914266868
1999	15	79308578	79308978	401	*	2.394723519	1.802032448	2.813609832	-1.175281896	0.194551374	0.914266868
5467	8	1024208	1024608	401	*	2.394723519	1.802032448	2.813609832	-1.175281896	0.194551374	0.914266868
3839	22	50216307	50216707	401	*	3.906891171	3.754887427	4.044395227	-0.479411831	0.195142211	0.914266868
3955	3	48918312	48918712	401	*	3.906897746	3.754892444	4.044403077	-0.479414664	0.195142211	0.914266868
1400	12	105112479	105112879	401	*	2.303292607	1.596084025	2.775776111	-1.335121375	0.195463246	0.914266868
4216	3	198114437	198114837	401	*	2.397245929	1.809726206	2.813560341	-1.167617993	0.195907728	0.914266868
1878	15	40282246	40282646	401	*	3.95420629	3.807359987	4.087476868	-0.470227308	0.196534567	0.914266868
2704	19	2362033	2362433	401	*	3.954205423	3.807339051	4.087492529	-0.470263905	0.196534567	0.914266868
4807	5	178506978	178507378	401	*	2.39165143	1.801994461	2.809030448	-1.170772171	0.197363965	0.914266868
68	1	16023225	16023625	401	*	3.999930712	3.857960683	4.129173148	-0.461511639	0.197773454	0.914266868
825	10	113187614	113188014	401	*	2.385895489	1.794016477	2.804378849	-1.174048047	0.19878955	0.914266868
6185	X	114062848	114063248	401	*	2.385895489	1.794016477	2.804378849	-1.174048047	0.19878955	0.914266868
40	1	8817493	8817893	401	*	4.044356695	3.906812038	4.169921855	-0.453582108	0.198870517	0.914266868
5218	7	33062711	33063111	401	*	5.129557451	5.044441219	5.209930527	-0.358137612	0.19910541	0.914266868
3947	3	46827976	46828376	401	*	2.858003054	2.584985727	3.087484077	-0.684362885	0.199297449	0.914266868
788	10	100385779	100386179	401	*	2.858001271	2.584979501	3.08748543	-0.684370464	0.199386176	0.914266868
1236	12	12080383	12080783	401	*	2.395493393	1.813566505	2.809010687	-1.159299486	0.199419864	0.914266868
2303	17	6807782	6808182	401	*	2.857995662	2.584981033	3.087474779	-0.684358281	0.199530388	0.914266868
4125	3	142830893	142831293	401	*	2.857995662	2.584981033	3.087474779	-0.684358281	0.199530388	0.914266868
6162	X	89104708	89105108	401	*	2.857992857	2.584973241	3.087475496	-0.68436679	0.199620778	0.914266868
4429	4	140760931	140761331	401	*	2.857988855	2.584982646	3.087462028	-0.684343918	0.199677945	0.914266868
4024	3	96493079	96493479	401	*	2.857989652	2.584964444	3.087476238	-0.684376329	0.199711447	0.914266868
5411	7	139748372	139748772	401	*	2.85798464	2.584992516	3.087447871	-0.684319891	0.199736042	0.914266868
5660	8	113489534	113489934	401	*	2.857985313	2.584974154	3.087461981	-0.684352362	0.199769739	0.914266868
6127	X	47231701	47232101	401	*	2.857985313	2.584974154	3.087461981	-0.684352362	0.199769739	0.914266868
2878	19	39995298	39995698	401	*	2.857986024	2.584954587	3.087477006	-0.684386953	0.199802369	0.914266868
13	1	2654960	2655360	401	*	4.087242954	3.954159652	4.209079945	-0.445551878	0.199836352	0.914266868
5618	8	80030029	80030429	401	*	4.087578091	3.954275874	4.209598514	-0.445954191	0.199836352	0.914266868
1345	12	64451839	64452239	401	*	4.087460366	3.954158833	4.209480216	-0.445952931	0.199836352	0.914266868
55	1	11842184	11842584	401	*	4.087328143	3.954006633	4.209364729	-0.445989639	0.199836352	0.914266868
4540	5	23674386	23674786	401	*	2.857981333	2.584964605	3.087461932	-0.684361862	0.19986181	0.914266868
5691	8	132869198	132869598	401	*	2.857981333	2.584964605	3.087461932	-0.684361862	0.19986181	0.914266868
2349	17	18045048	18045448	401	*	2.857975967	2.584995017	3.087431311	-0.68430083	0.199889209	0.914266868
142	1	32378478	32378878	401	*	2.85798195	2.584943616	3.0874778	-0.684398718	0.199893518	0.914266868
4275	4	17219896	17220296	401	*	2.85798195	2.584943616	3.0874778	-0.684398718	0.199893518	0.914266868
1590	13	75866634	75867034	401	*	2.857976892	2.584953944	3.087461882	-0.684372473	0.199954132	0.914266868
5210	7	29450407	29450807	401	*	2.857977407	2.584931474	3.087478621	-0.684411681	0.199984867	0.914266868
1037	11	63598893	63599293	401	*	2.857971595	2.584964774	3.087445201	-0.684344962	0.200015754	0.914266868
4306	4	40825422	40825822	401	*	2.857971966	2.584942114	3.08746183	-0.68438425	0.200046678	0.914266868
414	1	179959223	179959623	401	*	2.857966277	2.584953269	3.087444251	-0.684355517	0.200109524	0.914266868
2427	17	43523871	43524271	401	*	2.857954075	2.584952564	3.087423933	-0.684335906	0.200268692	0.914266868
3279	2	157814762	157815162	401	*	2.857954075	2.584952564	3.087423933	-0.684335906	0.200268692	0.914266868
4870	6	14012276	14012676	401	*	2.857940178	2.584951826	3.087400746	-0.684313457	0.200431785	0.914266868
2413	17	42107651	42108051	401	*	4.129340689	3.999981691	4.248049166	-0.43884591	0.200680624	0.914266868
