	seqnames	start	end	width	strand	Conc	Conc_2	Conc_1	Fold	p.value	FDR
997	11	44826159	44826559	401	*	2.505792314	3.004175543	1.738134789	0.000181675	0.236407246	0.999630628
1655	14	22647738	22648138	401	*	1.956677063	2.62736796	0.663901077	0.000119943	0.236544367	0.999630628
6008	GL000216.2	173678	174078	401	*	2.838830493	2.229922771	3.265693197	-0.000224987	0.23698983	0.999630628
6001	GL000205.2	87903	88303	401	*	2.608699791	1.87034384	3.094722076	-0.000193056	0.237015708	0.999630628
1995	15	77676970	77677370	401	*	3.338328418	3.711805841	2.833058124	0.00026048	0.23744952	0.999630628
4431	4	141391275	141391675	401	*	2.134489661	2.729438215	1.104109951	0.000143521	0.237499167	0.999630628
3658	21	41506302	41506702	401	*	2.878576001	3.307373605	2.265693197	0.000224618	0.237698974	0.999630628
1382	12	95467564	95467964	401	*	2.129185888	2.722411104	1.104109951	0.000143869	0.237751514	0.999630628
526	1	226699121	226699521	401	*	2.847675576	2.23979923	3.274034953	-0.000224145	0.237793206	0.999630628
2506	17	67872846	67873246	401	*	2.719213988	2.06130716	3.169385652	-0.000209711	0.238432217	0.999630628
4764	5	160260884	160261284	401	*	4.808882144	4.521692906	5.04828372	-0.000445262	0.238614405	0.999630628
3932	3	39797650	39798050	401	*	2.906089476	3.3401417	2.282328753	0.000216517	0.238724561	0.999630628
2041	15	92904047	92904447	401	*	5.197908372	4.940325968	5.416393852	-0.000495168	0.238748975	0.999630628
7	1	1748699	1749099	401	*	3.387968463	2.901787377	3.750957405	-0.00027164	0.241141276	0.999630628
1283	12	48852092	48852492	401	*	4.849586917	4.567733573	5.085272712	-0.000442341	0.241174958	0.999630628
3755	22	30741138	30741538	401	*	3.328727737	2.824761731	3.701495341	-0.000261546	0.241371248	0.999630628
439	1	186375218	186375618	401	*	5.171121714	4.929599953	5.37794916	-0.00050667	0.241596675	0.999630628
340	1	152449696	152450096	401	*	2.869062354	3.293215859	2.265693197	0.000222771	0.241863729	0.999630628
181	1	43088104	43088504	401	*	2.757264655	2.105189057	3.204723119	-0.000206465	0.241992904	0.999630628
3633	21	32944262	32944662	401	*	2.922927074	3.349294019	2.315035227	0.000215627	0.242047598	0.999630628
1034	11	62700409	62700809	401	*	2.833196324	2.229922771	3.257302928	-0.000221363	0.242066081	0.999630628
2963	19	55966118	55966518	401	*	2.887181447	3.312062146	2.282328753	0.00022093	0.242699885	0.999630628
1148	11	114158689	114159089	401	*	3.399451766	2.901787377	3.768775904	-0.000265874	0.24286276	0.999630628
687	10	49177698	49178098	401	*	3.268063667	2.722411104	3.6630371	-0.000244114	0.243049698	0.999630628
3804	22	42079636	42080036	401	*	4.994011396	4.731290246	5.216180022	-0.00046652	0.243569188	0.999630628
1044	11	64713334	64713734	401	*	2.943411194	3.371923978	2.331114551	0.000212408	0.244008809	0.999630628
3317	2	180698736	180699136	401	*	3.310280183	2.818184943	3.676541661	-0.000261827	0.244570221	0.999630628
4464	4	159361826	159362226	401	*	2.729765132	2.094343079	3.169385652	-0.00020673	0.245575003	0.999630628
1640	13	113194166	113194566	401	*	2.941042394	2.371923978	3.348092118	-0.000229213	0.246372135	0.999630628
1868	15	35278362	35278762	401	*	3.210772133	3.593106576	2.689072452	0.000246547	0.246402119	0.999630628
2318	17	8383179	8383579	401	*	4.973705193	4.704692106	5.200352982	-0.000459863	0.246474211	0.999630628
2817	19	18775253	18775653	401	*	3.465899809	2.992539762	3.821722253	-0.000272769	0.246751405	0.999630628
4062	3	121658026	121658426	401	*	2.937195308	2.344725117	3.355972051	-0.000224275	0.246795277	0.999630628
427	1	182380944	182381344	401	*	3.133046768	3.529881686	2.583814599	0.00023256	0.246806548	0.999630628
1677	14	37348744	37349144	401	*	2.62313526	3.083414944	1.943195855	0.000193778	0.246849832	0.999630628
194	1	44807176	44807576	401	*	4.395577573	4.080669927	4.653912627	-0.000388891	0.246902159	0.999630628
3588	20	57416537	57416937	401	*	3.454935381	2.992539762	3.80454967	-0.000276198	0.247079219	0.999630628
3961	3	49679709	49680109	401	*	3.454935381	2.992539762	3.80454967	-0.000276198	0.247079219	0.999630628
1039	11	63826174	63826574	401	*	3.185997908	2.634872356	3.583814599	-0.000234577	0.247164208	0.999630628
5842	9	93095499	93095899	401	*	4.993085234	4.726029894	5.218342905	-0.000454589	0.24750743	0.999630628
5598	8	59063768	59064168	401	*	2.720164272	2.083414944	3.160414365	-0.000204981	0.247640895	0.999630628
528	1	227787960	227788360	401	*	3.891574064	3.505292222	4.195969567	-0.000321607	0.24764662	0.999630628
659	10	42232834	42233234	401	*	3.941633213	3.537909239	4.25673036	-0.000316715	0.247718906	0.999630628
481	1	209564718	209565118	401	*	2.619357291	3.077919677	1.943195855	0.000193627	0.24783489	0.999630628
3198	2	108307979	108308379	401	*	2.619357291	3.077919677	1.943195855	0.000193627	0.24783489	0.999630628
5486	8	6877202	6877602	401	*	3.768021288	4.083414944	3.363809178	0.000307592	0.247883965	0.999630628
2111	16	9091258	9091658	401	*	5.635139679	5.426160497	5.817642348	-0.000571612	0.248333477	0.999630628
5432	7	149284086	149284486	401	*	3.344590622	3.715349598	2.844305618	0.000249861	0.2483535	0.999630628
12	1	2561997	2562397	401	*	3.920533949	3.537909239	4.222658967	-0.000326248	0.248438006	0.999630628
2911	19	46533556	46533956	401	*	3.622252768	3.950886446	3.195969567	0.000292907	0.248584506	0.999630628
3841	22	50415382	50415782	401	*	3.462761854	3.814885272	2.995950484	0.000273233	0.248811537	0.999630628
668	10	43943978	43944378	401	*	2.954483584	2.380877496	3.363809178	-0.000225397	0.248995146	0.999630628
3595	20	58762430	58762830	401	*	2.886335077	3.302669777	2.298774672	0.000218169	0.249072343	0.999630628
2474	17	57766841	57767241	401	*	3.466406132	3.814885272	3.006001284	0.000273927	0.249699762	0.999630628
4221	4	1495558	1495958	401	*	3.982228769	3.616037664	4.274034953	-0.000333981	0.25029725	0.999630628
2933	19	49676762	49677162	401	*	5.750627907	5.548874695	5.92759747	-0.000584668	0.251134881	0.999630628
5838	9	91577310	91577710	401	*	2.271450491	2.818184943	1.380408503	0.000154643	0.252053704	0.999630628
371	1	159509535	159509935	401	*	2.103827564	2.701122041	1.066186258	0.000135007	0.252214879	0.999630628
1482	12	125381337	125381737	401	*	3.032888935	2.476344659	3.433504609	-0.000230868	0.252712113	0.999630628
5118	6	155348132	155348532	401	*	3.037796047	2.476344659	3.440932728	-0.000229596	0.252748232	0.999630628
4788	5	172771050	172771450	401	*	5.563993117	5.341223015	5.756921391	-0.000533462	0.253097246	0.999630628
4087	3	127685010	127685410	401	*	3.403196526	3.757406876	2.932696215	0.000259919	0.253196502	0.999630628
5963	9	132904418	132904818	401	*	2.830810952	2.23979923	3.248863578	-0.000213332	0.253348776	0.999630628
3092	2	44955821	44956221	401	*	3.531433372	3.083414944	3.872794084	-0.000276885	0.253504686	0.999630628
985	11	34172655	34173055	401	*	3.37742547	2.88300361	3.744968662	-0.000255652	0.253581283	0.999630628
4808	5	178585442	178585842	401	*	3.808312275	4.124128727	3.403403664	0.00030691	0.253695017	0.999630628
1531	13	29490838	29491238	401	*	3.803325869	4.116108184	3.403403664	0.000308845	0.254042387	0.999630628
4308	4	41920214	41920614	401	*	2.924416112	2.353848498	3.332201946	-0.00022164	0.254560399	0.999630628
4285	4	25745493	25745893	401	*	3.046262682	2.501192247	3.440932728	-0.000230256	0.255468007	0.999630628
1491	12	130414415	130414815	401	*	2.868205284	3.283699581	2.282328753	0.000213341	0.255566005	0.999630628
4112	3	139101123	139101523	401	*	3.028732327	2.492957177	3.41853264	-0.000232219	0.25608429	0.999630628
3099	2	47057011	47057411	401	*	3.295127179	3.6573659	2.810296606	0.000252194	0.256386286	0.999630628
3427	2	238239911	238240311	401	*	4.110938668	3.750515006	4.399077719	-0.0003367	0.256750185	0.999630628
336	1	150876644	150877044	401	*	4.912806319	4.644305129	5.139090942	-0.000435141	0.256901572	0.999630628
2945	19	51367499	51367899	401	*	5.526231509	5.303914807	5.718819795	-0.00052383	0.256984533	0.999630628
4477	4	169833104	169833504	401	*	2.278469447	2.804940734	1.440932728	0.000156087	0.25702952	0.999630628
5083	6	132817985	132818385	401	*	2.715949278	3.153311844	2.085272712	0.000202299	0.257030314	0.999630628
564	1	241142161	241142561	401	*	2.81857028	2.219978233	3.240374569	-0.000208582	0.257596878	0.999630628
2788	19	15294584	15294984	401	*	2.722059445	3.153311844	2.104109951	0.000202778	0.258540388	0.999630628
3937	3	42590552	42590952	401	*	4.706420945	4.433709447	4.935686049	-0.00042247	0.259342125	0.999630628
1161	11	118706783	118707183	401	*	3.031577867	2.501192247	3.41853264	-0.000229553	0.25996773	0.999630628
2745	19	7629492	7629892	401	*	4.23381253	3.901787377	4.503539261	-0.000355639	0.259990601	0.999630628
1098	11	75583179	75583579	401	*	3.68481061	4.004175543	3.274034953	0.0002905	0.260250711	0.999630628
5091	6	139862930	139863330	401	*	2.754750262	2.115954104	3.195969567	-0.000193012	0.260711014	0.999630628
3929	3	39251624	39252024	401	*	3.023794237	2.492957177	3.410987983	-0.000228905	0.26077608	0.999630628
1933	15	61840252	61840652	401	*	2.420440423	2.914175382	1.663901077	0.000170626	0.260821632	0.999630628
3418	2	235282335	235282735	401	*	2.420440423	2.914175382	1.663901077	0.000170626	0.260821632	0.999630628
1683	14	47566179	47566579	401	*	3.286265333	3.649977898	2.798779749	0.000247297	0.260842015	0.999630628
4353	4	78759794	78760194	401	*	2.313316024	1.492957177	2.833058124	-0.000158421	0.260939266	0.999630628
3011	2	12087150	12087550	401	*	2.427935937	2.914175382	1.689072452	0.000172096	0.261263088	0.999630628
2272	16	87636518	87636918	401	*	3.598849066	3.163725005	3.932696215	-0.000275558	0.261362008	0.999630628
1831	14	104588277	104588677	401	*	3.677213124	4.007069884	3.248863578	0.00028314	0.2614067	0.999630628
562	1	237119113	237119513	401	*	2.923591312	2.335543675	3.340168909	-0.000211753	0.261685353	0.999630628
5138	6	161077974	161078374	401	*	2.718532152	3.148076942	2.104109951	0.000200725	0.261794079	0.999630628
4016	3	79622194	79622594	401	*	2.933572784	2.380877496	3.332201946	-0.000218094	0.261961761	0.999630628
3364	2	210000957	210001357	401	*	3.694984291	3.297950562	4.006001284	-0.000296584	0.262074141	0.999630628
2980	2	834665	835065	401	*	2.416091702	2.907994676	1.663901077	0.000170248	0.262235367	0.999630628
3504	20	29554756	29555156	401	*	2.416091702	2.907994676	1.663901077	0.000170248	0.262235367	0.999630628
1645	13	114269232	114269632	401	*	2.423609785	2.907994676	1.689072452	0.000171734	0.262650087	0.999630628
4216	3	198114437	198114837	401	*	2.443535479	1.722411104	2.9221196	-0.000174568	0.262879627	0.999630628
2492	17	63600720	63601120	401	*	3.513931297	3.083414944	3.84506761	-0.000272086	0.263147688	0.999630628
2529	17	75738151	75738551	401	*	3.645789786	3.209964671	3.980048181	-0.000276422	0.263635745	0.999630628
1999	15	79308578	79308978	401	*	2.434963632	1.693955298	2.9221196	-0.000171762	0.263645751	0.999630628
5467	8	1024208	1024608	401	*	2.434963632	1.693955298	2.9221196	-0.000171762	0.263645751	0.999630628
2374	17	28506796	28507196	401	*	3.713503185	3.297950562	4.035740266	-0.000286301	0.264045477	0.999630628
5601	8	59776914	59777314	401	*	2.625889598	3.077919677	1.963968637	0.000182494	0.264360355	0.999630628
6136	X	55796429	55796829	401	*	2.568705416	1.895553256	3.025895229	-0.000185732	0.264531123	0.999630628
3254	2	137250559	137250959	401	*	2.5726182	1.907994676	3.025895229	-0.000186707	0.264722564	0.999630628
5856	9	97633317	97633717	401	*	4.935980075	4.686649034	5.148504071	-0.000450978	0.264928353	0.999630628
3674	21	45053761	45054161	401	*	2.708855995	3.142822976	2.085272712	0.000196913	0.265097552	0.999630628
6176	X	107103714	107104114	401	*	2.561908365	1.895553256	3.015982547	-0.000185825	0.265889171	0.999630628
5137	6	160386840	160387240	401	*	2.901131466	3.3167355	2.315035227	0.000203079	0.265977582	0.999630628
4130	3	146507448	146507848	401	*	2.565839602	1.907994676	3.015982547	-0.000186816	0.266053961	0.999630628
5085	6	135246656	135247056	401	*	2.88548821	3.293215859	2.315035227	0.000206203	0.266189903	0.999630628
345	1	153816069	153816469	401	*	3.108704076	2.596953825	3.485693373	-0.000232764	0.266312786	0.999630628
753	10	86521588	86521988	401	*	4.281967354	4.541906328	3.964669991	0.000353588	0.266455436	0.999630628
4807	5	178506978	178507378	401	*	2.427504636	1.693955298	2.911464873	-0.000170737	0.266578749	0.999630628
1776	14	90331572	90331972	401	*	4.015590366	3.668377445	4.29523844	-0.000324296	0.266612908	0.999630628
999	11	45323777	45324177	401	*	3.187850481	3.557784851	2.689072452	0.000237242	0.266765689	0.999630628
3508	20	31476585	31476985	401	*	3.815654814	3.425078844	4.1227044	-0.00029926	0.267023967	0.999630628
4669	5	122751153	122751553	401	*	3.211375599	2.693955298	3.591417967	-0.000228812	0.267033958	0.999630628
2477	17	58039878	58040278	401	*	3.034417805	2.509380578	3.41853264	-0.000223968	0.267036227	0.999630628
73	1	16647846	16648246	401	*	3.69401727	3.278917799	4.015982547	-0.000283545	0.267096416	0.999630628
4061	3	120742283	120742683	401	*	4.302895313	3.989616094	4.560134861	-0.000361544	0.267188972	0.999630628
2693	19	1399243	1399643	401	*	4.236613427	3.914175382	4.4999877	-0.000350347	0.26727022	0.999630628
1018	11	60364968	60365368	401	*	2.956729191	3.367426295	2.380408503	0.000212553	0.267484447	0.999630628
5811	9	84181629	84182029	401	*	2.956729191	3.367426295	2.380408503	0.000212553	0.267484447	0.999630628
6241	X	151929586	151929986	401	*	2.956729191	3.367426295	2.380408503	0.000212553	0.267484447	0.999630628
3451	20	219334	219734	401	*	2.918279217	2.335543675	3.332201946	-0.000207781	0.267499661	0.999630628
4650	5	112419985	112420454	470	*	4.430642257	4.12945109	4.679684577	-0.000367761	0.26756893	0.999630628
1170	11	120991828	120992228	401	*	3.976619056	4.259491098	3.624413484	0.000321523	0.268100144	0.999630628
3868	3	12787562	12787962	401	*	3.182739636	3.549867434	2.689072452	0.000237359	0.268135389	0.999630628
5843	9	93444472	93444872	401	*	2.143097834	1.219978233	2.701495341	-0.000138907	0.268167233	0.999630628
2217	16	68229801	68230201	401	*	3.175732166	3.545892372	2.676541661	0.000236103	0.268407688	0.999630628
385	1	161983868	161984268	401	*	3.364116144	2.889292079	3.720761955	-0.000245917	0.268418918	0.999630628
2940	19	50376576	50376976	401	*	4.349846366	4.035861234	4.607561064	-0.000360816	0.268680348	0.999630628
2221	16	68768785	68769185	401	*	3.358614188	3.711805841	2.889916409	0.000250805	0.268916942	0.999630628
1364	12	70827139	70827539	401	*	3.022254061	2.459538619	3.426038046	-0.00021447	0.269006174	0.999630628
3904	3	32293222	32293622	401	*	3.106006802	2.58924904	3.485693373	-0.000228549	0.269548755	0.999630628
5497	8	10789677	10790077	401	*	2.953731967	3.362914546	2.380408503	0.000211353	0.269619264	0.999630628
704	10	68287221	68287621	401	*	2.576520401	1.920329721	3.025895229	-0.00018395	0.269706888	0.999630628
5227	7	37401090	37401490	401	*	2.576520401	1.920329721	3.025895229	-0.00018395	0.269706888	0.999630628
2282	17	300506	300906	401	*	3.19583709	2.701122041	3.56354157	-0.000237589	0.269985014	0.999630628
5929	9	127404482	127404882	401	*	3.541393061	3.876505715	3.104109951	0.000264061	0.270092282	0.999630628
514	1	224497991	224498391	401	*	2.882339101	3.288465566	2.315035227	0.000203079	0.270708932	0.999630628
6102	X	19108938	19109338	401	*	2.295761657	1.459538619	2.821722253	-0.000150807	0.2707132	0.999630628
4438	4	146286149	146286549	401	*	2.557966386	1.88300361	3.015982547	-0.000180895	0.270815195	0.999630628
3525	20	35771783	35772183	401	*	4.339947623	4.035861234	4.590963784	-0.000363847	0.271133091	0.999630628
492	1	211313252	211313652	401	*	2.705296231	3.137549806	2.085272712	0.000192264	0.271653508	0.999630628
2938	19	50249827	50250227	401	*	2.913778395	2.353848498	3.316134805	-0.000208426	0.27190461	0.999630628
3848	3	5017889	5018289	401	*	3.90569073	3.541906328	4.195969567	-0.000310864	0.272334172	0.999630628
1563	13	48393025	48393425	401	*	3.194799477	3.561727325	2.701495341	0.000232072	0.273058537	0.999630628
717	10	70583339	70583739	401	*	2.678580836	2.072403399	3.104109951	-0.000195062	0.27306825	0.999630628
4881	6	17306173	17306573	401	*	2.287544941	1.459538619	2.810296606	-0.000150286	0.273102073	0.999630628
3925	3	38916644	38917044	401	*	3.203427544	2.722411104	3.56354157	-0.000237586	0.273251031	0.999630628
6032	KI270330.1	1184	1584	401	*	3.663943184	3.980809371	3.257302928	0.000277678	0.273345044	0.999630628
2015	15	85942024	85942424	401	*	2.69468894	2.083414944	3.1227044	-0.00019356	0.273359181	0.999630628
1236	12	12080383	12080783	401	*	2.440409636	1.736431263	2.911464873	-0.00016869	0.274162385	0.999630628
1164	11	119380551	119380951	401	*	3.282790807	2.811578036	3.637403254	-0.000243315	0.274291197	0.999630628
600	10	9897106	9897506	401	*	2.562968083	1.920329721	3.006001284	-0.000182525	0.274552197	0.999630628
3903	3	30369175	30369575	401	*	2.674945486	2.06130716	3.104109951	-0.000192604	0.274724489	0.999630628
4364	4	86842144	86842544	401	*	2.548217432	1.895553256	2.995950484	-0.000181109	0.275009675	0.999630628
910	11	1939729	1940129	401	*	2.700889622	2.083414944	3.131912518	-0.000190834	0.275272188	0.999630628
5281	7	66861375	66861775	401	*	3.103304476	2.581502887	3.485693373	-0.00022136	0.27601379	0.999630628
1535	13	30412827	30413227	401	*	2.734202688	3.153311844	2.141062236	0.000191944	0.2760414	0.999630628
4730	5	146203258	146203658	401	*	4.483118494	4.194666892	4.723395746	-0.000375967	0.276046898	0.999630628
373	1	159923113	159923513	401	*	4.441310837	4.683033983	4.150770749	0.000368737	0.276219045	0.999630628
3891	3	19946933	19947333	401	*	4.475623637	4.18958018	4.714229285	-0.00037668	0.276879619	0.999630628
1271	12	32661188	32661588	401	*	3.192124988	2.715349598	3.5498662	-0.000235307	0.277001913	0.999630628
5011	6	69145483	69145883	401	*	3.192124988	2.715349598	3.5498662	-0.000235307	0.277001913	0.999630628
929	11	6324729	6325129	401	*	2.672283315	2.072403399	3.094722076	-0.000192864	0.277249699	0.999630628
2358	17	20702865	20703265	401	*	2.83017988	3.234869452	2.265693197	0.000204199	0.277436489	0.999630628
2699	19	2014286	2014686	401	*	4.476668064	4.192125778	4.714229285	-0.000376354	0.277741087	0.999630628
2071	16	1160192	1160592	401	*	3.705233624	3.3167355	4.011000547	-0.000280586	0.277842773	0.999630628
3626	21	29467665	29468065	401	*	2.699926553	2.06130716	3.141062236	-0.000185111	0.278181226	0.999630628
2409	17	41665841	41666241	401	*	3.919116643	3.561727325	4.205316699	-0.000298191	0.27873758	0.999630628
1588	13	75246826	75247226	401	*	2.800574475	2.219978233	3.21342388	-0.000199507	0.278984934	0.999630628
4186	3	186056757	186057157	401	*	2.555473943	3.004175543	1.900730873	0.000178313	0.279158635	0.999630628
278	1	100488780	100489180	401	*	2.788979431	2.219978233	3.195969567	-0.000201731	0.279254149	0.999630628
5511	8	18040625	18041025	401	*	2.675925371	2.083414944	3.094722076	-0.000191843	0.279905595	0.999630628
1307	12	52760669	52761069	401	*	2.544237815	1.88300361	2.995950484	-0.000176241	0.280056182	0.999630628
4527	5	11265319	11265719	401	*	2.544237815	1.88300361	2.995950484	-0.000176241	0.280056182	0.999630628
4826	6	2404981	2405381	401	*	2.587122706	1.932560195	3.035740266	-0.000175721	0.280667137	0.999630628
956	11	13668235	13668635	401	*	5.559971896	5.359521451	5.735938677	-0.000514968	0.280745285	0.999630628
3286	2	163503579	163503979	401	*	2.791434921	2.209964671	3.204723119	-0.000197843	0.281100316	0.999630628
4697	5	137397217	137397617	401	*	2.544635596	2.998369383	1.879020268	0.000175748	0.281132746	0.999630628
4759	5	158065402	158065802	401	*	2.573670084	1.932560195	3.015982547	-0.00017749	0.281281816	0.999630628
3688	21	46596980	46597380	401	*	3.595469861	3.907994676	3.195969567	0.000270903	0.281313802	0.999630628
3185	2	97915336	97915736	401	*	2.547543799	2.992539762	1.900730873	0.000177843	0.281623988	0.999630628
3452	20	391089	391489	401	*	3.994424319	3.653676628	4.269870104	-0.00031568	0.281715661	0.999630628
1155	11	116566738	116567138	401	*	3.191573584	3.549867434	2.713812171	0.000227649	0.281780309	0.999630628
4234	4	3589352	3589752	401	*	3.119443024	2.62736796	3.485693373	-0.000222385	0.28184626	0.999630628
1317	12	53725022	53725422	401	*	3.105279576	2.573714919	3.49285824	-0.000213116	0.282530419	0.999630628
1576	13	63464199	63464599	401	*	3.29750499	2.818184943	3.656671211	-0.000232316	0.282603713	0.999630628
4422	4	136002193	136002593	401	*	2.153584711	1.259351595	2.701495341	-0.000132809	0.282797638	0.999630628
1191	11	131282110	131282510	401	*	2.562301305	3.004175543	1.9221196	0.000177092	0.283195672	0.999630628
2801	19	17215227	17215627	401	*	4.041203044	3.708253358	4.311538676	-0.0003204	0.283208192	0.999630628
4018	3	81550020	81550420	401	*	2.30646497	1.52561912	2.810296606	-0.00014836	0.283229018	0.999630628
2187	16	53052793	53053193	401	*	2.801472667	2.23979923	3.204723119	-0.000199288	0.283359708	0.999630628
3545	20	44224815	44225215	401	*	2.558360401	2.998369383	1.9221196	0.000177507	0.283547174	0.999630628
804	10	103545011	103545411	401	*	3.430661358	3.764265979	2.995950484	0.000251332	0.283943216	0.999630628
6044	KI270538.1	41612	42012	401	*	2.566231472	3.009958429	1.9221196	0.00017537	0.284632833	0.999630628
63	1	15118344	15118744	401	*	2.82034057	3.219978233	2.265693197	0.000200293	0.284640461	0.999630628
2194	16	56729225	56729625	401	*	2.82929939	3.22495907	2.282328753	0.000201228	0.284741269	0.999630628
351	1	155156461	155156861	401	*	2.566896437	1.932560195	3.006001284	-0.000175977	0.284880575	0.999630628
5874	9	107283010	107283410	401	*	4.800834408	4.547881272	5.015982547	-0.000411465	0.284970799	0.999630628
3650	21	38960581	38960981	401	*	2.267446268	1.476344659	2.775466496	-0.000146711	0.285414066	0.999630628
5620	8	80460918	80461318	401	*	2.543562321	2.986686489	1.900730873	0.000175691	0.285474068	0.999630628
1071	11	68963849	68964249	401	*	3.172463306	3.533901046	2.689072452	0.000223442	0.285766203	0.999630628
1762	14	76903972	76904372	401	*	3.172463306	3.533901046	2.689072452	0.000223442	0.285766203	0.999630628
3721	22	23305103	23305503	401	*	3.263742455	2.804940734	3.611305693	-0.000235654	0.285922086	0.999630628
2066	16	499887	500287	401	*	3.256124024	3.616037664	2.775466496	0.000230181	0.286078623	0.999630628
3586	20	57348892	57349292	401	*	3.069184469	3.44655931	2.556720089	0.000215138	0.286111387	0.999630628
2166	16	31459442	31459842	401	*	5.340125155	5.125537696	5.526888676	-0.000476418	0.286742502	0.999630628
2241	16	78760606	78761006	401	*	2.679558256	2.094343079	3.094722076	-0.000187542	0.286793801	0.999630628
1537	13	31162082	31162482	401	*	4.76873893	4.513574355	4.985483643	-0.000404738	0.286878238	0.999630628
3429	2	238530117	238530517	401	*	3.197202751	2.729438215	3.5498662	-0.000227772	0.287117281	0.999630628
6003	GL000214.1	131569	131969	401	*	2.957304287	3.344725117	2.426038046	0.000204141	0.28718072	0.999630628
577	10	659114	659514	401	*	2.891527256	2.353848498	3.282328753	-0.000205361	0.287831785	0.999630628
5679	8	127212972	127213372	401	*	2.434234974	2.901787377	1.738134789	0.000158174	0.288613089	0.999630628
4548	5	32678279	32678679	401	*	3.266287534	3.612241038	2.810296606	0.000233593	0.288681468	0.999630628
871	10	125775605	125776005	401	*	3.851128133	3.501192247	4.132536817	-0.000292914	0.289242343	0.999630628
4724	5	142905977	142906377	401	*	2.782237097	2.19988112	3.195969567	-0.000191049	0.289521085	0.999630628
4252	4	5820451	5820851	401	*	2.550446151	2.986686489	1.9221196	0.000174487	0.289551007	0.999630628
3382	2	218749102	218749502	401	*	2.903166738	2.371923978	3.290575147	-0.000204707	0.289719545	0.999630628
2237	16	75148302	75148702	401	*	4.081768599	3.760840503	4.344135953	-0.00032077	0.289785448	0.999630628
880	10	128171690	128172090	401	*	2.897778761	2.371923978	3.282328753	-0.000205874	0.289798415	0.999630628
329	1	147599676	147600076	401	*	4.899100522	4.653676628	5.10878108	-0.000416408	0.28998614	0.999630628
2897	19	44141289	44141689	401	*	2.773895789	2.209964671	3.178301496	-0.000194059	0.290143047	0.999630628
4057	3	120199830	120200230	401	*	2.773895789	2.209964671	3.178301496	-0.000194059	0.290143047	0.999630628
5799	9	70372400	70372800	401	*	2.811325771	3.21498014	2.248863578	0.000194739	0.290156562	0.999630628
1049	11	65286933	65287333	401	*	3.342851411	2.907994676	3.676541661	-0.000241839	0.290239702	0.999630628
219	1	52404260	52404660	401	*	3.786343276	3.416396299	4.080524719	-0.000280722	0.290247779	0.999630628
6036	KI270438.1	109232	109632	401	*	8.952798772	8.86489157	9.035655805	-0.001079569	0.291698387	0.999630628
1059	11	66268281	66268681	401	*	4.898321278	4.651828448	5.10878108	-0.000412318	0.291746683	0.999630628
224	1	53618958	53619358	401	*	3.355309802	2.920329721	3.689072452	-0.000239407	0.292300153	0.999630628
2095	16	3457527	3457927	401	*	4.304363098	4.561727325	3.990898704	0.000330714	0.292351666	0.999630628
2655	18	62523650	62524050	401	*	4.084511528	3.76768334	4.344135953	-0.000319231	0.292510071	0.999630628
5035	6	88827909	88828309	401	*	3.042739329	3.420744103	2.529106976	0.000209994	0.292939204	0.999630628
2617	18	44631558	44631958	401	*	2.834948768	3.22495907	2.298774672	0.000196177	0.293037168	0.999630628
3495	20	23357959	23358359	401	*	5.149616976	4.93264768	5.338181289	-0.000448482	0.293342048	0.999630628
3641	21	34792048	34792448	401	*	3.335961849	2.889292079	3.676541661	-0.000235541	0.293400207	0.999630628
5217	7	32963758	32964158	401	*	3.183920339	3.537909239	2.713812171	0.000219165	0.293401504	0.999630628
4371	4	93829278	93829678	401	*	2.574059833	3.021455123	1.9221196	0.0001678	0.29340504	0.999630628
1070	11	68626909	68627309	401	*	2.565174149	2.998369383	1.943195855	0.000172105	0.293474956	0.999630628
3825	22	46250044	46250444	401	*	4.552318512	4.276383086	4.783855824	-0.000361814	0.293759767	0.999630628
3652	21	39349362	39349762	401	*	4.399332046	4.11342473	4.637843051	-0.000347098	0.293982203	0.999630628
4121	3	141260358	141260758	401	*	2.771410239	2.219978233	3.169385652	-0.000193213	0.294042083	0.999630628
4488	4	183418971	183419371	401	*	3.336581638	2.901787377	3.670235213	-0.00023765	0.294676432	0.999630628
1128	11	95089473	95089873	401	*	4.035544296	3.693955298	4.311538676	-0.000300592	0.295223461	0.999630628
5945	9	129566909	129567309	401	*	3.610058324	3.219978233	3.916802073	-0.000265209	0.295279591	0.999630628
5186	7	8423268	8423668	401	*	2.886942062	2.371923978	3.265693197	-0.000203616	0.295357298	0.999630628
3298	2	172748793	172749193	401	*	2.52969533	2.986686489	1.856977949	0.000165084	0.295405801	0.999630628
1575	13	59497369	59497769	401	*	2.561241096	2.992539762	1.943195855	0.000171245	0.295631652	0.999630628
5942	9	128933588	128933988	401	*	2.793242151	2.249608536	3.187162578	-0.000192654	0.295840951	0.999630628
4214	3	197498607	197499007	401	*	3.582468044	3.892426064	3.187162578	0.000256967	0.296072854	0.999630628
2773	19	13095264	13095664	401	*	4.182902308	3.857387672	4.448322797	-0.000314017	0.296086421	0.999630628
4441	4	146737676	146738076	401	*	2.985123563	2.484674829	3.355972051	-0.000210004	0.296852253	0.999630628
4085	3	127589302	127589702	401	*	3.67264493	3.297950562	3.969814289	-0.000271779	0.297374124	0.999630628
5726	9	2368106	2368506	401	*	3.67264493	3.297950562	3.969814289	-0.000271779	0.297374124	0.999630628
