ID	proerythroblast	early_basophilic	late_basophilic	polychromatic	orthochromatic
IQSEC3	7.073249339	6.981091157	6.309855202	0.415037463	0.415037463
CASC2	4.736965775	5.169925001	3.874469446	1.222392215	1.222392215
ZSCAN12	10.69609817	10.68123841	10.1615514	8.106781193	8.106781193
C3orf39	12.43757862	12.39231742	11.81404847	9.350939182	9.350939182
UCHL5	12.80782441	12.95897549	12.51241135	10.4325419	10.4325419
AHI1	10.26912668	9.959035901	8.936637939	6.544320465	6.544320465
PRDX4	12.01611184	11.80278573	10.87728413	8.367778601	8.367778601
MFI2-AS1	6.044394119	6.285402219	6.22881869	3.544320928	3.544320928
MKL2	11.704192	11.83512944	11.51389189	9.599912842	9.599912842
ZNF43	10.19188214	10.15143901	10.02513956	8.522254706	8.522254706
PKDREJ	7.965784285	7.372139831	6.569855608	3.584962501	3.584962501
MCTP2	11.08015131	11.09561658	10.61654884	6.14974712	6.14974712
WWOX	9.84601262	9.583082768	9.118941073	6.691161439	6.691161439
ZNF718	8.958069223	8.836050355	8.587465133	7.559695997	7.559695997
BRI3BP	11.05550818	10.87626138	9.922336574	8.206200225	8.206200225
SLC23A2	10.93467351	11.01704013	10.36011513	7.251087539	7.251087539
LRRC8B	10.95249884	10.83762793	9.920352855	7.153129421	7.153129421
GPI	14.20536028	13.43432459	11.58229867	7.594946341	7.594946341
KIAA1704	11.01471793	11.18073778	10.77203987	9.026984533	9.026984533
SLC25A35	8.54689446	8.929751652	8.825488957	6.357552005	6.357552005
ZCCHC4	9.882133584	10.16658114	9.627533884	7.505150184	7.505150184
MTA1	13.10203031	13.1153147	12.73280339	10.73470962	10.73470962
DOCK7	11.87241825	12.19249841	11.92072502	9.427662108	9.427662108
SNRNP48	11.10000522	11.03089676	10.6378321	9.28463142	9.28463142
B3GNT5	11.44553222	11.29404631	10.38262403	9.180737904	9.180737904
PSPH	10.61869108	10.33687806	9.40443207	7.282316548	7.282316548
EPHX2	4.890771092	3.624490475	2.584962501	0.736965623	0.736965623
MAGEH1	9.331663347	9.087462841	8.333900886	5.564784517	5.564784517
ANKS6	7.415037781	6.080373488	4.297680793	1	1
UGGT2	9.765976736	9.862120777	9.698704667	8.330916878	8.330916878
ANAPC5	13.97154355	14.06701413	13.52315394	11.37901711	11.37901711
HNRNPU-AS1	9.130141423	9.345774911	8.886712612	7.531381461	7.531381461
DANCR	12.6570951	12.46998083	11.24654288	7.502500075	7.502500075
NCLN	13.50593558	13.56128795	12.8558418	9.373590142	9.373590142
MERTK	4.222392679	4.481126474	6.614709844	12.26483342	12.26483342
SLC19A2	10.60917874	10.47099739	9.553309235	6.22881869	6.22881869
FTO	11.58511888	11.63526466	11.02467774	8.273018339	8.273018339
RNF144B	8.459431619	7.77478706	6.470319989	3.700439718	3.700439718
FASTKD2	12.49893221	12.4791065	11.53883543	9.039832864	9.039832864
CILP	0.736965623	1	0.736965623	4.64385619	4.64385619
FAM185A	7.918863237	7.752659624	6.942514505	4.604861861	4.604861861
ADAM32	4.415037274	4.369234042	3	1	1
PHF14	11.70678392	11.6185383	10.89127715	8.466246576	8.466246576
PRPH2	0	1.41503768	0.736965623	3.273018544	3.273018544
HNRNPAB	14.86504065	14.97842759	14.44166879	12.80567677	12.80567677
RAB33B	8.971543554	8.818049416	8.225608973	6.351675497	6.351675497
GABRB3	4.169925001	3.544320928	2.938599518	2	2
NUCB2	12.90745404	12.65456152	12.22891877	10.84522893	10.84522893
ZDHHC24	7.830779479	7.727920455	7.451211112	5.533978468	5.533978468
HSH2D	7.354617007	6.857980995	6.386581111	3.459431619	3.459431619
PPM1H	12.90870541	12.00035218	10.00468818	2.115477106	2.115477106
LEPR	14.27447498	14.30037616	13.48629077	10.51996348	10.51996348
ENGASE	10.80439969	10.79333263	10.03204573	6.574908786	6.574908786
ARL6IP6	11.97704124	12.22168771	12.2053861	10.93270713	10.93270713
POLR1B	12.31562142	12.13121391	10.93098343	7.366322214	7.366322214
GUF1	13.25301025	13.05675065	12.06900225	10.22560873	10.22560873
WDR76	12.74237955	13.17690039	13.01006176	12.19383333	12.19383333
UBE2Q2P1	5.81591685	6.222392486	5.357552005	2.415037409	2.415037409
CCDC88A	12.72145533	12.71517546	12.40354468	10.56858985	10.56858985
GATM	9.562878329	8.422064766	6.415037443	2.807354922	2.807354922
CDK2AP1	11.80722087	11.42259043	10.36522885	8.005624549	8.005624549
PRICKLE3	9.570488167	9.374315077	8.522254706	5.273018619	5.273018619
APOOL	12.08381171	11.92703717	11.42223983	10.16908945	10.16908945
SLC35B4	10.66711154	10.71538977	10.1297119	6.776981712	6.776981712
AUTS2	7.736965369	6.058893761	3.807354922	2.584962501	2.584962501
RNF219	11.90212371	11.91662592	11.41996018	9.939089467	9.939089467
TMEM220	8.106781193	7.247927513	6.539158811	4.369234042	4.369234042
RWDD2B	9.077705786	8.62814184	7.847579191	5.481126797	5.481126797
BRIX1	12.19403871	12.28992291	11.46709603	9.368506462	9.368506462
GABARAPL1	9.183221741	9.901872571	10.79955119	13.68197078	13.68197078
ITPRIPL1	10.33576215	10.06474276	8.832890014	5.754887502	5.754887502
ADAMTS14	6.790077365	6.898852874	6.653442286	0.736965623	0.736965623
TCEAL3	5.470319826	5.736965504	5.087462841	2.222392524	2.222392524
PTMA	14.27364992	14.30185339	13.65314401	11.73245025	11.73245025
RARG	10.62113611	10.32455524	9.038918989	3.115477273	3.115477273
FAM169A	5.754887502	4.584962501	3.969626658	2.222392524	2.222392524
WDR43	13.19208734	13.18285986	12.13014162	8.366322214	8.366322214
LCLAT1	11.8474489	11.77602172	11.16616308	8.607330314	8.607330314
ARHGAP19	12.68240936	13.32572707	13.69028941	12.29270498	12.29270498
LOC728743	11.29596002	10.56478494	9.038004536	6.837101845	6.837101845
HMGN4	11.52812832	11.12885336	10.4108043	9.400879436	9.400879436
CLNS1A	13.00673509	12.79163767	11.95722287	9.775335871	9.775335871
LOC92249	9.537865429	9.342815387	8.682994584	5.82442852	5.82442852
DYRK4	9.518325242	9.618997141	9.122396545	6.906890596	6.906890596
CIRH1A	12.75321675	12.78252057	11.76044261	8.22881869	8.22881869
FBLN2	10.80654962	10.20294047	8.797661526	5.977279923	5.977279923
DEF6	9.52160044	8.833944125	7.159871337	3.058893631	3.058893631
SLC9B2	11.11872504	11.13656375	10.41115822	7.958069513	7.958069513
DENND1B	9.909893084	10.0219058	9.898349404	9.385862401	9.385862401
ZNF84	11.08214904	11.19475685	10.63481105	8.955165441	8.955165441
PLK4	12.58855841	13.11607311	13.14130889	12.23939953	12.23939953
ZNF607	8.701595145	8.423465981	7.64385619	4.19639695	4.19639695
ARHGEF11	10.15860969	9.174925683	7.979186799	5.8744692	5.8744692
TRAK1	12.23341985	12.31580989	11.90074117	9.097154352	9.097154352
MRPS35	12.33278261	12.18941288	11.42556578	9.270684743	9.270684743
NUDT6	7.902877332	8.022367813	7.960001932	5.437405201	5.437405201
HAUS6	12.73202599	12.87741202	12.39553414	11.32568042	11.32568042
H2AFY2	9.45395642	8.916874585	7.826548487	4.922831981	4.922831981
MRPL30	12.64092274	12.5836312	11.9204768	9.74931084	9.74931084
FLJ33630	7.389452376	7.763765432	7.232020803	5.392317423	5.392317423
AVEN	9.881623786	9.784634846	9.00936201	6.584962501	6.584962501
ALG5	10.58777752	10.65969894	9.932706838	8.027905997	8.027905997
SLC38A1	13.4716333	13.3218816	12.4252159	10.29653427	10.29653427
METAP2	15.15970068	15.3740206	15.01985131	13.39119928	13.39119928
NUDCD1	11.55330914	11.56128795	10.73414479	8.453956626	8.453956626
HAUS7	10.89456542	11.08081753	10.66237197	8.299208018	8.299208018
SIKE1	12.21107701	12.28019079	11.68577068	9.708509206	9.708509206
RRM1	14.64963061	15.08432384	14.99720904	13.97695159	13.97695159
ZNF229	9.592457037	9.240791332	8.348728154	7.163230013	7.163230013
MT1X	6.22881869	6.176588665	5.142957818	2.662964937	2.662964937
CSPG5	7.169925001	6.965784285	6.672425342	2.502500425	2.502500425
ZNF92	10.39553414	10.36632221	10.20294047	8.740343067	8.740343067
LOC257396	6.938599847	6.776981712	5.882643049	1.41503768	1.41503768
SPAG16	9.026984533	9.053473323	8.791162889	7.372139831	7.372139831
FAM76A	9.459431619	9.760997151	9.444324795	7.417852515	7.417852515
SPRY1	7.691162137	7.13271358	4.874468954	1	1
LOC730227	0	1.41503768	3.058893631	5.209453366	5.209453366
PARP3	7.961931766	7.572384182	6.614709844	4.11547694	4.11547694
GALNT1	12.28492037	12.22158712	11.73809226	10.00842862	10.00842862
COG6	10.73752876	10.49851716	9.773139207	7.531381461	7.531381461
SLC25A13	12.43523609	12.36714169	11.48850949	9.019590728	9.019590728
ZNF587B	9.691743519	9.497186607	8.545608191	6.196397147	6.196397147
WDYHV1	9.273795599	9.227214725	8.545608191	5.961931882	5.961931882
TCOF1	13.59054846	13.48364828	12.57931594	9.74931084	9.74931084
DDX12P	9.491185094	10.23481743	10.11937304	9.269905805	9.269905805
SLC9A3R2	7.14974712	6.24158605	3.906890596	0.415037463	0.415037463
PDGFA	6.470319989	7.209453366	7.269905571	2.874469052	2.874469052
LCAT	9.718247391	10.14168185	9.709658191	7.14635687	7.14635687
ZWINT	13.37770807	13.9193913	13.99744414	12.52869828	12.52869828
CRISPLD1	6.523561956	4.437405534	3.700439718	0	0
C22orf46	10.53980536	10.49951407	9.87958325	7.448460776	7.448460776
SCRN3	10.63087411	10.8278722	10.47843292	8.706208314	8.706208314
KIAA0664L3	8.344295908	8.356085252	8.198035872	6.845490051	6.845490051
TBCEL	10.61163993	10.53786582	10.5980525	13.73181434	13.73181434
PTPRS	4.938599612	4.087462841	2.115477106	0.736965623	0.736965623
EIF3E	14.42923215	14.29553004	13.6242243	11.9213452	11.9213452
ALKBH3	10.70476824	10.81164201	10.27999703	8.202940222	8.202940222
ACACA	14.02430254	13.9613294	13.17289625	9.618385502	9.618385502
NEGR1	0	1	0.736965623	0	0
ZNF600	8.946418862	8.611024797	7.691162137	3.273018544	3.273018544
ANGEL2	10.95079863	11.13741835	10.9361469	9.23441821	9.23441821
ANKRD39	9.675957033	9.727353303	9.140403672	6.958068933	6.958068933
ACOT9	11.22921958	11.12455238	10.49884921	8.591210773	8.591210773
SCP2	11.79306149	11.88417052	11.47184437	9.047123912	9.047123912
MYO19	13.25851701	13.52151824	13.04769191	11.21876482	11.21876482
FOXI1	0	0	0	1.874469249	1.874469249
WASF1	12.0344551	12.15344658	11.94153662	9.670066128	9.670066128
SYNCRIP	14.40717945	14.30675025	13.47315652	11.48146293	11.48146293
IPO5	15.26771318	15.26898053	14.63000143	12.63193482	12.63193482
KIAA0146	11.2145213	11.20048976	10.52649924	8.436017299	8.436017299
C11orf1	9.567956075	9.342074668	8.604861935	5.992466403	5.992466403
ZNF331	10.87651695	11.14826493	10.73075287	8.427661898	8.427661898
DDX51	11.65880638	11.69130733	10.83920379	7.324930283	7.324930283
QSER1	12.31957814	11.86560454	10.7361203	8.607330314	8.607330314
LPPR3	7.902877332	6.014950416	3.969626658	1.41503768	1.41503768
MYO5B	3.058893631	2.874469052	4.481126474	7.22881869	7.22881869
RPL22	13.45536961	13.34434169	12.80211242	10.74118634	10.74118634
C14orf159	12.45780844	12.09781257	10.97537009	9.034340363	9.034340363
FAM86DP	8.011227255	7.837102476	6.714245518	3.459431619	3.459431619
URB1	13.215533	13.09759319	11.8922897	8.244760076	8.244760076
TMBIM4	10.56605404	10.66947594	10.55010512	9.136991112	9.136991112
P4HA1	10.48482289	9.975370811	9.079484784	6.890771335	6.890771335
F8	6.589963132	6.658211483	5.906890596	4.247927513	4.247927513
MECR	11.1221809	11.12196535	10.45772253	7.159871337	7.159871337
MIR4742	0.736965623	0.736965623	0.415037463	2	2
SH3TC2	11.44897681	12.32408686	12.23481743	8.54303182	8.54303182
YEATS2	12.10787091	11.96024345	11.12842423	8.306821354	8.306821354
ZNF221	6.942514505	7.409390936	7.247927513	4.681824227	4.681824227
CTNNBIP1	9.817516618	9.429755499	8.47032007	6.453956543	6.453956543
PRRT1	8.581200582	8.770388706	8.392317423	5.8744692	5.8744692
ZNF117	8.407975977	8.437405451	8.076815597	7.707359132	7.707359132
IL10RA	2.321928095	5.727920455	7.52094627	9.929258409	9.929258409
C7orf31	7.279223334	7.1931143	6.714245518	3.273018544	3.273018544
SLC18A2	10.76983784	10.68299458	10.07012094	8.490516782	8.490516782
PELP1	13.22781642	13.20339894	12.46088255	9.33315535	9.33315535
WDR12	12.44983655	12.37195819	11.46199095	8.550746785	8.550746785
LIG1	13.86882255	14.26510222	14.07639809	12.31013928	12.31013928
TAF1A	8.951284715	8.733580422	7.763765432	5.533978468	5.533978468
C15orf58	7.567322595	7.415037781	6.996238458	2.807354922	2.807354922
BTN3A2	9.272240893	9.086578654	8.611024797	6.431845731	6.431845731
ENG	15.8093745	15.61416344	14.39419471	7.14974712	7.14974712
STK3	9.859534786	9.973936959	9.677132403	8.533978702	8.533978702
PIGF	8.445704773	8.593702226	8.092757141	6.589963132	6.589963132
TUBAL3	7.582455896	6.866249023	5.81591685	2.415037409	2.415037409
ZNF83	10.83605036	11.16176174	10.7518227	9.301496195	9.301496195
MARC1	5.984893032	5.142957818	4	1.584962501	1.584962501
RIF1	14.58018023	14.64400665	14.0390904	12.46539626	12.46539626
ZNF660	5.437405201	4	3.058893631	0	0
SNX10	7.189824559	6.942514505	6.260527613	3.415037544	3.415037544
PARN	11.70534425	11.74707391	10.99694442	8.841302359	8.841302359
ACD	11.44811631	11.5028318	10.97369737	8.251088012	8.251088012
IQCH	5.832890014	5.564784517	5.544320619	2.584962501	2.584962501
MIR29B2	0	0	0	0.415037463	0.415037463
WHAMMP3	6.614709844	7.294620749	7.058893328	5.653442143	5.653442143
CCDC88C	11.31684718	11.30909716	10.64925618	7.247927513	7.247927513
ZNF670	9.405141463	9.392317423	8.824428329	8.062495746	8.062495746
PEMT	9.688250309	9.275348632	8.016808288	4.297680793	4.297680793
MKI67IP	11.25089054	11.24950875	10.27340749	7.483815777	7.483815777
RABEPK	10.39660478	9.888743249	8.385143246	5.235216589	5.235216589
KIF20B	13.07815081	13.55138744	13.66296538	12.43410693	12.43410693
GXYLT1	11.70692764	11.8153833	11.29653369	9.940558357	9.940558357
GGTA1P	0	0	0	0	0
ZNF761	10.29958925	10.4807902	9.818582177	7.936637939	7.936637939
HEATR3	11.06810648	11.06024536	10.05889414	5.84130217	5.84130217
TUFT1	7.291554753	8.076815597	8.836050355	12.83453682	12.83453682
FANCC	11.03708909	11.31193729	11.06810648	9.465566405	9.465566405
FBXO4	9.499845887	9.782998209	9.449836393	6.579944476	6.579944476
C22orf29	11.73146032	11.65716971	11.00982862	9.286172606	9.286172606
MRPL11	12.09495749	12.1115703	11.47758981	8.911891377	8.911891377
IQCK	6.811641852	6.736966045	5.309855384	1.222392215	1.222392215
CISD1	10.10852446	9.926790104	8.744833837	4.984893259	4.984893259
VIL1	2.736965666	2.321928095	2	4.662964823	4.662964823
GNB1L	9.154818109	9.039832864	8.283860208	6.700439718	6.700439718
NMNAT3	13.06838649	13.16726132	12.65157489	8.024216053	8.024216053
MRI1	11.64310444	11.40744464	10.2227949	5.807354922	5.807354922
CCDC34	11.44949277	11.71453188	11.73696545	10.0763707	10.0763707
CDKN2D	6.94641857	9.342815387	10.91786955	12.30111518	12.30111518
LYSMD1	8.571120449	8.540450841	8.366322214	6.906890596	6.906890596
NOP14	13.52926827	13.49418932	12.59043103	8.77368881	8.77368881
NOD1	10.13399884	9.642051693	8.431845648	5.297680426	5.297680426
SRSF2	14.8066337	15.12137163	14.67279381	12.84077792	12.84077792
HAUS3	12.17107263	12.32371148	11.71739068	10.44639375	10.44639375
LOC550112	8.571120449	8.312882955	7.129283017	3.624490475	3.624490475
TELO2	12.55042623	12.39571272	11.5464122	9.970105891	9.970105891
IFT172	11.49168628	11.55346947	10.91264014	7.624490621	7.624490621
TBC1D1	11.14508321	11.15860969	10.6241859	7.785725124	7.785725124
ZNF280C	8.438791853	7.940558504	6.741466986	5.297680426	5.297680426
CCDC6	12.68101874	12.4943556	11.68240958	9.19885434	9.19885434
DLG3	6.614709844	6.315904368	5.502500234	2.222392524	2.222392524
SUSD1	11.06989748	11.06159598	10.13784546	6.614709844	6.614709844
TMEM102	8.105035296	7.486499594	6.202940124	3.736965233	3.736965233
SHISA3	3.058893631	3.662965392	4	0	0
IPO7	14.14908579	14.27297015	13.56637162	11.58933889	11.58933889
MAP4K1	7.928765293	7.129283017	5.285402219	1.222392215	1.222392215
FHL3	10.89860139	10.4824722	9.41503757	5.772589592	5.772589592
SLC15A4	9.989157461	9.936147192	9.290018847	6.695808733	6.695808733
MFGE8	11.06024536	10.34946591	9.144658243	5.807354922	5.807354922
MTCP1NB	7.90488566	7.599912842	7.166581893	5.321928095	5.321928095
CCDC78	6.938599847	6.392317423	4.906890596	2.807354922	2.807354922
FRAT2	12.26971112	11.86727874	10.57206826	8.330916878	8.330916878
ZNF204P	5.297680426	4.584962501	3.22239237	0	0
C1QTNF9B-AS1	5.64385619	4.502500553	3.115477273	0	0
SPATA5	10.96530307	11.30511155	11.14338321	9.380821856	9.380821856
ACSL6	4.984893259	9.806281035	11.7421692	12.97369737	12.97369737
FAM19A2	9.586839788	8.451211112	6.470319989	5.662965108	5.662965108
HACE1	9.952255948	10.25463538	10.31741261	9.585588472	9.585588472
SRM	12.83519518	12.72784964	11.53770375	7.076815597	7.076815597
DPF1	6.051662047	5.59494649	4.700439718	1.222392215	1.222392215
THUMPD3	11.88861655	12.06821835	11.59105477	9.823897882	9.823897882
DONSON	11.96157016	12.51463196	12.38685055	11.47031977	11.47031977
PDCL2	4.11547694	3.169925001	1.874469249	0	0
XRCC3	12.8892505	13.14061683	12.77252078	10.64565843	10.64565843
PLAGL1	11.35388177	11.21046862	10.45566936	7.163230013	7.163230013
TRIT1	11.38352448	11.27204652	10.23681188	6.866249023	6.866249023
ZNF121	10.22881869	10.28463096	9.32792691	6.559695691	6.559695691
MIR4712	3.874469446	3.273018544	2.502500425	0.736965623	0.736965623
METTL18	8.968666793	9.242380283	9.068778278	7.693486957	7.693486957
LOC100130950	5.196397344	5.481126797	4.564784822	2.415037409	2.415037409
COX11	11.28135051	11.20620059	10.62235662	8.782452141	8.782452141
ZNF823	8.393747815	7.52094627	6.386581111	4.029747049	4.029747049
NDRG3	10.42766169	9.985841937	9.182394353	5.448460611	5.448460611
STAMBPL1	5.491853096	4.369234042	1.73696545	0	0
TPRKB	10.61654884	10.89051737	10.73047014	9.811107003	9.811107003
TRMT61B	10.32567986	10.39660478	9.72394536	7.153129421	7.153129421
ZNF320	10.64775791	10.82416321	10.25542166	8.413627929	8.413627929
METTL16	12.57080444	12.55969566	11.63692681	8.841302359	8.841302359
EID3	8.108524457	8.390885611	8.269906038	6.961932345	6.961932345
ABCD3	11.7152469	11.90363071	11.56224242	10.13314221	10.13314221
CHRNA2	0	0	0	1.41503768	1.41503768
IER3IP1	11.32155216	11.44966454	11.2397972	9.337621902	9.337621902
ZNF788	11.17824966	11.48599681	11.27048981	9.195577185	9.195577185
BCL2L1	11.74609438	13.36668694	14.72327004	17.13844181	17.13844181
SGIP1	4.142958226	4.459431619	5.491853096	8.829722735	8.829722735
PARVA	0	0	0	0	0
CCDC61	9.718818305	9.550746785	9.251087775	7.383704292	7.383704292
FAM48A	12.49176969	12.60308546	12.09286712	10.63026713	10.63026713
SLC16A13	8.164906927	7.95419631	7.470319664	4.415037274	4.415037274
ROPN1L	0	0.736965623	0	1.73696545	1.73696545
TSSC1	11.31929559	11.27999761	10.80547546	8.894817763	8.894817763
DDX18	13.20858996	13.32834815	12.61493985	10.05120894	10.05120894
ADK	11.7483325	11.74469385	11.06833022	8.30073372	8.30073372
ZFP30	8.445704773	7.924812504	7.406559629	5.672425342	5.672425342
MTUS2	6.705055885	6.686500527	4.502500553	2.115477106	2.115477106
BTN3A3	6.902877935	6.058893761	4.938599612	2.662964937	2.662964937
ZNF813	9.311369827	9.318166101	8.938599553	6.442943496	6.442943496
ITM2A	9.83236267	9.962896005	9.843397724	7.549463563	7.549463563
LOC643406	0.415037463	0	0	1.222392215	1.222392215
SLAIN1	10.837102	10.87036472	10.39481957	7.631783115	7.631783115
CHIC1	8.142958124	8.510434654	8.451211112	6.639039222	6.639039222
C17orf104	5.961931882	5.403722072	3.624490475	2.938599518	2.938599518
ZFP62	10.92530742	11.07436427	10.97966312	9.993409719	9.993409719
FAM54A	10.62083105	11.07614753	10.9551653	9.355351096	9.355351096
ANAPC10	9.571752644	9.559058305	9.230420875	7.462161139	7.462161139
HOXA4	5.604862157	5.392317423	4.604861861	1.222392215	1.222392215
NECAB2	0	0	0	0	0
CRYL1	9.468963449	9.417852515	8.744833837	5.156504621	5.156504621
COX5A	12.86308919	12.86302471	12.10022441	9.878561821	9.878561821
TIGD4	5.285402219	5.448460611	5.073249125	0.736965623	0.736965623
MZT1	11.33035672	11.90224961	12.43132339	11.89191012	11.89191012
EHD4	9.211888295	9.129283017	7.908892748	4.662964823	4.662964823
MRS2	11.90714117	11.79265488	10.91960824	8.505149787	8.505149787
ZNF449	7.886712917	8.266786541	7.862120932	6.491853096	6.491853096
BRIP1	11.46284322	11.69899413	11.45908986	10.64265374	10.64265374
ZNF625	6.044394119	5.564784517	4.564784822	1.222392215	1.222392215
EEA1	11.01285706	10.81351427	9.94934043	8.77148947	8.77148947
EXOSC7	11.6128685	11.6709514	10.97966312	8.164906927	8.164906927
CHRAC1	11.78722226	12.01227534	11.78299821	10.41785251	10.41785251
HOXA9	6.862120312	6.073248911	4.11547694	1.874469249	1.874469249
GTF2F2	11.44708323	11.55330914	11.13912475	9.410804721	9.410804721
ISOC1	12.21330688	12.13570929	11.39410519	9.2644426	9.2644426
PRKAR2B	14.28023937	14.40529639	14.17612093	12.88677627	12.88677627
MLC1	12.62235685	11.81698362	9.649256178	4.922831981	4.922831981
C10orf2	12.19064788	12.02894204	10.8008999	6.579944476	6.579944476
CSTF2T	12.46641631	12.49743598	12.2709765	11.31665885	11.31665885
SLC44A4	4.857980995	2.874469052	1.73696545	0	0
UBE2H	11.50382574	11.69653291	12.33641367	15.63738904	15.63738904
RTEL1	8.120669714	8.321928095	8.042571566	6.007494462	6.007494462
MRPL39	11.42940674	11.45874853	10.9810913	9.238404739	9.238404739
ARMC2	7.199672345	7.1931143	6.176588665	1.41503768	1.41503768
DNA2	11.71166697	12.12616659	12.10383429	11.20803129	11.20803129
TTC32	9.285402219	9.416445623	9.322679228	8.385143246	8.385143246
CNKSR2	6.667703405	5.961931882	4.604861861	1.222392215	1.222392215
RPL23AP82	6.930737338	7.011227255	6.073248911	3.874469446	3.874469446
NOM1	12.50051004	12.65783938	11.93626986	9.483144042	9.483144042
LOC100506023	4.564784822	5.309855384	5.380821899	2.115477106	2.115477106
TRNT1	10.49252119	10.31174832	9.471675214	6.87036472	6.87036472
HS6ST1	9.575539247	8.792247921	7.44570436	5.82442852	5.82442852
PDGFC	10.35461635	10.20294047	9.286172606	5.369233693	5.369233693
LOC100507629	0.415037463	0	0	0	0
TRIM45	9.101537939	9.414332816	9.392317423	7.567322595	7.567322595
SRPRB	12.12358246	12.14593215	11.21431912	7.076815597	7.076815597
BFSP1	6.169925001	6.321928095	4.523561956	3.115477273	3.115477273
KIAA1456	5.260527425	4.369234042	3.415037544	0.415037463	0.415037463
CRTAP	12.73329777	12.4074449	11.69957245	8.739217933	8.739217933
NONO	14.2520245	14.20199599	13.68562484	12.17211493	12.17211493
LUZP1	11.80842809	11.47573343	10.2772874	7.199672345	7.199672345
PAQR8	10.67801291	8.847579504	6.781359714	6.714245518	6.714245518
RECQL4	13.58863618	13.94110906	13.54303182	11.9708249	11.9708249
RPUSD2	11.11872504	11.05347319	10.23521606	7.029747711	7.029747711
ERRFI1	2.938599518	2.115477106	2.502500425	6.772589064	6.772589064
RIMS3	11.25561875	11.60748429	11.48750494	7.667702695	7.667702695
ZNF829	9.394462695	9.524868219	9.254241366	7.952256094	7.952256094
LPP	8.742590031	7.562242424	6.351675497	2.321928095	2.321928095
C11orf31	12.53113774	12.32596115	11.38819653	8.828665534	8.828665534
NOTUM	6.007494462	5.745954467	4.54432031	2	2
NGFRAP1	10.6150162	9.637832463	8.251088012	3.807354922	3.807354922
RSAD1	10.9260491	10.64325464	9.153129674	4.297680793	4.297680793
PDIA5	9.943979914	9.514385244	7.958069513	3.624490475	3.624490475
NFS1	11.76252032	11.65015421	11.07904004	9.026062204	9.026062204
AHCY	14.53980524	14.14367577	13.01877968	9.103287808	9.103287808
IFFO1	10.36850646	10.48549425	10.20497822	7.464886321	7.464886321
ARL9	7.263660753	7.874469323	8.058893869	4.321928095	4.321928095
ARHGEF9	10.04757792	9.866763819	9.422765544	6.101538096	6.101538096
PTGR1	10.98418131	10.54464283	8.932706986	3.273018544	3.273018544
RG9MTD1	12.05437809	11.8260189	10.79549829	8.935656278	8.935656278
PPIL3	11.08480839	11.27224078	11.05776637	9.416445623	9.416445623
LDOC1L	10.68240914	9.896836881	8.45532722	6.431845731	6.431845731
IMPDH2	14.88168756	14.66170407	13.81401461	11.23880298	11.23880298
ECI2	13.56617299	13.45614005	12.88340699	9.883152335	9.883152335
LACTB2	9.530081084	9.725650338	9.665927976	7.64625844	7.64625844
KIAA0391	11.86521788	11.81778312	11.17658894	9.053473323	9.053473323
ZNF630	5.222392293	4.437405534	2.938599518	0	0
RWDD4	8.749310673	8.838153515	8.359017267	6.303780748	6.303780748
ANP32A	13.84738333	13.89510188	13.35846852	11.45806461	11.45806461
ASL	10.2675674	10.25738784	9.876516947	8.158189062	8.158189062
POFUT1	13.32296044	13.36977863	12.6866465	11.13249973	11.13249973
METTL15	9.675369077	9.593702413	8.985841937	7.50779464	7.50779464
IKBKAP	12.95534713	13.09989562	12.59144451	9.915879379	9.915879379
ZNF391	5.857980995	5.357552005	3.938599142	1	1
NOLC1	14.95293822	14.81728349	13.64208893	10.63208641	10.63208641
FBXO21	11.32380519	11.42766221	10.86392839	8.914883486	8.914883486
STK39	8.731319031	8.209453366	7.00749491	3.544320928	3.544320928
UBE3D	8.878561975	8.754887502	7.776981054	4.984893259	4.984893259
MIR144	1.73696545	2	3.772589856	6.351675497	6.351675497
SPATA20	7.965784285	7.587464758	6.579944476	1	1
LETMD1	11.7757473	11.79197682	11.51898109	10.04074589	10.04074589
DNAJC10	11.94459018	11.81324689	10.90363108	7.768184325	7.768184325
PRSS57	10.57459353	8.958069223	7.64385619	0.736965623	0.736965623
ZDHHC6	11.95794832	11.97274039	11.39213868	10.17076007	10.17076007
SYNC	0.415037463	1	0	3.22239237	3.22239237
SMAD5	11.6177737	11.38334411	10.5796299	7.609794108	7.609794108
PTGER2	5.653442143	4.321928095	3.700439718	0.415037463	0.415037463
ATAD3C	6.475733431	5.946419038	4.481126474	0	0
GPATCH1	10.9051365	10.95298362	10.52682491	9.034340363	9.034340363
LIAS	9.992938336	10.01448502	9.421363648	7.473029493	7.473029493
SLC12A4	12.93282983	13.23237101	13.06350749	10.61777324	10.61777324
POLD1	14.5875824	14.73214993	14.32134118	12.73047014	12.73047014
C20orf96	9.270684743	9.109395299	8.127564672	4.736965775	4.736965775
NUP54	12.93061409	12.96446127	12.32998325	10.77478706	10.77478706
ASRGL1	7.725650508	8.105035296	8.171593655	6.549463871	6.549463871
UBXN8	10.24396772	10.24594838	9.709083813	7.813781191	7.813781191
DNAJC19	10.01495081	9.99764948	9.505811554	7.820178962	7.820178962
LOC100506660	6.176588665	6.176588665	5.491853096	2.415037409	2.415037409
ANO9	5	3.459431619	2.321928095	0.736965623	0.736965623
SNAPC3	11.9070157	11.88696656	11.48230378	9.107653088	9.107653088
THOC6	12.23999614	12.16176174	11.51043436	9.534627185	9.534627185
