"Gene"	"hs_proerythroblast_1"	"hs_proerythroblast_2"	"hs_proerythroblast_3"	"hs_early_basophilic_1"	"hs_early_basophilic_2"	"hs_early_basophilic_3"	"hs_late_basophilic_1"	"hs_late_basophilic_2"	"hs_late_basophilic_3"	"hs_polychromatic_1"	"hs_polychromatic_2"	"hs_polychromatic_3"	"hs_orthochromatic_1"	"hs_orthochromatic_2"	"hs_orthochromatic_3"
"6497"	"SLC25A33"	620	105	176	632	68	140	362	64	98	124	15	15	147	10	8
"6498"	"NUDT11"	189	18	31	131	5	14	31	3	2	7	0	1	6	3	4
"6499"	"ULBP1"	44	13	11	784	47	17	2017	256	157	3845	651	571	1007	93	148
"6500"	"CCZ1"	992	116	134	1138	123	190	993	139	160	697	71	74	122	7	12
"6501"	"PDF"	426	31	91	271	51	97	99	50	52	49	18	17	75	3	10
"6502"	"CXCL1"	0	0	0	0	0	1	2	0	0	3	1	0	1	2	7
"6503"	"C12orf32"	8376	1121	1239	13691	1596	1539	16099	2182	2134	11779	1559	1976	694	138	200
"6504"	"TRIM25"	29395	2316	4867	25158	2616	4007	11517	1651	2171	6164	491	835	4081	166	244
"6505"	"UNK"	7526	736	1531	8850	992	1608	7893	1173	1510	4301	517	656	1095	78	100
"6506"	"DAP3"	17341	2647	3512	18939	2695	3632	13263	2426	2931	8798	1122	1258	2638	288	420
"6507"	"RHOQ"	417	71	171	533	100	182	322	85	121	112	50	60	151	8	13
"6508"	"WDPCP"	591	48	110	585	76	106	525	91	73	182	36	23	57	9	8
"6509"	"MRPS18A"	6960	758	1066	7251	949	1150	5019	785	820	2348	249	415	921	70	91
"6510"	"STOM"	17029	2682	2736	41562	4506	3698	71639	9044	7641	99052	22052	25713	100758	22048	29309
"6511"	"POLR2K"	5611	936	1097	7570	1222	1177	5896	1321	1293	3109	656	630	817	138	170
"6512"	"CCNH"	5834	997	996	6597	1148	1138	5560	1205	1157	2246	369	431	766	129	185
"6513"	"SPOPL"	2882	465	740	3360	582	738	3051	635	672	3074	650	852	523	80	89
"6514"	"PSMA3"	12918	1857	2223	13972	2008	2197	8131	1708	1782	4699	577	853	1775	220	278
"6515"	"SAMD1"	9927	796	1431	12533	1083	1748	13063	1479	1877	10380	1498	2114	773	119	141
"6516"	"SETDB1"	11953	1520	2165	12017	1828	2312	8052	1637	1761	3354	411	532	1705	177	242
"6517"	"CASC5"	16254	2127	2005	33202	4404	3167	44238	8085	6057	25298	4865	4550	875	415	467
"6518"	"KIAA1257"	38	5	1	13	3	2	14	2	0	5	2	0	0	0	0
"6519"	"RFX5"	17683	2249	2781	17347	2409	2700	13311	2459	2344	8757	1368	1449	1609	325	522
"6520"	"INCENP"	16835	1839	3006	32606	3557	3713	50275	6720	6499	27490	4007	5649	1066	382	469
"6521"	"ACTR6"	2991	726	794	3083	716	743	2047	680	597	1451	356	418	615	110	190
"6522"	"RASGRP3"	181	15	7	652	25	8	2579	31	37	31247	1333	4380	9079	332	404
"6523"	"SH3BP4"	218	10	15	123	1	11	34	2	2	15	4	2	8	0	0
"6524"	"BMP8A"	99	19	30	127	34	37	85	43	31	46	16	16	22	7	2
"6525"	"DENND3"	644	40	97	424	30	50	281	19	20	76	13	7	58	3	3
"6526"	"B3GAT3"	3166	273	591	3407	340	610	2509	319	497	967	130	217	498	17	39
"6527"	"CKMT2"	25	2	1	16	5	6	6	3	1	5	0	2	0	0	0
"6528"	"TSPO2"	846	112	82	3516	194	180	10653	732	824	11417	2884	3049	4350	1228	1747
"6529"	"ZNF215"	650	55	4	450	77	2	145	43	0	0	0	0	0	1	1
"6530"	"ZC3H6"	7634	597	1327	10023	1052	1927	6542	1184	1549	2125	443	439	808	104	128
"6531"	"CAPN11"	0	0	0	0	0	0	0	0	0	0	0	0	10	0	3
"6532"	"ARHGEF7"	8291	838	1467	7909	1089	1314	4815	1068	940	2114	455	383	962	136	178
"6533"	"MRPL2"	14078	1602	2210	17633	2245	3233	12002	2101	2946	2246	255	339	2133	147	181
"6534"	"C6orf211"	3821	742	748	3208	668	623	2182	620	565	1368	337	263	822	74	110
"6535"	"MAP3K9"	82	5	6	33	4	3	7	3	0	1	2	0	3	0	1
"6536"	"CROCC"	741	43	190	650	47	172	375	50	136	191	19	86	73	9	7
"6537"	"UBE3C"	26616	3529	4252	32554	4719	4602	24159	4670	4173	11177	2049	2102	3480	437	534
"6538"	"RNF38"	11750	1884	2365	14590	2311	2380	14363	2701	2667	5941	1338	1232	1914	231	317
"6539"	"ZNF266"	8082	640	1794	8166	759	1723	6962	901	1798	5159	756	1397	827	115	156
"6540"	"PGD"	94609	10993	15168	79710	10999	13233	34438	6236	6611	34298	2324	4031	21365	427	591
"6541"	"DAAM1"	14828	2485	2671	21094	3727	3237	18680	4400	3773	6261	1295	1433	1911	383	517
"6542"	"KLF11"	8194	698	2237	8444	765	1903	5003	466	846	2840	456	387	1266	81	91
"6543"	"LINC00282"	16	2	6	22	3	13	2	3	6	5	1	0	2	0	0
"6544"	"FST"	392	10	28	88	4	2	14	0	1	41	7	9	10	0	2
"6545"	"SNORA9"	63	2	9	74	7	17	36	11	6	11	0	3	2	0	0
"6546"	"CDC34"	10211	1006	1572	13110	1327	1970	15390	1766	2206	31842	4067	6568	82790	10536	14569
"6547"	"MAP3K14"	1358	50	311	1394	99	245	1394	123	223	148	38	44	91	18	9
"6548"	"ZNF621"	7969	1099	1171	9047	1441	1453	7689	1642	1298	5492	689	666	1088	100	139
"6549"	"DKFZP686I15217"	269	28	76	350	70	72	344	67	74	89	28	17	36	8	6
"6550"	"SMC1B"	65	4	15	64	19	18	69	26	37	36	12	10	3	3	2
"6551"	"SNORA14B"	33	8	9	31	7	11	11	2	3	0	1	0	0	5	4
"6552"	"FGD2"	2	0	0	6	2	3	17	0	1	5	1	0	37	3	6
"6553"	"LOC100289561"	20	4	5	21	3	5	11	3	5	7	1	0	3	0	0
"6554"	"LATS1"	6868	795	1023	8484	1189	1197	7031	1530	1274	4783	777	784	769	115	125
"6555"	"MRPS14"	3746	554	637	3838	617	640	2748	575	550	971	132	172	616	55	70
"6556"	"ZDHHC1"	23	1	1	6	1	2	1	0	0	0	0	0	0	0	0
"6557"	"IMMP1L"	976	93	143	1203	149	167	1024	177	167	497	91	122	87	17	17
"6558"	"GYLTL1B"	0	0	0	0	0	0	0	0	0	2	0	1	5	1	1
"6559"	"ANKRD44"	514	7	45	355	7	39	115	8	16	3	2	0	6	1	3
"6560"	"SCO1"	7588	858	1152	6227	942	1008	3219	655	651	1329	198	248	1010	99	132
"6561"	"LOC153684"	443	61	89	556	82	95	659	105	86	520	90	94	47	12	10
"6562"	"LARP7"	7511	1469	1639	9435	1575	1674	8080	1688	1731	4676	893	959	1134	234	281
"6563"	"DGAT2"	699	77	109	614	63	85	490	41	48	603	63	93	48	10	13
"6564"	"MRPS12"	7502	613	1049	6959	694	1061	3173	431	647	646	74	91	805	61	86
"6565"	"PLCG1"	10018	761	1747	11188	1193	1775	6826	1243	1424	446	169	118	420	269	419
"6566"	"ZNF616"	1840	177	243	1455	214	210	890	187	133	343	49	33	267	12	16
"6567"	"POLRMT"	7038	531	1331	5967	661	1358	2952	536	704	625	90	107	1132	59	64
"6568"	"LOC400680"	702	67	124	1574	114	273	2302	248	531	879	56	170	99	4	5
"6569"	"HOXB2"	958	133	298	1209	170	347	2282	261	425	2465	229	380	119	22	30
"6570"	"GNN"	47	9	7	61	10	5	53	12	9	9	0	6	6	0	0
"6571"	"MVD"	21321	2433	2922	19967	2239	3373	13934	2177	2867	7834	763	880	2973	150	273
"6572"	"SLC39A4"	2991	307	422	2496	284	360	1267	187	243	328	27	35	319	21	49
"6573"	"COMMD9"	6644	891	1132	6814	962	1136	4608	809	901	941	127	174	1216	73	94
"6574"	"LRRC8A"	7497	555	1183	11072	860	1445	14392	1227	1784	35082	5849	10237	50734	7911	10978
"6575"	"CENPBD1"	2548	213	381	2220	269	309	1790	261	242	1499	121	230	290	18	27
"6576"	"POLR2M"	3112	368	574	3793	509	475	3403	622	572	1816	238	262	393	44	58
"6577"	"IFITM10"	172	42	36	214	49	44	166	34	34	147	33	24	2169	193	224
"6578"	"AATF"	15363	1779	2675	17361	2002	2595	12670	1986	2202	7209	913	1039	2171	193	210
"6579"	"PLEKHJ1"	14740	1121	2272	13512	1274	2197	8473	1045	1559	4174	467	780	1945	103	121
"6580"	"DCTN5"	17990	2462	2982	18848	3160	2712	13391	3078	2422	6806	1313	1249	2340	351	422
"6581"	"NEK5"	35	4	3	4	7	1	0	0	0	0	0	0	5	0	0
"6582"	"SOCS4"	5406	833	1057	6279	1271	1479	5128	1473	1465	2975	748	951	753	159	250
"6583"	"C12orf52"	8205	784	1134	6782	783	1170	3782	536	733	583	87	145	583	122	229
"6584"	"NBEAL2"	8268	525	1098	7842	855	1314	5493	676	1044	988	88	119	1074	42	42
"6585"	"GBE1"	7765	1053	1434	6832	881	1195	3221	625	815	828	137	190	1281	118	162
"6586"	"MPP7"	2693	343	470	2394	407	529	1217	298	303	738	92	127	505	31	43
"6587"	"PPIL6"	27	7	4	14	1	4	6	5	1	3	0	1	5	0	0
"6588"	"PSMD12"	14799	2702	2424	17618	3173	2741	12192	2929	2378	6059	998	1305	2533	293	337
"6589"	"THAP6"	1396	229	311	1765	308	280	1421	347	299	973	145	207	306	26	24
"6590"	"LDB3"	21	4	5	73	12	9	102	30	17	35	6	4	0	0	2
"6591"	"TICAM1"	2660	256	555	2116	222	438	1319	181	294	788	80	140	249	45	60
"6592"	"ATP1A1"	74898	8470	10476	104146	11509	13110	92651	12224	14562	31862	4574	5044	8686	813	1120
"6593"	"IFT57"	1556	190	229	1288	198	189	603	144	119	263	60	61	176	26	42
"6594"	"FAM133B"	149	33	25	117	46	29	56	40	29	28	18	24	20	5	16
"6595"	"RAB11FIP2"	3636	587	792	4338	797	859	3216	845	837	1699	401	460	607	87	147
"6596"	"LARP1B"	6037	1038	1360	7623	1177	1386	5958	1230	1211	3291	631	680	1272	112	143
"6597"	"KIAA0100"	41715	3649	5145	37247	4504	4787	22711	3686	3604	7635	1081	1192	5425	286	399
"6598"	"ERCC1"	7531	825	1260	8150	1042	1285	6094	1059	1020	1768	283	324	785	114	184
"6599"	"GTF3C2"	16196	1797	2527	16629	1920	2596	11581	1812	2058	4497	684	688	2178	195	228
"6600"	"OSBPL9"	16097	2497	2886	16487	2550	2756	11453	2413	2355	6626	967	1208	2574	285	362
"6601"	"TREML1"	0	1	0	2	2	0	3	0	0	30	0	0	65	3	6
"6602"	"ARSD"	17	4	11	6	4	5	12	2	0	2	0	0	2	1	1
"6603"	"WWC1"	219	15	10	100	3	6	33	2	0	0	0	1	10	0	0
"6604"	"ACAA1"	5479	703	934	5473	770	895	3678	704	715	1388	230	247	726	87	126
"6605"	"CAMSAP3"	12	1	0	14	0	1	14	1	1	27	1	6	65	13	26
"6606"	"TMEM60"	1745	274	301	1720	282	310	1569	330	336	1280	180	205	255	40	35
"6607"	"BTN2A2"	105	7	2	67	10	1	98	5	7	21	3	2	0	0	0
"6608"	"USP44"	1036	67	124	743	43	65	212	30	19	318	24	45	79	5	7
"6609"	"HEMK1"	4251	399	710	4032	521	767	2759	399	617	1729	147	318	614	32	54
"6610"	"SEMA3F"	2	0	0	4	0	2	0	0	0	0	0	1	15	2	3
"6611"	"PMS2P1"	1379	176	213	1224	204	250	861	179	175	313	54	69	183	25	30
"6612"	"SCUBE3"	45	2	2	38	2	3	27	5	6	5	1	2	0	0	0
"6613"	"SIDT1"	4	1	0	2	0	2	8	2	2	7	0	0	29	5	8
"6614"	"ZNF566"	2535	479	361	2384	482	396	1499	450	306	731	99	168	433	40	61
"6615"	"KCNN4"	13879	1972	4569	16802	2624	5065	16750	2865	4605	6704	1251	1468	2261	398	570
"6616"	"MAK"	359	42	67	323	40	56	290	48	35	89	11	14	43	5	6
"6617"	"OBFC2A"	1193	218	97	933	226	123	579	191	186	159	61	163	96	32	45
"6618"	"SEPT2"	54993	8941	12123	60380	10445	12329	45418	9757	11055	27182	4671	6616	10278	1236	1538
"6619"	"NEBL"	7	6	2	13	2	0	14	2	0	220	17	11	532	19	32
"6620"	"SLC22A23"	9976	1458	1313	15737	2069	1664	22722	2892	2270	67701	9666	13821	77784	11137	14933
"6621"	"CD53"	1357	91	110	349	24	33	256	18	11	43	6	12	107	6	5
"6622"	"ATP6V1F"	8165	938	1384	7398	1039	1376	5257	932	1174	1935	280	442	1133	111	169
"6623"	"ANKRD32"	5889	907	1094	6803	1221	1147	5322	1380	1144	1472	357	334	972	119	173
"6624"	"C12orf76"	536	112	131	313	62	83	152	65	49	88	12	19	181	10	8
"6625"	"MYO9A"	8694	1033	1107	8188	1529	998	4866	1082	645	2202	383	304	992	111	145
"6626"	"AGMAT"	260	25	20	126	11	10	26	10	4	14	2	3	16	3	3
"6627"	"C9orf103"	208	45	32	197	25	35	148	26	12	78	8	14	31	4	2
"6628"	"DDX41"	19777	2263	3497	21609	2859	3929	16564	3129	3214	5802	724	1022	2961	244	337
"6629"	"H2AFV"	34292	5057	5493	46252	6216	6178	47714	7580	8143	29329	5691	6913	3822	763	914
"6630"	"RPS6KA5"	1292	134	197	1541	175	182	1567	220	174	1477	239	293	129	15	23
"6631"	"C2orf16"	53	13	5	94	9	10	35	7	10	22	3	3	5	0	1
"6632"	"C16orf53"	5901	570	887	5335	554	790	4694	572	623	3075	343	437	696	51	73
"6633"	"ZNF821"	197	15	28	160	19	31	179	23	27	19	8	5	24	2	1
"6634"	"ZNF76"	4024	375	862	4622	586	784	4542	655	858	2761	334	553	471	62	76
"6635"	"RNF4"	12954	1444	2210	15398	1687	2255	14103	1804	2180	10574	1210	1610	1957	151	127
"6636"	"ACTN4"	94855	7787	11636	107768	11665	12435	84262	12635	11416	31715	4125	5003	9074	828	1127
"6637"	"CNDP2"	17186	1729	2322	11892	1231	1847	4056	522	654	1223	66	64	2507	87	98
"6638"	"SIRT4"	281	36	63	253	43	50	154	29	23	0	1	0	70	4	3
"6639"	"BMI1"	727	73	202	896	122	196	761	136	201	511	83	135	155	9	10
"6640"	"PIDD"	5965	353	1040	9308	691	1584	8353	954	1788	3241	518	740	523	53	82
"6641"	"NUDT4"	724	103	206	1918	179	264	3398	321	668	7685	1370	1886	5144	1013	1303
"6642"	"SFT2D1"	4883	876	901	5405	889	957	4066	895	986	2597	371	529	859	98	127
"6643"	"SCPEP1"	4195	1614	3129	4319	1537	3525	2577	1013	3274	647	156	810	1428	408	535
"6644"	"CYBASC3"	15250	1364	2675	17437	1689	2423	16574	1892	2180	7334	1054	1389	1520	170	270
"6645"	"CCDC151"	30	1	8	42	5	4	23	2	1	7	1	0	0	0	0
"6646"	"ATOX1"	2931	292	409	2561	339	407	1641	244	269	361	58	61	381	36	32
"6647"	"HMGB2"	91932	17368	18678	196242	28133	26622	307869	48821	53196	207898	36973	43086	9596	3052	3953
"6648"	"LAGE3"	6343	655	1084	7589	860	1471	6077	898	1368	2737	261	443	822	77	91
"6649"	"CHD4"	94998	9050	13738	92431	11437	12256	66137	10245	10024	33736	3813	4908	12129	877	1070
"6650"	"C1orf55"	11049	1665	2142	15827	2639	2694	15791	3028	3006	24331	6510	8213	38480	12280	15425
"6651"	"KLRG2"	44	3	4	5	2	2	1	0	0	4	0	0	4	0	0
"6652"	"COL24A1"	4	0	0	5	0	3	12	1	1	4	1	0	19	7	5
"6653"	"C20orf20"	4464	557	825	3947	619	817	2324	434	560	1044	152	180	601	80	112
"6654"	"ODF2"	13378	1906	2469	21768	2881	3114	29673	4475	4994	10634	1551	2229	1663	259	341
"6655"	"CD200R1"	1	1	0	1	0	0	6	0	1	0	1	1	8	2	7
"6656"	"ZCCHC7"	4618	1121	1318	4848	1014	1311	3456	902	1029	2262	443	356	1079	168	198
"6657"	"MSC"	0	0	0	0	0	0	0	1	0	5	1	0	34	0	5
"6658"	"KLHL36"	2543	190	352	2239	241	330	1218	171	189	470	53	55	311	12	26
"6659"	"WBSCR22"	11370	1363	1971	11259	1429	1860	5793	1039	1275	1540	199	219	1985	109	166
"6660"	"RBM41"	3245	687	925	4480	965	1184	3961	1031	1054	2262	557	596	672	146	151
"6661"	"CPD"	13584	1656	2236	13738	1990	2066	8510	1702	1682	4086	652	718	2031	185	245
"6662"	"GADD45G"	115	12	22	271	17	29	552	50	63	665	218	92	366	184	280
"6663"	"ALS2CR11"	13	1	5	24	1	6	17	6	4	107	36	51	69	19	20
"6664"	"PSMA4"	24517	3993	4107	26608	3830	4217	18622	3429	3737	25467	2681	3256	3841	346	498
"6665"	"C9orf11"	4	0	7	4	2	6	3	2	3	0	0	0	0	0	0
"6666"	"PTPRR"	16	1	1	3	0	1	1	0	1	0	0	0	0	0	0
"6667"	"RPL17"	6675	887	1362	5853	973	1142	3705	761	811	1566	227	234	1080	115	150
"6668"	"MED8"	18272	2416	3038	20718	2853	3448	15575	2709	2821	7064	853	1025	2752	246	305
"6669"	"RTKN"	122	2	12	64	1	3	25	0	1	0	0	0	1	0	0
"6670"	"MIR636"	7	2	4	17	1	9	11	3	6	5	0	7	0	0	0
"6671"	"ROCK1"	14375	2101	2377	16427	2601	2367	14400	2831	2387	9721	1521	1774	2253	212	292
"6672"	"SNORA67"	512	38	110	593	80	116	360	90	87	131	6	20	38	5	14
"6673"	"TSN"	23614	3674	4361	24047	3738	4125	14718	3308	3093	8668	1488	1579	3960	390	626
"6674"	"TM6SF1"	159	28	82	270	40	48	349	58	62	137	39	37	43	3	6
"6675"	"LOC100616668"	150	30	29	126	25	38	86	25	25	6	0	0	19	6	5
"6676"	"METTL11A"	4731	419	744	4808	464	706	2865	371	484	491	66	82	643	34	56
"6677"	"SNORA26"	47	9	8	35	9	14	7	4	13	0	3	2	9	2	0
"6678"	"TFE3"	4089	384	609	4438	429	610	4892	488	575	15252	1844	3033	37290	4203	5602
"6679"	"PTPN1"	12002	1290	2028	12835	1666	1906	8874	1499	1606	4044	568	733	1636	144	207
"6680"	"LOC100127983"	2060	311	457	3002	392	501	3708	479	631	2971	569	710	168	74	95
"6681"	"MIS12"	7028	788	1095	9078	1147	1246	7151	1239	1352	4511	627	924	1016	91	94
"6682"	"SRSF9"	8608	957	1295	8291	1069	1288	5651	857	936	2502	254	391	1195	90	110
"6683"	"ATP6V1B1"	0	0	0	0	0	0	3	0	0	0	0	0	40	1	1
"6684"	"FCGR2B"	53	11	22	99	21	33	254	32	37	34	11	2	9	0	3
"6685"	"C19orf54"	4244	413	638	5183	478	655	4864	591	681	2944	209	368	568	25	40
"6686"	"MPG"	8594	779	1495	7312	731	1345	4913	650	942	2905	252	383	906	103	124
"6687"	"ABCC5"	40064	5083	7956	54615	7529	9694	45302	9091	9661	12283	3002	3419	4687	1028	1404
"6688"	"YPEL2"	1566	212	444	1507	219	321	1525	220	273	5745	1125	1334	11901	1824	2212
"6689"	"SLC39A6"	2891	391	571	2623	374	518	1177	215	345	231	30	59	587	32	56
"6690"	"MOB1B"	22517	4863	4750	36363	7138	6145	48014	11004	9520	100657	33044	35032	89548	25379	32293
"6691"	"IL1RAP"	595	103	78	484	112	78	374	76	67	418	65	82	108	6	11
"6692"	"FBXO25"	2517	401	439	3299	564	516	3333	674	584	1901	275	300	363	43	68
"6693"	"LOC100859930"	2772	289	473	3531	424	509	4073	505	471	2645	334	373	352	34	33
"6694"	"BRE"	4683	719	700	4747	761	675	3624	681	552	1279	181	205	506	97	123
"6695"	"PIP5KL1"	39	5	10	42	3	10	43	5	6	137	35	26	156	59	72
"6696"	"CLK2P"	1413	193	407	1756	286	468	1576	340	419	816	173	168	269	33	45
"6697"	"MKKS"	8082	1008	1407	8854	1142	1361	5803	942	1073	2929	373	461	1231	106	131
"6698"	"PBLD"	351	80	91	495	94	114	438	121	103	270	61	82	82	12	13
"6699"	"PSMC6"	5015	1031	1149	6122	1073	1157	4506	1076	1137	2846	571	617	939	153	194
"6700"	"CDK5RAP3"	6144	725	1457	6564	992	1533	5077	1037	1155	2731	498	666	901	145	174
"6701"	"EXTL1"	12	1	5	8	0	0	7	1	0	0	0	0	0	0	0
"6702"	"PIF1"	457	153	151	1676	273	250	4289	866	994	886	235	417	53	34	55
"6703"	"CYYR1"	349	9	28	116	8	2	9	2	1	6	0	0	15	1	0
"6704"	"HHATL"	0	0	0	0	0	0	1	0	0	0	0	0	6	0	4
"6705"	"PIGV"	4971	496	776	4442	512	633	3617	558	464	1737	251	155	610	56	54
"6706"	"BAHD1"	12822	1084	2033	14338	1431	2070	10648	1313	1757	6768	856	984	1804	84	136
"6707"	"MAP3K6"	459	13	45	414	30	52	260	25	25	21	4	3	23	4	0
"6708"	"SGK494"	407	45	69	491	97	110	297	89	117	250	58	57	51	10	11
"6709"	"SNORA71A"	57	2	15	26	9	12	20	5	9	15	3	2	3	1	1
"6710"	"LOC283038"	22	1	5	31	1	3	5	6	0	1	1	1	0	0	0
"6711"	"ZNF544"	6751	817	1115	8082	1047	1092	6952	1000	924	4163	470	601	946	69	108
"6712"	"CALM1"	21814	1595	3807	20042	1452	3814	9267	919	2221	2944	413	549	2195	207	303
"6713"	"NUBP1"	3406	359	510	3400	380	583	2669	384	431	1360	175	198	528	23	44
"6714"	"ARMC6"	18804	1829	3135	20060	2143	3059	14632	1952	2299	3806	614	778	2431	201	301
"6715"	"SHKBP1"	12835	1026	2009	13117	1281	1930	11423	1413	1757	5720	593	1043	1517	98	152
"6716"	"JPH1"	10	3	1	11	4	10	12	0	2	0	0	0	0	0	0
"6717"	"OCLN"	73	5	2	40	3	2	22	4	1	1	1	0	1	0	0
"6718"	"RNF13"	1589	264	284	1896	306	308	1414	296	321	573	149	119	228	44	48
"6719"	"LOC340544"	76	6	17	66	17	20	27	12	13	6	4	3	18	0	1
"6720"	"C20orf197"	39	2	3	9	0	0	3	0	2	0	0	0	0	1	0
"6721"	"PLEKHF1"	28	2	9	16	3	3	11	2	0	310	24	56	827	25	53
"6722"	"C8orf48"	26	3	1	9	0	4	12	1	3	1	1	0	0	0	0
"6723"	"RAET1G"	11	2	1	14	1	0	4	0	0	9	5	15	60	15	17
"6724"	"ST3GAL5"	17	1	3	7	1	2	16	4	2	140	15	41	218	15	18
"6725"	"ESRG"	0	0	0	0	0	0	1	0	0	11	5	1	3	3	1
"6726"	"CDC42BPA"	30986	4995	4803	32305	5707	4261	29088	5714	4386	29127	4365	4411	4661	502	634
"6727"	"RPL7"	358	53	92	387	57	85	222	54	68	74	16	17	60	7	16
"6728"	"RABL2A"	250	25	54	283	27	42	178	35	39	53	15	11	32	1	9
"6729"	"MIR4784"	4	1	3	18	2	5	11	3	4	1	1	1	0	0	0
"6730"	"TXNL4B"	2762	419	531	3506	508	569	2711	523	453	1318	253	279	381	48	99
"6731"	"SCAMP1"	2744	625	617	2231	483	529	1384	344	320	820	196	242	539	99	131
"6732"	"KIAA0196"	22007	3014	3510	26822	3901	3511	20839	3805	3286	11986	1776	1511	2967	327	424
"6733"	"TIMM44"	14833	1478	2526	18712	2040	2964	16057	2377	2512	7404	837	1085	2339	116	179
"6734"	"SREK1IP1"	10266	1880	2162	8648	1731	1794	5069	1256	1311	3319	948	956	1373	407	587
"6735"	"BTG1"	2264	230	586	2852	254	592	4794	490	688	15494	2501	3202	19370	2592	3601
"6736"	"LOC220906"	2101	337	418	1766	309	312	1023	218	237	669	68	137	473	21	43
"6737"	"RPL30"	93768	11938	18507	99047	13023	16992	76827	12934	14993	40379	4481	5523	14411	1260	1873
"6738"	"TRIB2"	11689	1694	2637	5928	1177	1368	1723	480	378	2253	492	655	2974	201	233
"6739"	"FAM110D"	106	8	38	64	2	39	80	1	30	12	2	0	2	0	4
"6740"	"ZMAT3"	1907	257	368	1269	238	269	361	121	81	256	22	35	266	34	52
"6741"	"EFTUD1"	7458	896	1206	7659	1019	1165	4787	895	1085	1529	325	313	1048	118	157
"6742"	"TBL3"	16346	1267	2473	16648	1581	2664	9415	1318	1756	2342	251	328	2158	113	159
"6743"	"TCAP"	258	10	40	224	18	55	114	19	30	39	3	10	19	2	1
"6744"	"ZNF586"	1663	234	437	1907	252	435	1549	236	337	700	164	191	275	48	46
"6745"	"DHRS2"	0	0	0	5	3	0	5	2	0	12	2	4	7	1	5
"6746"	"HTR3C"	9	2	1	7	0	1	4	2	1	0	0	0	0	0	0
"6747"	"METTL19"	3074	268	575	3191	303	516	2034	274	346	812	81	114	399	34	33
"6748"	"WEE1"	16936	2286	3165	19988	2834	3122	18869	3522	3415	8396	1638	2197	2589	309	417
"6749"	"KIF2C"	17291	2757	3375	35868	4080	4027	61918	7550	7806	43987	5785	7191	1302	474	664
"6750"	"SMPD1"	2360	267	405	2877	405	418	2379	384	347	660	91	122	298	36	43
"6751"	"SCGB3A1"	29	1	9	14	0	5	5	0	0	0	0	0	1	0	0
"6752"	"SOS1"	27588	4361	4871	26015	4434	4681	16650	3245	3141	13584	2032	1906	4968	474	522
"6753"	"C1orf123"	3915	468	812	4276	567	769	3260	520	633	1672	203	275	601	48	88
"6754"	"KDM6B"	3467	229	502	4572	322	540	8035	497	453	34599	3290	3367	49157	3872	5262
"6755"	"SZT2"	45187	2801	6080	37520	4818	6127	23435	3990	4311	14279	1823	1808	4277	393	535
"6756"	"SLC6A2"	0	0	0	0	0	0	0	0	0	0	0	0	272	1	1
"6757"	"ZNF23"	2571	453	596	3139	555	628	2645	510	547	5605	2036	2578	9820	2746	3487
"6758"	"ERGIC3"	37234	3892	6081	33154	3515	5401	24074	2992	3833	10850	1018	1520	4651	376	553
"6759"	"KPNB1"	78275	10080	11677	84950	10985	11025	62046	9804	9489	45466	6578	7933	10379	1092	1373
"6760"	"LOC100286844"	69	6	8	73	12	10	22	10	6	13	1	2	6	1	0
"6761"	"PNPO"	9588	1556	1305	9792	1560	1452	5474	1279	1137	1289	240	297	1662	148	183
"6762"	"UBE2V2"	7615	1416	1649	7863	1555	1596	5272	1376	1411	2965	575	671	1418	219	285
"6763"	"EEF1A1"	127079	14312	22612	134409	16800	20605	107593	15799	17871	52940	5265	6178	16646	1537	2132
"6764"	"CCDC136"	102	13	16	99	9	20	68	3	10	20	1	3	16	0	0
"6765"	"IFNGR1"	1752	251	350	1540	244	285	804	186	204	250	36	26	258	41	39
"6766"	"MRC2"	538	46	103	1081	114	151	2046	255	284	1304	614	501	954	691	1041
"6767"	"ETV1"	34	4	0	11	3	5	13	8	4	0	1	1	0	0	0
"6768"	"LOC284757"	34	2	2	24	1	2	13	1	1	0	0	0	0	0	0
"6769"	"LOC100133331"	289	19	37	324	30	49	331	51	55	158	20	15	16	3	4
"6770"	"MYL6B"	3377	381	595	2485	357	444	1829	292	311	1102	132	209	395	53	80
"6771"	"CSAD"	582	79	115	654	90	187	462	161	150	251	60	72	104	13	16
"6772"	"HLA-DMA"	777	62	73	458	39	52	255	40	22	39	0	1	36	5	6
"6773"	"SLC50A1"	4191	501	752	4295	534	724	2605	382	483	856	166	170	792	37	71
"6774"	"DHX35"	5904	757	1195	6249	896	1192	3328	710	783	1015	165	220	770	129	194
"6775"	"ESCO1"	5796	973	1101	5146	920	1031	3317	806	804	2171	428	388	1092	126	155
"6776"	"MAMSTR"	30	11	12	38	4	7	35	2	9	10	1	0	4	0	2
"6777"	"STIM2"	2915	373	648	3156	390	605	2566	474	575	987	261	328	397	75	100
"6778"	"SLC35A4"	29374	2469	3877	32045	3143	3791	23179	3074	3357	9631	990	1296	3843	174	270
"6779"	"POLR3GL"	4981	778	873	6332	888	904	6400	948	1024	3689	430	451	1093	42	65
"6780"	"HLCS"	3936	440	377	4608	506	459	4735	452	372	5685	264	320	471	13	23
"6781"	"C22orf28"	22323	2901	3379	23906	3160	3542	16745	2837	2684	6748	792	994	2705	303	489
"6782"	"SIN3B"	5641	466	996	4724	592	975	2756	471	518	1775	99	220	837	35	60
