ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	entrezID
HNF4A-AS1	-2.543118873	4.402331911	-10.38483784	9.03e-05	0.008402088	2.222080536	101927219
RAB26	2.205095198	5.874641443	10.35982745	9.15e-05	0.008478848	2.209043949	25837
CTSS	-2.416413704	5.133958624	-10.3526978	9.18e-05	0.008480456	2.20532119	1520
TRIM67	-2.746246864	6.449396329	-10.32021737	9.33e-05	0.008568588	2.188325158	440730
H1-2	1.393043588	11.26367405	10.31298605	9.36e-05	0.008568588	2.184533096	3006
RHCE	-1.215541856	10.32274045	-10.30897747	9.38e-05	0.008568588	2.182429741	6006
AHNAK	-1.202210045	11.7633115	-10.30534471	9.4e-05	0.008568588	2.180522795	79026
MLXIPL	-2.715829204	3.081222936	-10.22932875	9.77e-05	0.008873493	2.140447077	51085
BCL2	-1.338411049	6.201268777	-10.21767234	9.82e-05	0.008896483	2.134272517	596
TRIP6	-1.321332263	9.641412656	-10.18629391	9.98e-05	0.008975078	2.117612002	7205
ERAP2	-1.544737142	6.784104304	-10.18361133	9.99e-05	0.008975078	2.11618503	64167
SOX21	-2.96561231	5.15041116	-10.18086865	0.000100083	0.008975078	2.114725665	11166
CACNA1H	-1.456276759	8.222894801	-10.13933473	0.000102219	0.009136778	2.092572245	8912
LINC02037	-2.258789077	3.344013268	-10.12608688	0.000102912	0.009157595	2.085484958	101929337
WARS2-AS1	1.113029435	9.868261258	10.11899975	0.000103284	0.009157595	2.081689305	101929147
KLF7	1.649001872	7.446082722	10.11580293	0.000103453	0.009157595	2.079976218	8609
HSPA1A	1.353332422	11.4374925	10.10714872	0.000103911	0.009168583	2.075335676	3303
UACA	1.356055897	8.104511156	10.08041638	0.000105342	0.00925849	2.060973556	55075
ARPP21	-2.185712166	6.656607015	-10.07494528	0.000105638	0.00925849	2.058028992	10777
SLC15A2	1.54776987	4.317003809	10.06932336	0.000105942	0.00925849	2.055001417	6565
HSPB1	-1.070892791	9.75921988	-10.03811001	0.000107654	0.009377502	2.038158147	3315
KLHL29	1.477370338	3.397778477	10.03082248	0.000108058	0.009377502	2.034217366	114818
SV2A	1.610225064	6.484212625	10.02594657	0.000108329	0.009377502	2.031578923	9900
UCA1	-1.138511458	9.71787536	-10.00512917	0.000109497	0.009448805	2.020298364	652995
TGM2	-1.085514595	11.61982388	-9.984400988	0.000110675	0.009520499	2.0090405	7052
KCNH2	-1.108982829	12.61259002	-9.967731994	0.000111633	0.009572895	1.999968629	3757
PODXL	1.378386223	8.514522009	9.953741166	0.000112445	0.009603095	1.992341462	5420
CCDC144CP	-1.258181881	6.940483436	-9.949618089	0.000112685	0.009603095	1.990091505	348254
PDE4A	-1.787131825	7.49195832	-9.932607313	0.000113684	0.009658205	1.980797937	5141
C1orf105	-2.733703205	5.59275815	-9.919832354	0.000114441	0.009692495	1.973807077	92346
CCDC136	-1.190867286	9.164677556	-9.875853532	0.000117092	0.009886518	1.949664986	64753
PLK2	1.829017957	7.459162363	9.864784246	0.000117771	0.009913314	1.943570024	10769
RPL22P5	-2.60459373	1.302296865	-9.845967728	0.000118935	0.009980698	1.93319215	100132479
RNF43	-2.778150566	6.736416179	-9.814687615	0.0001209	0.010114705	1.915892315	54894
HEY2	1.240428723	7.93746768	9.793424569	0.000122258	0.010197219	1.904098244	23493
ZFYVE16	1.14895777	8.028728427	9.764947849	0.000124105	0.010291066	1.888259268	9765
RYR3	-1.24877192	10.98875962	-9.764513356	0.000124133	0.010291066	1.88801721	6263
FRY	-1.194557992	8.877629375	-9.754164913	0.000124813	0.010316225	1.88224862	10129
AQP2	2.007911502	10.68441763	9.744069631	0.00012548	0.010340211	1.87661475	359
LINC01036	1.024367407	10.60317567	9.706664506	0.000127988	0.010515328	1.855684815	104169671
TSPYL2	1.417183051	11.02437238	9.693027147	0.000128917	0.010560046	1.848032343	64061
WIPI1	-1.256955577	8.544273565	-9.656572012	0.00013144	0.010734662	1.827518629	55062
OR7E37P	1	0.5	9.632965968	0.000133105	0.010806291	1.814190604	100506759
MICALL1	-1.391542014	9.156356256	-9.625937691	0.000133605	0.01081492	1.81021562	85377
CNNM4	1.495161829	7.454015376	9.611295629	0.000134655	0.010867825	1.801924454	26504
HLA-F-AS1	-1.978486583	4.348181824	-9.60219481	0.000135312	0.010888847	1.796764198	285830
H4C10P	2.475308605	4.780773176	9.58686198	0.000136428	0.010941122	1.788058416	10337
FN3K	-1.225151467	10.4508151	-9.578047077	0.000137074	0.010941122	1.783046648	64122
TLE4	1.30314898	8.459752438	9.574580905	0.00013733	0.010941122	1.781074577	7091
MARCKSL1	1.413614118	9.81526399	9.571505163	0.000137556	0.010941122	1.779323997	65108
HDAC7	-1.34587459	10.215611	-9.559797661	0.000138424	0.010978319	1.772655059	51564
RASD1	2.057972068	7.961871139	9.546178227	0.000139442	0.01102715	1.764885986	51655
PLXNC1	-1.379156835	8.668507446	-9.539567964	0.000139939	0.011034657	1.761110939	10154
SMIM5	-1.10963862	9.540425607	-9.527525913	0.00014085	0.011074656	1.754226642	643008
TMEM72	-4.639621079	4.433093874	-9.495917406	0.000143274	0.011202104	1.736111992	643236
ACP3	-3.244338441	3.452786919	-9.495747162	0.000143287	0.011202104	1.736014251	55
MALAT1	1.116148603	17.15566596	9.47477033	0.000144923	0.011297823	1.723956662	378938
HLA-A	1.197336905	11.72287917	9.439989854	0.000147684	0.01147093	1.703901676	3105
ITGAL	-2.255178249	2.958206823	-9.423313473	0.00014903	0.01147093	1.69425782	3683
DPPA4	2.209311667	4.032867449	9.414947193	0.000149711	0.01147093	1.689412794	55211
PLAAT4	-3.504904685	1.752452342	-9.390846084	0.000151692	0.01147093	1.67542984	5920
H2AC14	1.762548215	8.145294987	9.376318631	0.000152901	0.01147093	1.666982861	8331
NEAT1	1.125126743	17.45240165	9.365095975	0.000153843	0.01147093	1.660447922	283131
HNF4A	-1.929206809	6.216719346	-9.363091658	0.000154012	0.01147093	1.659279935	3172
PARP10	-1.33429475	9.112886156	-9.361881276	0.000154114	0.01147093	1.658574474	84875
DYSF	-1.577625922	7.190675643	-9.35370165	0.000154807	0.01147093	1.653804504	8291
TPSG1	-2.577600608	4.17605967	-9.353396318	0.000154832	0.01147093	1.653626362	25823
SIX2	2.528320834	1.264160417	9.350271849	0.000155098	0.01147093	1.651803088	10736
TIPARP	1.417006131	8.437905901	9.349556393	0.000155159	0.01147093	1.651385495	25976
SLC9A3R1	1.218524984	9.253628239	9.348100598	0.000155283	0.01147093	1.65053568	9368
PPP1R1C	-1.968963532	0.984481766	-9.334807557	0.000156419	0.01147093	1.642769416	151242
RPL7P56	-1.968963532	0.984481766	-9.334807557	0.000156419	0.01147093	1.642769416	728962
MAP3K5-AS1	1.968963532	0.984481766	9.334807557	0.000156419	0.01147093	1.642769416	101928461
NLGN4X	1.968963532	0.984481766	9.334807557	0.000156419	0.01147093	1.642769416	57502
LNCOC1	1.968963532	0.984481766	9.334807557	0.000156419	0.01147093	1.642769416	100288181
EIF4A2P2	1.968963532	0.984481766	9.334807557	0.000156419	0.01147093	1.642769416	100421579
RN7SKP296	-1.968963532	0.984481766	-9.334807557	0.000156419	0.01147093	1.642769416	106481823
PCED1B-AS1	-2.328951956	5.624990295	-9.329570587	0.00015687	0.01147093	1.639706571	100233209
TRIM15	-1.166159941	4.997768792	-9.329503579	0.000156876	0.01147093	1.63966737	89870
H3C14	2.336329594	3.137128329	9.321587292	0.00015756	0.01147093	1.635034027	126961
WNT5B	-1.555274389	7.586853327	-9.319679429	0.000157725	0.01147093	1.633916745	81029
TRAF5	-1.627590821	6.804190168	-9.316554766	0.000157996	0.01147093	1.632086359	7188
H2BC20P	1.116674234	8.234648771	9.316373539	0.000158012	0.01147093	1.631980179	337873
PLD1	-1.028555982	9.439820869	-9.302603695	0.000159214	0.011505089	1.623906062	5337
BTN3A2	-1.016696786	8.452169699	-9.301385308	0.000159321	0.011505089	1.623191036	11118
CCSER2	1.198716838	8.321023923	9.280288825	0.000161185	0.01160916	1.610794562	54462
CYP1B1-AS1	1.468397208	6.61907728	9.271172327	0.000161999	0.011630166	1.605428403	285154
CSKMT	1.676840648	6.825811334	9.267536573	0.000162325	0.011630166	1.603286767	751071
DPEP2	-2.382015966	5.141590997	-9.246286178	0.000164244	0.011701379	1.590751471	64174
ZFP36L2	-1.229488479	10.69533358	-9.243189913	0.000164526	0.011701379	1.588922491	678
EPHB4	-1.254148916	10.17826229	-9.242404249	0.000164598	0.011701379	1.588458292	2050
CHAC1	1.45717423	8.791213758	9.236273956	0.000165158	0.011710861	1.584834863	79094
PGF	-1.23764004	6.303677528	-9.216416146	0.000166988	0.011779737	1.573080078	5228
AKR1C1	-1.524101118	8.793081328	-9.20687786	0.000167875	0.011811973	1.567424418	1645
MIR616	1.699196901	9.102159447	9.173758292	0.000171	0.01199043	1.547738399	693201
PRKCH	-1.636865704	5.295250369	-9.162896781	0.00017204	0.01199043	1.541266121	5583
H2AC8	2.37582094	7.770155164	9.162239036	0.000172103	0.01199043	1.540873917	3012
SRP54-AS1	1.212898162	4.265542389	9.161650157	0.00017216	0.01199043	1.540522753	100506157
BTG1-DT	1.894181616	5.659234292	9.154770291	0.000172822	0.012001239	1.536418343	101928617
H4C9	1.436988348	6.108351754	9.1506986	0.000173216	0.012001239	1.533987716	8294
ZNF165	-1.32704815	6.226956788	-9.146463593	0.000173627	0.012001239	1.531458391	7718
FCHO1	-2.522614727	6.748467179	-9.135060422	0.000174738	0.012022508	1.524641822	23149
EGR1	1.706344424	11.11101714	9.131909987	0.000175047	0.012022508	1.522756986	1958
ZBED6CL	-2.221819038	6.793376475	-9.129848934	0.000175249	0.012022508	1.521523534	NA
PRX	-1.907162955	6.093787541	-9.101562557	0.000178052	0.01217635	1.504565803	57716
ISG20	-1.130030334	10.03882971	-9.098293998	0.000178379	0.01217635	1.502602739	3669
APOL4	-1.212577379	10.12531284	-9.076119966	0.000180618	0.012268138	1.489265721	80832
STAR	-2.785440983	6.45380305	-9.062543407	0.000182005	0.012331826	1.481083	6770
ZFAS1	1.573684424	7.759062271	9.049031886	0.000183397	0.012395593	1.472926753	441951
NIBAN2	-1.176883854	11.72923613	-9.030350345	0.000185344	0.012496374	1.461628656	64855
SLC6A19	-1.461900522	6.957223654	-9.005476233	0.000187973	0.012635145	1.446547574	340024
RGS3	-1.362662583	9.258661338	-8.99217468	0.000189398	0.012649984	1.438465079	5998
PRRG4	-1.246472031	5.075936585	-8.99153652	0.000189466	0.012649984	1.438076998	79056
ZDBF2	-1.317639201	7.795752644	-8.984472025	0.000190228	0.012670021	1.433778982	57683
PRKACA	1.004838612	10.71580564	8.960080794	0.000192886	0.012815958	1.418912386	5566
DEF6	-1.486755246	8.885117196	-8.954175121	0.000193536	0.012828095	1.415306522	50619
STYK1	-2.413760586	5.533295808	-8.943824535	0.000194682	0.012867732	1.40898074	55359
CMBL	-1.333527679	10.02777825	-8.939724526	0.000195138	0.012867732	1.40647291	134147
MYH7	-1.773949666	5.295377312	-8.936007753	0.000195553	0.012867732	1.404198461	4625
SLC17A9	-1.189552421	6.712859338	-8.931915978	0.00019601	0.012867732	1.401693397	63910
MORC1	-2.3940605	3.573457922	-8.91489239	0.000197927	0.012932469	1.391258443	27136
LINC02772	-1.098220946	12.3310031	-8.909026811	0.000198593	0.012932469	1.387658235	105371455
CBLN3	-1.708985571	4.980229629	-8.906489815	0.000198881	0.012932469	1.386100303	643866
PIGC	-1.047715667	9.840615075	-8.889421725	0.000200836	0.013006358	1.375607083	5279
KALRN	1.704254148	6.165717873	8.888301296	0.000200966	0.013006358	1.37491753	8997
H2AC17	2.05261739	2.995272227	8.881617196	0.000201738	0.013025626	1.370802023	8336
ARRDC4	1.326449017	10.17443778	8.844505649	0.00020609	0.013091714	1.347893486	91947
H2BC3	2.107244878	6.826637711	8.835654898	0.000207145	0.013091714	1.342415367	3018
SLC8A3	1.553317387	6.51245408	8.835277846	0.00020719	0.013091714	1.342181867	6547
IFITM1	-2.974037111	4.770934903	-8.823552809	0.000208596	0.013091714	1.334915687	8519
TCN1	-4.367161104	3.240222219	-8.820931807	0.000208912	0.013091714	1.333290052	6947
UNC13B	1.029815498	8.920644822	8.819436609	0.000209093	0.013091714	1.332362457	10497
IL1RN	-1.880777627	6.063178828	-8.816150149	0.00020949	0.013091714	1.330323023	3557
OR13G1	2.076272897	1.038136448	8.814065332	0.000209743	0.013091714	1.329028871	441933
LINC01798	2.076272897	1.038136448	8.814065332	0.000209743	0.013091714	1.329028871	100507073
LINC00689	2.076272897	1.038136448	8.814065332	0.000209743	0.013091714	1.329028871	154822
PRDM12	2.076272897	1.038136448	8.814065332	0.000209743	0.013091714	1.329028871	59335
DIO3	2.076272897	1.038136448	8.814065332	0.000209743	0.013091714	1.329028871	1735
RPL36P2	-2.076272897	1.038136448	-8.814065332	0.000209743	0.013091714	1.329028871	140751
SLC10A5	-2.076272897	1.038136448	-8.814065332	0.000209743	0.013091714	1.329028871	347051
PTPRB	-2.043096234	6.427041661	-8.812623018	0.000209918	0.013091714	1.328133368	5787
IDI1	1.043103999	10.96707136	8.780101241	0.000213908	0.013310332	1.307901144	3422
H2AC13	1.979104773	7.540080488	8.774164703	0.000214646	0.013326036	1.304199631	8329
UCP3	-1.196090857	6.131722362	-8.762033691	0.000216164	0.013389379	1.296627772	7352
OTULIN-DT	1.204576795	6.452912881	8.7582268	0.000216642	0.013389379	1.294249392	728178
HBM	-1.463084734	8.865221641	-8.740073426	0.000218943	0.013501136	1.282893345	3042
ABCG2	-1.01677549	8.097300129	-8.706718327	0.000223244	0.013692224	1.261964533	9429
H2BC15	1.516564407	7.253673904	8.70650244	0.000223272	0.013692224	1.261828806	8341
RPS16P5	-2.655261428	1.327630714	-8.70207141	0.000223851	0.013692224	1.259042291	647190
IRF6	-1.06567309	8.687072528	-8.700651753	0.000224037	0.013692224	1.258149213	3664
KHK	-1.406437353	6.573579493	-8.694996689	0.00022478	0.013699139	1.254590244	3795
OR2W3	-1.029473384	6.320709501	-8.688612103	0.000225621	0.013699139	1.250569311	343171
H2BC8	2.425810004	7.011098309	8.688406157	0.000225648	0.013699139	1.250439558	8339
KIF1B	1.029031039	8.783426486	8.683418574	0.000226308	0.013703928	1.247296263	23095
CPB1	-1.873319307	4.025588501	-8.680270627	0.000226726	0.013703928	1.245311401	1360
ACKR1	-1.531091091	6.751215987	-8.674261838	0.000227526	0.013722048	1.241520662	2532
H3C1	2.30697037	6.546852987	8.650233621	0.000230757	0.013886434	1.226335246	8350
LRFN4	-1.849174549	6.294299569	-8.634852588	0.000232854	0.013981964	1.216592103	78999
ARHGAP22	-1.731671994	5.484255273	-8.603248418	0.000237234	0.014213829	1.196516796	58504
SNORD3A	1.523486572	9.15708769	8.595573955	0.000238312	0.014244262	1.191630574	780851
GNGT2	-1.243062647	6.12181195	-8.592254101	0.00023878	0.014244262	1.189515497	2793
WT1-AS	-1.280591023	4.748543215	-8.566608674	0.000242433	0.014428686	1.173148783	51352
TSC22D3	1.275714191	10.34707178	8.559863476	0.000243404	0.014428686	1.168835791	1831
CATSPERG	1.311005585	7.567629612	8.559553928	0.000243449	0.014428686	1.168637778	57828
DUSP10	1.130375968	7.71310092	8.555631594	0.000244016	0.014431134	1.166128095	11221
H2AC21	1.710353879	6.042352481	8.545530769	0.000245484	0.014473427	1.159659768	317772
RNA5-8SN3	1.8018796	4.046510314	8.543460061	0.000245786	0.014473427	1.158332778	109910381
ZSCAN5A-AS1	-1.485664272	6.459669099	-8.533608152	0.00024723	0.014527268	1.152014833	112268243
SERPINE2	1.086945617	6.83066839	8.508645969	0.000250933	0.014681967	1.135973692	5270
SNORA80B	2.208298991	2.827457829	8.478014472	0.000255566	0.014881431	1.11622423	100302743
ALOX12B	-1.570030259	6.352838811	-8.476361793	0.000255819	0.014881431	1.115156629	242
GALC	-1.141273306	9.894050699	-8.472993663	0.000256335	0.014881431	1.112980226	2581
EMP2	-1.398851614	5.901869245	-8.462311984	0.00025798	0.014881431	1.106072214	2013
SCAANT1	1.986452672	2.71653467	8.461663076	0.00025808	0.014881431	1.105652272	100861563
FAM124B	-1.577912221	6.051751771	-8.45902049	0.000258489	0.014881431	1.10394178	79843
PLCB4	1.077528235	6.15267213	8.454294306	0.000259222	0.014881431	1.100881277	5332
SNAI1	2.494747064	4.899982719	8.437537004	0.000261843	0.0149892	1.090015959	6615
ZMIZ1	-1.047434392	10.22867821	-8.435317928	0.000262192	0.0149892	1.088575497	57178
MIR191	1.363771722	4.086658901	8.413760269	0.000265614	0.015078074	1.074561972	406966
TNFRSF1B	-1.515776707	7.056354279	-8.409320064	0.000266326	0.015078074	1.071671142	7133
GNG8	2.175507198	5.238157303	8.408271299	0.000266494	0.015078074	1.070988111	94235
CCDC73	-2.602451641	1.634559154	-8.392405129	0.000269056	0.015191716	1.060644479	493860
MIR4432HG	-2.945467026	3.391029347	-8.381411272	0.000270849	0.01524531	1.053465737	106660609
HBEGF	1.805548917	3.8952011	8.376388123	0.000271672	0.01524531	1.05018259	1839
TNFRSF14	-1.53709185	7.231162275	-8.365978383	0.000273388	0.015310303	1.043372462	8764
MYO18B	-1.456132341	7.264420597	-8.359327941	0.000274491	0.015340766	1.039017248	84700
TBC1D4	-1.060384707	9.501243398	-8.354682769	0.000275265	0.015352729	1.035973179	9882
PRRT3	-1.219127969	6.562224316	-8.345447577	0.00027681	0.015407612	1.029916148	285368
HPGD	-1.461601857	10.49091667	-8.339306678	0.000277844	0.015433821	1.025884838	3248
NFILZ	-1.395666172	3.269248258	-8.334055338	0.000278731	0.015435443	1.022435142	105372267
RNVU1-25	1.773976032	2.276963016	8.329965627	0.000279424	0.015435443	1.019747034	115409981
RNVU1-27	1.673653808	5.215396666	8.329163372	0.00027956	0.015435443	1.019219568	115409988
PREX1	-1.195296711	9.331947453	-8.319258465	0.000281249	0.015468293	1.01270312	57580
MYBL1	1.433865687	6.469395458	8.312438336	0.000282418	0.015468293	1.008211643	4603
PIWIL3	-3.505971798	3.809627566	-8.31182843	0.000282523	0.015468293	1.007809803	440822
PIM3	1.370484985	8.477601686	8.308609051	0.000283077	0.015468293	1.005688209	415116
RAG1	-2.742404935	3.609284307	-8.305942212	0.000283537	0.015468293	1.003930121	5896
BTG1	1.130876581	10.22262649	8.28645022	0.000286927	0.01562216	0.991063092	694
COL23A1	-1.391889431	6.527500753	-8.278938432	0.000288246	0.015650003	0.986096363	91522
BST2	-1.176497461	9.262816766	-8.276086425	0.000288749	0.015650003	0.984209465	684
H2AX	1.008715757	11.99759265	8.273817193	0.00028915	0.015650003	0.982707671	3014
CHCHD7	1.057379117	10.08894542	8.262693248	0.000291123	0.015708738	0.975339823	79145
NRBP2	-1.481182054	6.494475766	-8.25837843	0.000291893	0.015708738	0.972479284	340371
CNKSR3	-1.370916093	9.420678918	-8.255522435	0.000292404	0.015708738	0.970585063	154043
KRT19	-1.193484439	9.854336532	-8.25220331	0.000292999	0.015708738	0.968382856	3880
RPS6KL1	-1.401890259	10.43304535	-8.251655715	0.000293097	0.015708738	0.968019447	83694
EVI2A	-1.871569948	3.325759974	-8.237625612	0.000295629	0.015813544	0.958700255	2123
H3C7	1.935469377	5.645513675	8.22843221	0.000297302	0.015845743	0.952585181	8968
LINC01226	-3.516915595	2.620111964	-8.201151796	0.000302331	0.016078056	0.934399371	284551
DRAM1	-1.026646934	8.093221774	-8.196081825	0.000303277	0.016097155	0.931012992	55332
FAM83A-AS1	-1.366211433	6.973109869	-8.176031765	0.000307051	0.016266019	0.917600625	100131726
TCAF1P1	1.05610525	5.066825657	8.159117617	0.000310278	0.016405288	0.906260673	653199
PLEKHA7	-1.598363688	7.10393698	-8.13079846	0.00031577	0.016631578	0.887222222	144100
PCDH9	1.747977957	5.773665694	8.123770368	0.000317151	0.016663176	0.882487228	5101
H2BC5	1.507475553	8.394347065	8.118805079	0.000318131	0.016663176	0.879139558	3017
SERINC2	-1.218624063	5.172062134	-8.118494534	0.000318192	0.016663176	0.878930117	347735
VAV1	-1.299937378	7.365862665	-8.097294237	0.000322416	0.016852212	0.864613297	7409
H2BC11	2.11687271	6.939604331	8.080975887	0.000325712	0.016992124	0.853568161	8970
RAMP1	1.52810269	4.994559825	8.076198557	0.000326684	0.017010514	0.850330457	10267
H2AC19	2.352363064	4.340132564	8.068446917	0.000328269	0.017060675	0.845072988	723790
FLI1	1.362410946	6.05947458	8.059469681	0.000330116	0.017062703	0.838978068	2313
ATP5F1AP3	-1.417527482	4.760369777	-8.059455027	0.000330119	0.017062703	0.838968113	645443
SPATC1L	-1.111842799	7.415066801	-8.059191282	0.000330174	0.017062703	0.838788948	84221
ECHDC2	-1.442438408	7.429572624	-8.04932101	0.000332219	0.017117271	0.832079792	55268
MMRN1	1.364020884	6.206189577	8.048079445	0.000332477	0.017117271	0.831235287	22915
LINC00910	1.529922117	8.377750002	8.041490971	0.000333852	0.017155857	0.826751708	100130581
MAPRE3	1.087840619	7.864286709	8.033661582	0.000335494	0.017187056	0.821418977	22924
PTPN6	-1.147063746	10.70781935	-8.030182786	0.000336227	0.017187056	0.819047874	5777
CD53	-2.163416404	5.413159347	-8.009343374	0.000340656	0.017343106	0.8048229	963
GBP4	1.528782188	8.414726228	8.003826256	0.00034184	0.017371153	0.801050853	115361
H2BC12	1.492057998	8.371031034	7.993506845	0.000344067	0.017437527	0.793988653	85236
H2BC13	2.058840164	6.167296058	7.991164894	0.000344575	0.017437527	0.792384672	8340
H2AC18	2.54718201	4.211518069	7.9866097	0.000345565	0.017437527	0.789263547	8337
USP18	-1.668421507	6.041256125	-7.986048579	0.000345688	0.017437527	0.788878958	11274
TRIM63	-2.901147402	6.084321712	-7.976480613	0.00034778	0.017510864	0.782317066	84676
CCDC181	1.250142618	3.61749795	7.96288049	0.000350779	0.017537416	0.772976611	57821
CD37	-1.222793955	8.302409475	-7.960589623	0.000351287	0.017537416	0.771401731	951
PTPN13	1.369683159	5.164655358	7.953732425	0.000352813	0.017537416	0.766685036	5783
DGKA	-1.017629433	8.495428979	-7.94769323	0.000354164	0.017537416	0.762527717	1606
NEK11	-1.477653136	5.065242083	-7.946116355	0.000354518	0.017537416	0.761441706	79858
SOCS1	2.079480895	7.111237075	7.944847545	0.000354802	0.017537416	0.76056771	8651
HOMER1	1.16955998	8.037160569	7.94246945	0.000355337	0.017537416	0.758929238	9456
GPT	-2.231334314	5.461058361	-7.930681074	0.000358001	0.017537416	0.750800163	2875
RN7SKP255	1.452768317	7.415584965	7.930330514	0.000358081	0.017537416	0.750558243	106479209
PTPN22	-1.769026483	6.479391523	-7.922900208	0.000359773	0.017537416	0.745428158	26191
CALB2	-2.449674385	4.889621671	-7.917281038	0.000361058	0.017537416	0.741545421	794
SAT2	1.135923884	7.035373107	7.897263823	0.000365682	0.017537416	0.727692121	112483
CTSE	-1.042566932	9.901436589	-7.893436485	0.000366574	0.017537416	0.725039454	1510
ASCL2	2.234813883	2.94802464	7.893009805	0.000366673	0.017537416	0.724743652	430
SAP30L-AS1	1.446936728	9.196971355	7.883331555	0.000368941	0.017537416	0.718029887	386627
KCTD13-DT	1.538036282	3.697229756	7.88182894	0.000369295	0.017537416	0.716986811	107984836
LRRC2	-1.199432718	8.515859817	-7.880633229	0.000369576	0.017537416	0.716156643	79442
IFRD1	1.13607991	6.724046421	7.875990808	0.000370672	0.017537416	0.712932304	3475
ZFR2	2.497284365	1.248642183	7.858480065	0.000374839	0.017537416	0.700753827	23217
PTPRH	-1.254144414	8.935549003	-7.84612399	0.000377813	0.017537416	0.692144526	5794
P2RX4	-1.250725812	8.059159617	-7.84601416	0.00037784	0.017537416	0.692067941	5025
ABTB2	1.435123693	7.092706397	7.842299911	0.000378739	0.017537416	0.689477376	25841
H3C10	1.426974564	7.288334115	7.840070005	0.00037928	0.017537416	0.687921521	8357
COL6A4P2	-1.035894399	10.7951591	-7.837105306	0.000380001	0.017537416	0.685852322	646300
H4C13	1.941261009	7.948548517	7.830010634	0.000381733	0.017537416	0.680897552	8368
H3C3	2.241141999	6.876702931	7.8245844	0.000383063	0.017537416	0.677105055	8352
EAF2	1.435537395	7.779742275	7.810715968	0.000386489	0.017537416	0.667400594	55840
CDKL1	-1.324183188	8.721167258	-7.802249498	0.000388598	0.017537416	0.661467988	8814
NEU1	1.065086167	10.23476248	7.797282149	0.000389841	0.017537416	0.657984388	4758
PPM1H	-1.371757785	7.866486433	-7.792634402	0.000391009	0.017537416	0.654722986	57460
SSC4D	-2.163951032	1.081975516	-7.790995353	0.000391422	0.017537416	0.65357239	136853
TTC22	2.163951032	1.081975516	7.790995353	0.000391422	0.017537416	0.65357239	55001
OR2W6P	2.163951032	1.081975516	7.790995353	0.000391422	0.017537416	0.65357239	81406
RBM12B-DT	2.163951032	1.081975516	7.790995353	0.000391422	0.017537416	0.65357239	105375645
AKAP17BP	2.163951032	1.081975516	7.790995353	0.000391422	0.017537416	0.65357239	139516
LGALS1	-1.855445249	6.366683468	-7.790010052	0.00039167	0.017537416	0.652880607	3956
ZC2HC1A	1.152093494	5.112593572	7.772389806	0.000396144	0.017537416	0.640495122	51101
MYCN	-1.830617699	0.915308849	-7.771225073	0.000396442	0.017537416	0.639675465	4613
LINC02212	-1.830617699	0.915308849	-7.771225073	0.000396442	0.017537416	0.639675465	101929412
RPL5P21	-1.830617699	0.915308849	-7.771225073	0.000396442	0.017537416	0.639675465	100270838
SRRM3	-1.830617699	0.915308849	-7.771225073	0.000396442	0.017537416	0.639675465	222183
TCAM1P	-1.830617699	0.915308849	-7.771225073	0.000396442	0.017537416	0.639675465	146771
PRR34	-1.830617699	0.915308849	-7.771225073	0.000396442	0.017537416	0.639675465	55267
CRYAA2	-1.830617699	0.915308849	-7.771225073	0.000396442	0.017537416	0.639675465	NA
BICD1P1	1.830617699	0.915308849	7.771225073	0.000396442	0.017537416	0.639675465	391472
CYS1	1.830617699	0.915308849	7.771225073	0.000396442	0.017537416	0.639675465	192668
LINC01933	1.830617699	0.915308849	7.771225073	0.000396442	0.017537416	0.639675465	101927115
MDFI	1.830617699	0.915308849	7.771225073	0.000396442	0.017537416	0.639675465	4188
CROCCP1	1.830617699	0.915308849	7.771225073	0.000396442	0.017537416	0.639675465	392547
ALDOB	1.830617699	0.915308849	7.771225073	0.000396442	0.017537416	0.639675465	229
PPIAP42	1.830617699	0.915308849	7.771225073	0.000396442	0.017537416	0.639675465	100507231
OR2AG2	1.830617699	0.915308849	7.771225073	0.000396442	0.017537416	0.639675465	338755
KCNA1	1.830617699	0.915308849	7.771225073	0.000396442	0.017537416	0.639675465	3736
TMEM132B	1.830617699	0.915308849	7.771225073	0.000396442	0.017537416	0.639675465	114795
KCNH5	1.830617699	0.915308849	7.771225073	0.000396442	0.017537416	0.639675465	27133
LINC02250	1.830617699	0.915308849	7.771225073	0.000396442	0.017537416	0.639675465	105370737
SPPL2C	1.830617699	0.915308849	7.771225073	0.000396442	0.017537416	0.639675465	162540
KIAA1755	1.830617699	0.915308849	7.771225073	0.000396442	0.017537416	0.639675465	85449
MIR659	1.830617699	0.915308849	7.771225073	0.000396442	0.017537416	0.639675465	724029
CLDN5	1.830617699	0.915308849	7.771225073	0.000396442	0.017537416	0.639675465	7122
TMSB4XP2	-1.830617699	0.915308849	-7.771225073	0.000396442	0.017537416	0.639675465	7116
SOD1P1	-1.830617699	0.915308849	-7.771225073	0.000396442	0.017537416	0.639675465	106479055
OR10D3	-1.830617699	0.915308849	-7.771225073	0.000396442	0.017537416	0.639675465	26497
ALX4	-1.830617699	0.915308849	-7.771225073	0.000396442	0.017537416	0.639675465	60529
KRT17P8	-1.830617699	0.915308849	-7.771225073	0.000396442	0.017537416	0.639675465	100130074
LINC01419	2.642622576	4.30507286	7.767434868	0.000397413	0.017537416	0.637007367	103352670
