#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
HDAC7	SIRT1	9606.ENSP00000080059	9606.ENSP00000212015	0	0	0	0	0	0.137	0	0.780	0.802
HDAC7	NCOR2	9606.ENSP00000080059	9606.ENSP00000384018	0	0	0	0	0.097	0.627	0.500	0.636	0.930
HDAC8	SIRT1	9606.ENSP00000362674	9606.ENSP00000212015	0	0	0	0	0	0.262	0	0.855	0.888
HDAC8	SIRT2	9606.ENSP00000362674	9606.ENSP00000249396	0	0	0	0	0	0.137	0	0.873	0.886
HDAC8	SIRT3	9606.ENSP00000362674	9606.ENSP00000372191	0	0	0	0	0.060	0.137	0	0.570	0.621
HDAC8	KDM1A	9606.ENSP00000362674	9606.ENSP00000383042	0	0	0	0	0.117	0.285	0	0.486	0.647
HDAC8	HDAC9	9606.ENSP00000362674	9606.ENSP00000408617	0	0	0.179	0.652	0	0.288	0	0.591	0.740
HDAC8	NCOR2	9606.ENSP00000362674	9606.ENSP00000384018	0	0	0	0	0	0.236	0.500	0.717	0.882
HDAC9	SIRT1	9606.ENSP00000408617	9606.ENSP00000212015	0	0	0	0	0.042	0.137	0	0.799	0.819
HDAC9	SIRT2	9606.ENSP00000408617	9606.ENSP00000249396	0	0	0	0	0	0.137	0	0.634	0.670
HDAC9	SIRT3	9606.ENSP00000408617	9606.ENSP00000372191	0	0	0	0	0	0.137	0	0.542	0.588
HDAC9	KDM1A	9606.ENSP00000408617	9606.ENSP00000383042	0	0	0	0	0.055	0.153	0	0.443	0.515
HDAC9	NCOR2	9606.ENSP00000408617	9606.ENSP00000384018	0	0	0	0	0.059	0.163	0.500	0.812	0.916
KDM1A	SIRT1	9606.ENSP00000383042	9606.ENSP00000212015	0	0	0	0	0.081	0.095	0	0.906	0.915
KDM1A	SIRT2	9606.ENSP00000383042	9606.ENSP00000249396	0	0	0	0	0.063	0.091	0	0.409	0.453
KDM1A	TOP2A	9606.ENSP00000383042	9606.ENSP00000411532	0	0	0	0	0.110	0	0	0.446	0.486
KDM1A	NCOR2	9606.ENSP00000383042	9606.ENSP00000384018	0	0	0	0	0.049	0	0	0.488	0.493
KDM1A	KMT2A	9606.ENSP00000383042	9606.ENSP00000436786	0	0	0	0	0.073	0.071	0	0.528	0.558
KMT2A	SIRT1	9606.ENSP00000436786	9606.ENSP00000212015	0	0	0	0	0.042	0.332	0	0.261	0.486
KMT2A	TOP2B	9606.ENSP00000436786	9606.ENSP00000264331	0	0	0	0	0.086	0	0	0.454	0.479
KMT2A	MEN1	9606.ENSP00000436786	9606.ENSP00000337088	0	0	0	0	0.063	0.911	0.800	0.990	0.999
KMT2A	TOP2A	9606.ENSP00000436786	9606.ENSP00000411532	0	0	0	0	0.063	0	0	0.449	0.462
NCOR2	SIRT1	9606.ENSP00000384018	9606.ENSP00000212015	0	0	0	0	0.093	0.287	0	0.574	0.700
PLK1	TOP2B	9606.ENSP00000300093	9606.ENSP00000264331	0	0	0	0	0.349	0	0	0.241	0.485
PLK1	PLK2	9606.ENSP00000300093	9606.ENSP00000274289	0	0	0.083	0.897	0	0.292	0	0.426	0.594
PLK1	TOP2A	9606.ENSP00000300093	9606.ENSP00000411532	0	0	0	0	0.612	0.292	0	0.768	0.931
PLK3	TOP2A	9606.ENSP00000361275	9606.ENSP00000411532	0	0	0	0	0.236	0.419	0	0.165	0.597
SIRT1	SIRT3	9606.ENSP00000212015	9606.ENSP00000372191	0	0	0.135	0.803	0	0.100	0	0.361	0.460
SIRT1	TOP2A	9606.ENSP00000212015	9606.ENSP00000411532	0.060	0	0	0	0.042	0	0	0.512	0.522
SIRT1	TOP1	9606.ENSP00000212015	9606.ENSP00000354522	0	0	0	0	0.049	0.095	0	0.598	0.623
SIRT1	SIRT2	9606.ENSP00000212015	9606.ENSP00000249396	0	0	0.124	0.823	0	0.335	0.900	0.346	0.956
SIRT2	TOP1	9606.ENSP00000249396	9606.ENSP00000354522	0	0	0	0	0	0.084	0	0.544	0.564
SIRT2	SIRT3	9606.ENSP00000249396	9606.ENSP00000372191	0	0	0.092	0.897	0.043	0	0	0.618	0.639
TOP1	TOP2B	9606.ENSP00000354522	9606.ENSP00000264331	0	0	0	0	0.118	0.842	0	0.876	0.981
TOP1	TOP2A	9606.ENSP00000354522	9606.ENSP00000411532	0	0	0	0	0.111	0.857	0	0.960	0.994
TOP2A	TOP2B	9606.ENSP00000411532	9606.ENSP00000264331	0	0	0.054	0.972	0.072	0.597	0.900	0.368	0.973
