ID	entrezID
FAM168A	23201
ARHGAP32	9743
GTF2I	2969
ZDHHC13	54503
EXOSC10	5394
ACBD5	91452
GINS3	64785
SNORA10	574042
C16orf95	100506581
EXOSC5	56915
THOP1	7064
MNF1	NA
SEH1L	81929
ANO8	57719
PCNAP1	359806
KLHL26	55295
DTD1	92675
ZNF599	148103
USP45	85015
MRPL35	51318
PAK1	5058
RP9P	441212
MRPS34	65993
DNMT3A	1788
FAHD2A	51011
TK2	7084
TOPBP1	11073
MTIF2	4528
CCDC73	493860
ZNF530	348327
UNC13B	10497
ANGEL1	23357
ARL6	84100
FOXRED1	55572
CCDC18	343099
SMARCA2	6595
INTS2	57508
MFSD9	84804
METTL5	29081
ZFP82	284406
FAM109B	NA
NR2C2AP	126382
LRFN4	78999
DNAJA4	55466
MRPS28	28957
ATP13A3	79572
ARL1	400
AGPAT6	NA
HLTF	6596
VPS33B	26276
RIPK2	8767
MNAT1	4331
METTL13	51603
ZC3HC1	51530
TIMP3	7078
CRYBB2P1	1416
GART	2618
ZNF45	7596
GCFC2	6936
SNORA51	677831
NLRX1	79671
RNF166	115992
TMEM87B	84910
CEP128	145508
LPGAT1	9926
TMEM126A	84233
NT5DC2	64943
MGC27345	NA
ZNF184	7738
ATG10	83734
BLVRA	644
ATP9A	10079
PGGT1B	5229
TMTC3	160418
EBP	10682
ARSB	411
CRYZL1	9946
SGMS2	166929
LEPROTL1	23484
RNFT1	51136
SH3BGRL2	83699
FAM50B	26240
ZNF137P	7696
SNRPA	6626
MRPS30	10884
LDLRAP1	26119
DDX60L	91351
SCOC	60592
POLD2	5425
KLF8	11279
HSBP1L1	440498
GTPBP10	85865
WDR4	10785
SRD5A1	6715
SKAP1	8631
PDCL3	79031
SRR	63826
APP	351
PFKL	5211
PIGK	10026
CBX8	57332
ABHD8	79575
DTNBP1	84062
HN1L	NA
C4orf42	NA
ZFP2	80108
JMJD7	100137047
DIS3L2	129563
SUCLA2	8803
CCHCR1	54535
LOC283481	NA
EPS15	2060
HNRNPH1	3187
LOC646719	NA
POLE4	56655
ABCB4	5244
MFNG	4242
DTYMK	1841
C17orf75	64149
C1orf112	NA
HIATL1	NA
LOC93622	93622
EXOC6	54536
SLC39A11	201266
BRCA1	672
H2AFY	NA
RIC8B	55188
LARS	NA
ZCCHC9	84240
GOLIM4	27333
EHMT2	10919
DTX3L	151636
RPL12	6136
RPL3	6122
MRPS23	51649
RPSAP58	NA
PPAPDC1A	NA
TTLL4	9654
SLC22A5	6584
CASP2	835
ARL8A	127829
CAPRIN2	65981
PGAM5	192111
RBM28	55131
ZNF569	148266
ENTPD8	377841
PRPS1	5631
UTP18	51096
C8orf45	NA
ZNF253	56242
C1orf131	128061
STARD7	56910
NHLRC1	378884
SALL4	57167
KIAA0528	NA
TRMT2A	27037
ZNF48	197407
KIAA0090	NA
LNX1	84708
FAM173B	NA
RAD51	5888
CDC20	991
MTR	4548
MRE11A	NA
FAM175A	NA
NEDD4	4734
SUPT16H	11198
CAMKK2	10645
PPIE	10450
FANCG	2189
TTC14	151613
RBM45	129831
KIAA1430	NA
EXT2	2132
PHOSPHO2	493911
CENPJ	55835
TOMM40	10452
TMEM14B	81853
GCFC1	NA
HMGB3	3149
ACADS	35
APIP	51074
SCML1	6322
SPRYD4	283377
MUTYH	4595
ZNF614	80110
ITPKB	3707
SNUPN	10073
ARHGAP18	93663
PPT2	9374
ZNF611	81856
ZNF197	10168
C1orf74	148304
KIAA1407	NA
ZNF721	170960
MLLT10	8028
TMEM38B	55151
TMEM68	137695
ANP32C	23520
SNHG7	84973
FLJ27352	NA
NDUFA9	4704
GLS2	27165
AKR7A2	8574
NUPL2	NA
FPGS	2356
PTRH1	138428
DARS2	55157
DCPS	28960
NIPSNAP3A	25934
ZC2HC1C	79696
ZNF324B	388569
TMEM63A	9725
ALPL	249
DPEP3	64180
PNPLA4	8228
DECR2	26063
FTSJ2	NA
LOC100506930	NA
ZNF442	79973
ARHGEF38	54848
GGT7	2686
RASAL2	9462
NVL	4931
BRCA2	675
LRR1	122769
TRIM7	81786
DHTKD1	55526
TDP1	55775
LOC100130890	NA
R3HDM1	23518
USP37	57695
HNRNPA3P1	10151
SGPP2	130367
RPL5	6125
TRMT2B	79979
FAM172A	83989
LARS2	23395
KLHL22	84861
C10orf47	NA
HEBP2	23593
CYB5B	80777
LOC401321	NA
EMR2	NA
FIBP	9158
METAP1	23173
ABCA11P	79963
RRP7B	NA
NUDT5	11164
COQ10A	93058
LOC100506874	NA
RBM3	5935
ANKRD13D	338692
PPRC1	23082
TRAPPC11	60684
DDX60	55601
FUS	2521
C11orf65	160140
EIF4ENIF1	56478
RINT1	60561
S100A3	6274
HDHD2	84064
FADS1	3992
D2HGDH	728294
MIR4292	100422860
NCAPD3	23310
LOC388692	NA
SCAPER	49855
NKRF	55922
SCMH1	22955
FUBP1	8880
C5orf15	56951
PRPS1L1	221823
TMEM160	54958
CCDC41	NA
DKFZP434I0714	NA
ZNF318	24149
C19orf57	NA
DUOX1	53905
TRAF2	7186
CCDC113	29070
RECQL	5965
FN3K	64122
FBL	2091
SEC63	11231
NAA15	80155
WHAMMP2	440253
SNORA64	26784
ANP32AP1	723972
SERGEF	26297
BOP1	23246
SNORD81	26769
LAP3	51056
VPS36	51028
MRPL42	28977
TRMT1	55621
ORC2	4999
PSIP1	11168
AP3M1	26985
TCIRG1	10312
APOBEC3B	9582
KIAA1377	NA
EIF3M	10480
SNORD48	26801
TSR1	55720
NOXA1	10811
SNORD44	26806
FLJ33065	NA
FBF1	85302
TLR6	10333
NCAPH2	29781
ZFP36L1	677
FIG4	9896
NCKIPSD	51517
SH3BGRL	6451
RFWD3	55159
RBP5	83758
PRRC1	133619
RBBP8	5932
PYCR1	5831
OGFOD1	55239
MYEF2	50804
ZNF692	55657
SIAE	54414
HERC6	55008
LRP5L	91355
MCU	90550
RRN3	54700
LRRC46	90506
ZNF550	162972
LOC100506462	NA
SLBP	7884
MALSU1	115416
ERH	2079
VARS	NA
POLN	353497
POLR3F	10621
APRT	353
ALG3	10195
CCDC90A	NA
C2orf56	NA
B3GALNT2	148789
TBCA	6902
C9orf66	NA
C6orf162	NA
RPP30	10556
ZNF546	339327
FHL2	2274
NOP16	51491
TOP3A	7156
WDR70	55100
MSTO1	55154
HNRNPD	3184
C12orf47	NA
KLHL8	57563
ADSL	158
PRKDC	5591
SSR1	6745
ZNF568	374900
NR2F6	2063
KBTBD7	84078
SRI	6717
ZNF766	90321
CDK5	1020
ZC3H12B	340554
UBA7	7318
RGS12	6002
EIF2AK2	5610
XPO4	64328
SLC39A3	29985
GALT	2592
C9orf114	NA
POT1	25913
C3orf26	NA
ZNF845	91664
ZNF710	374655
CELSR2	1952
PHF7	51533
TACC2	10579
SNRNP70	6625
LINC00339	29092
PDSS2	57107
RAD50	10111
PRPF39	55015
WDR53	348793
CBY1	25776
ATRN	8455
C11orf75	NA
NCL	4691
RPA3	6119
DDX26B	NA
ADAMTS3	9508
EED	8726
EDC4	23644
DCBLD1	285761
GNL3	26354
FEN1	2237
MRPL9	65005
PACS2	23241
PDE3B	5140
AK3	50808
EIF4EBP1	1978
TOE1	114034
PDE8B	8622
SRD5A1P1	6719
MYH10	4628
MTDH	92140
ZNF562	54811
COMMD2	51122
MITD1	129531
COMMD4	54939
ZNF441	126068
L3MBTL2	83746
TUBE1	51175
WDR77	79084
DGKD	8527
C19orf40	NA
RBMS1	5937
ACAT1	38
PDS5B	23047
ZSCAN30	100101467
ALDH1B1	219
ZNF415	55786
MTMR1	8776
AGTRAP	57085
CD82	3732
THSD1P1	374500
SHPK	23729
C8orf51	NA
AP1S3	130340
GNL2	29889
LOC100506649	NA
PWP1	11137
RAB23	51715
PLEKHG5	57449
ZNF260	339324
TREX1	11277
DEK	7913
WDR61	NA
WRAP53	55135
C9orf117	NA
KIF1B	23095
AIMP1	9255
RBBP7	5931
ANAPC7	51434
ICT1	NA
HNRNPR	10236
COG7	91949
HSPA4L	22824
TMEM205	374882
C6orf70	NA
HNRNPA3	220988
RIOK1	83732
KRR1	11103
LOC645513	NA
LOC728537	NA
PSMG3	84262
FER	2241
FAM58A	NA
ZNF575	284346
RTEL1-TNFRSF6B	100533107
CDK5RAP1	51654
CHAF1B	8208
SELRC1	NA
ARL4D	379
EPX	8288
SMAD1	4086
CEP192	55125
C7orf25	79020
AKR1A1	10327
PATL2	197135
ZNF773	374928
LOC401134	NA
MID1	4281
BRF1	2972
SUMO2	6613
NDUFS3	4722
ZNF669	79862
MLLT6	4302
TTC30B	NA
ADCY3	109
TRIM68	55128
GUSB	2990
DHRS4	10901
TAF15	8148
SNORD80	26774
HUS1	3364
MTO1	25821
TGFBR2	7048
NAPEPLD	222236
TTI1	9675
METTL2B	55798
SLC25A4	291
LCMT2	9836
OXA1L	5018
PVT1	5820
NUP133	55746
TAB1	10454
NMD3	51068
SAYSD1	55776
RDX	5962
SNHG6	641638
RARRES1	5918
SNRPC	6631
FRA10AC1	118924
CRELD2	79174
KIAA1467	NA
PPP1R14B	26472
ILVBL	10994
PRKCSH	5589
REEP6	92840
HDX	139324
GLO1	2739
TMEM238	388564
RPL23	9349
LOC100131564	NA
NFKBID	84807
IFT80	57560
SHFM1	NA
RPSA	3921
MSRA	4482
APOBEC3D	140564
CYCS	54205
TRIM27	5987
ABCA5	23461
MAP4K3	8491
HIATL2	NA
DDX55	57696
FOXRED2	80020
GTF3C6	112495
ZFP90	146198
STK36	27148
DPY19L1P1	100129460
STOML1	9399
ZNF202	7753
DCUN1D4	23142
WDR5	11091
DPP3	10072
ATP11C	286410
ADCK5	203054
H2AFZ	NA
EFCAB7	84455
BARD1	580
ZNF275	10838
ATAD3B	83858
APOBEC3C	27350
SETD4	54093
KTI12	112970
DIS3	22894
HAUS2	55142
POLE	5426
VKORC1L1	154807
HSPA14	51182
SRSF3	6428
C1orf159	54991
COL4A5	1287
ATXN7L1	222255
AHSA2	NA
MAPK9	5601
PARP9	83666
HMGXB4	10042
ST6GALNAC1	55808
ZNF468	90333
OTUD3	23252
ZNF595	152687
CCDC137	339230
INTS3	65123
DSE	29940
IFT27	11020
SERPINB9	5272
TRMU	55687
FAM73A	NA
LRP6	4040
CCDC39	339829
C5orf54	NA
UTP15	84135
RPL36A	6173
CDCA5	113130
SLC2A4RG	56731
MSL3P1	151507
GSS	2937
SNRPA1	6627
PROSER1	80209
WDR17	116966
HERC3	8916
ZRANB2	9406
ATPBD4	NA
SRSF10	10772
LAMA5	3911
XPO1	7514
WDR7	23335
PHF2	5253
LSM4	25804
LOC254559	NA
KLHL32	114792
CLCN4	1183
GSTK1	373156
ZFP1	162239
SMARCAL1	50485
TUBD1	51174
PHTF2	57157
LOC100131089	NA
ATP5A1	NA
NXT2	55916
SEC22A	26984
GLIPR1	11010
GLUD1	2746
C11orf49	NA
CBR4	84869
DIEXF	NA
EEF1B2	1933
PRDM5	11107
TMCO7	NA
POU6F1	5463
ZNF416	55659
DHCR24	1718
FHIT	2272
SLC37A4	2542
TTC37	NA
ATAD1	84896
LSM2	57819
EGFL8	80864
CD3EAP	NA
DDX46	9879
RNF138P1	379013
ZMYND11	10771
PRDM15	63977
TNFSF4	7292
ZNF772	400720
CEP72	55722
MMAA	166785
RAD1	5810
LOC339803	NA
RABL2B	11158
CCDC25	55246
CYP2J2	1573
LOC100507246	NA
MRPS2	51116
TMEM55A	NA
SRRM1	10250
FANCE	2178
VPS54	51542
PLAUR	5329
KIAA0564	NA
LOC399744	NA
RELL1	768211
FAAH	2166
NEK4	6787
LOC645166	NA
ZRANB2-AS1	100132618
C17orf76-AS1	NA
RIC3	79608
MBD2	8932
XKR5	389610
TTC38	55020
PDGFRB	5159
C15orf44	NA
RGS14	10636
HNRNPH3	3189
SSBP1	6742
GPR27	2850
HIRIP3	8479
FBXO22	26263
SLC25A14	9016
SMCHD1	23347
SEMA4F	10505
HARS	NA
MAD1L1	8379
TCN2	6948
NPR3	4883
GNAS-AS1	149775
HNRPDL	NA
ZNF343	79175
HSPE1	3336
LOC100287042	NA
LEAP2	116842
MIOS	54468
PPAN	56342
MIR181A2HG	100379345
FAM63B	NA
CBX5	23468
PHF10	55274
ALG1	56052
RALA	5898
TRPC1	7220
POLE3	54107
TTC30A	NA
TCF19	6941
SMARCE1	6605
EIF1AX	1964
OMA1	115209
NFXL1	152518
PINX1	54984
TOP3B	8940
SPINT2	10653
ESYT2	57488
RPS4X	6191
ZNF134	7693
ADRBK1	NA
PEX7	5191
SLC35A1	10559
CTCFL	140690
KPNA3	3839
UTP6	55813
PIGB	9488
POC1A	25886
AGGF1	55109
SPR	6697
CFL1	1072
IDH3A	3419
TIMM9	26520
C10orf137	NA
ZNF827	152485
ZW10	9183
CAB39L	81617
RCAN1	1827
EXOSC3	51010
PSIMCT-1	NA
ELOVL5	60481
LRP1	4035
NSUN4	387338
LSM6	11157
TAGLN2	8407
ANKRD54	129138
SNORD110	692213
SLC2A14	144195
CD81	975
TFAMP1	260341
MIR3916	100500849
LIMA1	51474
FAM207A	NA
TNPO3	23534
MED24	9862
RMND1	55005
COMMD8	54951
GOLGA6L5	NA
MIPOL1	145282
MANSC1	54682
CNTRL	11064
TAZ	NA
ORMDL1	94101
ARMC1	55156
TMEM194A	NA
POLG2	11232
PIK3CB	5291
IPO9	55705
GRPEL2	134266
ZNF136	7695
ITFG2	55846
CRTC3	64784
AMN1	196394
FAM173A	NA
KLHL7	55975
RASSF5	83593
MRPL12	6182
CLIC5	53405
GFM2	84340
C1RL	51279
C12orf4	57102
HSD17B8	7923
GUSBP2	387036
INO80E	283899
TMEM185A	84548
NARG2	NA
RUVBL2	10856
ATRIP	84126
TSPAN17	26262
TUBB	203068
METTL1	4234
HINT1	3094
DDX20	11218
WDR11	55717
MRPL46	26589
ZNF252	NA
RUFY2	55680
ELAC1	55520
LRRC69	100130742
ECH1	1891
DPP7	29952
FLVCR1-AS1	NA
NLRP2	55655
DNAJC25	548645
MORN2	729967
ATP13A2	23400
CEP152	22995
TMEM173	NA
LOC646278	NA
XRN2	22803
PISD	23761
ZNF432	9668
PDCD2L	84306
INPP5E	56623
ACAD8	27034
SIVA1	10572
RPS23	6228
FBXO2	26232
RQCD1	NA
PRR12	57479
EXOC5	10640
ZZZ3	26009
LMO2	4005
DPY19L1	23333
PDE7B	27115
KRT19	3880
MDM1	56890
UBLCP1	134510
NAA20	51126
C9orf82	NA
PMEL	6490
ACLY	47
RPA2	6118
SLC30A9	10463
LLGL2	3993
MALT1	10892
KCTD18	130535
C2orf77	NA
AZI1	NA
C1orf38	NA
MMGT1	93380
NCBP1	4686
FAM78A	286336
ING5	84289
FAN1	22909
CENPP	401541
ZNF765	91661
ZKSCAN4	387032
CLCN5	1184
MORC1	27136
RPL15	6138
SREBF1	6720
LOC286190	NA
ITGB1BP1	9270
XRCC6BP1	NA
ACAD10	80724
NME3	4832
ILF2	3608
RPL6	6128
SURF6	6838
ZNF619	285267
EIF2B1	1967
MPRIP	23164
CFL2	1073
RPS2	6187
TDRD3	81550
RPL23P8	222901
PSMA8	143471
NUS1	116150
UTP14A	10813
TUBG2	27175
GMPS	8833
GIN1	54826
ELP3	55140
ZNF135	7694
C9orf80	NA
C15orf17	NA
UBE2NL	389898
BUD13	84811
FAM118A	55007
ARMCX5	64860
EIF2C4	NA
C12orf43	64897
HSD17B4	3295
IL18	3606
SNORD30	9299
CRCP	27297
C1QBP	708
RNF217	154214
UQCRH	7388
GFER	2671
ERAP1	51752
GPR161	23432
AKT1	207
CD97	NA
MTF2	22823
C17orf70	NA
DCAF16	54876
OXNAD1	92106
GGA2	23062
MEAF6	64769
SPESP1	246777
NHP2	55651
ZNF726	730087
RPS6	6194
ATP5C1	NA
AP1S1	1174
PC	5091
SNCAIP	9627
GORASP1	64689
TXNDC15	79770
YTHDC2	64848
ACAP1	9744
PLRG1	5356
LETM1	3954
MMS19	64210
RPS3A	6189
MRPS10	55173
SNRPD3	6634
HDDC2	51020
IFT88	8100
ABHD11	83451
LINC00116	NA
VKORC1	79001
RBBP4	5928
EFCAB11	90141
LOC100128361	100128361
ZNF133	7692
PAN2	9924
ZNF629	23361
NUDT7	283927
ADAMTS13	11093
METTL3	56339
STRA13	NA
ADAL	161823
SUZ12P	NA
ACOT1	641371
LINC00265	349114
ZNF613	79898
LOC100131193	NA
NUP188	23511
ZNF833P	401898
NOA1	84273
TIGD2	166815
FAM120A	23196
DHX37	57647
TSFM	10102
ATPIF1	NA
DPH2	1802
SFMBT2	57713
DDX19A	55308
PAXIP1	22976
TRMT6	51605
ADCK1	57143
AIM1	NA
COX15	1355
HSPB11	NA
EXOC2	55770
ZNF540	163255
MBOAT2	129642
SYTL4	94121
SMARCA5	8467
A2LD1	NA
ZNF230	7773
C9orf3	NA
POLR3K	51728
RPL26L1	51121
ZNF808	388558
ARGLU1	55082
MURC	NA
SSBP4	170463
ZNF780A	284323
SSH2	85464
STRADA	92335
ZFP106	NA
ZFAND1	79752
PDE1B	5153
PIGP	51227
HNRNPU	3192
SRBD1	55133
EFTUD2	9343
ZNF577	84765
MRPL4	51073
CENPM	79019
DUSP12	11266
CIB2	10518
ABHD2	11057
COQ3	51805
SPRYD3	84926
AKAP6	9472
SMPD3	55512
C15orf33	NA
GSTM2P1	442245
KHSRP	8570
SNORD78	692198
NDUFAB1	4706
ZNF101	94039
EIF2A	83939
MSH3	4437
SMC1A	8243
SEMA6B	10501
CCDC28B	79140
C6orf136	221545
EBNA1BP2	10969
CMC1	152100
PPIP5K2	23262
MMAB	326625
MRPS18B	28973
MZT2A	653784
BHLHE40	8553
UBXN11	91544
C10orf131	NA
MRPS31	10240
LOC401431	NA
PPT2-EGFL8	100532746
MON1A	84315
KLHDC4	54758
NUBP2	10101
LOC729852	NA
PTPN18	26469
RDM1	201299
LMF1	64788
FLYWCH1	84256
SDCCAG8	10806
CDK20	23552
ATPAF2	91647
NPRL2	10641
ARPP19	10776
SYCP2L	221711
IL10RB	3588
TRIM14	9830
C21orf59	NA
CLTCL1	8218
SNRPG	6637
CALHM2	51063
SCD	6319
CS	1431
ZNF345	25850
U2SURP	23350
CCDC121	79635
FMO4	2329
ZNF615	284370
RAN	5901
KCTD1	284252
DEGS1	8560
SLC7A6	9057
EIF2D	1939
TMEM223	79064
FAF1	11124
ACBD6	84320
NKX1-2	390010
ACSL3	2181
CWC27	10283
CCZ1B	221960
STRBP	55342
PRKAR2A	5576
SNORD22	9304
GTF2H2B	653238
JPX	554203
TIPRL	261726
RPL37A	6168
C1GALT1C1	29071
GTF2E2	2961
GFM1	85476
DNM1L	10059
PDE12	201626
ZCWPW2	152098
GTPBP4	23560
TMEM138	51524
U2AF1	7307
ALKBH4	54784
ZHX1	11244
CWF19L1	55280
SLC41A3	54946
SNORD36A	26815
GKN2	200504
MTFR1	9650
SAPCD2	89958
FAM189B	NA
NRM	11270
LOC219347	NA
SMPD4	55627
GGH	8836
CCDC86	79080
RBMXL1	494115
PRSS36	146547
N4BP2	55728
UBE2G2	7327
TTC5	91875
VOPP1	81552
LOC100130872	100130872
ZNF155	7711
ERCC3	2071
NYAP1	222950
DLC1	10395
LOC284408	NA
HOOK3	84376
SLC25A26	115286
SNX12	29934
C6orf225	NA
MUM1	NA
LOC401127	401127
CDC5L	988
RPS18	6222
ETFA	2108
GPR63	81491
SKIV2L2	NA
MRS2P2	729633
C2orf63	NA
PARG	8505
PIGL	9487
TPD52L1	7164
LOC100499227	NA
METTL21D	NA
ZBTB33	10009
FLJ37201	283011
PMPCB	9512
ITGB1BP2	26548
XPO6	23214
FNTB	2342
KLHL25	64410
GFOD1	54438
GEMIN8	54960
ZNF696	79943
TRIP10	9322
PSPC1	55269
PARP10	84875
KLHL13	90293
MYOT	9499
USP30	84749
ZCCHC10	54819
CCDC111	NA
MED6	10001
CHAMP1	283489
C20orf3	NA
CTU2	348180
CDC23	8697
SNORD11	692058
CHD6	84181
PDS5A	23244
C20orf132	NA
RDH10	157506
MAD2L2	10459
INTS8	55656
ZNF142	7701
NTPCR	84284
GPN3	51184
XYLT2	64132
TMC6	11322
ZNF860	344787
MTMR2	8898
IQCC	55721
IPPK	64768
CXXC1	30827
MCAT	27349
IRAK4	51135
MPHOSPH10	10199
SHPRH	257218
PLOD1	5351
MLH1	4292
HMG20A	10363
TYMS	7298
CDS2	8760
COQ4	51117
RG9MTD3	NA
HSPBP1	23640
MRPL34	64981
NCOA5	57727
NAA25	80018
C18orf21	83608
C21orf67	NA
PDE8A	5151
LINC00526	147525
VANGL1	81839
BMP8B	656
CEACAM19	56971
PPT1	5538
MCEE	84693
UTP11L	NA
MAP3K13	9175
LOC147804	NA
PHLDB1	23187
SNORD79	26770
SNORD26	9302
HYMAI	57061
GNAQ	2776
PPWD1	23398
CETN4P	729338
MCM5	4174
RNF2	6045
SAMM50	25813
PCCB	5096
SH3RF1	57630
TOMM70A	NA
BICD2	23299
ZNF839	55778
FTSJ1	24140
GNA11	2767
TMX2	51075
RNU86	NA
AP3B1	8546
METTL14	57721
BTBD10	84280
ZC3H7B	23264
ZNF268	10795
LOC100527964	NA
TMEM101	84336
C1orf174	339448
SNORA5C	677796
EEFSEC	60678
CD63	967
LOC619207	NA
EIF4G3	8672
MED14	9282
SNORD116-4	100033416
C11orf83	NA
C14orf167	NA
KIF9	64147
CPSF6	11052
WRN	7486
BAZ1A	11177
NSA2	10412
PSMD14	10213
SP110	3431
TBC1D12	23232
DBF4B	80174
MRPL51	51258
RPL26	6154
PCBD2	84105
GAS8	2622
SUN1	23353
C3orf75	NA
XRCC5	7520
MVK	4598
ZNF775	285971
PET117	100303755
REXO4	57109
C6orf228	NA
SF3A3	10946
PRKCE	5581
PPM1E	22843
CDK10	8558
TCEANC2	127428
CCDC110	256309
LINC00263	NA
LOC100507178	NA
DHX30	22907
MRPS15	64960
CEBPZ	10153
SNCB	6620
SAMHD1	25939
COPS7B	64708
NOC4L	79050
STS	412
RPL4	6124
GIPC2	54810
PTBP3	9991
JAKMIP2	9832
LOC284454	NA
ZNF583	147949
C11orf74	NA
TMEM128	85013
AGRN	375790
C17orf89	NA
C4orf52	NA
ACER3	55331
MRPL40	64976
NRBP2	340371
MRPS11	64963
TIMM50	92609
MYH9	4627
LOC341056	NA
NR2C1	7181
PRKCA	5578
NAA40	79829
TH1L	NA
DHX15	1665
GDI2	2665
ZNF876P	642280
UFSP2	55325
MBIP	51562
OSCP1	127700
TECR	9524
BRAT1	221927
CRLF3	51379
ATPAF1	64756
KLHL18	23276
ZNF195	7748
TRA2B	6434
GLCE	26035
ZUFSP	NA
EMB	133418
PRADC1	84279
STX8	9482
RPS20	6224
ZNF682	91120
RPLP0P2	113157
FLNB	2317
STK25	10494
PDE6D	5147
ZSCAN20	7579
HEATR4	399671
FANCD2	2177
FAM98C	147965
UQCRC1	7384
LOC339290	NA
RFWD2	NA
ATP1B1	481
ZNF222	7673
CEP70	80321
NOC2L	26155
NDUFA10	4705
APEX1	328
STL	NA
C5orf28	NA
SLC30A5	64924
SEPW1	NA
POLR2G	5436
NRIP2	83714
EXOC4	60412
ZNF284	342909
PIK3CG	5294
DDX50	79009
VPS13D	55187
FLYWCH2	114984
PRPF3	9129
DDX28	55794
KBTBD12	166348
FKBP14	55033
KLHDC9	126823
MIR142	406934
DEF8	54849
TMLHE	55217
COMMD1	150684
LOC100133315	NA
PPP1CC	5501
TGS1	96764
SNORA52	619565
C20orf94	NA
ZNF426	79088
TMEM18	129787
GDAP1	54332
KIAA0895L	NA
KIAA1797	NA
GCNT2	2651
CDKAL1	54901
ABCB9	23457
FDPS	2224
HDAC8	55869
SAV1	60485
SUCLG1	8802
CORO2A	7464
CDYL2	124359
MLX	6945
NDUFA12	55967
TRNAU1AP	54952
LOC401010	NA
SNORA70	26778
LANCL2	55915
AKR7L	246181
NLRC5	84166
PUS10	150962
MCM9	254394
NUDCD2	134492
PBX3	5090
DEPDC5	9681
LOC100131096	NA
GK	2710
C9orf46	NA
NSUN2	54888
PAOX	196743
POMT1	10585
NUDCD3	23386
ACRV1	56
PPP2R5D	5528
C9orf16	NA
PURA	5813
RPL14	9045
PIGC	5279
ZNF548	147694
KREMEN2	79412
QARS	NA
DCUN1D5	84259
G3BP1	10146
SEPHS1	22929
EMG1	10436
VGLL4	9686
MTCH2	23788
RPL10	6134
EFCAB5	374786
NHLRC2	374354
CDH26	60437
C20orf7	NA
GRWD1	83743
MKRN2	23609
EXOSC1	51013
ANAPC13	25847
LOC150776	NA
PSMC3IP	29893
LYSMD2	256586
TBP	6908
KLHL17	339451
TMEM99	NA
COG2	22796
TACO1	51204
MSL3	10943
UBXN2B	137886
ERI3	79033
SERP2	387923
BBS10	79738
ORC3	23595
VEGFB	7423
R3HCC1	203069
LOC100130557	NA
C17orf101	NA
AP4M1	9179
RPLP0	6175
PHF11	51131
KIAA1109	NA
FAM114A2	10827
LINC00478	NA
SLC25A11	8402
EIF3L	51386
ATP2B4	493
SNORD76	692196
RASSF1	11186
OGG1	4968
CDR2L	30850
MAMDC4	158056
CPSF1	29894
GNB2L1	NA
SRSF6	6431
PDHA1	5160
PRPF4B	8899
GNG10	2790
RPL27	6155
PPM1M	132160
GLT25D2	NA
AGAP1	116987
RPL37	6167
ENC1	8507
MCM7	4176
HSF2	3298
DDX56	54606
GTPBP8	29083
DAZAP1	26528
IMMT	10989
UQCRQ	27089
LIG4	3981
RELT	84957
ZNF337	26152
MORN1	79906
GTF2H5	404672
CUL2	8453
SERHL2	253190
SLC29A1	2030
TSPAN4	7106
C1orf101	NA
LSM3	27258
PKI55	NA
VPS26B	112936
B9D1	27077
SNORD34	26817
ZNF75A	7627
TTC23	64927
NENF	29937
C8orf83	NA
ARL15	54622
RBM17	84991
PPFIA4	8497
CMTM7	112616
TAF4B	6875
PRNP	5621
DRG2	1819
RAD52	5893
EAF2	55840
RASSF7	8045
IFI27L1	122509
SMYD5	10322
TRPM7	54822
FRS3	10817
BBS4	585
FGD4	121512
WFIKKN2	124857
ATP5F1	NA
C14orf176	NA
DDX23	9416
UQCRHL	440567
C6orf52	347744
FAM113A	NA
ZNRF3	84133
HNRNPA0	10949
SNORD96A	619571
EIF2S3	1968
NAGLU	4669
FLJ39653	NA
CWC22	57703
COQ9	57017
UPF3B	65109
REV1	51455
GATAD1	57798
UGCG	7357
INSIG2	51141
SERPINH1	871
PPIG	9360
FAM203A	NA
GTF2E1	2960
SCLY	51540
CUEDC2	79004
CD36	948
PRSS53	339105
KIAA1143	57456
ZDHHC14	79683
RPS16	6217
NSL1	25936
OSBPL8	114882
STARD5	80765
DRG1	4733
EIF2B5	8893
ATL1	51062
C6orf201	NA
CEP85	64793
PTPN11	5781
FARP2	9855
NRG4	145957
DNASE1L1	1774
IKZF2	22807
WRNIP1	56897
DNAJC17	55192
C12orf66	NA
EDC3	80153
CHCHD8	NA
MDC1	9656
MORC4	79710
PIK3R3	8503
ATP5O	NA
TNKS1BP1	85456
PMFBP1	83449
CIAPIN1	57019
PRPF38A	84950
PRMT3	10196
SAE1	10055
SPTLC2	9517
TRAPPC2L	51693
RPS21	6227
SPRYD7	57213
C1orf56	54964
ASTE1	28990
CAPZA1	829
MRPL32	64983
LRRC3	81543
LDB1	8861
DHDDS	79947
RSRC1	51319
RMI1	80010
EIF2B2	8892
MIR3936	100500865
PTGES2	80142
RPL35	11224
LOC115110	NA
DDTL	100037417
METRN	79006
RBM12B	389677
ZNF567	163081
FAM184A	79632
RPL23A	6147
MIR186	406962
ST8SIA6	338596
CERS5	91012
NARFL	NA
ELP4	26610
COMMD3	23412
SLC25A5	292
C4orf38	NA
SPG11	80208
CUTC	51076
THADA	63892
FTSJ3	117246
ZNF445	353274
HINT2	84681
RABL3	285282
RCC2	55920
C10orf68	NA
EPS8	2059
