ID	entrezID
TMEM30A	55754
ALDH3B1	221
TRRAP	8295
SYTL1	84958
LINC00493	NA
AK8	158067
PGK2	5232
NSUN5P2	260294
LYG1	129530
UTP23	84294
ITGB4	3691
LHFPL2	10184
C1orf31	NA
DEXI	28955
GPR174	84636
ZFYVE28	57732
ERCC2	2068
C2orf81	388963
PIWIL4	143689
ABR	29
MLLT1	4298
ZNF503	84858
PPPDE1	NA
LOC257358	NA
SNORD73A	8944
STAT2	6773
LOC285359	NA
N6AMT2	NA
LOC641518	NA
CTSH	1512
ADCK2	90956
FAM54B	NA
WLS	79971
PDCD6	10016
PTRH2	51651
RAB3D	9545
ZNF837	116412
PRR5L	79899
POLR2D	5433
ADCK3	NA
TNFRSF25	8718
ARHGAP20	57569
ZNF862	643641
FUT2	2524
RPL36	25873
LOC100130015	NA
HDAC2	3066
RPUSD1	113000
FXYD3	5349
OSTC	58505
NAP1L3	4675
MOCS3	27304
SACM1L	22908
ORAI2	80228
DPYD	1806
GPR142	350383
ZNF786	136051
PDE6C	5146
DPY19L2P3	442524
DBNDD1	79007
C1orf27	NA
SNORD4A	26773
ASUN	NA
UBP1	7342
TEX10	54881
UBE2N	7334
RPS10P7	376693
GLUD2	2747
TP53	7157
PDIA2	64714
DAB2IP	153090
TMEM219	124446
MLYCD	23417
URM1	81605
CCDC59	29080
ALDH2	217
C11orf61	NA
PML	5371
ZADH2	NA
C1orf105	92346
MKRN3	7681
IMP4	92856
BDP1	55814
RAB11A	8766
SWI5	375757
ETS2	2114
PDXDC1	23042
RPP40	10799
SH2D3A	10045
PCYOX1L	78991
ANKIB1	54467
SCAP	22937
VASH2	79805
SDCCAG3	NA
MAPK15	225689
PIGY	84992
TRAPPC6A	79090
PIGN	23556
PEX13	5194
CSPP1	79848
TUFM	7284
ELAC2	60528
RPL39	6170
MSX1	4487
TEC	c("7006", "100124696")
MIR4721	100616256
UCHL3	7347
CD27	939
RAB40A	142684
QPCTL	54814
BZW2	28969
C16orf48	NA
PDCD4	27250
CCDC92	80212
ZDHHC16	84287
LOC100128338	NA
NDST1	3340
ASB14	142686
TPSAB1	7177
IFT140	9742
SNORD23	692091
IL17RB	55540
THAP4	51078
SH3BP1	23616
ATP11A	23250
GPR137B	7107
C8G	733
ZFC3H1	196441
PMPCA	23203
NEK8	284086
ZNF282	8427
CCDC93	54520
FKBP1A	2280
TNFRSF10A	8797
PXN	5829
CHADL	150356
IFT43	112752
RAMP1	10267
MTCP1	4515
RYR1	6261
PRPF4	9128
SNORD83B	116938
VAMP8	8673
SET	6418
LOC91948	NA
SLC9A3	6550
PPFIBP1	8496
MRPL45	84311
USP36	57602
ZNF181	339318
AP1S2	8905
EMP2	2013
C1orf204	NA
FBXW9	84261
FBXL5	26234
GCN1L1	NA
LRRC39	127495
MRRF	92399
TOMM5	401505
SUPV3L1	6832
NDUFB2	4708
TIGD1	200765
ZNF497	162968
C19orf76	NA
TMEM65	157378
LPPR2	NA
LRFN1	57622
EFNA4	1945
NXT1	29107
WISP3	NA
STBD1	8987
LRRC27	80313
LOC653160	NA
SSH1	54434
ARHGEF17	9828
ALDH9A1	223
LRRC8E	80131
TEKT4P2	100132288
CHD3	1107
RTN4R	65078
TSPAN2	10100
NAT9	26151
RNF169	254225
GLCCI1	113263
ZNF160	90338
RBM44	375316
DNM1	1759
LINC00242	401288
ABHD6	57406
EML3	256364
PLAC8	51316
GJC1	10052
ELK4	2005
CLOCK	9575
KIAA1324L	NA
SLC16A10	117247
MPST	4357
LOC149134	NA
ZNF474	133923
ZNF33A	7581
PPP1R16A	84988
C7orf10	NA
FAM86HP	729375
SCARNA12	677777
RASAL3	64926
LOC389023	NA
ARMCX1	51309
DENND4C	55667
TBCE	6905
SMO	6608
NDNL2	NA
B3GNT9	84752
PYGL	5836
ZNF146	7705
GALNT7	51809
NBPF9	400818
SMPD2	6610
JAG2	3714
LOC202781	NA
ASB9P1	728619
TCTE3	NA
ATXN7L3B	552889
LTBR	4055
FYTTD1	84248
PREPL	9581
FLJ41484	NA
ZNF398	57541
KIAA0889	NA
ACVR2A	92
FAM46B	NA
DPY30	84661
NOL11	25926
RNF157	114804
ORAI1	84876
ARHGAP44	9912
CXXC1P1	392459
SH3PXD2A	9644
GIPR	2696
SYNGR3	9143
CACYBP	27101
NRSN2	80023
FGFR4	2264
MIR4442	100616477
LOC100506757	NA
MAP6D1	79929
MEN1	4221
TRIM61	391712
TLR3	7098
ARHGAP5	394
ZCCHC14	23174
DOCK2	1794
CDK18	5129
ZNF330	27309
WDFY2	115825
PAM	5066
TXLNG	55787
ADCK4	NA
CCDC62	84660
GPSM3	63940
ICAM3	3385
C15orf37	NA
STAT1	6772
CIAO1	9391
ZNF114	163071
SLC46A1	113235
GTF3C4	9329
AMDHD1	144193
ZNF396	252884
AKR7A3	22977
C9orf23	NA
GOPC	57120
IFITM3	10410
PGM3	5238
EID2	163126
ZNF219	51222
LOC374443	374443
KHDC1	80759
LZIC	84328
SNAPC4	6621
PRMT2	3275
APH1A	51107
ABCC1	4363
INF2	64423
DSTN	11034
TRMT12	55039
TOP2B	7155
LOC100306975	NA
FBXL8	55336
HOXA6	3203
C4orf48	401115
HRSP12	NA
ZNF783	100289678
CPT2	1376
TMEM184C	55751
CHDH	55349
CCDC164	NA
DOCK1	1793
HOXA7	3204
SNORA78	677844
PDHB	5162
CCDC40	55036
TRAM2	9697
LEPREL4	NA
LOC645434	NA
GAPDH	2597
LOC728724	NA
STT3B	201595
GPR150	285601
RHOG	391
BCL9	607
NFU1	27247
CCDC114	NA
DNAJC7	7266
DACH1	1602
C17orf81	NA
LINC00477	144360
GRAMD3	NA
TIGD7	91151
TIMM17A	10440
PION	NA
NPB	256933
NPAS3	64067
PIP5K1P1	206426
C9orf9	NA
LLPH	84298
PRR15	222171
C12orf26	NA
HSCB	150274
DKFZP564C196	NA
CXorf65	158830
TMEM164	84187
SLC27A3	11000
MRPL33	9553
RHOBTB1	9886
PPP1R14A	94274
PPAT	5471
PPFIA3	8541
ENPEP	2028
IFNAR1	3454
POLM	27434
SNX18	112574
PER3	8863
GLIS2	84662
COG8	84342
NUDT15	55270
PPP1R3E	90673
MXRA8	54587
FLJ43663	NA
THAP2	83591
TMEM186	25880
ELK3	2004
CCNG1	900
FLJ90757	NA
LRSAM1	90678
MYOM2	9172
MYCBP2	23077
DNAJC13	23317
NHP2L1	NA
C3orf78	NA
NPHP3	27031
CD5	921
NKTR	4820
PMS2CL	441194
MFAP3	4238
NUDT19	390916
PEX6	5190
LOC646214	646214
LOC728875	NA
ADHFE1	137872
PIK3C2A	5286
DNAJC2	27000
EIF2C3	NA
AMD1	262
PAQR5	54852
LOC100507589	NA
LOC100505678	NA
WDR78	NA
TATDN1	83940
MAP4	4134
AXL	558
ADRBK2	NA
HEXDC	NA
AZGP1	563
ACE2	59272
TEAD3	7005
SIL1	64374
NCKAP1	10787
C17orf49	124944
UCKL1	54963
CPXM1	56265
ANXA4	307
SLC25A33	84275
NUDT11	55190
PDF	64146
TRIM25	7706
PSMA3	5684
KIAA1257	NA
RFX5	5993
ACTR6	64431
SH3BP4	23677
DENND3	22898
CKMT2	1160
ARHGEF7	8874
C6orf211	NA
MAP3K9	4293
CROCC	9696
PGD	5226
KLF11	8462
LINC00282	NA
FST	10468
SNORA14B	677802
LOC100289561	100289561
ZDHHC1	29800
ANKRD44	91526
SCO1	6341
DGAT2	84649
MRPS12	6183
ZNF616	90317
POLRMT	5442
MVD	4597
SLC39A4	55630
CENPBD1	NA
PLEKHJ1	55111
NEK5	341676
GBE1	2632
MPP7	143098
PPIL6	285755
TICAM1	148022
IFT57	55081
FAM133B	257415
KIAA0100	NA
OSBPL9	114883
ARSD	414
WWC1	23286
USP44	84101
HEMK1	51409
SEMA3F	6405
ZNF566	84924
OBFC2A	NA
CD53	963
C12orf76	400073
MYO9A	4649
AGMAT	79814
C9orf103	NA
C16orf53	NA
CNDP2	55748
CHD4	1108
KLRG2	346689
C20orf20	NA
ZCCHC7	84186
KLHL36	79786
CPD	1362
PSMA4	5685
PTPRR	5801
RPL17	6139
RTKN	6242
TSN	7247
SNORA26	677810
SRSF9	8683
MPG	4350
SLC39A6	25800
IL1RAP	3556
EXTL1	2134
CYYR1	116159
SNORA71A	26777
LOC283038	283038
CALM1	801
OCLN	100506658
LOC340544	NA
C20orf197	NA
C8orf48	157773
CDC42BPA	8476
SCAMP1	9522
SREK1IP1	285672
LOC220906	NA
TRIB2	28951
ZMAT3	64393
TCAP	8557
SCGB3A1	92304
SOS1	6654
SZT2	23334
ERGIC3	51614
KPNB1	3837
LOC100286844	NA
IFNGR1	3459
LOC284757	NA
MYL6B	140465
HLA-DMA	3108
ESCO1	114799
SIN3B	23309
C1orf182	NA
CHKB	1120
RAI14	26064
LOC100505826	NA
FSTL3	10272
TMEM123	114908
ZNF251	90987
LOC155060	155060
NMI	9111
LOC728730	NA
C7orf26	NA
ZNF706	51123
CSNK1E	1454
MEMO1	c("7795", "51072")
SNORD43	26807
PLEKHA8P1	51054
GEMIN5	25929
C10orf103	NA
LOC442459	NA
MRPS22	56945
PKP3	11187
CKB	1152
SDR42E1	93517
TEP1	7011
EMILIN1	11117
BST2	684
WDR85	NA
FAM90A1	55138
FAM199X	139231
HOXA3	3200
LCP2	3937
LAPTM5	7805
WAS	7454
CYP2W1	54905
CUL1	8454
UFM1	51569
SNORD33	26818
ZBTB49	166793
NDUFAF1	51103
PPY2	NA
PPCS	79717
PACRG	135138
FGD3	89846
TMEM53	79639
LOC100288911	NA
PELI3	246330
NBPF14	25832
EXOC1	55763
DSTNP2	171220
SCRIB	23513
LEKR1	389170
FAM125A	NA
C8orf73	NA
PITPNM2	57605
DECR1	1666
LOC152217	NA
SOLH	NA
DKFZP586I1420	222161
ATP13A4	84239
TMEM147	10430
ZDHHC4	55146
CMTM6	54918
NHSL2	340527
CTSW	1521
BATF	10538
LYNX1	66004
TP53I11	9537
DGKQ	1609
PGLS	25796
C19orf18	147685
PPP1R21	129285
CHRNA5	1138
LOC100134713	NA
KLHL21	9903
TEX12	56158
SSB	6741
FAM69A	NA
PSD4	23550
LOC100505483	NA
ZNF461	92283
KIAA0368	NA
TRIO	7204
LOC282997	NA
FGD5-AS1	100505641
PMS2P5	5383
KIAA1908	NA
ARL16	339231
C9orf152	401546
FBRSL1	57666
NPC1L1	29881
NTN3	4917
LCN10	414332
STT3A	3703
MEF2C	4208
MYO15B	80022
ZNF20	7568
LOC647979	NA
SMCR7	NA
TAS2R5	54429
SOCS7	30837
LOC100507462	NA
AHCYL2	23382
CCDC146	57639
EFCAB4A	NA
NID2	22795
LOC678655	NA
FAM19A4	NA
SMCR7L	NA
PRUNE	NA
MFSD10	10227
HEATR1	55127
ZNF319	57567
FZD9	8326
TOMM34	10953
SGK223	NA
NAT10	55226
AP3S1	1176
SNORD116-1	100033413
KLHL31	401265
ZKSCAN2	342357
DNMT3B	1789
ANKAR	150709
STAP1	26228
WDR73	84942
LSM12	124801
FAM168B	130074
FGF7	2252
OXSM	54995
CLDN10	9071
RBM12	10137
CTTNBP2NL	55917
ENDOV	284131
LRRC7	57554
TRIM13	10206
SNORD60	26788
WHSC2	NA
SLC12A7	10723
TXNDC9	10190
NDUFB6	4712
TAF9	6880
USP11	8237
LOC440700	440700
ZNF782	158431
NPHP4	261734
TWF2	11344
FYCO1	79443
EFEMP2	30008
ZNF189	7743
SLC12A5	57468
SEPT6	NA
ARHGAP1	392
ZNF281	23528
CCDC65	85478
ZNF740	283337
CEP170	9859
RAB40C	57799
IPMK	253430
NR2E3	10002
BCORL1	63035
PTPRD	5789
ANKRD40	91369
LOC100127888	NA
TSIX	9383
LOC100505912	100505912
SMYD4	114826
COL10A1	1300
UBE2L3	7332
MIER1	57708
DNAL1	83544
MEX3C	51320
YPEL1	29799
RNASEH1	246243
SLC22A15	55356
FBXO10	26267
LOC100131825	NA
DHX36	170506
CNOT6L	246175
FAM18A	NA
SLC25A30	253512
ZNF574	64763
NOMO3	408050
S100A1	6271
NLGN2	57555
SNORD65	692106
RPSAP52	204010
NAA35	60560
GORASP2	26003
DIABLO	56616
C10orf91	NA
MLF1	4291
TLCD1	116238
DLX4	1748
HSPA4	3308
ADA	100
RSPH3	83861
LOC100133991	NA
TAS2R4	50832
CACNB1	782
TSC22D1	8848
HDAC4	9759
MTSS1L	NA
ARFIP1	27236
ENTPD6	955
GRPEL1	80273
LRRC42	115353
LOC100270804	NA
POLR3D	661
DDX47	51202
PUSL1	126789
IVNS1ABP	10625
DKC1	1736
CLUAP1	23059
GAS1	2619
ARHGAP28	79822
RHBDF2	79651
ZNF785	146540
THBS2	7058
TOMM22	56993
SRCRB4D	NA
SLC25A32	81034
LHX4	89884
PTP4A1	7803
TMEM87A	25963
TATDN2	9797
FNDC3B	64778
DICER1	23405
L2HGDH	79944
UBE2K	3093
PRR3	80742
ARPC5L	81873
TMEM234	56063
DNAJA3	9093
ZNF12	7559
SNORD54	26795
DALRD3	55152
RCHY1	25898
PHF20	51230
FNDC7	163479
PARD3B	117583
HTRA3	94031
LOC642826	NA
MDH1B	130752
TMEM126B	55863
FBXL14	144699
GYG2	8908
OBSL1	23363
FXYD5	53827
GUCY1A3	NA
MGC16703	NA
RHOBTB2	23221
FUT11	170384
LOC100507086	NA
FOSL1	8061
SAC3D1	29901
WIPF1	7456
NADK	65220
ADAM11	4185
SLC25A36	55186
CUX2	23316
PDGFRL	5157
PLEKHB1	58473
RPP14	11102
DCHS1	8642
PPP3CA	5530
SLCO2A1	6578
FUK	NA
EPB41L5	57669
CACNA1F	778
TSPAN18	90139
DFFA	1676
STAR	6770
ICA1L	130026
ZIC2	7546
VAV1	7409
SLC30A3	7781
MLLT10P1	140678
INADL	NA
LOC647859	NA
C20orf118	NA
CST3	1471
MCF2	4168
FBN1	2200
C4orf3	401152
DGKB	1607
GMIP	51291
AHCYL1	10768
RIMKLA	284716
GALNT8	26290
LOC554223	NA
LOC100505761	NA
MED12	9968
SLC38A10	124565
RASL11B	65997
AIF1	199
LOC339524	NA
TPCN2	219931
REPIN1	29803
REV3L	5980
CRTC1	23373
C17orf100	388327
LIX1L	128077
SAMD12	401474
BAI1	NA
ZNF521	25925
PSMB5	5693
POLG	5428
MTM1	4534
FAM60A	NA
C2orf15	150590
RBMS2	5939
E2F6	1876
CAPN14	440854
PHF5A	84844
MIR1292	100302138
LAMB2	3913
SERAC1	84947
GDAP2	54834
AIFM1	9131
TM9SF4	9777
RTKN2	219790
ENO1	2023
ACTR8	93973
NKAIN1	79570
AMIGO1	57463
LOC401980	NA
ZNF890P	645700
ZNF286B	729288
CADM4	199731
CEP85L	387119
SMAD3	4088
CBLL1	79872
C7orf11	NA
TULP4	56995
TMED6	146456
EDARADD	128178
TBL2	26608
CTHRC1	115908
C1orf220	400798
LOC144481	NA
EFCAB3	146779
COQ6	51004
VEPH1	79674
YWHAZ	7534
BOK	666
CPNE9	151835
MOGS	7841
ALOX12P2	245
FBXO17	115290
ACYP2	98
SNORA49	677829
AKAP2	NA
RTF1	23168
MGA	23269
IDH1	3417
NOL7	51406
LOC339894	NA
TRNP1	388610
CASKIN2	57513
TGIF2	60436
EIF6	3692
PODXL	5420
UGP2	7360
MEIS1	4211
LOC100506714	NA
PYCARD	29108
RASSF8	11228
HES2	54626
MYBL1	4603
FLJ42627	645644
SLMO1	NA
HOXA2	3199
PLLP	51090
GPR135	64582
C2orf84	NA
CBFB	865
RPL39L	116832
CD40LG	959
NDRG4	65009
TTLL9	164395
SDK2	54549
NCKAP5L	57701
CFD	1675
DOCK6	57572
CHST13	166012
F2RL3	9002
CES3	23491
ALOXE3	59344
PDE6A	5145
MAN1C1	57134
GPR77	NA
TMEM25	84866
C3orf55	NA
RAB26	25837
GFAP	2670
SLC26A2	1836
GJC3	349149
SLC38A8	146167
LOC202181	202181
LOC644189	644189
KLF15	28999
SNORA18	677805
ATG9B	285973
INPP5J	27124
ECT2L	345930
CEP112	201134
ASB13	79754
NLN	57486
ZNF296	162979
ZNF467	168544
AMPD2	271
C5orf45	NA
PPM1N	147699
SORD	6652
C10orf25	NA
NRARP	441478
RETSAT	54884
NR4A1	3164
CREB3L3	84699
NPR2	4882
NR1D1	9572
ALDOC	230
KIAA1147	NA
RUNDC3B	154661
LGALS12	85329
PCK1	5105
SIK1	150094
RNF122	79845
PNO1	56902
RWDD2A	112611
RNF208	727800
SLC4A4	8671
CTF1	1489
PDP2	57546
TRPM4	54795
ACTN1	87
CMBL	134147
PHYHD1	254295
ARHGAP9	64333
LOC149086	NA
SLC20A2	6575
TNFRSF12A	51330
PTK7	5754
BAG2	9532
PGM1	5236
LTA4H	4048
PKP2	5318
CCDC19	NA
TMCC3	57458
DCAF4L1	285429
SLC6A6	6533
LOC100302650	NA
ACCN2	NA
ZNF57	126295
SLC27A1	376497
MOK	5891
CDC14C	168448
ZNF483	158399
KCNS1	3787
IFI16	3428
CDCP2	200008
ASGR1	432
LOC285847	285847
DLK1	8788
CD84	8832
DOK4	55715
CABYR	26256
KLRF1	51348
CHST5	23563
DOK2	9046
CNN1	1264
RNPEP	6051
CES4A	283848
NRTN	4902
KCNC4	3749
DENND2D	79961
SERPINF1	5176
THBS4	7060
RAB3A	5864
FKBP4	2288
RCAN3	11123
LOC440028	NA
DLG4	1742
LOC100130987	100130987
TRIM3	10612
DCAF4L2	138009
LOC652276	652276
C4orf36	132989
RNASET2	8635
SH3BGR	6450
CYBA	1535
NFE2L3	9603
CPNE7	27132
SCARB1	949
CD4	920
SERPING1	710
IER5L	389792
SDPR	NA
PCSK5	5125
BOD1	91272
ICAM2	3384
RPP25	54913
PORCN	64840
LRP11	84918
C10orf58	NA
CABLES1	91768
SLC5A5	6528
SNORA16A	692073
LINC00094	NA
APOBR	55911
ARMCX6	54470
LINC00338	NA
TMEM41A	90407
OVGP1	5016
CCDC115	84317
RNASE6	6039
FBXW8	26259
LOC100506746	NA
FOXJ1	2302
BCL3	602
HSF2BP	11077
BAIAP2	10458
SERINC5	256987
CLDN6	9074
PDE4D	5144
ALKBH7	84266
TUBB4A	10382
HFE	3077
ABCF3	55324
IRF2BPL	64207
GPX7	2882
SMARCA1	6594
LOC100133091	NA
FGD6	55785
ZSWIM5	57643
SNORD18B	595099
TKT	7086
SLC16A3	9123
ACPP	NA
CD74	972
FBXL19	54620
FADS3	3995
CD7	924
SSPO	NA
A1BG-AS1	503538
LOC100129387	NA
PACSIN3	29763
F2R	2149
FAM171A2	284069
UBQLN4	56893
SLC16A5	9121
CRLF1	9244
MGAT4B	11282
TMEM150A	129303
SNORD89	692205
RAB37	326624
CD33	945
H6PD	9563
SNORD74	619498
ASPH	444
HSP90AB1	3326
RBFOX3	146713
MCM3AP-AS1	114044
TMTC2	160335
B4GALT2	8704
HSP90AB2P	391634
HSP90AB3P	3327
LOC145837	NA
IGFBP2	3485
AIFM3	150209
C1orf114	NA
LOC100505875	NA
ZNF565	147929
COL6A6	131873
FAM65B	NA
FMO5	2330
ANXA2P3	305
