ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	entrezID
FGF14-IT1	1.389975	0.6949875	7.043152163	0.000646901	0.022112551	0.103121557	283480
LTK	1.389975	0.6949875	7.043152163	0.000646901	0.022112551	0.103121557	4058
CEROX1	1.389975	0.6949875	7.043152163	0.000646901	0.022112551	0.103121557	115804232
ABCC12	1.389975	0.6949875	7.043152163	0.000646901	0.022112551	0.103121557	94160
LINC01727	1.389975	0.6949875	7.043152163	0.000646901	0.022112551	0.103121557	101929625
KLKP1	1.389975	0.6949875	7.043152163	0.000646901	0.022112551	0.103121557	606293
NAPSB	1.389975	0.6949875	7.043152163	0.000646901	0.022112551	0.103121557	256236
H3C2	1.86865501	7.528220798	7.034577781	0.000650804	0.022184746	0.096501673	8358
LINC00240	1.524488954	3.559683618	7.029879901	0.000652955	0.022230429	0.092871549	100133205
SLC1A4	1.063629845	9.42349089	7.020195851	0.000657413	0.022326828	0.085381584	6509
PHLDB2	1.90651618	3.029530987	7.005988122	0.000664019	0.022412489	0.074375882	90102
H4C15	3.1826314	3.509611534	7.003167247	0.00066534	0.022429481	0.072188348	554313
C8orf74	1.950999196	3.13945063	6.998943686	0.000667323	0.022468739	0.068911566	203076
LINC01816	1.928211615	3.492426641	6.986460254	0.000673226	0.022556769	0.059216024	100133985
ID1	1.382211424	7.444288343	6.970945802	0.000680647	0.022697067	0.047144519	3397
SYP	1.041046191	7.050410468	6.964624214	0.000683698	0.022741038	0.04221885	6855
LY6G6E	1.399549881	5.619893644	6.954904226	0.000688421	0.022815155	0.034637333	79136
GPR21	2.238081839	1.11904092	6.928615711	0.000701385	0.022994878	0.014084547	2844
NLRP12	2.238081839	1.11904092	6.928615711	0.000701385	0.022994878	0.014084547	91662
RNF225	2.238081839	1.11904092	6.928615711	0.000701385	0.022994878	0.014084547	646862
PCDH10	1.198264503	4.524884023	6.898672204	0.000716501	0.02324056	-0.009411395	57575
CASKIN1	2.312212646	1.489439657	6.893569025	0.000719115	0.023297808	-0.013424864	57524
HULC	2.453768046	3.755204857	6.887193357	0.000722397	0.023376521	-0.018442846	728655
PKD1L1	2.163951032	1.415308849	6.88443788	0.00072382	0.023380292	-0.020612839	168507
ATF3	1.202670686	10.02004056	6.877502373	0.000727418	0.023456027	-0.026078133	467
RN7SKP203	1.720550479	9.701919755	6.857458349	0.000737934	0.023622866	-0.041900934	106479185
FOSB	1.968525733	8.050469164	6.83179493	0.000751657	0.02392834	-0.062220144	2354
SNHG22	1.089715271	6.039473389	6.825342906	0.000755154	0.023973218	-0.067339296	103091864
EGFL7	1.330701383	9.040880964	6.794929942	0.000771896	0.02434667	-0.091527676	51162
CAVIN2-AS1	2.499562016	4.038555079	6.784736295	0.000777604	0.024397923	-0.099656546	105373813
PEAK3	1.564383829	4.631156734	6.77891445	0.000780886	0.024405813	-0.104304012	374872
LZTS3	1.260093107	6.739084558	6.756040821	0.000793939	0.024757369	-0.122597931	9762
H2BC21	1.87848938	7.080916376	6.739946763	0.000803276	0.024963414	-0.135502575	8349
GADD45G	1.537522321	7.770950211	6.737442847	0.00080474	0.024980623	-0.137512731	10912
RUNDC3A-AS1	1.150915219	7.476174791	6.729378254	0.000809477	0.024996962	-0.143991516	101926996
STARD9	1.20863534	7.36407904	6.724641212	0.000812274	0.025016406	-0.147800273	57519
LINC01291	1.175770473	6.909738185	6.720135444	0.000814946	0.025048906	-0.151425275	102724515
ABCB1	2.185849225	4.898875451	6.719376009	0.000815397	0.025048906	-0.152036471	5243
LAPTM4B	1.631992239	7.495721486	6.709794574	0.000821115	0.025105289	-0.159752876	55353
PIPOX	1.769951754	3.984711883	6.672709496	0.000843694	0.025582118	-0.18971111	51268
CCNT2-AS1	1.025309375	6.630042738	6.655462848	0.000854441	0.025761125	-0.203693262	100129961
NRGN	1.213377756	7.78755845	6.652183108	0.000856503	0.02576664	-0.2063558	4900
ZC3H12C	1.359633609	4.203418284	6.646738797	0.000859938	0.025789683	-0.210778108	85463
SLFN5	1.097462093	6.307075462	6.634956836	0.000867427	0.025817412	-0.220359242	162394
NPHP1	1.237363642	3.965445061	6.629064816	0.000871201	0.025854711	-0.225156242	4867
EIF4A1	1.211230458	8.820855813	6.564613238	0.000913758	0.026646574	-0.277874129	1973
KCNS3	2.399890782	1.199945391	6.561045035	0.000916184	0.026660655	-0.280805875	3790
MAFA	1.668730872	4.67880868	6.555677341	0.000919847	0.026710615	-0.285218748	389692
LINC01882	2.007620319	2.834427858	6.546192972	0.000926363	0.026748723	-0.293023684	100996324
RGS2	1.113610222	7.533802236	6.542681016	0.000928789	0.026748723	-0.295916254	5997
ACTR1AP1	2.130772474	1.065386237	6.538218511	0.000931882	0.026748723	-0.299593673	100287074
GALNT15	2.130772474	1.065386237	6.538218511	0.000931882	0.026748723	-0.299593673	117248
TEX37	2.130772474	1.065386237	6.538218511	0.000931882	0.026748723	-0.299593673	200523
MPP7-DT	2.130772474	1.065386237	6.538218511	0.000931882	0.026748723	-0.299593673	105376466
SBF1P2	1.988594762	1.327630714	6.517208978	0.000946609	0.02692437	-0.316936284	390997
LINC01063	1.797439141	2.288694571	6.505453311	0.000954967	0.027043609	-0.326661282	101929769
H4C12	2.188481619	4.69883454	6.484539454	0.000970051	0.027329742	-0.34400007	8362
MPV17L2	1.024592043	8.028534878	6.46687056	0.000983011	0.027497252	-0.358686213	84769
NR4A2	1.419595977	9.32456927	6.448182934	0.000996938	0.027717311	-0.374256734	4929
NKX3-1	1.285586279	6.779728943	6.424174281	0.00101517	0.028039539	-0.394317705	4824
SNORD101	1.060253428	6.643292627	6.420657294	0.001017873	0.028039539	-0.397261797	594837
DNAH3	1.109860556	6.352335873	6.412893048	0.001023871	0.02815235	-0.403766193	55567
PTK6	1.635630199	2.786778631	6.381694681	0.001048389	0.028597266	-0.42997029	5753
GSTT2B	2.124847574	3.300505626	6.37078647	0.001057123	0.028704722	-0.439158103	653689
DNAAF8	1.742939563	2.399790615	6.363519659	0.001062988	0.028704722	-0.445286265	146562
FGF22	1.590660197	4.627614691	6.360592852	0.001065361	0.028717647	-0.447756148	27006
LINC01560	1.180162319	4.758519612	6.347315178	0.001076204	0.028896381	-0.458973113	203414
VGF	1.706395124	6.436068288	6.338895426	0.001083146	0.029011176	-0.466096447	7425
TMEM170B	1.014932935	5.85660009	6.338860315	0.001083175	0.029011176	-0.466126168	100113407
RNVU1-22	1.97427738	2.37711369	6.331865736	0.001088982	0.029068828	-0.472049907	106481627
MSC-AS1	2.358938532	1.5128026	6.312682745	0.001105095	0.02936038	-0.48832459	100132891
CBARP-DT	1.918295834	0.959147917	6.28681875	0.001127262	0.029743457	-0.510333772	118827813
LINC01630	1.918295834	0.959147917	6.28681875	0.001127262	0.029743457	-0.510333772	100287225
OR2L1P	2.302296865	1.151148433	6.278083093	0.001134865	0.029857952	-0.517784733	26247
PPDPFL	2.302296865	1.151148433	6.278083093	0.001134865	0.029857952	-0.517784733	492307
RPL36A	1.095724081	7.806346022	6.274062291	0.001138385	0.029910263	-0.521217161	6173
TNRC6B-DT	2.595745427	4.80507286	6.260187446	0.001150629	0.030154577	-0.533075917	114841040
ACOXL	1.050364476	5.892261261	6.222797996	0.001184394	0.030748307	-0.565142876	55289
RNU6-48P	1.130772474	2.427040404	6.216646212	0.001190059	0.030866182	-0.570434418	100887744
CHGA	2.962576113	3.473714698	6.207143506	0.001198873	0.030989952	-0.578616927	1113
SMIM14	1.136098237	5.634683234	6.206632568	0.001199349	0.030989952	-0.579057178	201895
CKAP4	1.037533052	5.337208933	6.192221688	0.001212866	0.031221621	-0.59148685	10970
GPRASP1	1.283764927	7.397909292	6.166036245	0.001237883	0.031608581	-0.614134263	9737
LINC01715	2.181440172	3.588004451	6.1656417	0.001238265	0.031608581	-0.614476112	NA
CCDC149	1.835931547	2.307940774	6.161799272	0.001241987	0.031674144	-0.617806292	91050
UBE2D1	1.03878353	7.841151704	6.158433152	0.001245259	0.031683466	-0.620725083	7321
H3C6	1.237650241	5.258818652	6.125711174	0.001277594	0.032289602	-0.649167895	8353
ID4	2.085163186	5.478504937	6.1150524	0.001288336	0.032352147	-0.65846	3400
WFS1	1.20166842	5.43444817	6.114393514	0.001289004	0.032352147	-0.659034843	7466
FGFR1	1.323091161	6.423310194	6.106102874	0.001297438	0.032355339	-0.666272379	2260
FAM189A2	1.060583479	2.11525424	6.105380736	0.001298175	0.032355339	-0.666903174	NA
ZEB2-AS1	1.322526174	4.058694025	6.079429617	0.00132501	0.032744605	-0.689612734	100303491
GSTCD-AS1	1.1949875	0.59749375	6.05512962	0.001350723	0.032744605	-0.710949984	101929529
RNU4ATAC12P	1.1949875	0.59749375	6.05512962	0.001350723	0.032744605	-0.710949984	106481865
LINC01980	1.1949875	0.59749375	6.05512962	0.001350723	0.032744605	-0.710949984	105377007
NPHP3-ACAD11	1.1949875	0.59749375	6.05512962	0.001350723	0.032744605	-0.710949984	100532724
RN7SL558P	1.1949875	0.59749375	6.05512962	0.001350723	0.032744605	-0.710949984	106481074
RNU2-61P	1.1949875	0.59749375	6.05512962	0.001350723	0.032744605	-0.710949984	106480673
CYP2C19	1.1949875	0.59749375	6.05512962	0.001350723	0.032744605	-0.710949984	1557
PPP1R12A-AS2	1.1949875	0.59749375	6.05512962	0.001350723	0.032744605	-0.710949984	105369864
ADAD2	1.1949875	0.59749375	6.05512962	0.001350723	0.032744605	-0.710949984	161931
TMEM235	1.1949875	0.59749375	6.05512962	0.001350723	0.032744605	-0.710949984	283999
FRG2EP	1.1949875	0.59749375	6.05512962	0.001350723	0.032744605	-0.710949984	647476
CGB7	1.1949875	0.59749375	6.05512962	0.001350723	0.032744605	-0.710949984	94027
ARIH2OS	1.104488839	5.017288565	6.035068986	0.001372389	0.033010457	-0.728617861	646450
SCLY	1.09653194	6.653693147	6.018971256	0.001390067	0.033271838	-0.74283038	51540
ALG1L15P	2.635630199	1.651148433	6.018379233	0.001390722	0.033271838	-0.743353663	730086
SOCS3	1.834267082	7.076933993	6.015047222	0.001394416	0.033308667	-0.746299586	9021
TCEA2	1.024536433	6.328393036	6.007411749	0.001402924	0.033472178	-0.753055354	6919
CHKB-DT	1.181025014	5.95230208	6.000619524	0.001410544	0.03355294	-0.759070926	100144603
GNB5	1.61146282	5.737152592	5.997484151	0.001414077	0.033596273	-0.761849664	10681
CICP3	1.093652105	2.761444782	5.976129954	0.001438418	0.034027273	-0.780806487	100132630
CASC11	2.520747475	1.260373737	5.923313664	0.001500743	0.034840849	-0.827930901	100270680
TNRC18P1	2.788774071	1.922707869	5.908580976	0.001518684	0.035138447	-0.841136581	644962
TERF1P4	1.881285397	1.273976032	5.901058745	0.00152794	0.035187395	-0.847889406	648283
INSIG1-DT	1.092935576	5.265530793	5.854501119	0.00158671	0.035919669	-0.889839797	105375591
SSBL4P	1.231528997	4.72932605	5.843735759	0.00160067	0.036151437	-0.899577947	441904
GUCY1B1	1.802777876	5.146926715	5.827003308	0.001622653	0.036368685	-0.914742357	2983
CDR2L	1.303981274	4.678929813	5.825331676	0.001624868	0.036368685	-0.916259248	30850
PPM1J-DT	2.358938532	1.179469266	5.787309882	0.001676217	0.03709442	-0.95085547	105378910
RECK	1.05764452	5.511611337	5.777991835	0.001689087	0.037259041	-0.959361584	8434
H4C11	1.631189917	4.471337045	5.772791036	0.001696321	0.037358023	-0.964113944	8363
MAP3K20-AS1	2.112623213	2.446286607	5.770703872	0.001699233	0.037358023	-0.966022096	339751
RP1L1	1.220792666	6.648771318	5.764196584	0.001708352	0.037473142	-0.971974783	94137
CCNJL	1.11525297	5.459683891	5.757221423	0.00171819	0.037628779	-0.978361379	79616
FUT6	1.771040992	3.739601304	5.742820038	0.001738711	0.03793766	-0.991566961	2528
SHOX2	1.245445702	5.772825899	5.729167096	0.001758428	0.038072125	-1.004110419	6474
ELOVL7	2.242714216	4.100236421	5.727651421	0.001760633	0.038072125	-1.005504378	79993
IER5L	1.866056322	5.667375513	5.717003932	0.001776212	0.038318432	-1.015305025	389792
FOXO1	1.359737891	6.159455403	5.709052207	0.001787952	0.038511136	-1.022633688	2308
GAS5-AS1	2.661631036	3.323242159	5.704427211	0.001794821	0.038628778	-1.026899982	100506046
NTRK1	1.108990987	8.457989046	5.69848454	0.001803693	0.038758917	-1.032385745	4914
TMEM51-AS1	1.528320834	0.764160417	5.652057712	0.00187478	0.03948261	-1.075397998	200197
ST3GAL6-AS1	1.528320834	0.764160417	5.652057712	0.00187478	0.03948261	-1.075397998	100874207
TRDN	1.528320834	0.764160417	5.652057712	0.00187478	0.03948261	-1.075397998	10345
CPXM2	1.528320834	0.764160417	5.652057712	0.00187478	0.03948261	-1.075397998	119587
EIF4EBP2P2	1.528320834	0.764160417	5.652057712	0.00187478	0.03948261	-1.075397998	100190923
CES5AP1	1.528320834	0.764160417	5.652057712	0.00187478	0.03948261	-1.075397998	649264
RPL12P17	1.528320834	0.764160417	5.652057712	0.00187478	0.03948261	-1.075397998	344471
LINC02751	1.528320834	0.764160417	5.652057712	0.00187478	0.03948261	-1.075397998	105376569
IPO9-AS1	1.307161312	4.39652022	5.649226433	0.001879219	0.03954575	-1.078029963	100873949
CCSER1	1.935784974	3.603522686	5.62531532	0.0019172	0.039957363	-1.100298863	401145
LRRC28	1.058968925	6.219874141	5.61646036	0.001931491	0.040103616	-1.108564337	123355
IER3-AS1	1.708356922	3.392415076	5.607068152	0.001946784	0.040166687	-1.117342349	105379695
SNHG19	1.858941477	5.962531875	5.603039007	0.001953387	0.040212228	-1.121111503	100507303
SNORD46	2.520747475	2.122027904	5.596345354	0.001964415	0.040308284	-1.127377874	94161
TSPOAP1	1.02167037	10.75917239	5.586544674	0.001980692	0.040500875	-1.136563403	9256
RPSAP36	2.36425238	1.848792857	5.585144464	0.00198303	0.040518495	-1.137876743	100128888
ARC	4.185182591	3.533233994	5.57521923	0.001999697	0.040604985	-1.147193506	23237
ATP1B1	1.155012815	7.074242562	5.574141241	0.002001517	0.040604985	-1.148206179	481
NSG1	1.773976032	1.220321349	5.564459701	0.002017948	0.040686628	-1.157307877	27065
FRG2	2.723308334	1.889975	5.559426356	0.002026552	0.040770238	-1.162044585	448831
SNORD3B-1	1.660556059	4.43003857	5.552907881	0.002037758	0.040935658	-1.168183804	26851
CBWD4P	2.479135104	2.101221719	5.546384388	0.002049044	0.040982378	-1.174333297	NA
MIR17HG	1.246472358	5.899579167	5.542507018	0.002055787	0.041027527	-1.177991005	407975
KLF5	1.236337598	7.242562044	5.531529426	0.002075017	0.041291178	-1.188357347	688
ASB14	2.231948869	4.196238212	5.515655266	0.002103194	0.041730831	-1.203375513	142686
MIR222HG	1.356796443	3.088004451	5.485218905	0.002158468	0.042337755	-1.232263197	104457406
FBXL13	1.215505724	4.607635441	5.467897949	0.002190674	0.0427096	-1.24875734	222235
UBE2V2P3	1.666666667	0.833333333	5.462156078	0.002201473	0.042753452	-1.254233877	100421341
MAD2L1P1	1.666666667	0.833333333	5.462156078	0.002201473	0.042753452	-1.254233877	326596
LINC01031	1.666666667	1.166666667	5.462156078	0.002201473	0.042753452	-1.254233877	101929184
HEG1	1.200559965	4.043545429	5.460562168	0.002204482	0.042781604	-1.255754906	57493
FRMD6	1.235459091	4.060994992	5.458431322	0.002208511	0.042829515	-1.257788846	122786
F13B	1.992426641	0.996213321	5.447081601	0.002230119	0.042834956	-1.268632545	2165
SV2C	1.992426641	0.996213321	5.447081601	0.002230119	0.042834956	-1.268632545	22987
FTLP15	1.992426641	0.996213321	5.447081601	0.002230119	0.042834956	-1.268632545	442304
ADM-DT	1.992426641	0.996213321	5.447081601	0.002230119	0.042834956	-1.268632545	105376544
H3P37	1.992426641	0.996213321	5.447081601	0.002230119	0.042834956	-1.268632545	664611
CLEC17A	1.992426641	0.996213321	5.447081601	0.002230119	0.042834956	-1.268632545	388512
CD276	1.020268572	8.083056611	5.427161279	0.002268637	0.043352142	-1.287706096	80381
DIPK1B	1.450327368	5.372851754	5.426213101	0.00227049	0.043355247	-1.288615286	138311
PLXDC2	1.424640907	4.029415359	5.414012674	0.002294484	0.043603136	-1.300324727	84898
ITPR1-DT	2.794087919	1.925364793	5.374054456	0.002375147	0.044620486	-1.338814202	100996539
LINC02204	2.881285397	3.830617699	5.370518977	0.002382441	0.044686639	-1.342230037	101929151
JAML	2.251629167	1.125814584	5.342622286	0.002440909	0.04520381	-1.369241695	120425
EPB41L5	1.439513166	6.052620059	5.328008304	0.0024722	0.045560546	-1.383433961	57669
GNB1L	1.105280255	4.757390037	5.32322582	0.002482541	0.045697255	-1.388084711	54584
MIR3143	2.902453044	2.451226522	5.317676528	0.002494603	0.045819538	-1.393485031	100422934
KLLN	1.710232651	3.838877897	5.303127939	0.002526547	0.046286738	-1.407662893	100144748
TCEAL2	2.61724968	1.836945674	5.298936735	0.002535838	0.046326539	-1.41175263	140597
PPP1R13B	1.309981095	4.906619715	5.298008335	0.002537901	0.046326539	-1.412658877	23368
ERRFI1	1.60230227	5.49895699	5.297238072	0.002539614	0.046326539	-1.41341085	54206
LRRC8B	1.004997185	7.134573912	5.295738841	0.002542953	0.046335433	-1.414874712	23507
H3C8	1.713459803	4.623132574	5.271460433	0.002597729	0.046990305	-1.438622986	8355
COTL1	1.06962103	7.121642992	5.255812894	0.002633756	0.047423164	-1.453971499	23406
LSMEM1	1.437886826	3.762037752	5.253022173	0.002640242	0.04746748	-1.456712409	286006
SP6	1.113267269	7.123175859	5.248995928	0.002649632	0.047490886	-1.460668672	80320
AREG	1.421127662	7.000112077	5.241659014	0.002666842	0.047705875	-1.467883773	374
GAREM1	1.045220726	4.168156342	5.178068971	0.002821542	0.049652273	-1.530728427	64762
HNRNPA1P20	2.560608013	1.80862484	5.169920703	0.002842104	0.049833984	-1.538821574	344741
IRF7	1.231510109	6.33407719	5.1628147	0.002860178	0.050023036	-1.545887027	3665
SNORD83A	1.222672747	4.203754812	5.156937577	0.002875226	0.050064725	-1.551735913	116937
RNU6ATAC	1.17749836	4.21680602	5.155304392	0.002879424	0.050085102	-1.553362104	100151684
YEATS2-AS1	1.359334171	3.533747893	5.14272997	0.002911984	0.050362631	-1.565895103	100874113
SELP	1.50660031	4.76821203	5.130177614	0.002944912	0.050570286	-1.578428085	6403
ZSCAN23	1.654491375	3.657863386	5.123776402	0.002961869	0.050608117	-1.584827882	222696
GRIN2C	1.125088384	4.929103044	5.097991166	0.003031326	0.051454519	-1.610665465	2905
MPC1-DT	2.254711464	4.3789849	5.097732881	0.003032031	0.051454519	-1.610924745	119545625
BNIPL	1.172928475	4.587402576	5.091198194	0.003049935	0.051603026	-1.617487735	149428
ZNF460	1.318968765	5.778851619	5.085998725	0.003064269	0.051741595	-1.622714008	10794
GOLGA2P10	1.109375816	8.113859547	5.074060185	0.003097474	0.052012983	-1.634728472	80154
DYNLT3	1.141298608	6.848711666	5.059332092	0.003139013	0.052522958	-1.649577878	6990
KCNN2	2.409331353	4.247760015	5.056399622	0.00314736	0.052534491	-1.652538154	3781
RNU2-63P	1	2.223308334	5.054668807	0.003152299	0.052580576	-1.65428595	106480225
MIRLET7I	1.935784974	1.30122582	5.052922646	0.00315729	0.052604249	-1.656049671	406891
TOP3B	1.056641667	3.571415173	5.045244491	0.003179347	0.052843406	-1.663810152	8940
AFDN-DT	2.502598213	2.307940774	5.041895548	0.003189023	0.052903163	-1.667197613	653483
ZNF322P1	1.01963123	3.558883923	5.035677874	0.003207078	0.053079271	-1.673491007	387328
FTLP3	1.469650912	5.441895362	5.019522772	0.003254543	0.053488587	-1.689868444	284764
MPZL2	2.697585714	1.348792857	5.015037666	0.003267864	0.053511801	-1.694421841	10205
ABCC9	2.343249114	1.699945391	4.98848603	0.003348023	0.054362787	-1.721436323	10060
CELA2A	1.598044838	3.749605433	4.986086884	0.003355377	0.054417797	-1.723882236	63036
MIR3917	1.773976032	0.886988016	4.955703676	0.003450139	0.055159336	-1.7549288	100500808
TREHP1	1.773976032	0.886988016	4.955703676	0.003450139	0.055159336	-1.7549288	768086
C12orf57	1.21845061	4.1261409	4.943637359	0.003488626	0.055576045	-1.7672952	113246
NAP1L3	1.232573121	3.26183254	4.924460948	0.003550813	0.056256779	-1.7869915	4675
MEIS1	1.114880659	5.524144351	4.922597836	0.003556923	0.056256779	-1.788907938	4211
RNA5SP195	1.871569948	1.602451641	4.88530405	0.003681803	0.057404746	-1.827374364	100873457
FLJ20021	1.082962014	6.901748313	4.877030176	0.003710188	0.05744665	-1.835935614	90024
RHBDL3	2.940272394	2.772433062	4.872024753	0.003727483	0.057625835	-1.841119699	162494
ZNF280C	1.048162229	6.333578126	4.865296578	0.003750876	0.057700292	-1.848093746	55609
LINC01003	1.096959886	4.912732323	4.854135845	0.003790055	0.058014845	-1.859676805	100128822
CHTF8	1.102860024	4.843218479	4.853937173	0.003790757	0.058014845	-1.859883158	54921
MAFB	1.638347112	6.954411848	4.847011838	0.003815309	0.058135579	-1.86707984	9935
LNC-LBCS	2.009915781	1.866612057	4.839461255	0.003842288	0.058311228	-1.87493421	100506885
CNBD2	1.01963123	1.899790615	4.825739204	0.003891881	0.05863792	-1.889229582	140894
WASL-DT	1.19910294	6.023469739	4.824740518	0.003895519	0.05863792	-1.890271064	116435299
SNORD104	1.008687432	3.806640581	4.822927419	0.003902133	0.058697568	-1.892162231	692227
RPL3L	2.056641667	3.266402673	4.822482288	0.003903759	0.058697568	-1.892626602	6123
SLC25A24	1.475308605	4.583070041	4.819797933	0.003913581	0.058725609	-1.895427593	29957
HM13-AS1	1.11388753	4.361838844	4.819633304	0.003914185	0.058725609	-1.895599409	100874042
MAP3K9	1.801232162	5.358237768	4.792505041	0.004015075	0.059331	-1.923966089	4293
LINC02783	1.881285397	0.940642698	4.783972612	0.004047423	0.059578942	-1.932910271	400743
MALL	1.881285397	0.940642698	4.783972612	0.004047423	0.059578942	-1.932910271	7851
HCN4	1.881285397	0.940642698	4.783972612	0.004047423	0.059578942	-1.932910271	10021
ZNF334	1.345151442	5.973108252	4.770953094	0.004097362	0.060029744	-1.946578633	55713
GDF9	1.310186501	4.688318769	4.766847668	0.004113256	0.060091743	-1.950893813	2661
PDE7A-DT	1.722104583	3.409004355	4.752834016	0.004168045	0.06063973	-1.965642095	118568829
SRARP	1.635630199	0.817815099	4.73842195	0.004225269	0.060681368	-1.980839799	149563
CACNA2D3	1.635630199	0.817815099	4.73842195	0.004225269	0.060681368	-1.980839799	55799
UPK1B	1.635630199	0.817815099	4.73842195	0.004225269	0.060681368	-1.980839799	7348
HMGN2P25	1.635630199	0.817815099	4.73842195	0.004225269	0.060681368	-1.980839799	729687
ADGRL3	1.635630199	0.817815099	4.73842195	0.004225269	0.060681368	-1.980839799	23284
USP26	1.635630199	0.817815099	4.73842195	0.004225269	0.060681368	-1.980839799	83844
ADRB3	1.635630199	0.817815099	4.73842195	0.004225269	0.060681368	-1.980839799	155
LINC02908	1.635630199	0.817815099	4.73842195	0.004225269	0.060681368	-1.980839799	401563
ST13P11	1.635630199	0.817815099	4.73842195	0.004225269	0.060681368	-1.980839799	728162
LINC01065	1.635630199	0.817815099	4.73842195	0.004225269	0.060681368	-1.980839799	102723875
HOMER2P1	1.635630199	0.817815099	4.73842195	0.004225269	0.060681368	-1.980839799	317768
GOLGA6L6	1.635630199	0.817815099	4.73842195	0.004225269	0.060681368	-1.980839799	727832
MIR3194	1.635630199	0.817815099	4.73842195	0.004225269	0.060681368	-1.980839799	100422889
SYNM	1.94774752	5.356275402	4.72600266	0.004275306	0.061103474	-1.993960637	23336
NUDT11	2.440642698	2.276963016	4.698766961	0.00438744	0.062220026	-2.022814553	55190
ACE	1.367343724	5.578387165	4.695286719	0.004402011	0.062350918	-2.026509478	1636
ARHGEF15	1.742939563	1.204803115	4.69493502	0.004403487	0.062350918	-2.026882971	22899
SERPINB9	1.008110896	8.169928563	4.669597469	0.004511301	0.063322057	-2.05383892	5272
MIR7-3HG	2.535776771	1.267888386	4.664200754	0.004534655	0.063552332	-2.059592648	284424
ITGA9	2.100184815	5.155519585	4.660300625	0.004551619	0.063692487	-2.063753479	3680
PHLDA1	1.089644315	7.447654798	4.63770777	0.004651332	0.064530407	-2.08790106	22822
NFIL3	1.312592596	6.162114331	4.624240392	0.004711963	0.065017586	-2.10233137	4783
TDH-AS1	1.697527638	3.792004731	4.622861232	0.004718223	0.065029011	-2.103810667	100129129
TRPM3	2.163951032	2.138617183	4.618868392	0.004736401	0.065083411	-2.108095023	80036
WHRN	1.033178558	3.70400342	4.617219358	0.004743931	0.065121673	-2.109865146	25861
PKD1P5	1.002862964	7.246606356	4.603267737	0.004808198	0.065610026	-2.124857506	348156
RGS4	1.314952815	2.488094106	4.596090683	0.004841647	0.065968044	-2.132581279	5999
MORC4	1.004794765	6.631405522	4.595524465	0.004844297	0.065971397	-2.133190958	79710
MLF1	1.704645018	4.739581875	4.592337508	0.004859245	0.066070645	-2.136623427	4291
FOSL1P1	1.830617699	1.248642183	4.584101946	0.004898119	0.066365374	-2.145500473	100419062
VCX3B	1.830617699	1.248642183	4.584101946	0.004898119	0.066365374	-2.145500473	425054
RALY-AS1	1.040170936	5.980013626	4.58329178	0.004901962	0.066365374	-2.146374294	101926888
LINC02608	1.453835066	4.362547732	4.578394528	0.004925268	0.066527184	-2.151658416	101929541
SEMA4F	1.444633579	2.640612623	4.56823155	0.00497404	0.066908157	-2.162635723	10505
CELF2-AS1	1.071530422	3.882528451	4.56425729	0.004993263	0.067100949	-2.166932645	414196
SLC25A27	1.658535632	4.790657989	4.563589634	0.004996501	0.067111593	-2.167654739	9481
H3C12	1.103595846	4.389871559	4.560996833	0.005009097	0.067247868	-2.170459583	8356
ZNRD2-DT	1.027487387	4.901836506	4.558460903	0.005021453	0.067265776	-2.173203882	254100
MAP1A	1.152352505	10.41519279	4.557705665	0.005025139	0.067265776	-2.174021362	4130
SPICE1	1.232794774	5.30894747	4.549435041	0.005065712	0.067446968	-2.182979212	152185
NRBF2P5	2.113283334	1.056641667	4.530393464	0.00516056	0.068226125	-2.203642124	100118954
SVIL2P	1.861654167	0.930827083	4.522713062	0.005199391	0.068483681	-2.211991949	645954
SH3GL3	3.097440544	1.548720272	4.504148577	0.005294643	0.069384098	-2.232211262	6457
SERPINI1	1.056605863	6.916806467	4.49618108	0.005336135	0.069794515	-2.24090494	5274
PURG	2.228905333	4.391026912	4.493015072	0.005352726	0.069911549	-2.244362172	29942
MOCS1	2.358938532	1.7077901	4.483717547	0.005401791	0.070251446	-2.254523688	4337
CHST8	1.992426641	1.329546654	4.479765351	0.005422804	0.070424587	-2.258847111	64377
MIR124-1HG	3.056641667	2.302296865	4.475996435	0.005442929	0.070514104	-2.262972243	157627
FUNDC2P1	2.302296865	1.679469266	4.453025913	0.005567452	0.07138402	-2.288160343	220793
PFN4	1.226023968	2.689284881	4.427209795	0.005711312	0.072399116	-2.316564336	375189
H2AC20	1.217964608	6.679586392	4.416293721	0.005773418	0.072915824	-2.328605146	8338
H2BC19P	1.227472771	7.220610221	4.415253287	0.005779378	0.072915824	-2.329753728	337874
INKA2-AS1	2.581611279	2.926435838	4.408891968	0.00581597	0.073200022	-2.336779857	100506343
OSBPL10	1.454190026	4.198656758	4.40855612	0.005817909	0.073200022	-2.337150975	114884
C2orf74	1.096998745	3.563297412	4.40782446	0.005822136	0.073219637	-2.337959532	339804
SAXO1	1.127538674	3.589374536	4.404062935	0.005843925	0.073393809	-2.342117679	158297
SQLE-DT	1.217358899	3.870224398	4.403127282	0.005849359	0.073393809	-2.343152324	105375744
PCDH12	1.81981054	3.147987109	4.400872893	0.005862476	0.073491185	-2.345645775	51294
MIR126	1.47120931	3.704568187	4.390502031	0.005923253	0.073915412	-2.357126372	406913
