ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	entrezID
RPL19	60564.15215	-1.071502361	0.188143195	-5.695142782	1.23e-08	2.94e-07	6143
CD2AP-DT	18.1310097	-2.597246342	0.456155434	-5.693774859	1.24e-08	2.96e-07	118732299
RPP25	90.98388199	-1.634603601	0.287260876	-5.690310568	1.27e-08	3e-07	54913
WASH9P	390.7776938	-1.607549825	0.282710586	-5.686203146	1.3e-08	3.07e-07	102723897
RPS26	987.2290663	-1.141408646	0.20116941	-5.673867843	1.4e-08	3.26e-07	6231
SUV39H1	305.7874404	-1.151648588	0.203202195	-5.667500738	1.45e-08	3.36e-07	6839
AQP1	80.8205148	-1.278575036	0.22574001	-5.66392743	1.48e-08	3.42e-07	358
TIMM10	1396.768372	-1.099258183	0.194298787	-5.657565851	1.54e-08	3.53e-07	26519
AKAP8L	3981.343777	-1.119299156	0.197902825	-5.655801815	1.55e-08	3.56e-07	26993
RPL34P18	232.9875286	-1.497339717	0.264944574	-5.651520596	1.59e-08	3.63e-07	100271003
NIT2	84.94037923	-1.37989218	0.244351608	-5.647158181	1.63e-08	3.71e-07	56954
COX6B1	558.1541853	-1.446216338	0.256089588	-5.647306287	1.63e-08	3.71e-07	1340
RPS15A	2789.981775	-1.622410972	0.287888938	-5.635544684	1.75e-08	3.95e-07	6210
CLTB	4614.115585	-1.144039711	0.203510771	-5.621519228	1.89e-08	4.19e-07	1212
NOP9	532.8583898	-1.426055534	0.253844815	-5.617824155	1.93e-08	4.26e-07	161424
MRPL4	328.5153887	-1.103917957	0.196564729	-5.616053108	1.95e-08	4.3e-07	51073
RPS27	7417.214556	-1.136281579	0.202350152	-5.615422426	1.96e-08	4.31e-07	6232
NLRC5	33.19138925	-2.460505107	0.438175596	-5.615340353	1.96e-08	4.31e-07	84166
RNASE2	44.08275719	-2.238805732	0.398822842	-5.61353437	1.98e-08	4.35e-07	6036
LRP1	1669.418646	-1.641375695	0.29288093	-5.604242299	2.09e-08	4.56e-07	4035
PKP1	4.004231973	-6.710497444	1.19835336	-5.599765201	2.15e-08	4.66e-07	5317
TSEN15	287.0802562	-1.028295415	0.183679964	-5.598299309	2.16e-08	4.7e-07	116461
STEAP3-AS1	70.20464786	-2.302488603	0.411363995	-5.597204987	2.18e-08	4.71e-07	100874111
COPS9	154.5420374	-1.681635335	0.300989036	-5.587031858	2.31e-08	4.95e-07	150678
HBQ1	62.41375284	-2.023751182	0.36228021	-5.586148864	2.32e-08	4.97e-07	3049
LMF2	179.4320267	-1.270471549	0.227811841	-5.576845978	2.45e-08	5.17e-07	91289
SCX	40.13591048	-2.752565567	0.493729648	-5.575046137	2.47e-08	5.2e-07	642658
DECR2	131.9268734	-1.215364525	0.218409737	-5.564607785	2.63e-08	5.46e-07	26063
TXNL4A	1209.174766	-1.068681159	0.192135302	-5.562128075	2.67e-08	5.52e-07	10907
ZSWIM5	18.76740704	-3.027383213	0.544419426	-5.560755308	2.69e-08	5.55e-07	57643
SDF2L1	452.5844307	-1.344295922	0.241857058	-5.558224911	2.73e-08	5.62e-07	23753
TRAPPC2L	246.8909795	-1.158823334	0.208498997	-5.557932414	2.73e-08	5.62e-07	51693
CMKLR1	33.83724943	-1.619456971	0.291428089	-5.55696939	2.74e-08	5.65e-07	1240
GADD45G	34.65121041	-2.328246211	0.41942119	-5.551093425	2.84e-08	5.8e-07	10912
ELMO3	128.0206618	-1.633187297	0.295077913	-5.534766326	3.12e-08	6.28e-07	79767
PELI3	74.54647355	-1.31812954	0.238336612	-5.530537368	3.19e-08	6.4e-07	246330
FAM166A	11.5973141	-4.048601295	0.732454766	-5.527442079	3.25e-08	6.49e-07	401565
CHMP2A	7491.257518	-1.075502166	0.194663029	-5.524943143	3.3e-08	6.56e-07	27243
CEACAM6	27.15830547	-2.714869088	0.491556959	-5.523000004	3.33e-08	6.63e-07	4680
WDR83	517.491135	-1.635517107	0.296159605	-5.522417916	3.34e-08	6.63e-07	84292
SCOC-AS1	112.6767675	-1.53430943	0.278237786	-5.514381973	3.5e-08	6.9e-07	100129858
CEP131	2508.008044	-1.58060298	0.286678306	-5.513507457	3.52e-08	6.92e-07	22994
MYH11	64.89662066	-2.562394741	0.465370308	-5.506141452	3.67e-08	7.18e-07	4629
WASH8P	547.6119062	-1.594011654	0.289723608	-5.501835582	3.76e-08	7.35e-07	100288778
SCART1	34.56672606	-2.551467161	0.464907288	-5.488120378	4.06e-08	7.86e-07	619207
KCNAB2	150.5988152	-1.659784752	0.302778304	-5.481848378	4.21e-08	8.12e-07	8514
EXOSC5	115.2970263	-1.138148024	0.207732168	-5.478920442	4.28e-08	8.21e-07	56915
RAB3IL1	649.1221161	-1.061550214	0.194015497	-5.471471244	4.46e-08	8.54e-07	5866
NPIPP1	28.06301335	-1.694907373	0.310041209	-5.466716428	4.58e-08	8.74e-07	100874381
SNRPFP1	286.12504	-1.353896625	0.24798699	-5.459546979	4.77e-08	9.02e-07	170550
LILRA2	14.27198389	-2.847626787	0.521661718	-5.458761281	4.79e-08	9.05e-07	11027
NTMT1	221.2936889	-1.04959593	0.19250059	-5.452429681	4.97e-08	9.35e-07	28989
AURKAIP1	3262.409749	-1.618439805	0.297150232	-5.446537246	5.14e-08	9.64e-07	54998
DUSP23	121.4717792	-1.33302707	0.244921273	-5.44267573	5.25e-08	9.81e-07	54935
RPL34	12371.46589	-1.640238472	0.30137445	-5.442526634	5.25e-08	9.81e-07	6164
NIPBL-DT	190.0982787	-1.198735506	0.220246623	-5.442696424	5.25e-08	9.81e-07	646719
SNHG19	41.20413622	-1.886744457	0.34760077	-5.427906434	5.7e-08	1.06e-06	100507303
C1orf122	97.41628468	-1.57553305	0.290387935	-5.425614712	5.78e-08	1.07e-06	127687
DMAP1	1260.506823	-1.022297163	0.188415155	-5.425769296	5.77e-08	1.07e-06	55929
RPS27A	6590.056547	-1.091466096	0.201200872	-5.424758283	5.8e-08	1.07e-06	6233
SPDYE3	32.92797232	-2.682344422	0.496185554	-5.405930102	6.45e-08	1.18e-06	441272
NDUFB2	451.5898412	-1.183431728	0.218940109	-5.405276054	6.47e-08	1.18e-06	4708
RPS3	30309.35573	-1.073739502	0.19867172	-5.40459156	6.5e-08	1.19e-06	6188
PUSL1	157.6584693	-1.841381561	0.34103751	-5.399351999	6.69e-08	1.22e-06	126789
ECSIT	729.6748202	-1.321865244	0.244885353	-5.397894281	6.74e-08	1.23e-06	51295
RPL15P3	176.0467104	-1.254598558	0.232472223	-5.396767593	6.79e-08	1.23e-06	653232
UQCC2	1505.792259	-1.002898458	0.18597031	-5.392788008	6.94e-08	1.25e-06	84300
MTCH2	485.9120427	-1.178973473	0.218767829	-5.389153777	7.08e-08	1.27e-06	23788
ASPSCR1	581.4891377	-1.487394958	0.276107827	-5.387007577	7.16e-08	1.29e-06	79058
TMEM86B	31.12253247	-3.088183672	0.574540475	-5.375049811	7.66e-08	1.36e-06	255043
SLC9A3R2	256.9672845	-1.726911565	0.321455665	-5.372160924	7.78e-08	1.38e-06	9351
STPG1	44.33490598	-1.632497023	0.30418767	-5.366742909	8.02e-08	1.41e-06	90529
PPIL1	1057.58347	-1.077024524	0.200799485	-5.363681702	8.15e-08	1.43e-06	51645
NUP210	1263.655735	-1.031825014	0.192441575	-5.361757258	8.24e-08	1.44e-06	23225
TPT1	4808.190201	-1.209976498	0.225697958	-5.36104317	8.27e-08	1.45e-06	7178
RPL35	23174.1433	-1.362500159	0.254348711	-5.356819594	8.47e-08	1.48e-06	11224
MIR23AHG	118.1545652	-2.403824744	0.448813642	-5.355952938	8.51e-08	1.48e-06	284454
ACSL6	28.7515043	-1.939811606	0.362473951	-5.351588995	8.72e-08	1.51e-06	23305
TYROBP	45.73282618	-1.969780342	0.368552745	-5.344636194	9.06e-08	1.57e-06	7305
PTGES3	1145.580514	-1.216306827	0.227908489	-5.336821073	9.46e-08	1.63e-06	10728
NDUFS6	4135.191689	-1.080927455	0.202714788	-5.33225752	9.7e-08	1.67e-06	4726
ADGRL1-AS1	80.34805738	-2.013392717	0.37799886	-5.326451819	1e-07	1.72e-06	100507373
CDKN2A	30.61342857	-1.940913459	0.364911276	-5.318864032	1.04e-07	1.78e-06	1029
PRKCQ-AS1	119.7714519	-1.179472371	0.222301355	-5.305736297	1.12e-07	1.9e-06	439949
NAA38	890.1467697	-1.419580801	0.268174359	-5.293499367	1.2e-07	2.02e-06	84316
TIMM13	1243.165464	-1.486069969	0.280878988	-5.290783689	1.22e-07	2.04e-06	26517
RPLP1	24849.73213	-1.735681849	0.328106276	-5.289998936	1.22e-07	2.05e-06	6176
NUP153-AS1	34.50073494	-1.898655784	0.358952344	-5.289436934	1.23e-07	2.05e-06	105374952
EEF1D	1611.538161	-1.473065358	0.278847044	-5.282700276	1.27e-07	2.12e-06	1936
PSMD4	8659.216466	-1.02228368	0.193552862	-5.281676889	1.28e-07	2.12e-06	5710
SYCE1L	26.10968642	-2.792469651	0.528906449	-5.279704293	1.29e-07	2.14e-06	100130958
IL3RA	72.78932148	-1.605022593	0.304159498	-5.276910974	1.31e-07	2.17e-06	3563
ADPRM	134.5049039	-1.093333264	0.2073909	-5.271847809	1.35e-07	2.23e-06	56985
S100A6	33035.42832	-1.615546031	0.306516232	-5.270670406	1.36e-07	2.24e-06	6277
PADI2	13.53867505	-2.524808929	0.479867398	-5.261472107	1.43e-07	2.33e-06	11240
EMC9	186.278088	-1.127459209	0.214446877	-5.257522175	1.46e-07	2.37e-06	51016
NUDT1	1935.089313	-1.006540607	0.191580041	-5.253890766	1.49e-07	2.42e-06	4521
NR1H2	949.093716	-1.079225199	0.205582557	-5.249595173	1.52e-07	2.47e-06	7376
MYL6	21480.42748	-1.143860956	0.217977139	-5.247618903	1.54e-07	2.49e-06	4637
CHCHD10	354.7272351	-1.781149903	0.339474368	-5.246787587	1.55e-07	2.5e-06	400916
SPDYE21	27.40327147	-2.445543885	0.46647508	-5.242603492	1.58e-07	2.55e-06	442572
LAT2	114.7385375	-1.264735827	0.241318173	-5.240947298	1.6e-07	2.57e-06	7462
ECI1	622.4738921	-1.171366533	0.22374849	-5.235193017	1.65e-07	2.65e-06	1632
NOC2LP2	20.80216974	-2.515866781	0.480798765	-5.232681452	1.67e-07	2.68e-06	401010
MRPL20	2288.927608	-1.382647874	0.264566011	-5.226097898	1.73e-07	2.76e-06	55052
SMIM5	231.7063858	-1.32526907	0.253710159	-5.223555391	1.76e-07	2.79e-06	643008
PSMB6	1535.847461	-1.151556418	0.220546637	-5.221373749	1.78e-07	2.82e-06	5694
RPS4Y1	4776.884312	-1.541067266	0.295420355	-5.216523642	1.82e-07	2.89e-06	6192
PSMB8	194.5011116	-1.198688986	0.230101837	-5.209384679	1.89e-07	2.99e-06	5696
PVR	823.7261485	-1.182186945	0.226995615	-5.207972615	1.91e-07	3e-06	5817
ISOC2	265.9828481	-1.086339062	0.208596068	-5.207859732	1.91e-07	3e-06	79763
MRPL54	453.0224898	-1.909685271	0.366901389	-5.204900635	1.94e-07	3.04e-06	116541
HSH2D	51.98043962	-1.49495404	0.287761931	-5.195107056	2.05e-07	3.19e-06	84941
ISG15	100.1568106	-1.73145166	0.333321904	-5.194533087	2.05e-07	3.2e-06	9636
PINX1	554.3751362	-1.165789314	0.224467248	-5.193583142	2.06e-07	3.21e-06	54984
XAB2	1815.028171	-1.751209694	0.33777275	-5.184579554	2.17e-07	3.35e-06	56949
FAHD2A	547.1896586	-1.013288214	0.195702921	-5.177685684	2.25e-07	3.47e-06	51011
SVBP	140.6913678	-1.042302404	0.201464414	-5.173630349	2.3e-07	3.54e-06	374969
TUBA4A	438.3080059	-1.704140886	0.329466425	-5.172426553	2.31e-07	3.56e-06	7277
IMP3	231.4347759	-1.0907922	0.21126074	-5.163250865	2.43e-07	3.72e-06	55272
RRP7A	2253.169199	-1.237624716	0.240105177	-5.154510752	2.54e-07	3.87e-06	27341
NDUFB7	1950.437271	-1.855181763	0.360212938	-5.150236338	2.6e-07	3.96e-06	4713
OR6L2P	22.50332377	-3.704543159	0.719539743	-5.148489981	2.63e-07	3.99e-06	81356
TNK2	650.1478957	-2.306364582	0.448353683	-5.144074127	2.69e-07	4.06e-06	10188
ZFHX3	40.440853	-1.794390059	0.348816582	-5.144222361	2.69e-07	4.06e-06	463
CTU2	132.7312734	-1.545645458	0.300705036	-5.140071748	2.75e-07	4.14e-06	348180
CH17-340M24.3	47.91422055	-1.620158736	0.315248319	-5.139309678	2.76e-07	4.15e-06	NA
AAMDC	259.8734922	-1.098375086	0.213751053	-5.138571567	2.77e-07	4.17e-06	28971
EEF1B2P3	1068.931232	-1.049717544	0.204587288	-5.13090308	2.88e-07	4.32e-06	644820
ATP5MJ	1097.166856	-1.088726886	0.212442747	-5.12480139	2.98e-07	4.46e-06	9556
PYCARD	109.4218521	-1.566801547	0.305916435	-5.121665165	3.03e-07	4.53e-06	29108
PSMB3	530.460492	-1.078205783	0.210606434	-5.11952917	3.06e-07	4.58e-06	5691
COL18A1-AS1	30.39382516	-3.572110902	0.698011551	-5.117552706	3.1e-07	4.61e-06	378832
POLR1H	191.3442435	-1.031616829	0.201705343	-5.11447447	3.15e-07	4.68e-06	30834
RPS24	16770.38665	-1.034034557	0.202345168	-5.110250796	3.22e-07	4.78e-06	6229
BTNL10	67.20149126	-1.234238795	0.24167457	-5.107027985	3.27e-07	4.84e-06	NA
MINCR	27.63228844	-1.806107627	0.353652843	-5.107007239	3.27e-07	4.84e-06	100507316
RPL21	28572.13356	-1.718725311	0.33664969	-5.105382132	3.3e-07	4.88e-06	6144
C19orf48	1090.068902	-1.386141413	0.272022682	-5.095683218	3.47e-07	5.12e-06	84798
PRX	91.61475751	-1.36623804	0.268370283	-5.09086932	3.56e-07	5.22e-06	57716
RHOBTB2	72.15940685	-1.32218826	0.260108188	-5.083224289	3.71e-07	5.41e-06	23221
ATP6V0E1	250.8358921	-1.010770098	0.199205379	-5.074010064	3.9e-07	5.63e-06	8992
SGPP2	34.06988354	-1.627709067	0.320813715	-5.073689157	3.9e-07	5.63e-06	130367
CCDC136	347.913653	-1.373152944	0.270701072	-5.072580365	3.92e-07	5.66e-06	64753
MGLL	21.97472557	-1.854808687	0.366069093	-5.066826787	4.05e-07	5.8e-06	11343
ZNF581	238.0615401	-1.447785962	0.285731441	-5.066946635	4.04e-07	5.8e-06	51545
TCEA3	27.91276513	-2.245131269	0.444241763	-5.053850077	4.33e-07	6.16e-06	6920
HEXD	440.7338256	-1.95429155	0.386873891	-5.051495059	4.38e-07	6.22e-06	284004
UBA52	2770.508462	-1.372567234	0.271723365	-5.051340476	4.39e-07	6.22e-06	7311
E2F2	548.3317035	-1.250911483	0.247723223	-5.049633484	4.43e-07	6.27e-06	1870
TSR3	3328.711002	-1.854020342	0.367518447	-5.044700085	4.54e-07	6.39e-06	115939
RPL28	10041.22237	-1.53448799	0.304228003	-5.043874904	4.56e-07	6.42e-06	6158
KLHDC4	4285.472624	-1.5511037	0.307568335	-5.04311895	4.58e-07	6.44e-06	54758
LINC01036	56.57917362	-1.664346399	0.330239279	-5.03981963	4.66e-07	6.53e-06	104169671
A4GALT	573.4831761	-1.058314213	0.209995401	-5.039701846	4.66e-07	6.53e-06	53947
RPLP0	51046.10718	-1.478627691	0.293945695	-5.030275028	4.9e-07	6.84e-06	6175
COL23A1	183.6930287	-1.164244849	0.231498982	-5.029157526	4.93e-07	6.87e-06	91522
MTND1P23	16.60039547	-2.302773701	0.457952421	-5.028412551	4.95e-07	6.89e-06	100887749
EMC3	1377.664436	-1.119203745	0.222669736	-5.026294833	5e-07	6.96e-06	55831
PDLIM7	588.9916105	-1.100770458	0.219128453	-5.023402668	5.08e-07	7.06e-06	9260
RPS9	7772.809017	-1.33814707	0.26641273	-5.022834566	5.09e-07	7.07e-06	6203
ACKR1	46.47620389	-1.700696336	0.338610086	-5.02258027	5.1e-07	7.07e-06	2532
MRPL41	472.0210386	-1.228640272	0.244885205	-5.017209072	5.24e-07	7.25e-06	64975
CHID1	609.6865929	-1.258406068	0.25081575	-5.017252983	5.24e-07	7.25e-06	66005
KMT2E-AS1	83.5859921	-1.574840412	0.314046562	-5.014671713	5.31e-07	7.33e-06	100216545
MICAL1	234.6678328	-1.233014152	0.246036522	-5.011508621	5.4e-07	7.44e-06	64780
WASH3P	397.8130675	-1.549513766	0.309224875	-5.010960932	5.42e-07	7.45e-06	374666
SMDT1	98.0017972	-1.019029452	0.203361013	-5.010938131	5.42e-07	7.45e-06	91689
TMEM184A	7.037422863	-3.806063007	0.759848557	-5.008975768	5.47e-07	7.5e-06	202915
RNF181	596.4376929	-1.175386774	0.234714009	-5.007740188	5.51e-07	7.54e-06	51255
C6orf163	101.8220141	-1.157940968	0.231335518	-5.005461238	5.57e-07	7.62e-06	206412
SIVA1	277.3928884	-1.085096159	0.21694136	-5.001794761	5.68e-07	7.75e-06	10572
TNFRSF1B	111.3533056	-1.122056892	0.224349852	-5.001371212	5.69e-07	7.76e-06	7133
CEBPA-DT	11.78869869	-3.194568982	0.639479986	-4.995573049	5.87e-07	7.97e-06	80054
SPHK1	161.5158277	-1.101141564	0.220435197	-4.995307372	5.87e-07	7.98e-06	8877
RPSA	25654.10538	-1.147530952	0.229957075	-4.990196336	6.03e-07	8.15e-06	3921
OSBPL5	205.4946395	-1.543230615	0.309469427	-4.986698141	6.14e-07	8.29e-06	114879
SLC20A1	908.545667	-1.334544742	0.267992805	-4.979778254	6.37e-07	8.55e-06	6574
DEFA3	15.49304044	-4.060881641	0.816216115	-4.97525296	6.52e-07	8.7e-06	1668
FOS	167.4311935	-1.437129203	0.288864294	-4.975101578	6.52e-07	8.7e-06	2353
TMPRSS13	15.90229148	-2.109398755	0.424049499	-4.974416332	6.54e-07	8.71e-06	84000
NQO1	37.81654517	-1.366458075	0.274724844	-4.973915185	6.56e-07	8.73e-06	1728
TOMM22	621.0829767	-1.074929125	0.216135557	-4.973402534	6.58e-07	8.75e-06	56993
CRIP1	11.22220482	-3.574176839	0.719173541	-4.969839179	6.7e-07	8.87e-06	1396
PSMB10	41.15318724	-1.409948061	0.283690504	-4.970022056	6.69e-07	8.87e-06	5699
CPVL	155.9195588	-1.196766027	0.240933735	-4.967199906	6.79e-07	8.99e-06	54504
H2BC7	9.391237802	-3.791333974	0.764177545	-4.961326065	7e-07	9.21e-06	8343
WASH2P	1226.70278	-1.812526801	0.365373472	-4.960750955	7.02e-07	9.23e-06	375260
TIMM50	221.450394	-1.052067587	0.212150139	-4.959070934	7.08e-07	9.29e-06	92609
LAIR1	50.48441443	-1.344738854	0.271312577	-4.95641915	7.18e-07	9.41e-06	3903
MYO1F	281.9601605	-1.142233209	0.23063396	-4.952580308	7.32e-07	9.55e-06	4542
SLC25A42	83.93811362	-1.442578082	0.291380231	-4.950844043	7.39e-07	9.61e-06	284439
RPL8	13575.6555	-1.417824813	0.28643157	-4.949959996	7.42e-07	9.63e-06	6132
NT5C	1110.53068	-1.378628635	0.278505652	-4.950092123	7.42e-07	9.63e-06	30833
OGFR	1656.186862	-1.50382578	0.303911953	-4.948228482	7.49e-07	9.7e-06	11054
RPL21P16	395.3576307	-1.412030912	0.285400289	-4.947545496	7.52e-07	9.72e-06	729402
TMEM256	62.97750272	-2.236151666	0.451992319	-4.947322275	7.52e-07	9.73e-06	254863
PIK3R5	25.29562406	-1.540604024	0.311810477	-4.940834706	7.78e-07	1e-05	23533
HNRNPUL2	499.5304113	-1.05224153	0.213027291	-4.939468201	7.83e-07	1.01e-05	221092
CCDC28B	912.9609039	-1.360183442	0.275495959	-4.937217403	7.92e-07	1.02e-05	79140
FBXW5	618.4747952	-1.131409113	0.230052258	-4.918052624	8.74e-07	1.11e-05	54461
SYNGR2	707.895104	-1.23293326	0.250818061	-4.915647847	8.85e-07	1.12e-05	9144
GALK1	174.4842325	-1.447104727	0.294677047	-4.910815903	9.07e-07	1.14e-05	2584
PIP5KL1	17.76194473	-3.198268412	0.651381114	-4.90998026	9.11e-07	1.14e-05	138429
RPS20P14	60.60574137	-1.613715611	0.32898756	-4.90509614	9.34e-07	1.17e-05	440992
RPLP2	62184.70256	-1.796923006	0.366508162	-4.902818524	9.45e-07	1.18e-05	6181
TMSB10	13283.27905	-1.269441812	0.259131919	-4.898824579	9.64e-07	1.2e-05	9168
TST	262.6603105	-1.107957901	0.226254897	-4.896945501	9.73e-07	1.21e-05	7263
DOK1	236.8155799	-1.528729798	0.312225429	-4.896237321	9.77e-07	1.22e-05	1796
ITGA2B	1936.739583	-1.460552391	0.29861506	-4.891087508	1e-06	1.24e-05	3674
APRT	563.0425625	-1.446034338	0.295885351	-4.887144064	1.02e-06	1.27e-05	353
WASH4P	11.53602408	-2.365768367	0.484919766	-4.878680003	1.07e-06	1.31e-05	374677
GGTLC3	7.245148502	-4.842830746	0.993385532	-4.875076785	1.09e-06	1.33e-05	728226
HMGB3	3936.798403	-1.036259258	0.212670084	-4.872614139	1.1e-06	1.34e-05	3149
SRI	670.8702371	-1.031528962	0.211976922	-4.866232383	1.14e-06	1.38e-05	6717
TALDO1	2921.242428	-1.114429164	0.229095446	-4.864475412	1.15e-06	1.39e-05	6888
ZNF511	116.1529838	-1.141959112	0.234828825	-4.862942658	1.16e-06	1.4e-05	118472
BLOC1S1	41.07992388	-2.6752278	0.550183164	-4.862431233	1.16e-06	1.4e-05	2647
MFAP4	9.139297611	-3.142226589	0.64731955	-4.854212407	1.21e-06	1.46e-05	4239
HSPBP1	508.4849442	-1.282740177	0.264260219	-4.854079744	1.21e-06	1.46e-05	23640
RPL13	19216.43834	-1.616577083	0.333116346	-4.8528903	1.22e-06	1.47e-05	6137
EBP	1811.424138	-1.586707433	0.327028553	-4.851892648	1.22e-06	1.47e-05	10682
ARPC1A	76.23316892	-1.734714325	0.358029458	-4.845172056	1.27e-06	1.51e-05	10552
CHMP4BP1	61.32613647	-1.848284667	0.381770949	-4.841344459	1.29e-06	1.54e-05	100307126
BRSK2	24.46647337	-3.411751504	0.705116932	-4.838561307	1.31e-06	1.56e-05	9024
PES1	15430.44666	-1.216468419	0.251693087	-4.833141963	1.34e-06	1.6e-05	23481
RXRA	701.7989281	-1.402511764	0.290483083	-4.828204619	1.38e-06	1.63e-05	6256
PRR5	122.4877022	-1.703306923	0.352805905	-4.827886662	1.38e-06	1.63e-05	55615
ANKMY1	86.51083208	-1.173970236	0.243372393	-4.823760919	1.41e-06	1.66e-05	51281
H2AC21	25.39800088	-3.494298606	0.724510076	-4.82298138	1.41e-06	1.67e-05	317772
CTDSPL	20.51191196	-1.849969188	0.383571587	-4.823008933	1.41e-06	1.67e-05	10217
EDF1	12774.11699	-1.125498458	0.233471004	-4.820720505	1.43e-06	1.68e-05	8721
NRGN	153.3173897	-1.466466974	0.304202649	-4.820691013	1.43e-06	1.68e-05	4900
SNRNP35	1951.040139	-1.128707423	0.23421945	-4.819016617	1.44e-06	1.69e-05	11066
MAP3K6	48.50858345	-1.958015486	0.406340728	-4.818654275	1.45e-06	1.69e-05	9064
ITGAL	86.27285237	-1.892168757	0.392718872	-4.818125364	1.45e-06	1.7e-05	3683
MGMT	416.5955998	-1.39584846	0.28973357	-4.81769669	1.45e-06	1.7e-05	4255
LSM2	359.2847125	-1.117572902	0.2319981	-4.817164032	1.46e-06	1.7e-05	57819
REX1BD	1123.985587	-1.687498789	0.3504178	-4.815676563	1.47e-06	1.71e-05	55049
SNHG10	143.1004075	-1.022186832	0.212408435	-4.812364587	1.49e-06	1.74e-05	283596
GALNT6	982.27811	-1.332652259	0.27701827	-4.810701693	1.5e-06	1.75e-05	11226
ARL16	606.5386428	-1.030579652	0.214307053	-4.808892843	1.52e-06	1.76e-05	339231
ITGB1BP2	61.54860564	-1.544279384	0.322359163	-4.790555268	1.66e-06	1.92e-05	26548
TCF7L1	23.04278399	-2.10752798	0.440185079	-4.787822399	1.69e-06	1.94e-05	83439
ATP5ME	408.4477096	-1.923981022	0.402102021	-4.784808133	1.71e-06	1.96e-05	521
MXD4	769.2363165	-1.03227005	0.215851311	-4.782320048	1.73e-06	1.99e-05	10608
M1AP	12.16421577	-2.907831756	0.608215692	-4.780921956	1.74e-06	2e-05	130951
GPER1	18.24128694	-3.349239479	0.700740301	-4.779573079	1.76e-06	2.01e-05	2852
RASGRP2	134.0091375	-1.473431365	0.308330324	-4.778742954	1.76e-06	2.02e-05	10235
NBL1	21.71776936	-1.866134488	0.390729283	-4.776029258	1.79e-06	2.03e-05	4681
DDIT3	1437.135417	-1.016989191	0.213011128	-4.774347716	1.8e-06	2.05e-05	1649
CCS	1272.980818	-1.17673202	0.246479102	-4.774165485	1.8e-06	2.05e-05	9973
SLC14A1	61.7649017	-1.156707668	0.242338161	-4.773113996	1.81e-06	2.06e-05	6563
SNRPEP4	150.6505856	-1.17862586	0.247232783	-4.767271749	1.87e-06	2.11e-05	100130109
MPND	389.5696581	-1.189778631	0.24991578	-4.760718321	1.93e-06	2.17e-05	84954
DTNB	49.00498128	-1.326625322	0.278671716	-4.760530927	1.93e-06	2.17e-05	1838
RPSAP58	527.4438979	-1.508137729	0.317042053	-4.756901214	1.97e-06	2.2e-05	388524
GCNA	56.67490263	-1.375318809	0.289579853	-4.749359445	2.04e-06	2.28e-05	93953
INKA1	140.6433205	-1.131104512	0.238378956	-4.744984759	2.09e-06	2.32e-05	389119
B4GALT7	99.54801598	-1.544852913	0.32566023	-4.743756744	2.1e-06	2.33e-05	11285
NFKBIL1	588.5102959	-1.490176165	0.314294648	-4.741334847	2.12e-06	2.36e-05	4795
NDUFS8	438.2206126	-1.280729925	0.270255967	-4.73895151	2.15e-06	2.38e-05	4728
IFI6	27.05678707	-1.441895666	0.30480708	-4.730518945	2.24e-06	2.47e-05	2537
RETREG3	1455.835556	-1.449494519	0.306558622	-4.728278429	2.26e-06	2.49e-05	162427
C17orf99	191.6098664	-1.701414709	0.360199539	-4.723533828	2.32e-06	2.54e-05	100141515
MZT2A	560.5113891	-1.265938676	0.268020473	-4.72329096	2.32e-06	2.54e-05	653784
DEFA8P	6.327401832	-4.769540909	1.009865369	-4.722947293	2.32e-06	2.55e-05	449491
NOP53	10273.12076	-1.23718506	0.262080026	-4.720638491	2.35e-06	2.57e-05	29997
ANXA2R	16.55052016	-2.131011198	0.451546466	-4.719361924	2.37e-06	2.58e-05	389289
MISP3	26.36835838	-1.760233395	0.37299386	-4.719202068	2.37e-06	2.58e-05	113230
MICOS13	72.53357819	-1.336266797	0.283541693	-4.712770038	2.44e-06	2.65e-05	125988
H2BC18	5.863213125	-3.389231035	0.719495582	-4.710565457	2.47e-06	2.67e-05	440689
SLC39A3	1005.404926	-1.417725348	0.301918323	-4.695724778	2.66e-06	2.85e-05	29985
COPZ2	13.19994242	-2.063357293	0.439553797	-4.694208779	2.68e-06	2.87e-05	51226
RPL36	13553.30841	-1.817640536	0.387514721	-4.690507065	2.73e-06	2.91e-05	25873
TNS1	565.7674458	-1.223681362	0.261335615	-4.682413312	2.84e-06	3.01e-05	7145
RPL38	12639.18736	-1.361410272	0.2909161	-4.679735065	2.87e-06	3.04e-05	6169
SLC6A9	472.3496613	-1.910624906	0.409002377	-4.671427384	2.99e-06	3.15e-05	6536
LINC00894	75.73409337	-2.158432156	0.462199677	-4.669912734	3.01e-06	3.17e-05	NA
ROMO1	634.7505484	-1.316647874	0.282007347	-4.668842452	3.03e-06	3.18e-05	140823
PLPPR3	119.086056	-2.360793886	0.5057544	-4.667866228	3.04e-06	3.2e-05	79948
BCL7C	510.4971766	-1.487728775	0.318942529	-4.664566935	3.09e-06	3.24e-05	9274
ARMC5	379.8704263	-1.802004175	0.386969516	-4.656708348	3.21e-06	3.35e-05	79798
NSUN5	698.401438	-1.103174956	0.236948316	-4.655761964	3.23e-06	3.36e-05	55695
