ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	entrezID
PRKAR2A	128.7679734	1.238165615	0.280399177	4.41572486	1.01E-05	8.92E-05	5576
VAMP7	133.5485754	1.476539477	0.334380544	4.415745783	1.01E-05	8.92E-05	6845
NADK2	130.6728485	1.012634442	0.229369194	4.414866802	1.01E-05	8.95E-05	133686
RBL2	108.9129543	1.569721046	0.355865873	4.410990673	1.03E-05	9.10E-05	5934
CFAP20DC	15.0351533	2.231179099	0.505977562	4.409640397	1.04E-05	9.14E-05	200844
POLQ	288.1265725	1.063593572	0.241330102	4.407214704	1.05E-05	9.24E-05	10721
CBFB	69.90652405	1.208940096	0.274337922	4.406755322	1.05E-05	9.25E-05	865
PNN	11969.40389	1.113219371	0.252659634	4.406004043	1.05E-05	9.27E-05	5411
PRKCI	66.39967962	1.196672402	0.271668108	4.40490572	1.06E-05	9.31E-05	5584
SLC12A6	199.5869414	1.253699308	0.284712461	4.403387558	1.07E-05	9.37E-05	9990
CBX1	1298.982785	1.089514138	0.247598915	4.400318706	1.08E-05	9.50E-05	10951
CENPF	3724.900142	1.304869137	0.29655437	4.400100854	1.08E-05	9.50E-05	1063
MANSC1	42.30344884	1.851956543	0.421110941	4.397787758	1.09E-05	9.59E-05	54682
GORAB	23.67922508	1.548531731	0.352230407	4.39636017	1.10E-05	9.64E-05	92344
SMC1B	44.93030795	1.203563838	0.273834056	4.39523065	1.11E-05	9.69E-05	27127
RALGAPA1	48.50902454	1.129608684	0.25708239	4.393955892	1.11E-05	9.73E-05	253959
ZYG11B	50.94867554	1.117137214	0.25432298	4.392592501	1.12E-05	9.78E-05	79699
CCDC47	1524.047239	1.163827695	0.265377472	4.385555738	1.16E-05	0.000100586	57003
COPB1	294.5221011	1.853950785	0.42282004	4.384727802	1.16E-05	0.000100918	1315
ALDH9A1	170.257355	1.543767602	0.352116853	4.38424798	1.16E-05	0.000101025	223
RANBP2	1733.721907	1.564290933	0.356813956	4.384051986	1.16E-05	0.000101025	5903
FBXW11	30.67038634	1.357029481	0.309652994	4.382420018	1.17E-05	0.000101629	23291
SNIP1	262.3151241	1.300540602	0.296805319	4.381796818	1.18E-05	0.000101869	79753
PTAR1	85.81237005	1.189852144	0.271591528	4.381035568	1.18E-05	0.000102173	375743
WDR48	185.7429686	1.460596955	0.333531661	4.379185319	1.19E-05	0.000102938	57599
WTAP	368.8985661	1.285993264	0.293667648	4.379077073	1.19E-05	0.000102938	9589
CCDC186	51.65166144	1.788171358	0.40845782	4.37786051	1.20E-05	0.000103357	55088
RGPD8	28.89742402	1.751889037	0.400205597	4.377472606	1.20E-05	0.000103384	727851
TMEM237	67.44932264	1.728231929	0.394799468	4.377493048	1.20E-05	0.000103384	65062
UBE4A	53.49925296	1.78745673	0.408467483	4.376007407	1.21E-05	0.000104028	9354
USP9Y	29.82799102	1.924713397	0.440355357	4.370818625	1.24E-05	0.00010637	8287
CDK15	42.41557103	1.296427885	0.296620434	4.370662762	1.24E-05	0.000106392	65061
CHORDC1	447.7663972	1.429690481	0.327185806	4.369659237	1.24E-05	0.000106828	26973
MSH6	1658.504088	1.086473318	0.24869107	4.36876691	1.25E-05	0.000107211	2956
RICTOR	108.5801632	1.515536319	0.34706564	4.366713803	1.26E-05	0.000107951	253260
CUL5	176.9846532	1.196304905	0.2742351	4.362333286	1.29E-05	0.000109804	8065
ORC2	198.0209228	1.405194095	0.32239151	4.358657259	1.31E-05	0.000111496	4999
INTS6L	182.5947859	1.131869662	0.259769177	4.357213107	1.32E-05	0.000112065	203522
RRN3	282.2653726	1.641014617	0.376888304	4.354113935	1.34E-05	0.000113435	54700
ZNF761	135.9251537	1.233664487	0.283422175	4.352745107	1.34E-05	0.000114089	388561
PLD1	164.5802211	1.195925793	0.274931198	4.349909362	1.36E-05	0.000115344	5337
RANBP6	124.6530428	1.149721444	0.264328407	4.349594718	1.36E-05	0.000115452	26953
SIN3A	852.8459451	1.010673324	0.23255999	4.345860711	1.39E-05	0.000117165	25942
SLMAP	362.298943	1.260866461	0.290436281	4.341284286	1.42E-05	0.000119549	7871
CA2	240.0253907	1.430751042	0.329865577	4.337376018	1.44E-05	0.000121634	760
DCAF7	190.0835534	1.096470266	0.252980201	4.334213752	1.46E-05	0.000123151	10238
SEPTIN7	2153.026317	1.692188137	0.390491671	4.333480743	1.47E-05	0.000123439	989
USP16	324.305233	1.416744756	0.327104504	4.331168596	1.48E-05	0.000124558	10600
TXNDC5	63.4828537	1.59662526	0.368648743	4.331020486	1.48E-05	0.00012458	81567
LNX2	48.98704046	1.291126192	0.298176914	4.330067594	1.49E-05	0.000125059	222484
RNF146	68.79733354	1.673492212	0.386754668	4.327012319	1.51E-05	0.000126743	81847
GLS	113.2445257	1.372486443	0.317284496	4.325728041	1.52E-05	0.000127358	2744
C4orf3	172.0212864	1.321813015	0.305690529	4.324023453	1.53E-05	0.000128157	401152
ABCE1	434.846826	1.469141615	0.33984753	4.322943331	1.54E-05	0.000128648	6059
TMEM233	4.830152762	5.091999071	1.180009879	4.315217324	1.59E-05	0.000132267	387890
KLF15	38.10906025	1.71912938	0.398478588	4.314232766	1.60E-05	0.000132637	28999
LNPEP	75.75169804	1.025189616	0.23762662	4.314287745	1.60E-05	0.000132637	4012
NPTN	76.1148426	1.518226059	0.351963664	4.313587498	1.61E-05	0.000132922	27020
MMS22L	138.0043147	1.099149696	0.254943069	4.311353504	1.62E-05	0.000134076	253714
CASP8AP2	277.6466122	1.532608593	0.355709754	4.308593099	1.64E-05	0.000135628	9994
XPR1	106.6881708	1.057198118	0.245575502	4.304982001	1.67E-05	0.000137592	9213
RAP2C	35.4587042	1.92239743	0.446693788	4.303613529	1.68E-05	0.000138177	57826
ZNF708	42.42151613	1.177718888	0.273654101	4.303677106	1.68E-05	0.000138177	7562
SYT11	34.19886068	1.845493528	0.428931495	4.302536769	1.69E-05	0.000138716	23208
CSF2RB	125.1205022	1.01985552	0.237095947	4.301446457	1.70E-05	0.000139266	1439
INTS6	440.4197507	1.100301941	0.255811057	4.301229013	1.70E-05	0.000139268	26512
LONP2	156.0995315	1.138040605	0.264581858	4.301279807	1.70E-05	0.000139268	83752
CYBB	52.78196078	1.042677051	0.242452276	4.300545537	1.70E-05	0.000139564	1536
MEAF6	206.3917307	1.415146015	0.329077575	4.300341687	1.71E-05	0.000139625	64769
KIF4A	773.7603577	1.345269957	0.312842673	4.30014852	1.71E-05	0.000139679	24137
NDEL1	699.3467382	1.1269826	0.262224806	4.297772656	1.73E-05	0.000140981	81565
YWHAE	2876.953596	1.551012013	0.361163415	4.294488171	1.75E-05	0.000142878	7531
ZNF770	19.90350455	2.358729902	0.549633137	4.291462327	1.78E-05	0.000144423	54989
GFM1	318.0610254	1.315039811	0.306590175	4.289243168	1.79E-05	0.000145734	85476
LYPLA1	67.75734443	1.536694353	0.358287319	4.289000121	1.79E-05	0.000145824	10434
ACSL1	50.92947273	1.539841166	0.359048747	4.288668817	1.80E-05	0.000145972	2180
FUT11	49.11928203	1.208711872	0.281907939	4.287612028	1.81E-05	0.000146457	170384
PRKACB	52.62113877	1.437975222	0.336085322	4.278601674	1.88E-05	0.000151644	5567
NUDCD1	85.50984026	1.363975048	0.318882467	4.277359806	1.89E-05	0.00015242	84955
SEC24A	36.67573052	1.177664568	0.275411505	4.276018059	1.90E-05	0.000153268	10802
GEMIN5	117.3072852	1.126281235	0.26342091	4.275595418	1.91E-05	0.000153462	25929
BTBD8	15.89877985	2.003135755	0.468587768	4.274835774	1.91E-05	0.000153719	284697
ERI2	95.83035314	1.288901078	0.301555718	4.274172243	1.92E-05	0.000154105	112479
MED4	733.4548448	1.376736228	0.322190903	4.273045005	1.93E-05	0.000154813	29079
MKRN2	59.77219462	1.165576416	0.272821434	4.272305148	1.93E-05	0.000155254	23609
AIDA	83.08693843	1.061910766	0.248624238	4.271147383	1.94E-05	0.000155989	64853
LAMP2	111.8295585	1.624551051	0.380379879	4.270864838	1.95E-05	0.000156113	3920
PAQR3	18.01658394	2.020764293	0.473172242	4.270673791	1.95E-05	0.000156173	152559
ABRAXAS2	153.6374899	1.582083227	0.37052329	4.269861756	1.96E-05	0.000156669	23172
EIF4BP7	36.40863494	1.354981399	0.31756647	4.266764682	1.98E-05	0.000158635	643873
ARHGAP11A	125.1280164	1.183934247	0.27752693	4.266015721	1.99E-05	0.000158967	9824
CCDC138	105.9052376	1.721532057	0.40404364	4.260757713	2.04E-05	0.000162044	165055
LRCH1	86.56980666	1.367817677	0.321088977	4.259933467	2.04E-05	0.000162566	23143
KLHL20	65.54912572	1.311045461	0.307945597	4.257393097	2.07E-05	0.00016404	27252
WAPL	661.302133	1.078615832	0.253389955	4.256742665	2.07E-05	0.000164292	23063
SERPING1	24.86156541	1.542977292	0.362538854	4.256032899	2.08E-05	0.000164733	710
ITGAV	30.61181954	1.615160015	0.379634501	4.25451325	2.10E-05	0.000165779	3685
HMMR	925.6395668	2.078919206	0.488662045	4.254308731	2.10E-05	0.000165853	3161
ZNF189	50.38225837	1.419075181	0.333573146	4.254164937	2.10E-05	0.000165882	7743
ATP11C	87.06021467	1.067153713	0.250914399	4.253058884	2.11E-05	0.000166627	286410
LAMTOR3	85.44193401	1.141854121	0.268498636	4.252737136	2.11E-05	0.000166789	8649
HMGN4	231.3323077	1.837466611	0.43234323	4.250018232	2.14E-05	0.000168435	10473
TOM1L1	48.55487097	1.369291619	0.322252682	4.249124041	2.15E-05	0.000168873	10040
HSP90AA2P	195.6312376	1.757842655	0.414008951	4.245904954	2.18E-05	0.000171079	3324
NR2C1	112.1893222	1.316569349	0.310111927	4.245465057	2.18E-05	0.000171336	7181
KMT2E	528.8569201	1.086349676	0.256340428	4.237917844	2.26E-05	0.000176381	55904
VPS26A	282.3684969	1.289210411	0.304278915	4.236936397	2.27E-05	0.00017699	9559
METTL14	272.2448559	1.503928666	0.355136764	4.234787329	2.29E-05	0.000178364	57721
FCF1	68.10003586	1.19447373	0.282237478	4.232158452	2.31E-05	0.000179719	51077
POLR2B	564.8115399	1.718617622	0.406276582	4.230166587	2.34E-05	0.000180987	5431
USP1	626.0396394	1.594195358	0.376886979	4.229902991	2.34E-05	0.000181117	7398
SELENOT	269.1176261	1.840932371	0.435352855	4.228598368	2.35E-05	0.00018208	51714
ATF1	105.6981994	1.248488434	0.29525529	4.228504872	2.35E-05	0.00018208	466
HSD17B12	32.45618861	1.672120427	0.395496483	4.227902143	2.36E-05	0.000182485	51144
RNF103	63.98198995	1.253351381	0.296793098	4.22298021	2.41E-05	0.000186009	7844
CFAP58	81.8850203	1.317780399	0.312293507	4.219685556	2.45E-05	0.000188321	159686
PGBD2	275.8939456	1.032863946	0.245009079	4.215614989	2.49E-05	0.000191664	267002
RBM23	380.9426327	1.089001905	0.258361348	4.215034154	2.50E-05	0.000192071	55147
RASL11A	31.42347412	1.638705988	0.388860884	4.214118871	2.51E-05	0.000192721	387496
GNPDA2	94.1769503	1.39946564	0.332132392	4.2135777	2.51E-05	0.000193052	132789
DCK	359.5357492	1.51332848	0.359194923	4.213112114	2.52E-05	0.000193352	1633
STXBP6	39.2618832	1.307834731	0.310535385	4.211548169	2.54E-05	0.000194355	29091
TIA1	177.8767753	1.003388704	0.238409685	4.20867426	2.57E-05	0.000196628	7072
DNAJB5	15.22769775	2.111772309	0.502227312	4.204813753	2.61E-05	0.000199873	25822
GLUD1	173.3304165	1.616034026	0.384465464	4.203326903	2.63E-05	0.00020101	2746
F13A1	9.308464954	3.715095865	0.884459653	4.200413048	2.66E-05	0.000203249	2162
BUB1	515.5188631	1.166834448	0.27799009	4.197395846	2.70E-05	0.000205421	699
SCOC	63.49383399	1.451321801	0.346003398	4.194530486	2.73E-05	0.000207293	60592
DSG2	13.94285693	2.09477877	0.499615229	4.192784061	2.76E-05	0.000208243	1829
FAM72B	41.2420779	1.338906861	0.319383482	4.192160628	2.76E-05	0.000208289	653820
STK17B	61.75254977	1.624280768	0.387516178	4.19151731	2.77E-05	0.000208761	9262
ZFY	66.06317861	1.279443993	0.305342083	4.190198682	2.79E-05	0.000209699	7544
SDC3	46.76855898	1.061206564	0.253453311	4.186990332	2.83E-05	0.000212215	9672
TGFBR2	37.79991106	1.470412167	0.351211352	4.186687472	2.83E-05	0.000212404	7048
BBS12	16.66962862	1.832801274	0.437934979	4.185099072	2.85E-05	0.0002138	166379
PREPL	58.92182951	1.129752307	0.270012818	4.184069175	2.86E-05	0.000214655	9581
CCDC43	203.0305146	1.319354736	0.315393498	4.183202079	2.87E-05	0.000215308	124808
PARG	85.09499327	1.364602174	0.326330431	4.181657751	2.89E-05	0.000216489	8505
MBNL2	119.760421	1.322117232	0.316242077	4.180712587	2.91E-05	0.000217009	10150
YY1AP1	335.4150578	1.156029565	0.276542361	4.180298321	2.91E-05	0.000217214	55249
MTMR2	83.66176015	1.04558779	0.250385459	4.175912588	2.97E-05	0.000220763	8898
SPCS3	265.4470227	1.085702399	0.260094043	4.174268617	2.99E-05	0.000222071	60559
TRNT1	173.1385118	1.384562178	0.331899695	4.171628358	3.02E-05	0.000224171	51095
HERPUD2	46.87518531	1.187905813	0.284880179	4.169843678	3.05E-05	0.000225736	64224
THNSL2	31.64905677	1.257734275	0.301646941	4.169557529	3.05E-05	0.000225823	55258
TRAPPC11	110.0523632	1.310283995	0.314377261	4.167871399	3.07E-05	0.000227203	60684
EPS8	49.21670087	1.296464919	0.311279807	4.164950272	3.11E-05	0.000229832	2059
B4GALT6	17.3767903	1.91485129	0.459809562	4.164444259	3.12E-05	0.000230242	9331
ZBTB38	30.30765416	1.578764065	0.379140115	4.164064956	3.13E-05	0.000230525	253461
CARMIL1	100.2422176	1.04748543	0.251573379	4.16373717	3.13E-05	0.000230756	55604
SPDL1	319.6723844	1.855427989	0.445710184	4.162857514	3.14E-05	0.000231547	54908
PRRC1	59.3265265	1.144970145	0.275806079	4.151359347	3.31E-05	0.000242233	133619
SMC2	650.623622	1.814002213	0.43698218	4.15120409	3.31E-05	0.000242293	10592
IARS1	711.0445181	1.239655683	0.298663017	4.150683594	3.31E-05	0.00024274	3376
ZBTB33	28.16272556	1.506558805	0.363014097	4.150138571	3.32E-05	0.00024311	10009
LHFPL2	25.41805668	1.760851599	0.42449646	4.148094898	3.35E-05	0.000245184	10184
CEP97	41.75508644	1.399947797	0.337566682	4.147174085	3.37E-05	0.000245854	79598
CD274	12.86836391	2.010008453	0.484697222	4.146936193	3.37E-05	0.000246004	29126
NUP58	128.3983955	1.17086123	0.282447884	4.145406276	3.39E-05	0.000247227	9818
ZNF675	45.01876997	1.175389549	0.283615845	4.144301424	3.41E-05	0.000248209	171392
STT3B	417.9390421	1.07843796	0.260253134	4.143803935	3.42E-05	0.000248642	201595
SCAPER	31.39133983	1.356516193	0.327481697	4.142265673	3.44E-05	0.000249995	49855
TXNDC12	66.81846734	1.522534074	0.367577614	4.142075083	3.44E-05	0.000250096	51060
RBM43	25.98576717	2.031209548	0.490400734	4.141938232	3.44E-05	0.000250138	375287
MTF2	337.0176029	1.185062615	0.2862768	4.139569173	3.48E-05	0.000252411	22823
SLC25A46	177.1628147	1.144651309	0.276596717	4.138340184	3.50E-05	0.000253442	91137
BIRC2	119.1929463	1.599785688	0.386701885	4.136999972	3.52E-05	0.000254818	329
B3GLCT	44.92933948	1.096715572	0.265210352	4.135266834	3.55E-05	0.000256639	145173
ZC3H14	362.0366737	1.255436371	0.303794174	4.132522865	3.59E-05	0.000258621	79882
SLC25A36	67.37372033	1.339644129	0.324182215	4.132380079	3.59E-05	0.000258672	55186
C1GALT1	164.9300056	1.11223002	0.269335124	4.129539458	3.63E-05	0.000261335	56913
GOLGA7	47.71063743	1.871493547	0.453375268	4.127912743	3.66E-05	0.000263079	51125
TBC1D15	382.1708969	1.227092997	0.297579607	4.12357893	3.73E-05	0.000267627	64786
SLC30A9	208.7575026	1.154610314	0.280072655	4.122538545	3.75E-05	0.000268612	10463
ZNF510	49.62910042	1.076912816	0.261237442	4.122352475	3.75E-05	0.000268716	22869
RBM12	184.1795376	1.1291888	0.273976418	4.121481723	3.76E-05	0.000269522	10137
PARP2	391.0015472	1.135923745	0.275619435	4.121348506	3.77E-05	0.000269549	10038
PGM2	44.37295503	1.708203861	0.4145363	4.120758211	3.78E-05	0.000270077	55276
VPS13C	146.7695214	1.380081666	0.33518264	4.117401985	3.83E-05	0.000273744	54832
UBXN4	546.9616067	1.299778494	0.315754435	4.116421969	3.85E-05	0.000274679	23190
SGPP1	54.95121904	1.183796741	0.287896477	4.111883393	3.92E-05	0.000279315	81537
YWHAQ	355.7907285	1.234357988	0.300465564	4.10815127	3.99E-05	0.000283509	10971
PKN2	109.6611271	1.319252143	0.321167988	4.107670102	4.00E-05	0.000283863	5586
PDE8A	38.52060296	1.317870104	0.32082944	4.107696923	4.00E-05	0.000283863	5151
ZNF281	40.18408091	1.323757781	0.322373935	4.106280431	4.02E-05	0.000285337	23528
ABCA5	48.54553695	1.30731658	0.318603281	4.103274065	4.07E-05	0.000288349	23461
EID1	3168.294982	1.217660051	0.2967748	4.102976569	4.08E-05	0.0002886	23741
MTRR	40.54515513	1.806861663	0.440499212	4.101849932	4.10E-05	0.000289527	4552
ADPRH	16.40766487	2.107848729	0.514262396	4.098780595	4.15E-05	0.000293195	141
DNA2	61.56127864	1.389758687	0.339077363	4.098647796	4.16E-05	0.000293195	1763
ZNF627	43.4868718	1.509898875	0.368476043	4.097685328	4.17E-05	0.00029405	199692
NMD3	491.7675311	1.16058679	0.283291324	4.0967961	4.19E-05	0.000294937	51068
TSTD2	41.39121054	1.175260284	0.286868223	4.096864653	4.19E-05	0.000294937	158427
ACTL6A	975.0261917	1.930047565	0.471160687	4.09636801	4.20E-05	0.000295238	86
LMNB1	3429.85513	1.0244094	0.250551152	4.088623795	4.34E-05	0.000304511	4001
NPAT	88.1978526	1.400064794	0.342476186	4.088064659	4.35E-05	0.000305119	4863
CBLL1	319.7893718	1.281398864	0.313661273	4.085295104	4.40E-05	0.000308273	79872
COQ5	481.4552531	1.173987991	0.287406625	4.08476315	4.41E-05	0.000308689	84274
IMPACT	174.26741	1.256808317	0.307682425	4.08475823	4.41E-05	0.000308689	55364
GNAI1	30.37309288	1.533486507	0.37571492	4.081516131	4.47E-05	0.000312556	2770
ZRANB1	113.9932854	1.321845237	0.32388256	4.08124858	4.48E-05	0.000312788	54764
PLIN2	1942.048405	1.140686556	0.279561176	4.080275279	4.50E-05	0.000313971	123
RNF11	67.73089105	1.045590258	0.256345044	4.078839375	4.53E-05	0.000315528	26994
CREM	111.3221784	1.236508119	0.303191066	4.078313176	4.54E-05	0.000315955	1390
PDS5B	342.521275	1.392676656	0.341946591	4.072789994	4.65E-05	0.000322943	23047
MINDY3	54.02248486	1.119984488	0.275064849	4.071710699	4.67E-05	0.000324146	80013
KCTD9	132.2304623	1.512147849	0.371580746	4.069500012	4.71E-05	0.000326836	54793
RAP1B	645.5252603	1.72892157	0.424870904	4.069286816	4.72E-05	0.000327002	5908
TRA2A	636.9647154	1.008396102	0.247814753	4.069152815	4.72E-05	0.000327057	29896
USP51	22.57007422	1.993848983	0.490070051	4.068497917	4.73E-05	0.00032771	158880
SERPINB9	24.68742499	1.522321663	0.374370137	4.066354427	4.78E-05	0.000330064	5272
TWF1	63.72269285	2.044204253	0.502805277	4.06559825	4.79E-05	0.000330867	5756
SEC24D	20.78691677	1.654328685	0.407289256	4.061802913	4.87E-05	0.000335475	9871
HNRNPF	5546.407752	1.272611852	0.31333369	4.061522559	4.88E-05	0.000335742	3185
ATP1B4	45.11922305	1.477171067	0.363958752	4.058622185	4.94E-05	0.000339389	23439
ATP13A3	267.4766997	1.15208725	0.284022767	4.056320066	4.99E-05	0.000342473	79572
THOC2	853.4409548	1.002188046	0.247080942	4.056112297	4.99E-05	0.000342639	57187
ACSL3	212.1569709	1.008675106	0.248761932	4.054780795	5.02E-05	0.000344218	2181
MIPOL1	24.45371611	1.437338285	0.354733275	4.051884572	5.08E-05	0.000347486	145282
ZNF720	178.224225	1.023441718	0.252608569	4.051492489	5.09E-05	0.000347929	NA
PTK2	377.8622386	1.30435544	0.321986015	4.050969232	5.10E-05	0.000348288	5747
TAX1BP1	871.6677908	1.426042607	0.352203066	4.048921618	5.15E-05	0.000350503	8887
LIMS1	440.6615643	1.15594827	0.285666838	4.046490932	5.20E-05	0.000353877	3987
INPP5F	87.6624166	1.153066629	0.28508307	4.044668902	5.24E-05	0.000356212	22876
SWT1	54.23069071	1.97318218	0.488204297	4.04171408	5.31E-05	0.000360299	54823
LAPTM4B	71.39697061	1.148852544	0.284422408	4.03924765	5.36E-05	0.000363673	55353
USP34	222.8153905	1.185478779	0.293630566	4.037313949	5.41E-05	0.000366244	9736
OXSM	133.224145	1.535563847	0.380562069	4.034989228	5.46E-05	0.000369447	54995
TVP23B	145.9956834	1.538455924	0.381982977	4.027551012	5.64E-05	0.000380419	51030
VAPA	774.2558314	1.492583054	0.370656149	4.026867108	5.65E-05	0.000381375	9218
TPR	4739.538799	1.016249074	0.252454715	4.02547076	5.69E-05	0.000383189	7175
MAOA	17.59921162	1.709793585	0.425091521	4.022177581	5.77E-05	0.000388126	4128
TAF13	99.47593623	1.458107033	0.36259098	4.021354955	5.79E-05	0.000389021	6884
ZFP64	25.14583259	1.36691291	0.340143093	4.018640794	5.85E-05	0.000393063	55734
TTC21B	95.8366149	1.022905951	0.254549278	4.018498732	5.86E-05	0.00039313	79809
LGALSL	16.49797591	1.864018933	0.464258888	4.015041997	5.94E-05	0.000398321	29094
CCNT1	103.6119282	1.086124109	0.270732702	4.011795039	6.03E-05	0.000403523	904
SOCS4	72.5405711	1.653591117	0.413054793	4.003321457	6.25E-05	0.00041657	122809
DCTD	71.9521148	1.177569926	0.294414833	3.999696321	6.34E-05	0.000422055	1635
DDX52	442.2938435	1.209796622	0.302470376	3.999719368	6.34E-05	0.000422055	11056
GPD2	77.98379165	1.029933097	0.257618944	3.997893489	6.39E-05	0.000424949	2820
INPP1	63.93924499	1.098366489	0.27497159	3.994472631	6.48E-05	0.000430382	3628
HHEX	91.26704521	1.187138834	0.29719918	3.994421627	6.49E-05	0.000430382	3087
DNAJB14	71.25488724	1.163485659	0.291310511	3.993970745	6.50E-05	0.000431033	79982
EEF1A1P5	1889.775193	1.770040844	0.443747547	3.988846488	6.64E-05	0.000439078	158078
ARHGAP12	31.55685613	1.661600793	0.416654113	3.987962055	6.66E-05	0.000440203	94134
FER	50.65384505	1.538061185	0.385735066	3.98735122	6.68E-05	0.000440995	2241
DCLRE1A	107.2593723	1.445016827	0.362392519	3.987435592	6.68E-05	0.000440995	9937
EDA2R	28.05076592	1.481473847	0.371602236	3.986719411	6.70E-05	0.000441827	60401
PRMT5	172.345323	1.395368573	0.350148396	3.985077729	6.75E-05	0.000444376	10419
ECT2	140.7899009	1.759925927	0.441758526	3.98390936	6.78E-05	0.000445876	1894
ZNF608	18.18034957	1.72467434	0.433206054	3.981187068	6.86E-05	0.000450317	57507
ZNF614	31.28143222	1.407514652	0.353657307	3.979882857	6.89E-05	0.000452095	80110
ANO6	48.42558499	1.219586965	0.306476917	3.979376248	6.91E-05	0.000452885	196527
CD2AP	327.8781508	1.190824037	0.299292416	3.978797908	6.93E-05	0.000453638	23607
CCDC8	47.99502324	1.689386081	0.424687913	3.977947169	6.95E-05	0.000454769	83987
TRIM32	24.46930229	1.405086164	0.353470486	3.975115942	7.03E-05	0.00045965	22954
SENP7	67.61873741	1.570467091	0.395171359	3.974141985	7.06E-05	0.000461196	57337
MTMR1	60.22182405	1.006399795	0.253358852	3.972230633	7.12E-05	0.00046454	8776
CEP57	477.5798396	1.200970119	0.30240545	3.971390455	7.15E-05	0.000465824	9702
OAT	549.289493	1.58826815	0.399923664	3.971428281	7.14E-05	0.000465824	4942
SNX25	107.6927419	1.152817772	0.290331891	3.970689427	7.17E-05	0.00046666	83891
DYNLT3	46.6607226	1.136362596	0.28638222	3.967992836	7.25E-05	0.000471609	6990
KIFBP	186.6997788	1.888948187	0.476154604	3.967090036	7.28E-05	0.000473217	26128
ZNF655	94.83249138	1.488328304	0.375292421	3.965783006	7.32E-05	0.000475248	79027
ARID5B	15.35811156	1.767175336	0.445873758	3.963398392	7.39E-05	0.000479497	84159
PGGT1B	51.96137579	1.249158936	0.315203028	3.963029624	7.40E-05	0.000480055	5229
TTC26	82.48119624	1.186337364	0.299411322	3.962232813	7.43E-05	0.00048136	79989
DNAJB4	69.69799059	1.679526902	0.424095915	3.96025249	7.49E-05	0.000484747	11080
SLC25A43	15.70932528	1.738395045	0.439112809	3.958880294	7.53E-05	0.000486428	203427
EIF2AK3	62.3185365	1.025167629	0.25905299	3.95736652	7.58E-05	0.000488962	9451
B3GNT5	32.90939442	1.554738219	0.393033197	3.955742747	7.63E-05	0.000491735	84002
SMIM11A	24.65398145	4.846415812	1.225465464	3.954755114	7.66E-05	0.000493583	NA
PPP1R8	352.9903999	1.100178283	0.27821285	3.954448118	7.67E-05	0.00049403	5511
PRMT6	59.0773043	1.624428147	0.411142106	3.951013833	7.78E-05	0.000500037	55170
UGDH	28.4619513	1.675352526	0.424176045	3.949663226	7.83E-05	0.000502487	7358
USP40	53.67644978	1.065174742	0.269934007	3.946056129	7.94E-05	0.000509728	55230
TPP1	199.2870088	1.157153761	0.293601722	3.941236291	8.11E-05	0.000518319	1200
HCG11	151.697043	1.167421711	0.29623251	3.940896659	8.12E-05	0.000518859	493812
E2F8	101.9602207	1.14387786	0.290326276	3.939973589	8.15E-05	0.000520557	79733
COPS2	529.2832398	1.249562162	0.317153223	3.939932095	8.15E-05	0.000520557	9318
CCDC68	45.41700305	1.302254713	0.330798273	3.93670348	8.26E-05	0.000526421	80323
ENPP4	20.7178204	1.590892304	0.404226205	3.935648611	8.30E-05	0.00052854	22875
SPRY1	10.87806119	2.233147724	0.567464874	3.93530565	8.31E-05	0.000529035	10252
FZD6	91.81457903	1.917571663	0.487291247	3.93516542	8.31E-05	0.000529035	8323
MORF4L1	1577.547906	1.077790404	0.274174541	3.931037513	8.46E-05	0.000536769	10933
SLC40A1	1126.87625	1.141238839	0.290404802	3.929820818	8.50E-05	0.00053909	30061
ERI1	403.0034978	1.284751933	0.327113256	3.927544695	8.58E-05	0.000543607	90459
TRIP11	517.1271536	1.012980742	0.257960511	3.926882991	8.61E-05	0.000544499	9321
EXOC1	174.5104386	1.030074767	0.262520699	3.923784945	8.72E-05	0.000550728	55763
RPRD2	211.8299463	1.023687559	0.260902585	3.923639001	8.72E-05	0.000550857	23248
NCK1	50.00914932	1.750238641	0.446497179	3.919932139	8.86E-05	0.000558706	4690
PMP22	179.7029411	1.502911562	0.384315446	3.910619718	9.21E-05	0.000579045	5376
LPIN1	56.54270979	1.025542263	0.262347716	3.909095451	9.26E-05	0.000582064	23175
ITM2A	36.07234603	1.602219834	0.409889748	3.908904384	9.27E-05	0.000582109	9452
RNF13	29.78018985	1.410241972	0.361098171	3.905425414	9.41E-05	0.000588792	11342
ZHX1	324.6347761	1.563814088	0.400499191	3.90466229	9.44E-05	0.000590218	11244
KTN1	5566.797647	1.365291767	0.349710047	3.904067892	9.46E-05	0.000591235	3895
GSTM2	65.76917913	1.056551546	0.27081304	3.90140573	9.56E-05	0.00059624	2946
API5	539.0919424	1.105661149	0.283496362	3.900089378	9.62E-05	0.000599101	8539
TSC22D1	1380.490214	1.378071214	0.353394214	3.899529642	9.64E-05	0.000600218	8848
HSP90AB3P	67.42982876	1.014195769	0.260160727	3.898343073	9.69E-05	0.000602725	3327
SPIRE1	13.84762027	1.959253111	0.502883891	3.89603474	9.78E-05	0.000606939	56907
KDM1B	58.50157588	1.107444072	0.284289015	3.895486679	9.80E-05	0.000607868	221656
