ID	C1	C2	C3	C4	J1	J2	J3	J4
SRSF7	17642	22714	15814	14731	10019	6745	16452	14222
LINC01812	0	0	0	0	1	0	0	0
HMGB3P11	0	0	0	0	0	0	0	0
LDHAP7	3	3	1	6	0	1	4	2
SLC9B1P2	0	0	0	0	0	0	0	0
RPS24P6	0	0	0	0	0	0	0	0
NEURL3	1	0	1	1	0	3	0	0
FAM166C	0	0	0	0	0	1	0	0
TTC7A	459	652	445	424	202	205	273	313
IGKV1OR2-3	0	0	0	0	0	0	0	0
APLF	465	589	407	382	371	273	457	435
MTCYBP39	0	0	0	0	0	0	0	0
TMEM87B	118	213	149	131	103	262	120	130
EMX1	3	6	7	9	1	21	2	6
LINC02831	0	1	0	0	0	0	0	0
PPP1R21	1099	1527	1046	988	952	833	1118	1177
FABP7P2	0	0	0	0	0	0	0	0
ANAPC1P5	0	0	0	0	0	0	0	0
RSL24D1P2	0	0	0	1	0	0	0	1
KRTCAP2P1	0	0	0	0	0	0	0	0
TSGA10	192	288	236	239	149	124	201	170
SH3RF3-AS1	0	0	0	0	0	4	0	0
CYCSP6	0	0	0	0	0	0	0	0
CENPNP1	0	0	0	1	0	0	0	0
MTND1P29	0	0	0	0	0	0	0	0
NPAS2-AS1	0	0	0	0	0	2	1	0
SEMA4F	2	3	1	1	1	39	7	2
RPL23AP27	0	0	0	0	0	0	0	0
ST6GAL2-IT1	0	0	0	0	0	0	0	0
RPS12P3	8	9	9	13	4	3	8	6
CENPNP2	0	0	0	0	0	0	1	0
MRPS9-AS1	17	41	16	31	23	9	13	16
LINC02579	0	1	1	2	2	0	1	0
MED15P4	0	0	0	1	0	0	0	0
MFSD9	549	764	470	469	286	273	356	354
SLC5A7	0	0	0	0	0	0	0	0
IL1B	7	15	4	5	1	263	4	4
CRIM1	145	326	267	137	71	2627	176	114
AFTPH-DT	6	9	8	5	0	4	4	5
SUCLG1	2316	2813	1976	1672	1221	985	1569	1570
AHCYP3	0	0	0	0	0	0	0	0
RPS12P4	1	2	2	1	0	0	0	1
RPL23AP34	0	0	0	0	0	0	0	0
NMS	0	0	0	0	0	0	0	0
LINC01868	0	0	0	0	0	0	0	0
PPIAP63	0	0	0	0	0	0	0	0
IGKV1-5	0	0	0	0	0	0	0	0
EML4	793	1146	741	773	463	745	631	627
ANAPC1P6	0	0	0	0	0	0	0	1
LINC01593	0	0	0	0	0	0	0	0
MTND4P26	2	4	0	12	1	4	1	1
LINC01956	1	0	0	1	0	0	0	0
PGM5P4	40	64	30	42	28	11	26	20
MTND2P21	0	0	0	0	0	0	0	0
LINC01955	0	1	0	0	0	0	0	0
RPL22P8	1	4	1	1	0	1	3	0
SMC3P1	20	29	21	21	10	9	24	11
SH3RF3	1	0	1	3	0	185	0	2
KNOP1P3	0	0	0	0	0	0	0	0
CIAO1	1965	2886	1896	1842	1328	1309	1594	1827
TMEM182	20	27	14	23	3	11	16	23
HK2-DT	48	79	51	32	20	89	29	30
UBTFL5	0	0	0	0	0	0	0	0
COA5	1126	1400	960	893	687	602	963	868
GALM	194	341	264	160	34	109	86	71
IL36B	0	0	0	0	0	0	0	0
LYPD1	0	0	0	0	0	16	0	0
LINC00486	0	1	0	2	0	0	1	2
IGKV5-2	0	0	0	0	0	0	0	0
RPS14P5	0	2	0	6	1	0	4	7
BBIP1P1	0	0	0	0	0	1	0	0
DUSP2	54	93	56	46	24	13	39	39
ACTR3BP2	0	0	0	0	0	0	0	0
ACTR3	7450	9955	6625	6703	4417	3388	5455	5328
MTND5P28	2	10	7	2	1	0	2	5
SRMP3	0	2	0	1	1	0	0	0
FAM138B	4	2	0	1	0	0	0	2
CCDC148-AS1	0	0	0	0	0	0	0	0
DPP10-AS2	0	0	0	0	0	0	0	0
IGKV1OR2-1	0	0	0	0	0	0	0	0
DDX18	7130	9924	6761	6507	4073	2815	5871	5285
SMYD1	0	0	0	0	0	0	1	0
NT5C1B-RDH14	0	0	0	0	0	0	0	0
DDX11L2	54	90	51	44	41	39	25	54
NXPH2	0	0	0	0	0	10	0	0
RPL17P12	0	0	0	0	0	0	0	0
EIF2S2P7	0	0	0	0	0	0	0	0
NDUFB4P5	0	0	1	0	0	0	0	0
RDH14	348	493	301	270	198	173	276	264
BTF3P5	0	0	0	1	0	0	0	0
LINC02898	1	0	0	1	0	0	1	0
MTCO1P43	0	0	0	0	0	0	0	0
ATP5F1BP1	0	0	0	0	0	0	0	0
LINC01114	0	0	0	0	0	0	0	0
NCKAP5-IT1	0	0	0	0	0	0	0	0
LINC01961	0	1	0	0	0	0	0	1
SRSF3P5	0	0	0	0	0	0	0	0
CRYGGP	0	0	0	0	0	0	0	0
EN1	0	0	0	0	0	8	0	0
CCDC148	4	6	3	2	2	11	4	2
C2orf76	113	117	81	84	48	39	64	70
KRT18P33	0	0	0	0	0	0	0	1
GACAT1	0	0	0	0	0	0	0	0
PABPC1P6	0	0	0	0	0	0	0	0
RPL23AP7	956	1205	1060	907	258	353	357	320
DNAJA1P2	0	0	0	0	0	0	0	0
CYP27C1	1	0	2	0	0	71	0	1
SPR	167	217	150	130	55	176	75	58
OTX2P2	0	0	0	0	0	0	0	0
SF3B6	1436	1758	1137	1059	895	611	1085	1015
NDUFAF2P1	20	24	11	7	5	3	9	8
MAP3K20	2050	3088	2120	2044	1232	1254	1737	1635
HS6ST1	903	1326	951	727	352	291	519	467
TMEM185B	131	229	158	133	49	214	70	66
CHEK2P3	0	0	0	0	0	0	0	0
IL36G	0	0	0	0	0	1	0	0
ANAPC1P4	0	1	0	0	1	0	0	1
XIAPP3	4	4	5	3	1	4	0	3
MTND1P28	0	0	0	0	0	0	0	0
YY1P2	0	0	0	0	0	0	0	0
CHMP3	244	399	218	217	177	139	205	166
SOCAR	0	0	0	0	0	0	0	0
RPS14P4	4	7	10	14	9	1	8	14
STON1-GTF2A1L	0	0	0	0	0	1	0	0
SOWAHC	7	12	29	8	6	89	5	4
FSIP2-AS1	0	1	1	0	0	1	0	0
PABPC1P2	1	1	0	0	0	0	0	1
NCK2	88	126	75	77	44	236	82	67
HIBCH	412	537	412	384	245	286	402	341
AHCYP4	0	0	0	0	0	0	1	0
DYNLT3P2	0	1	0	3	0	1	0	0
MTND6P9	0	0	0	0	0	0	0	0
SDHCP3	0	0	0	0	0	0	0	0
ISCA1P6	1	0	0	0	0	0	0	0
MAP3K20-AS1	2	1	1	1	1	1	1	3
PPP1R2P5	0	0	0	0	0	0	0	0
SNRPGP9	0	0	0	0	0	0	0	0
FSIP2-AS2	0	0	0	0	0	0	0	0
DRC1	2	3	0	0	0	2	1	0
GAPDHP57	0	1	0	0	0	0	0	0
SGCEP1	0	0	0	0	0	0	0	0
MRPS18BP2	0	0	0	0	0	0	0	0
MGAT4A	8	14	8	7	12	8	8	9
ANKRD44-IT1	1	0	0	0	0	0	0	0
NPAS2	0	0	3	1	2	639	0	2
RPS2P18	0	0	0	0	0	0	0	0
ARHGAP42P2	0	0	0	0	0	0	0	0
FHL2	710	986	589	570	366	345	527	458
PTPN4	445	657	423	429	321	222	390	408
HNRNPDLP2	0	0	0	0	0	0	0	0
MTCYBP9	0	0	0	0	0	0	0	0
SNRNP200	28305	43239	28635	31226	19652	13249	26963	25888
TOMM40P4	24	27	20	9	10	9	5	12
IMP4	1934	2623	1753	1570	841	779	1314	1206
DSTNP5	0	0	0	0	0	0	0	0
ATP5MC2P3	0	1	0	0	0	1	0	0
DBF4P2	0	0	0	0	0	0	0	0
LINC01191	0	2	0	0	0	0	0	1
RPL9P13	0	0	0	0	0	0	0	0
LRP1B	0	1	0	0	2	3	1	0
LINC01966	0	0	0	0	0	0	0	0
OR7E91P	0	0	0	0	0	1	0	0
IL36RN	0	0	0	0	0	0	0	0
RPL23AP35	1	1	0	1	1	2	0	1
MARS2	154	221	113	141	86	84	105	84
RPSAP23	0	0	0	0	0	0	0	0
HMGN2P23	6	11	9	2	2	1	6	4
ACTP1	0	0	0	0	0	0	0	0
KCNJ3	0	1	0	0	0	0	0	1
TMEM177	37	69	27	38	23	45	22	33
GALNT13	1	2	0	0	0	0	1	1
STEAP3-AS1	151	208	177	180	130	66	135	171
LINC01829	3	2	3	1	1	5	1	1
ERBB4	0	1	1	1	1	0	1	0
RPL14P6	2	5	0	3	1	0	1	0
CCDC138	601	926	563	650	441	316	547	516
RAB1A	1792	2197	1393	1368	815	930	1147	1199
MFSD6	1069	1438	1053	924	691	452	897	863
MTND3P9	0	0	0	0	0	0	0	0
ANAPC1P2	90	144	103	82	68	56	87	87
HTR5BP	0	0	0	0	1	2	1	3
COPRSP1	0	0	0	0	0	1	0	0
FAR2P1	0	0	0	0	0	7	0	0
RPL39P16	0	11	8	8	8	5	8	9
MTND2P23	0	0	0	0	0	0	0	0
SLC6A14P3	0	0	0	0	0	0	0	0
HSPA8P6	0	0	0	1	0	0	0	0
MTND2P22	0	0	0	0	0	0	0	0
PHBP4	0	0	0	0	0	0	0	0
RAPGEF4-AS1	0	1	0	0	0	0	0	0
HAT1	9792	13405	8606	7399	4562	2744	7401	6620
FUCA1P1	0	0	0	0	0	0	0	0
IGKV1OR2-2	0	0	0	0	0	0	0	0
MTCO3P5	0	0	0	0	0	0	0	0
POTEKP	1	2	0	2	0	3	1	2
CBX3P6	0	0	0	0	0	0	0	0
LINC01853	0	0	0	0	0	0	0	0
MTCO1P46	0	0	0	0	0	0	0	0
PTPN18	2570	4075	2848	2401	1276	1455	1786	1752
CXCR2	1	1	0	1	0	0	0	0
MED28P3	8	20	8	10	8	8	12	5
CDCA7	1736	2859	1896	1644	868	918	1250	1353
RPL7AP22	1	2	0	0	0	2	0	2
CRYGFP	0	0	0	0	0	0	0	0
PLCL1	59	122	78	88	58	22	41	52
TGFBRAP1	952	1392	956	897	298	279	459	473
LINC01628	0	0	0	0	0	0	0	0
HIGD1AP4	0	0	0	0	0	0	0	0
CDRT15P4	0	0	0	0	0	0	0	0
STK17B	241	392	243	217	188	201	241	268
RPS21P2	0	0	0	0	0	0	0	0
LRRC57P1	0	0	0	0	0	0	0	0
MGAT5	151	184	125	126	100	282	115	130
CDK7P1	0	0	0	0	0	0	0	0
MEAF6P1	0	0	0	0	0	0	0	1
FAR2P2	0	0	0	0	0	0	0	0
ARPP19P2	0	0	0	0	0	0	0	1
RPL21P34	1	1	0	1	0	0	0	0
SLC4A5	0	3	1	1	1	2	0	1
RPL6P5	0	0	0	0	0	0	0	0
C2orf80	0	2	0	0	0	0	0	0
TRIM43CP	0	0	0	0	0	0	0	0
FARSB	1968	2571	1660	1623	951	747	1348	1321
JPT1P1	1	0	0	1	0	0	0	0
INPP1	65	104	97	58	36	92	52	43
MTATP6P5	0	0	0	0	0	0	0	0
NEMP2	127	169	104	106	75	139	111	131
IGFBP2	1	3	10	3	0	131	5	2
HNMT	1	6	4	4	1	2	1	2
MTCO1P44	0	0	0	0	0	0	0	0
DNER	1	2	3	1	2	523	0	1
MCM6	8801	12216	7790	7961	4921	2922	6464	6432
RPL27P7	0	0	0	0	0	0	0	0
RAD52P1	0	0	0	0	0	0	0	0
PKP4P1	3	2	1	1	1	0	0	0
CEP68	859	1281	980	965	560	446	903	769
COPS8	442	667	416	437	300	356	405	393
RPS15AP13	0	0	0	0	0	0	0	0
NANOGNBP1	0	0	0	0	0	0	0	0
POLR2DP1	0	0	0	0	0	0	0	0
CFAP221	0	0	0	0	1	2	1	0
LINC01953	0	0	0	0	0	0	0	0
RPS16P3	0	0	0	0	0	0	0	0
RPL21P32	0	0	1	0	0	0	0	0
RAPGEF4	3	7	2	5	2	22	4	1
SEPTIN10	17	39	62	25	12	574	17	14
DLX2-DT	1	0	0	0	0	1	1	0
METAP1D	251	321	211	209	47	161	71	73
CBY1P1	0	0	0	0	0	0	0	0
G3BP1P1	17	14	11	14	6	6	9	5
ZC3H15	16999	22080	14693	14062	9816	7709	13391	12167
CXCR4	4	4	6	11	22	34	11	21
TBR1	2	2	0	1	2	1	1	1
FIGN	1	1	0	0	0	37	0	0
TTL	1228	1943	1271	1238	1023	1020	1154	1290
KCTD18	266	396	215	251	159	128	215	246
CNRIP1	1645	2047	1333	1242	167	195	294	278
KLF2P2	0	0	0	0	0	0	0	0
MTND2P19	0	0	0	0	0	0	0	0
EDDM3CP	0	0	0	0	0	1	0	0
FOXD4L1	1	2	1	0	2	5	2	2
SNRPA1P1	205	265	190	160	115	73	111	131
RPSAP27	0	0	0	0	0	0	0	0
MTCO2P5	0	0	0	0	0	0	0	0
RPS28P5	0	0	0	0	0	0	0	0
MTCO1P7	0	0	0	0	0	0	0	0
LINC01832	0	1	0	1	1	0	0	0
LINC01795	0	0	0	0	0	0	0	2
SPP2	0	0	0	0	0	0	0	0
ALDH7A1P2	0	0	0	0	0	0	0	0
RPL30P2	0	0	0	0	0	0	0	0
BMS1P19	0	0	0	0	0	0	0	0
IGFBP5	950	857	371	686	16	138	13	12
LINC01878	0	0	0	0	0	0	0	0
RPL23P5	0	0	0	0	0	0	0	0
DPRXP1	0	0	0	0	0	0	0	0
PPIAP66	0	0	0	0	0	0	1	0
KYNU	84	135	85	74	19	47	24	40
VINAC1P	0	0	0	0	0	0	2	0
RPL27AP4	0	0	0	1	0	0	0	0
EXTL2P1	0	0	0	0	0	0	0	0
MIR4435-2HG	1335	2188	1565	1669	814	887	1172	1258
MRPL44	962	1294	826	775	452	356	573	543
MTCO1P45	0	0	0	0	0	0	0	0
HNRNPKP2	206	306	198	146	65	44	126	148
ERICH2	37	34	29	20	26	16	42	31
MTND1P27	0	0	0	0	0	0	0	0
YWHAQP5	0	0	0	0	0	0	0	0
ADAM23	1	2	1	0	0	336	1	0
PRPS1P1	0	0	0	0	0	0	0	0
SPOPL	389	505	364	366	239	192	311	320
LINC01854	0	0	0	0	0	0	0	0
RPL17P15	1	0	0	0	0	1	0	0
MANEALP1	1	0	0	0	0	0	0	0
RPS20P12	0	0	0	0	0	0	0	0
SFXN4P1	0	0	0	0	0	0	0	0
GALNT5	4515	6367	4596	4493	969	458	1302	1281
KRT18P46	0	0	0	0	0	0	0	0
UBE2V1P14	0	0	0	0	0	0	0	0
CYP2C56P	0	0	0	0	0	0	0	0
RPL31P14	0	1	0	0	0	0	0	0
PKP4-AS1	43	65	50	57	37	23	40	44
GPAT2P2	1	4	5	2	0	1	0	3
KRT18P39	1	0	0	0	0	0	0	0
PAFAH1B1P2	3	4	2	1	0	1	1	2
CYP4F62P	0	0	0	0	0	0	0	0
LINC01790	0	0	0	0	0	0	0	0
ACRP1	0	0	0	0	0	0	0	0
TMEM163	3	3	3	2	1	3	2	2
SPAG16-DT	0	0	0	0	2	0	1	0
LY75-CD302	0	0	0	0	0	0	0	0
LINC01891	0	0	0	0	0	0	0	0
TPT1P2	0	0	0	0	0	0	0	0
MTND2P20	0	0	0	0	0	0	0	0
PCED1CP	0	0	0	0	0	0	0	0
RPL15P5	2	1	1	0	0	0	0	3
SGO2	2819	3835	2522	2624	2049	1462	2662	2697
ITGAV	142	223	143	119	112	955	141	139
CWC22	8854	12406	8085	7904	4441	3830	6579	5920
HSPE1P9	0	4	2	0	0	0	0	1
LINC01923	0	0	0	0	0	0	0	1
TEX51	0	0	0	0	0	0	0	0
LLPHP3	193	238	146	169	90	65	116	141
LINC01124	0	1	0	0	0	1	0	2
HECW2	5	8	4	7	2	83	5	9
SPRED2	440	662	491	432	241	368	316	347
HSPA9P1	25	37	32	22	8	5	16	15
RFTN2	2	7	4	4	5	9	2	3
DARS1	4673	6914	4701	4393	2192	2013	3474	3278
EEF1E1P1	1	0	4	1	1	1	1	2
RRN3P4	0	0	0	0	0	0	0	0
MYO3B-AS1	0	1	0	0	0	0	0	1
INHBB	1	3	2	1	2	9	0	0
LNPK	1061	1441	882	942	794	585	763	850
YWHAEP5	29	42	19	21	16	10	18	13
FABP5P14	0	0	0	0	0	0	0	0
CSRNP3	1	1	0	1	0	14	1	0
RPL23AP28	1	0	0	0	0	0	0	0
KANSL1L-AS1	90	145	64	95	60	60	54	78
CKAP2L	4300	6141	4147	3934	2998	1989	3986	3837
SP5	0	0	1	0	1	0	0	1
UBBP1	1	4	4	1	1	0	2	3
RPL21P31	1	1	0	0	1	0	2	0
DLX1	1	1	3	2	2	199	1	0
MTCO2P7	0	0	0	0	0	0	0	0
ZNF385B	1	3	0	0	2	1	0	0
RALB	1534	2183	1459	1357	266	649	425	378
ELOAP1	0	0	0	0	0	0	0	0
ARL4C	5	3	8	4	6	460	2	2
SRSF3P6	0	0	0	0	0	0	0	0
AP1S3	9	12	9	14	9	9	8	10
IDI1P1	0	0	0	0	0	0	0	0
SMYD5	491	669	428	406	210	204	243	267
VPS26CP1	0	0	0	0	0	0	0	0
HMGN1P36	44	57	46	31	28	12	32	39
ATP5F1AP2	0	2	0	0	1	0	0	0
EDAR	2	2	0	1	1	0	0	0
RNF103-CHMP3	0	2	1	1	1	0	3	1
ICOS	0	0	0	0	0	0	0	0
TPM3P8	15	25	16	17	3	5	13	11
MDH1B	21	25	18	13	5	34	8	7
NPM1P33	3	2	0	0	2	0	0	1
LINC01173	0	0	0	0	0	0	0	0
PPIAP65	0	0	2	0	0	0	0	0
MCEE	256	380	285	291	134	97	171	171
LINC01825	2	3	1	0	0	0	0	0
TXNL4AP1	2	3	1	0	0	0	0	0
USP21P1	0	0	0	0	0	0	0	0
BARD1	483	648	455	445	331	223	407	424
ANKRD49P1	6	3	0	1	2	1	4	4
DLX2	3	2	1	1	3	53	3	14
PSMD14P1	0	0	1	0	0	0	0	0
FMNL2	22	40	30	31	24	1231	30	27
MTND4P28	0	0	0	0	0	0	0	0
RPL6P6	0	0	0	0	0	0	0	0
NUP35	303	451	238	288	226	167	202	209
MTATP6P7	0	0	0	0	0	0	0	0
RNF14P1	0	2	0	0	0	0	0	0
SMC4P1	0	0	0	0	0	0	0	0
RPS6P2	0	0	0	0	0	0	0	0
UBE2E3	1107	1500	979	817	593	430	787	723
LINC01934	71	97	56	74	33	8	33	34
KIAA2012-AS1	1	1	0	0	0	1	0	0
LY75	1	1	1	0	0	0	0	0
MTND5P30	0	0	0	0	0	0	0	0
RPS27P10	1	0	0	0	0	0	0	0
ITPRID2-DT	8	7	13	3	7	5	2	8
UNC80	1	0	2	1	0	1	2	4
WDFY1	577	764	548	459	250	223	312	293
CCNT2-AS1	99	111	76	68	69	52	96	89
OR7E28P	0	0	0	0	0	0	0	0
SNHG31	15	25	14	15	7	6	13	5
FAM133DP	283	363	243	248	212	132	257	251
C1QL2	1	0	0	0	0	1	0	2
PECR	270	370	282	219	97	82	177	155
PPIAP68	0	0	0	0	0	0	0	0
ELF2P4	2	6	3	3	1	0	0	3
LINC01856	0	0	0	0	0	0	0	0
ARHGAP15	404	647	413	340	157	80	238	211
TNP1	0	0	0	0	0	0	0	0
GTF2A1L	0	0	0	0	0	0	0	1
ZSWIM2	0	0	0	0	0	0	0	0
LINC01826	0	0	0	0	0	0	0	0
RPL5P8	1	0	0	0	0	0	0	0
LINC01921	0	0	0	0	0	0	0	0
MTCO3P7	0	0	0	0	0	0	1	0
NCKAP5-AS1	0	0	0	0	0	2	0	0
ACADL	0	1	1	0	1	4	1	0
SCHLAP1	0	0	0	0	0	0	1	0
FAM124B	215	302	153	141	23	21	52	37
ARHGAP15-AS1	1	1	0	0	0	0	1	0
MLXP1	0	0	0	0	0	0	0	0
LINC01907	0	0	1	0	0	1	1	1
IL36A	0	0	0	0	0	0	0	0
ITPRID2	1971	2967	2050	1976	1126	2375	1678	1620
LINC01911	0	0	0	0	0	0	0	0
LINC01920	0	1	0	0	0	0	0	0
C2orf49-DT	458	767	538	469	252	180	358	350
PPIAP67	0	1	0	0	0	0	0	0
MTCYBP11	0	0	0	0	0	0	0	0
DNAH7	4	3	2	9	4	5	5	3
CCDC195	0	0	0	0	0	0	0	0
NCKAP1	488	664	521	451	282	1023	374	365
DPP10	12	19	14	16	4	2	11	6
PIKFYVE	1039	1688	1174	1125	891	661	1062	1130
VWC2L	1	0	0	0	0	0	0	0
EPB41L5	148	171	114	109	131	135	139	145
HMGB1P4	38	65	33	33	2	4	20	17
TMEM169	1	7	2	0	3	13	2	1
LINC02631	0	0	3	1	0	0	0	0
XIRP2-AS1	0	0	0	0	0	0	0	0
RPL23AP29	0	0	0	0	0	0	0	0
TANK-AS1	0	0	0	0	0	0	0	0
E2F3P2	0	3	0	0	0	0	0	0
SESTD1	458	677	442	388	265	559	409	400
GLULP6	0	0	0	0	0	0	0	0
MTND6P11	0	0	0	0	0	0	0	0
FTH1P20	7	7	3	4	4	1	7	3
MED15P5	0	0	0	0	0	0	0	0
GYPC	14531	19036	11733	11130	7050	3910	8373	8047
NUDCP1	5	27	15	14	1	7	3	3
PRSS40B	0	0	0	0	0	0	0	0
RPL10P6	0	1	1	3	0	0	1	1
HECW2-AS1	6	19	13	9	2	19	4	1
MTND5P24	0	0	0	0	0	0	0	0
C2orf27A	12	13	9	8	14	10	16	8
SLC44A3P1	0	0	0	0	0	0	0	0
VWC2L-IT1	0	0	0	0	0	0	0	0
GAL3ST2	3	4	2	2	1	2	1	1
ITGB6	0	1	0	0	0	0	0	0
HNRNPA1P47	0	2	2	0	1	0	0	0
IMPDH1P7	1	4	0	1	0	0	1	0
LINC01876	12	23	26	23	8	53	14	12
MTCO3P43	2	3	1	0	0	0	1	1
RPL22P7	0	0	0	1	1	1	0	1
MYL1	0	0	0	0	0	0	0	0
MTND4P22	0	0	0	0	0	0	0	0
ANAPC1	1544	2200	1478	1439	884	708	1150	1268
KRT8P10	1	0	1	0	0	0	0	3
PDCL3	5753	7237	4551	4518	2292	1907	3803	3373
ENSAP3	0	0	0	0	0	0	0	0
SGPP2	199	270	173	195	101	89	102	129
TWIST2	1	0	0	1	0	106	1	0
DNAJC17P1	0	0	0	0	0	0	0	0
VDAC2P4	0	0	0	0	0	0	0	0
SCTR-AS1	0	0	0	0	0	0	0	0
CRACDL	0	0	1	1	1	3	0	1
MTND4LP12	0	0	0	0	0	0	0	0
NANOGP2	0	0	0	0	0	0	0	0
RPL9P14	0	0	0	1	0	0	0	0
SEC61GP1	0	0	0	0	0	0	0	0
TANC1	5858	7771	5228	5690	1439	1148	1660	1796
CPO	2	2	1	0	4	0	0	1
STEAP3	3483	4797	3166	3086	1874	2042	2040	2407
RPL37A	18021	22674	16379	13548	8075	8672	12144	11248
SATB2	11	7	6	6	5	182	9	1
GAPDHP49	0	0	0	0	0	0	0	0
TMEFF2	0	1	2	1	1	2	0	0
RPL27AP3	3	1	0	0	1	0	0	0
SNAI1P1	0	0	0	0	2	0	0	0
KRT18P29	0	0	0	0	0	0	1	0
MTND3P15	0	0	0	0	0	0	0	0
PLA2R1	1	3	1	1	0	49	3	0
LANCL1-AS1	6	8	2	11	13	9	6	9
BANF1P3	18	15	6	10	6	3	8	7
LINC01280	0	0	0	0	0	0	0	2
TBC1D8-AS1	10	16	9	15	4	19	5	6
STAM2	763	1070	747	748	584	522	821	903
LINC01789	0	0	0	0	0	0	0	0
PRSS40A	0	0	0	0	1	0	0	0
RAB6C-AS1	0	0	0	0	0	0	0	0
ABCA12	0	4	0	2	0	0	0	1
LINC01116	0	1	0	1	0	13	0	0
HMGN2P22	0	0	0	0	0	0	0	0
INO80D	704	1040	736	694	344	298	392	431
FASTKD2	662	944	653	613	288	356	363	366
XRCC5	15038	19811	12766	13037	8336	6639	10698	10374
SCG2	2	1	4	3	0	131	2	3
LINC01943	12	19	14	7	15	12	5	9
MTND3P10	0	1	1	0	0	0	0	0
RPL27P8	0	0	0	0	1	0	0	0
LINC01101	1	0	0	0	0	0	0	0
PCGEM1	0	0	0	0	0	0	0	0
LINC01945	0	0	0	0	0	0	0	0
RPS15AP14	2	4	2	1	2	0	0	1
POLHP1	0	0	0	1	0	0	0	0
POU3F3	0	1	4	1	1	80	3	0
NBEAP2	0	0	0	0	0	0	0	0
CYTIP	16	28	20	17	0	2	1	4
LINC02572	1	1	0	2	0	3	2	0
TANK	1120	1627	1054	1054	750	751	1066	923
LINC01796	0	0	0	0	0	0	0	0
LINC01870	0	0	0	0	0	0	0	0
CAPZA1P2	0	0	0	0	0	0	0	0
TMSB10P1	1	2	0	1	0	0	0	0
RGPD8	260	334	250	219	134	123	161	167
BTF3L4P2	257	342	203	220	162	154	200	175
LINC01937	0	0	0	0	0	0	0	0
CALCRL	0	0	3	1	2	4	1	0
SLC2AXP1	0	0	0	0	0	0	0	0
PDE1A	0	0	0	0	1	0	0	0
ANKRD44	13	28	12	11	4	70	11	11
DUSP19	79	97	40	60	34	30	36	33
NYAP2	0	0	0	0	0	0	0	0
IGKV3OR2-268	0	0	0	0	0	0	0	0
LINC01889	0	0	0	0	0	0	0	0
LINC01807	0	0	0	0	0	0	0	0
EIF2S2P4	4258	5563	3598	3801	3062	2192	4265	4009
RTRAFP1	0	0	1	0	1	0	0	1
CDRT15P3	0	1	0	0	0	0	0	0
GAPDHP59	0	0	0	1	0	0	0	0
C2orf88	1209	1696	1059	1024	952	442	1260	1099
PSMD14	5726	7311	4954	4659	3802	2614	4898	4578
SH3BP4	2	9	0	1	2	212	4	3
SLC4A10	3	0	0	4	0	0	1	0
CRYGA	0	0	0	0	0	0	0	0
MTND4LP14	0	0	0	0	0	0	0	0
LINC01827	0	0	0	0	0	0	0	0
CRLF3P1	0	0	0	0	0	0	0	0
GPC1	4	4	2	7	3	261	2	1
KCNH7-AS1	0	0	0	0	0	0	1	0
ITM2C	415	489	332	326	197	868	270	223
PSMB3P2	0	0	0	0	0	0	0	0
RPL7L1P10	0	0	0	0	0	0	0	0
TLK1	3648	5367	3458	3397	1719	1370	2540	2380
CEP19P1	0	0	0	0	0	0	0	0
CRYGB	0	0	0	0	0	0	0	0
OR7E89P	0	0	0	0	0	0	0	0
LINC01963	241	270	173	170	96	91	128	127
TERF1P6	0	0	0	0	0	0	0	0
WNT6	0	0	0	0	0	3	0	0
KLF7	28	51	35	35	44	343	44	54
KIAA2012	0	1	0	2	2	1	1	1
RPL7P61	0	0	0	0	0	0	0	0
CDK8P2	0	1	0	0	0	0	0	1
MTERF4	2621	3224	2382	2137	1246	1147	1553	1551
RPS17P8	0	0	0	0	0	0	0	0
GPR55	0	0	0	0	0	47	0	0
CPS1-IT1	0	1	0	0	0	0	0	0
FABP5P10	0	0	1	0	0	0	1	0
SLC39A10	265	423	341	251	122	346	238	222
POLR1B	827	1162	778	782	401	451	505	491
GBX2	0	1	1	0	0	41	0	1
GSTM3P2	0	0	0	0	0	0	0	0
TFPI	478	689	480	420	159	1127	228	205
RPL19P4	0	0	0	0	0	0	0	0
AHCTF1P1	123	177	132	138	98	66	139	117
GPR39	0	0	0	1	0	20	0	0
KLF7-IT1	7	6	10	7	18	9	1	17
BOK	36	61	43	46	21	231	20	39
LINC01117	0	0	0	0	0	2	0	0
CTLA4	0	0	0	0	0	0	0	0
CCDC115	452	700	507	430	208	271	296	322
MXRA7P1	76	60	44	54	51	286	84	50
RPL17P14	0	0	0	0	0	0	0	0
SLC25A12	306	445	342	313	136	442	207	215
RPE	841	1157	754	755	558	546	630	587
AGAP1	598	977	643	644	146	437	236	228
AHCYP5	0	0	0	0	0	0	0	0
OSBPL6	110	254	278	112	103	230	192	135
ATP5PBP4	0	0	0	0	0	0	0	0
LIN28AP1	0	0	0	0	0	0	0	0
HNRNPCP2	1364	1964	1216	1013	487	358	692	754
LANCL1	421	598	425	392	232	316	323	355
GORASP2	1182	1628	1074	1007	612	671	748	835
LINC01107	1	0	0	1	0	8	1	1
UGGT1	8430	12389	8037	8581	5045	3333	6098	6245
UPP2-IT1	0	0	0	0	0	0	0	0
TEKT4P3	0	0	0	0	0	0	0	0
METAP2P1	0	0	0	0	0	0	0	1
LINC01850	0	0	0	0	0	0	0	0
PRADC1	74	98	63	69	30	42	45	38
